"elapsed.time","NH3.bg","valve","NH3.DFC","date.time","days","treatment","group","NH3_corr","date.time.weather","date","time","temp","air.temp.K","air.flow","dfc.area","n","NH3.flux","cum.treat"
8,46.730156557,17,61.471921991,2024-09-18 16:00:00,0.333333333333333,"2.9","Medium acid",14.741765434,2024-09-18 21:00:00,2024-09-18,16,19.6,292.75,2280,0.38465,6.13670390004014e-10,0.0509495210653992,14.8722399518098
10,56.1161316126667,4,30.266643032,2024-09-18 17:00:00,0.416666666666667,"2.9","Medium acid",-25.8494885806667,2024-09-18 22:00:00,2024-09-18,17,18.6,291.75,2280,0.38465,-1.07975112811526e-09,-0.0896455226509095,-16.2412468290798
10,56.1161316126667,11,44.790832271,2024-09-18 18:00:00,0.416666666666667,"2.9","Medium acid",-11.3252993416667,2024-09-18 23:00:00,2024-09-18,18,17,290.15,2280,0.38465,-4.75674303396659e-10,-0.0394925001041987,0.4758878005678
10,56.1161316126667,17,51.516825576,2024-09-18 18:00:00,0.416666666666667,"2.9","Medium acid",-4.59930603666666,2024-09-18 23:00:00,2024-09-18,18,17,290.15,2280,0.38465,-1.93175617623675e-10,-0.0160382598863448,16.966915622553
13,37.742122736,4,25.262797053,2024-09-18 19:00:00,0.541666666666667,"2.9","Medium acid",-12.479325683,2024-09-19,2024-09-18,19,15.3,288.45,2280,0.38465,-5.27233687539919e-10,-0.0437731790669051,-28.2489299836831
13,37.742122736,11,42.049868242,2024-09-18 20:00:00,0.541666666666667,"2.9","Medium acid",4.307745506,2024-09-19 01:00:00,2024-09-18,20,14.2,287.35,2280,0.38465,1.82692791827243e-10,0.0151679311847486,-1.71332340218271
13,37.742122736,17,49.453877589,2024-09-18 21:00:00,0.541666666666667,"2.9","Medium acid",11.711754853,2024-09-19 02:00:00,2024-09-18,21,13.5,286.65,2280,0.38465,4.97912011427214e-10,0.0413387690332595,19.2439614457753
15,34.7120482876667,4,27.173758178,2024-09-18 22:00:00,0.625,"2.9","Medium acid",-7.53829010966667,2024-09-19 03:00:00,2024-09-18,22,12.9,286.05,2280,0.38465,-3.21154100190744e-10,-0.0266635768312052,-32.4751353375697
15,34.7120482876667,11,41.159211359,2024-09-18 23:00:00,0.625,"2.9","Medium acid",6.44716307133333,2024-09-19 04:00:00,2024-09-18,23,11.9,285.05,2280,0.38465,2.75632348708786e-10,0.0228841677643138,0.569802534761039
15,34.7120482876667,17,48.066339639,2024-09-18 23:00:00,0.625,"2.9","Medium acid",13.3542913513333,2024-09-19 04:00:00,2024-09-18,23,11.9,285.05,2280,0.38465,5.70929360678974e-10,0.047400979357303,24.5683463492091
18,35.077111938,4,25.475301287,2024-09-19,0.75,"2.9","Medium acid",-9.601810651,2024-09-19 05:00:00,2024-09-19,0,12.2,285.35,2280,0.38465,-4.10069847252125e-10,-0.0340457396367463,-37.9389738196853
18,35.077111938,11,43.109362275,2024-09-19 01:00:00,0.75,"2.9","Medium acid",8.032250337,2024-09-19 06:00:00,2024-09-19,1,10.8,283.95,2280,0.38465,3.44729094330829e-10,0.0286208729304174,5.20525619728685
18,35.077111938,17,54.190195523,2024-09-19 02:00:00,0.75,"2.9","Medium acid",19.113083585,2024-09-19 07:00:00,2024-09-19,2,10.2,283.35,2280,0.38465,8.22034638558121e-10,0.0682488055736743,34.976826992997
20,63.673471939,4,35.761163935,2024-09-19 03:00:00,0.833333333333333,"2.9","Medium acid",-27.912308004,2024-09-19 08:00:00,2024-09-19,3,9.5,282.65,2280,0.38465,-1.20345355717834e-09,-0.0999158234802345,-45.9766676067042
20,63.673471939,11,83.34607858,2024-09-19 04:00:00,0.833333333333333,"2.9","Medium acid",19.672606641,2024-09-19 09:00:00,2024-09-19,4,9.7,282.85,2280,0.38465,8.47594834062886e-10,0.0703709215181918,11.1447638642034
20,63.673471939,17,123.66536964,2024-09-19 05:00:00,0.833333333333333,"2.9","Medium acid",59.991897701,2024-09-19 10:00:00,2024-09-19,5,10,283.15,2280,0.38465,2.58201410285857e-09,0.214369772548241,51.9339416803119
23,100.360761508333,4,94.639609208,2024-09-19 05:00:00,0.958333333333333,"2.9","Medium acid",-5.72115230033333,2024-09-19 10:00:00,2024-09-19,5,10,283.15,2280,0.38465,-2.46234849874005e-10,-0.0204434626063822,-56.8090033544997
23,100.360761508333,11,135.1597188,2024-09-19 06:00:00,0.958333333333333,"2.9","Medium acid",34.7989572916667,2024-09-19 11:00:00,2024-09-19,6,10.2,283.35,2280,0.38465,1.49666840268018e-09,0.124259764773354,28.6615256304425
23,100.360761508333,17,173.55155916,2024-09-19 07:00:00,0.958333333333333,"2.9","Medium acid",73.1907976516667,2024-09-19 12:00:00,2024-09-19,7,11.1,284.25,2280,0.38465,3.1378962693329e-09,0.260521469961047,94.6741535061478
25,115.501356475667,4,103.00829973,2024-09-19 08:00:00,1.04166666666667,"2.9","Medium acid",-12.4930567456667,2024-09-19 13:00:00,2024-09-19,8,12.9,286.05,2280,0.38465,-5.32242237883824e-10,-0.0441890101798455,-60.6869517216733
25,115.501356475667,11,171.1673689,2024-09-19 09:00:00,1.04166666666667,"2.9","Medium acid",55.6660124243333,2024-09-19 14:00:00,2024-09-19,9,14.6,287.75,2280,0.38465,2.35753069453954e-09,0.195732206963712,47.8610439346665
25,115.501356475667,17,182.30278995,2024-09-19 10:00:00,1.04166666666667,"2.9","Medium acid",66.8014334743333,2024-09-19 15:00:00,2024-09-19,10,16.7,289.85,2280,0.38465,2.80863338137507e-09,0.233184667144225,124.296521732464
28,76.76750531,4,78.404991844,2024-09-19 10:00:00,1.16666666666667,"2.9","Medium acid",1.63748653399999,2024-09-19 15:00:00,2024-09-19,10,16.7,289.85,2280,0.38465,6.88473151210388e-11,0.00571599638697348,-64.1495229630318
28,76.76750531,11,123.70534529,2024-09-19 11:00:00,1.16666666666667,"2.9","Medium acid",46.93783998,2024-09-19 16:00:00,2024-09-19,11,18.7,291.85,2280,0.38465,1.9599544501831e-09,0.162723739279932,80.1220790965944
28,76.76750531,17,118.61755128,2024-09-19 12:00:00,1.16666666666667,"2.9","Medium acid",41.85004597,2024-09-19 17:00:00,2024-09-19,12,19.8,292.95,2280,0.38465,1.7409448473471e-09,0.144540632265195,158.291798679312
30,44.5233549126667,4,40.360084607,2024-09-19 13:00:00,1.25,"2.9","Medium acid",-4.16327030566667,2024-09-19 18:00:00,2024-09-19,13,20.5,293.65,2280,0.38465,-1.72777497621056e-10,-0.0143447213651834,-64.6672464617244
30,44.5233549126667,11,61.138053648,2024-09-19 14:00:00,1.25,"2.9","Medium acid",16.6146987353333,2024-09-19 19:00:00,2024-09-19,14,21,294.15,2280,0.38465,6.88345050704178e-10,0.057149328421869,93.3144631587024
30,44.5233549126667,17,65.963187622,2024-09-19 15:00:00,1.25,"2.9","Medium acid",21.4398327093333,2024-09-19 20:00:00,2024-09-19,15,21.1,294.25,2280,0.38465,8.87947925173655e-10,0.0737212064579436,171.3875090027
33,35.8358431336667,4,25.62243441,2024-09-19 15:00:00,1.375,"2.9","Medium acid",-10.2134087236667,2024-09-19 20:00:00,2024-09-19,15,21.1,294.25,2280,0.38465,-4.22996541441405e-10,-0.0351189686675594,-69.1189785646713
33,35.8358431336667,11,46.800932004,2024-09-19 16:00:00,1.375,"2.9","Medium acid",10.9650888703333,2024-09-19 21:00:00,2024-09-19,16,20.5,293.65,2280,0.38465,4.55055876057348e-10,0.0377806707326484,101.858163082609
33,35.8358431336667,17,55.558685141,2024-09-19 17:00:00,1.375,"2.9","Medium acid",19.7228420073333,2024-09-19 22:00:00,2024-09-19,17,18.9,292.05,2280,0.38465,8.22990574070976e-10,0.0683281713982973,184.171953009762
35,33.754544017,4,20.936132187,2024-09-19 18:00:00,1.45833333333333,"2.9","Medium acid",-12.81841183,2024-09-19 23:00:00,2024-09-19,18,16.6,289.75,2280,0.38465,-5.39129817410714e-10,-0.0447608462728215,-73.9117674610941
35,33.754544017,11,42.666668066,2024-09-19 19:00:00,1.45833333333333,"2.9","Medium acid",8.912124049,2024-09-20,2024-09-19,19,14.5,287.65,2280,0.38465,3.77571687097217e-10,0.0313476044124146,106.005859591313
35,33.754544017,17,52.261511954,2024-09-19 20:00:00,1.45833333333333,"2.9","Medium acid",18.506967937,2024-09-20 01:00:00,2024-09-19,20,13.6,286.75,2280,0.38465,7.86528423885388e-10,0.0653009288928243,192.189699027229
38,33.8509197063333,4,21.579439592,2024-09-19 21:00:00,1.58333333333333,"2.9","Medium acid",-12.2714801143333,2024-09-20 02:00:00,2024-09-19,21,12.9,286.05,2280,0.38465,-5.22802399057788e-10,-0.0434052746844472,-81.8467183472483
38,33.8509197063333,11,42.003876206,2024-09-19 21:00:00,1.58333333333333,"2.9","Medium acid",8.15295649966667,2024-09-20 02:00:00,2024-09-19,21,12.9,286.05,2280,0.38465,3.47340759038591e-10,0.028837704422064,111.422537386416
38,33.8509197063333,17,51.86580868,2024-09-19 22:00:00,1.58333333333333,"2.9","Medium acid",18.0148889736667,2024-09-20 03:00:00,2024-09-19,22,12.5,285.65,2280,0.38465,7.68563822112187e-10,0.063809431386371,203.809631452357
41,33.2533985476667,4,21.175645959,2024-09-19 23:00:00,1.70833333333333,"2.9","Medium acid",-12.0777525886667,2024-09-20 04:00:00,2024-09-19,23,12.5,285.65,2280,0.38465,-5.15269547630284e-10,-0.0427798653788334,-89.6033809529435
41,33.2533985476667,11,45.668735791,2024-09-20,1.70833333333333,"2.9","Medium acid",12.4153372433333,2024-09-20 05:00:00,2024-09-20,0,12.4,285.55,2280,0.38465,5.29857312614841e-10,0.0439910035590101,117.977121104713
41,33.2533985476667,17,55.597783329,2024-09-20 01:00:00,1.70833333333333,"2.9","Medium acid",22.3443847813333,2024-09-20 06:00:00,2024-09-20,1,12,285.15,2280,0.38465,9.54943334231287e-10,0.079283449741418,216.687990753858
43,36.9494635696667,4,24.367032897,2024-09-20 02:00:00,1.79166666666667,"2.9","Medium acid",-12.5824306726667,2024-09-20 07:00:00,2024-09-20,2,11.3,284.45,2280,0.38465,-5.39065060622828e-10,-0.0447554698893715,-94.8555010690358
43,36.9494635696667,11,50.524949172,2024-09-20 03:00:00,1.79166666666667,"2.9","Medium acid",13.5754856023333,2024-09-20 08:00:00,2024-09-20,3,11.3,284.45,2280,0.38465,5.81610195961858e-10,0.0482877476470974,123.513846177079
43,36.9494635696667,17,63.706187107,2024-09-20 03:00:00,1.79166666666667,"2.9","Medium acid",26.7567235373333,2024-09-20 08:00:00,2024-09-20,3,11.3,284.45,2280,0.38465,1.14632976496774e-09,0.0951731637365394,227.155387562535
46,49.5548368516667,4,33.736999251,2024-09-20 04:00:00,1.91666666666667,"2.9","Medium acid",-15.8178376006667,2024-09-20 09:00:00,2024-09-20,4,11.7,284.85,2280,0.38465,-6.7672693813073e-10,-0.0561847433922782,-103.940120264384
46,49.5548368516667,11,68.776310347,2024-09-20 05:00:00,1.91666666666667,"2.9","Medium acid",19.2214734953333,2024-09-20 10:00:00,2024-09-20,5,12.2,285.35,2280,0.38465,8.20902118015752e-10,0.0681547789102239,133.993673567238
46,49.5548368516667,17,83.825636899,2024-09-20 06:00:00,1.91666666666667,"2.9","Medium acid",34.2708000473333,2024-09-20 11:00:00,2024-09-20,6,12.4,285.55,2280,0.38465,1.46259692011115e-09,0.121431005642791,246.649762806675
48,83.5793547073333,4,69.403257339,2024-09-20 07:00:00,2,"2.9","Medium acid",-14.1760973683333,2024-09-20 12:00:00,2024-09-20,7,12.6,285.75,2280,0.38465,-6.04578953337804e-10,-0.0501947113964225,-110.322887551706
48,83.5793547073333,11,109.89072066,2024-09-20 08:00:00,2,"2.9","Medium acid",26.3113659526667,2024-09-20 13:00:00,2024-09-20,8,12.9,286.05,2280,0.38465,1.12094426380357e-09,0.0930655516578288,143.666893401321
48,83.5793547073333,17,154.62529549,2024-09-20 08:00:00,2,"2.9","Medium acid",71.0459407826667,2024-09-20 13:00:00,2024-09-20,8,12.9,286.05,2280,0.38465,3.02677329372126e-09,0.251295568762297,269.01335727098
51,99.014606523,4,84.767163477,2024-09-20 09:00:00,2.125,"2.9","Medium acid",-14.247443046,2024-09-20 14:00:00,2024-09-20,9,13.2,286.35,2280,0.38465,-6.06348514721916e-10,-0.050341627895059,-119.37115808794
51,99.014606523,11,140.30749623,2024-09-20 10:00:00,2.125,"2.9","Medium acid",41.292889707,2024-09-20 15:00:00,2024-09-20,10,13.7,286.85,2280,0.38465,1.75429650413788e-09,0.14564914349533,165.151215965105
51,99.014606523,17,151.33325994,2024-09-20 11:00:00,2.125,"2.9","Medium acid",52.318653417,2024-09-20 16:00:00,2024-09-20,11,14.1,287.25,2280,0.38465,2.21962238555387e-09,0.184282473673316,308.215381090186
53,56.0737788303333,4,57.713008574,2024-09-20 12:00:00,2.20833333333333,"2.9","Medium acid",1.63922974366667,2024-09-20 17:00:00,2024-09-20,12,15.3,288.45,2280,0.38465,6.92551155753415e-11,0.00574985371197304,-122.046664538925
53,56.0737788303333,11,83.010262941,2024-09-20 13:00:00,2.20833333333333,"2.9","Medium acid",26.9364841106667,2024-09-20 18:00:00,2024-09-20,13,17.1,290.25,2280,0.38465,1.1309704459812e-09,0.0938979678675492,179.524042646878
53,56.0737788303333,17,79.878248942,2024-09-20 13:00:00,2.20833333333333,"2.9","Medium acid",23.8044701116667,2024-09-20 18:00:00,2024-09-20,13,17.1,290.25,2280,0.38465,9.99467936050232e-10,0.0829800712099688,324.251133783183
56,38.7826867666667,4,26.082926588,2024-09-20 14:00:00,2.33333333333333,"2.9","Medium acid",-12.6997601786667,2024-09-20 19:00:00,2024-09-20,14,18.8,291.95,2280,0.38465,-5.30114417934369e-10,-0.0440123495341568,-125.490289162921
56,38.7826867666667,11,53.277341468,2024-09-20 15:00:00,2.33333333333333,"2.9","Medium acid",14.4946547013333,2024-09-20 20:00:00,2024-09-20,15,19.5,292.65,2280,0.38465,6.03589840711635e-10,0.0501125910670015,192.484992950988
56,38.7826867666667,17,61.874056242,2024-09-20 16:00:00,2.33333333333333,"2.9","Medium acid",23.0913694753333,2024-09-20 21:00:00,2024-09-20,16,19.5,292.65,2280,0.38465,9.61576271433901e-10,0.0798341443475693,338.904413183361
58,34.8682600576667,4,23.065807917,2024-09-20 17:00:00,2.41666666666667,"2.9","Medium acid",-11.8024521406667,2024-09-20 22:00:00,2024-09-20,17,18.8,291.95,2280,0.38465,-4.92658913138991e-10,-0.0409026345117736,-130.585188205677
58,34.8682600576667,11,49.177138713,2024-09-20 18:00:00,2.41666666666667,"2.9","Medium acid",14.3088786553333,2024-09-20 23:00:00,2024-09-20,18,16.8,289.95,2280,0.38465,6.01402270808107e-10,0.049930969726462,198.487606598595
58,34.8682600576667,17,55.261185743,2024-09-20 19:00:00,2.41666666666667,"2.9","Medium acid",20.3929256853333,2024-09-21,2024-09-20,19,14.7,287.85,2280,0.38465,8.63367862681965e-10,0.071680465317246,347.99528976325
61,33.0458758733333,4,20.992933934,2024-09-20 19:00:00,2.54166666666667,"2.9","Medium acid",-12.0529419393333,2024-09-21,2024-09-20,19,14.7,287.85,2280,0.38465,-5.10281010275841e-10,-0.0423656958292417,-138.079337936369
61,33.0458758733333,11,45.130002102,2024-09-20 20:00:00,2.54166666666667,"2.9","Medium acid",12.0841262286667,2024-09-21 01:00:00,2024-09-20,20,13.8,286.95,2280,0.38465,5.13205852187799e-10,0.0426085286219487,206.816161449952
61,33.0458758733333,17,53.224243666,2024-09-20 21:00:00,2.54166666666667,"2.9","Medium acid",20.1783677926667,2024-09-21 02:00:00,2024-09-20,21,13.5,286.65,2280,0.38465,8.57860484707055e-10,0.0712232194166478,360.8566213893
63,32.649206875,4,20.47554927,2024-09-20 22:00:00,2.625,"2.9","Medium acid",-12.173657605,2024-09-21 03:00:00,2024-09-20,22,12.9,286.05,2280,0.38465,-5.18634862453823e-10,-0.0430592681026514,-143.204835772282
63,32.649206875,11,43.809491916,2024-09-20 23:00:00,2.625,"2.9","Medium acid",11.160285041,2024-09-21 04:00:00,2024-09-20,23,12.4,285.55,2280,0.38465,4.76294644594947e-10,0.0395440034640883,211.745313375115
63,32.649206875,17,51.491910168,2024-09-21,2.625,"2.9","Medium acid",18.842703293,2024-09-21 05:00:00,2024-09-21,0,11.7,284.85,2280,0.38465,8.06138312169819e-10,0.0669290250703687,369.145756058521
66,32.597607077,4,20.467772448,2024-09-21,2.75,"2.9","Medium acid",-12.129834629,2024-09-21 05:00:00,2024-09-21,0,11.7,284.85,2280,0.38465,-5.18944880820455e-10,-0.0430850071436067,-150.957820544445
66,32.597607077,11,42.944272147,2024-09-21 01:00:00,2.75,"2.9","Medium acid",10.34666507,2024-09-21 06:00:00,2024-09-21,1,11.5,284.65,2280,0.38465,4.42967413251351e-10,0.036777035229918,218.614206857575
66,32.597607077,17,54.475320477,2024-09-21 02:00:00,2.75,"2.9","Medium acid",21.8777134,2024-09-21 07:00:00,2024-09-21,2,11.4,284.55,2280,0.38465,9.36970493923436e-10,0.0777912682368419,382.17058245617
68,46.9775326253333,4,27.910152625,2024-09-21 03:00:00,2.83333333333333,"2.9","Medium acid",-19.0673800003333,2024-09-21 08:00:00,2024-09-21,3,11.3,284.45,2280,0.38465,-8.16897674479282e-10,-0.0678223130072898,-157.612259753499
68,46.9775326253333,11,59.563355358,2024-09-21 04:00:00,2.83333333333333,"2.9","Medium acid",12.5858227326667,2024-09-21 09:00:00,2024-09-21,4,11.4,284.55,2280,0.38465,5.39020889736105e-10,0.0447518026348318,223.50593712946
68,46.9775326253333,17,95.519267082,2024-09-21 05:00:00,2.83333333333333,"2.9","Medium acid",48.5417344566667,2024-09-21 10:00:00,2024-09-21,5,11.1,284.25,2280,0.38465,2.08112129319107e-09,0.172783524990339,397.205070049801
71,91.4940442133333,4,83.99227638,2024-09-21 05:00:00,2.95833333333333,"2.9","Medium acid",-7.50176783333333,2024-09-21 10:00:00,2024-09-21,5,11.1,284.25,2280,0.38465,-3.21621980534355e-10,-0.0267024222436793,-166.119485926086
71,91.4940442133333,11,131.44767608,2024-09-21 06:00:00,2.95833333333333,"2.9","Medium acid",39.9536318666667,2024-09-21 11:00:00,2024-09-21,6,10.9,284.05,2280,0.38465,1.71413114551988e-09,0.14231444490413,240.341899407967
71,91.4940442133333,17,159.76888518,2024-09-21 07:00:00,2.95833333333333,"2.9","Medium acid",68.2748409666667,2024-09-21 12:00:00,2024-09-21,7,11.1,284.25,2280,0.38465,2.92713531799748e-09,0.243023201012862,434.627675390089
73,101.379962910667,4,97.265059841,2024-09-21 08:00:00,3.04166666666667,"2.9","Medium acid",-4.11490306966667,2024-09-21 13:00:00,2024-09-21,8,11.8,284.95,2280,0.38465,-1.7598413753929e-10,-0.0146109502247217,-168.59828827419
73,101.379962910667,11,150.75595314,2024-09-21 09:00:00,3.04166666666667,"2.9","Medium acid",49.3759902293333,2024-09-21 14:00:00,2024-09-21,9,12.6,285.75,2280,0.38465,2.10577592106209e-09,0.17483045686539,259.370593514138
73,101.379962910667,17,172.05027965,2024-09-21 10:00:00,3.04166666666667,"2.9","Medium acid",70.6703167393333,2024-09-21 15:00:00,2024-09-21,10,14,287.15,2280,0.38465,2.99923705553798e-09,0.249009393365482,464.14963105279
76,68.197970224,4,72.990995376,2024-09-21 11:00:00,3.16666666666667,"2.9","Medium acid",4.793025152,2024-09-21 16:00:00,2024-09-21,11,16,289.15,2280,0.38465,2.02008241155201e-10,0.0167715817901102,-168.403831433305
76,68.197970224,11,105.94406832,2024-09-21 11:00:00,3.16666666666667,"2.9","Medium acid",37.746098096,2024-09-21 16:00:00,2024-09-21,11,16,289.15,2280,0.38465,1.59085810005877e-09,0.132079793324353,286.992516031215
76,68.197970224,17,103.33073568,2024-09-21 12:00:00,3.16666666666667,"2.9","Medium acid",35.132765456,2024-09-21 17:00:00,2024-09-21,12,18.8,291.95,2280,0.38465,1.46651474107502e-09,0.121756279771998,497.518541635163
78,45.130487567,4,35.971955415,2024-09-21 13:00:00,3.25,"2.9","Medium acid",-9.15853215200001,2024-09-21 18:00:00,2024-09-21,13,20.2,293.35,2280,0.38465,-3.80471699048409e-10,-0.0315883757163652,-169.292839068881
78,45.130487567,11,58.242360808,2024-09-21 14:00:00,3.25,"2.9","Medium acid",13.111873241,2024-09-21 19:00:00,2024-09-21,14,20.7,293.85,2280,0.38465,5.43777987360939e-10,0.0451467570755131,297.626109055207
78,45.130487567,17,61.977634677,2024-09-21 15:00:00,3.25,"2.9","Medium acid",16.84714711,2024-09-21 20:00:00,2024-09-21,15,20.9,294.05,2280,0.38465,6.9821272625082e-10,0.0579685847381577,508.302033505773
81,32.4939601013333,4,24.280479497,2024-09-21 16:00:00,3.375,"2.9","Medium acid",-8.21348060433333,2024-09-21 21:00:00,2024-09-21,16,20.2,293.35,2280,0.38465,-3.41211546650456e-10,-0.0283288311885329,-174.685387690322
81,32.4939601013333,11,44.642962022,2024-09-21 17:00:00,3.375,"2.9","Medium acid",12.1490019206667,2024-09-21 22:00:00,2024-09-21,17,18.7,291.85,2280,0.38465,5.07298384200033e-10,0.042118065549934,305.479943091497
81,32.4939601013333,17,50.68102563,2024-09-21 17:00:00,3.375,"2.9","Medium acid",18.1870655286667,2024-09-21 22:00:00,2024-09-21,17,18.7,291.85,2280,0.38465,7.5942608423972e-10,0.0630507775946827,519.193776115728
84,31.6417662976667,4,18.743168916,2024-09-21 18:00:00,3.5,"2.9","Medium acid",-12.8985973816667,2024-09-21 23:00:00,2024-09-21,18,16.8,289.95,2280,0.38465,-5.42128138928796e-10,-0.0450097796543805,-181.285862666184
84,31.6417662976667,11,38.66852185,2024-09-21 19:00:00,3.5,"2.9","Medium acid",7.02675555233333,2024-09-22,2024-09-21,19,15.2,288.35,2280,0.38465,2.96973341579081e-10,0.0246559875938391,311.489607874436
84,31.6417662976667,17,45.811520991,2024-09-21 20:00:00,3.5,"2.9","Medium acid",14.1697546933333,2024-09-22 01:00:00,2024-09-21,20,14,287.15,2280,0.38465,6.01362146159378e-10,0.0499276384077787,529.36183355595
86,28.9644138903333,4,18.089115341,2024-09-21 21:00:00,3.58333333333333,"2.9","Medium acid",-10.8752985493333,2024-09-22 02:00:00,2024-09-21,21,13.3,286.45,2280,0.38465,-4.62673832185013e-10,-0.0384131457917746,-186.291238192953
86,28.9644138903333,11,39.809825536,2024-09-21 22:00:00,3.58333333333333,"2.9","Medium acid",10.8454116456667,2024-09-22 03:00:00,2024-09-21,22,12.8,285.95,2280,0.38465,4.62209125626444e-10,0.0383745638804086,315.271440962891
86,28.9644138903333,17,47.806975937,2024-09-21 22:00:00,3.58333333333333,"2.9","Medium acid",18.8425620466667,2024-09-22 03:00:00,2024-09-21,22,12.8,285.95,2280,0.38465,8.03031218426054e-10,0.0666710609568499,536.357755517827
89,29.2923144593333,4,18.768184194,2024-09-21 23:00:00,3.70833333333333,"2.9","Medium acid",-10.5241302653333,2024-09-22 04:00:00,2024-09-21,23,12.7,285.85,2280,0.38465,-4.48673680700304e-10,-0.0372507937790201,-193.100992754325
89,29.2923144593333,11,37.455599925,2024-09-22,3.70833333333333,"2.9","Medium acid",8.16328546566667,2024-09-22 05:00:00,2024-09-22,0,12.4,285.55,2280,0.38465,3.48389770988181e-10,0.028924797847613,321.328383518413
89,29.2923144593333,17,42.587199973,2024-09-22 01:00:00,3.70833333333333,"2.9","Medium acid",13.2948855136667,2024-09-22 06:00:00,2024-09-22,1,11,284.15,2280,0.38465,5.70189896349995e-10,0.047339585889376,546.618713733988
91,36.3392448873333,4,17.740835636,2024-09-22 02:00:00,3.79166666666667,"2.9","Medium acid",-18.5984092513333,2024-09-22 07:00:00,2024-09-22,2,10.8,283.95,2280,0.38465,-7.98208784364268e-10,-0.0662706820077925,-199.312281301533
91,36.3392448873333,11,45.343288511,2024-09-22 03:00:00,3.79166666666667,"2.9","Medium acid",9.00404362366666,2024-09-22 08:00:00,2024-09-22,3,10.9,284.05,2280,0.38465,3.86300591206662e-10,0.0320723150894266,324.988210294636
91,36.3392448873333,17,71.423965625,2024-09-22 03:00:00,3.79166666666667,"2.9","Medium acid",35.0847207376667,2024-09-22 08:00:00,2024-09-22,3,10.9,284.05,2280,0.38465,1.50524019315691e-09,0.124971431209565,556.957374759924
94,69.8679891436667,4,95.899387546,2024-09-22 04:00:00,3.91666666666667,"2.9","Medium acid",26.0313984023333,2024-09-22 09:00:00,2024-09-22,4,10.8,283.95,2280,0.38465,1.11721871441983e-09,0.0927562407314763,-196.928581016402
94,69.8679891436667,11,107.63427444,2024-09-22 05:00:00,3.91666666666667,"2.9","Medium acid",37.7662852963333,2024-09-22 10:00:00,2024-09-22,5,9.7,282.85,2280,0.38465,1.62716150955836e-09,0.135093856504154,340.033165738058
94,69.8679891436667,17,122.49976182,2024-09-22 06:00:00,3.91666666666667,"2.9","Medium acid",52.6317726763333,2024-09-22 11:00:00,2024-09-22,6,9.4,282.55,2280,0.38465,2.27004915797848e-09,0.188469118402731,585.167024225031
