"elapsed.time","NH3.bg","valve","NH3.DFC","date.time","days","treatment","group","NH3_corr","date.time.weather","date","time","temp","air.temp.K","air.flow","dfc.area","n","NH3.flux","cum.treat"
0,151.518024471333,3,288.1025513,2024-09-18 06:00:00,0,"1.5","Low acid",136.584526828667,2024-09-18 11:00:00,2024-09-18,6,8.2,281.35,2280,0.38465,5.91612251324696e-09,0.491181607462252,0
0,151.518024471333,10,329.32607484,2024-09-18 07:00:00,0,"1.5","Low acid",177.808050368667,2024-09-18 12:00:00,2024-09-18,7,9.2,282.35,2280,0.38465,7.67443132121626e-09,0.637163869455572,0
0,151.518024471333,15,183.93262699,2024-09-18 08:00:00,0,"1.5","Low acid",32.4146025186667,2024-09-18 13:00:00,2024-09-18,8,10.7,283.85,2280,0.38465,1.39166395181639e-09,0.115541849474866,0
3,115.906389603333,3,149.1199882,2024-09-18 09:00:00,0.125,"1.5","Low acid",33.2135985966667,2024-09-18 14:00:00,2024-09-18,9,12.8,285.95,2280,0.38465,1.41549522211144e-09,0.117520422708463,54.7831827153643
3,115.906389603333,10,152.95363819,2024-09-18 10:00:00,0.125,"1.5","Low acid",37.0472485866667,2024-09-18 15:00:00,2024-09-18,10,15.4,288.55,2280,0.38465,1.56465090909933e-09,0.129903961070423,69.0361047473395
3,115.906389603333,15,163.61769222,2024-09-18 11:00:00,0.125,"1.5","Low acid",47.7113026166667,2024-09-18 16:00:00,2024-09-18,11,17.7,290.85,2280,0.38465,1.99910120844268e-09,0.16597386934499,25.336414693787
5,67.7758860843333,3,95.377343075,2024-09-18 11:00:00,0.208333333333333,"1.5","Low acid",27.6014569906667,2024-09-18 16:00:00,2024-09-18,11,17.7,290.85,2280,0.38465,1.15649967614897e-09,0.096017512938328,67.5954588541718
5,67.7758860843333,10,102.0316642,2024-09-18 12:00:00,0.208333333333333,"1.5","Low acid",34.2557781156667,2024-09-18 17:00:00,2024-09-18,12,18.8,291.95,2280,0.38465,1.42990746448742e-09,0.118716988256508,83.9533617069554
5,67.7758860843333,15,87.340030217,2024-09-18 13:00:00,0.208333333333333,"1.5","Low acid",19.5641441326667,2024-09-18 18:00:00,2024-09-18,13,19.7,292.85,2280,0.38465,8.14138328671709e-10,0.067593220403769,39.3504400787126
8,46.730156557,3,51.216285139,2024-09-18 14:00:00,0.333333333333333,"1.5","Low acid",4.486128582,2024-09-18 19:00:00,2024-09-18,14,20,293.15,2280,0.38465,1.86493798474419e-10,0.0154835068934589,77.6305506390326
8,46.730156557,10,61.601086347,2024-09-18 15:00:00,0.333333333333333,"1.5","Low acid",14.87092979,2024-09-18 20:00:00,2024-09-18,15,19.9,293.05,2280,0.38465,6.18413516754519e-10,0.0513433155847814,99.2587890526715
