"elapsed.time","NH3.bg","valve","NH3.DFC","date.time","days","treatment","group","NH3_corr","date.time.weather","date","time","temp","air.temp.K","air.flow","dfc.area","n","NH3.flux","cum.treat","cum.emis","totaltan","tanloss"
0,151.518024471333,2,806.34534711,2024-09-18 06:00:00,0,"0-bp","No acid",654.827322638667,2024-09-18 11:00:00,2024-09-18,6,8.2,281.35,2280,0.38465,2.83636716083622e-08,2.35487243256574,0,0,8175.83260063694,0
0,151.518024471333,6,993.72420602,2024-09-18 07:00:00,0,"0-bp","No acid",842.206181548667,2024-09-18 12:00:00,2024-09-18,7,9.2,282.35,2280,0.38465,3.63507360054718e-08,3.01799242724003,0,0,8175.83260063694,0
0,151.518024471333,14,346.92445046,2024-09-18 08:00:00,0,"0-bp","No acid",195.406425988667,2024-09-18 13:00:00,2024-09-18,8,10.7,283.85,2280,0.38465,8.38943123998211e-09,0.696526198184976,0,0,8175.83260063694,0
3,115.906389603333,2,191.81484225,2024-09-18 09:00:00,0.125,"0-bp","No acid",75.9084526466667,2024-09-18 14:00:00,2024-09-18,9,12.8,285.95,2280,0.38465,3.23506204022147e-09,0.26858858476952,236.111491560173,236.111491560173,8175.83260063694,2.88791983756834
3,115.906389603333,6,163.37456695,2024-09-18 09:00:00,0.125,"0-bp","No acid",47.4681773466667,2024-09-18 14:00:00,2024-09-18,9,12.8,285.95,2280,0.38465,2.02299603401869e-09,0.167957719207831,286.735513180308,286.735513180308,8175.83260063694,3.50711086180959
3,115.906389603333,14,156.96900117,2024-09-18 10:00:00,0.125,"0-bp","No acid",41.0626115666667,2024-09-18 15:00:00,2024-09-18,10,15.4,288.55,2280,0.38465,1.73423546872792e-09,0.143983591168115,75.6458810417782,75.6458810417782,8175.83260063694,0.925237645348621
5,67.7758860843333,2,111.51546759,2024-09-18 11:00:00,0.208333333333333,"0-bp","No acid",43.7395815056667,2024-09-18 16:00:00,2024-09-18,11,17.7,290.85,2280,0.38465,1.83268629128165e-09,0.152157396421411,261.356250431629,261.356250431629,8175.83260063694,3.19669277978206
5,67.7758860843333,6,89.606622118,2024-09-18 12:00:00,0.208333333333333,"0-bp","No acid",21.8307360336667,2024-09-18 17:00:00,2024-09-18,12,18.8,291.95,2280,0.38465,9.1126035159359e-10,0.0756567030703194,301.352378516997,301.352378516997,8175.83260063694,3.68589222941673
5,67.7758860843333,14,90.342663263,2024-09-18 13:00:00,0.208333333333333,"0-bp","No acid",22.5667771786667,2024-09-18 18:00:00,2024-09-18,13,19.7,292.85,2280,0.38465,9.39089291673619e-10,0.0779671798212441,88.9629273011398,88.9629273011398,8175.83260063694,1.08812070460211
8,46.730156557,2,52.151987922,2024-09-18 14:00:00,0.333333333333333,"0-bp","No acid",5.421831365,2024-09-18 19:00:00,2024-09-18,14,20,293.15,2280,0.38465,2.25392096428902e-10,0.0187130087291709,276.734586895182,276.734586895182,8175.83260063694,3.38478783033819
8,46.730156557,6,50.157860385,2024-09-18 14:00:00,0.333333333333333,"0-bp","No acid",3.427703828,2024-09-18 19:00:00,2024-09-18,14,20,293.15,2280,0.38465,1.42493799552228e-10,0.011830440184555,309.226221409936,309.226221409936,8175.83260063694,3.78219854190563
8,46.730156557,14,60.68020535,2024-09-18 15:00:00,0.333333333333333,"0-bp","No acid",13.950048793,2024-09-18 20:00:00,2024-09-18,15,19.9,293.05,2280,0.38465,5.80118315048293e-10,0.0481638853599953,100.314723167451,100.314723167451,8175.83260063694,1.22696645182824
10,56.1161316126667,2,38.210117199,2024-09-18 16:00:00,0.416666666666667,"0-bp","No acid",-17.9060144136667,2024-09-18 21:00:00,2024-09-18,16,19.6,292.75,2280,0.38465,-7.45391784847491e-10,-0.0618855904776738,274.144231990272,274.144231990272,8175.83260063694,3.35310475863846
10,56.1161316126667,6,43.665442202,2024-09-18 17:00:00,0.416666666666667,"0-bp","No acid",-12.4506894106667,2024-09-18 22:00:00,2024-09-18,17,18.6,291.75,2280,0.38465,-5.20073961812725e-10,-0.0431787482410057,307.345322926549,307.345322926549,8175.83260063694,3.75919295244138
10,56.1161316126667,14,50.212406656,2024-09-18 18:00:00,0.416666666666667,"0-bp","No acid",-5.90372495666666,2024-09-18 23:00:00,2024-09-18,18,17,290.15,2280,0.38465,-2.4796256341553e-10,-0.0205869047194657,101.969342005883,101.969342005883,8175.83260063694,1.24720437644405
13,37.742122736,2,30.771453565,2024-09-18 19:00:00,0.541666666666667,"0-bp","No acid",-6.970669171,2024-09-19,2024-09-18,19,15.3,288.45,2280,0.38465,-2.94500817191883e-10,-0.0244507081223147,266.373965116273,266.373965116273,8175.83260063694,3.25806530206502
13,37.742122736,6,35.380563345,2024-09-18 19:00:00,0.541666666666667,"0-bp","No acid",-2.361559391,2024-09-19,2024-09-18,19,15.3,288.45,2280,0.38465,-9.97725115674789e-11,-0.00828353748633987,302.713717211087,302.713717211087,8175.83260063694,3.70254299467316
13,37.742122736,14,48.753707981,2024-09-18 21:00:00,0.541666666666667,"0-bp","No acid",11.011585245,2024-09-19 02:00:00,2024-09-18,21,13.5,286.65,2280,0.38465,4.68145092444088e-10,0.0388673930462693,103.614585955295,103.614585955295,8175.83260063694,1.26732763519673
15,34.7120482876667,2,31.708657799,2024-09-18 21:00:00,0.625,"0-bp","No acid",-3.00339048866667,2024-09-19 02:00:00,2024-09-18,21,13.5,286.65,2280,0.38465,-1.27685749751697e-10,-0.0106010130237551,264.270861847508,264.270861847508,8175.83260063694,3.23234188805334
15,34.7120482876667,6,40.278857339,2024-09-18 22:00:00,0.625,"0-bp","No acid",5.56680905133333,2024-09-19 03:00:00,2024-09-18,22,12.9,286.05,2280,0.38465,2.37163007234501e-10,0.0196902797166874,303.398121744908,303.398121744908,8175.83260063694,3.71091406300652
15,34.7120482876667,14,47.561921841,2024-09-18 23:00:00,0.625,"0-bp","No acid",12.8498735533333,2024-09-19 04:00:00,2024-09-18,23,11.9,285.05,2280,0.38465,5.49364238026585e-10,0.0456105513217437,108.683262617376,108.683262617376,8175.83260063694,1.32932348209905
18,35.077111938,2,30.412298948,2024-09-19,0.75,"0-bp","No acid",-4.66481299,2024-09-19 05:00:00,2024-09-19,0,12.2,285.35,2280,0.38465,-1.9922275285337e-10,-0.0165403187257303,261.828141990055,261.828141990055,8175.83260063694,3.20246456574535
18,35.077111938,6,38.180637871,2024-09-19 01:00:00,0.75,"0-bp","No acid",3.103525933,2024-09-19 06:00:00,2024-09-19,1,10.8,283.95,2280,0.38465,1.33197502471633e-10,0.0110586221342578,306.165522911493,306.165522911493,8175.83260063694,3.74476261766467
18,35.077111938,14,50.842640285,2024-09-19 02:00:00,0.75,"0-bp","No acid",15.765528347,2024-09-19 07:00:00,2024-09-19,2,10.2,283.35,2280,0.38465,6.78059630659223e-10,0.0562953891838303,117.854797262878,117.854797262878,8175.83260063694,1.44150208327035
20,63.673471939,2,37.7492156,2024-09-19 03:00:00,0.833333333333333,"0-bp","No acid",-25.924256339,2024-09-19 08:00:00,2024-09-19,3,9.5,282.65,2280,0.38465,-1.11773768417509e-09,-0.0927993278038017,255.267763198283,255.267763198283,8175.83260063694,3.12222345621895
20,63.673471939,6,60.252446317,2024-09-19 03:00:00,0.833333333333333,"0-bp","No acid",-3.421025622,2024-09-19 08:00:00,2024-09-19,3,9.5,282.65,2280,0.38465,-1.47499284308706e-10,-0.0122460167794124,306.094279232784,306.094279232784,8175.83260063694,3.74389122410527
20,63.673471939,14,126.69738651,2024-09-19 04:00:00,0.833333333333333,"0-bp","No acid",63.023914571,2024-09-19 09:00:00,2024-09-19,4,9.7,282.85,2280,0.38465,2.71538720758384e-09,0.2254429739271,134.759099049534,134.759099049534,8175.83260063694,1.6482614754005
23,100.360761508333,2,106.80360952,2024-09-19 05:00:00,0.958333333333333,"0-bp","No acid",6.44284801166667,2024-09-19 10:00:00,2024-09-19,5,10,283.15,2280,0.38465,2.77296186088481e-10,0.0230223066072612,248.987831290594,248.987831290594,8175.83260063694,3.04541254026161
23,100.360761508333,6,98.456289778,2024-09-19 06:00:00,0.958333333333333,"0-bp","No acid",-1.90447173033333,2024-09-19 11:00:00,2024-09-19,6,10.2,283.35,2280,0.38465,-8.19094273054588e-11,-0.00680046839464907,304.380095567119,304.380095567119,8175.83260063694,3.7229247519501
23,100.360761508333,14,155.47942757,2024-09-19 07:00:00,0.958333333333333,"0-bp","No acid",55.1186660616667,2024-09-19 12:00:00,2024-09-19,7,11.1,284.25,2280,0.38465,2.36309293182804e-09,0.196194007517425,172.706427379541,172.706427379541,8175.83260063694,2.11240170653795
25,115.501356475667,2,109.3796079,2024-09-19 08:00:00,1.04166666666667,"0-bp","No acid",-6.12174857566667,2024-09-19 13:00:00,2024-09-19,8,12.9,286.05,2280,0.38465,-2.60805119836272e-10,-0.0216531482755347,249.069980790498,249.069980790498,8175.83260063694,3.04641732477612
25,115.501356475667,6,97.144623491,2024-09-19 08:00:00,1.04166666666667,"0-bp","No acid",-18.3567329846667,2024-09-19 13:00:00,2024-09-19,8,12.9,286.05,2280,0.38465,-7.82052690778315e-10,-0.0649293345289176,300.076307391705,300.076307391705,8175.83260063694,3.67028438630613
25,115.501356475667,14,173.3495582,2024-09-19 09:00:00,1.04166666666667,"0-bp","No acid",57.8482017243333,2024-09-19 14:00:00,2024-09-19,9,14.6,287.75,2280,0.38465,2.44994935418466e-09,0.203405196443283,196.682379617184,196.682379617184,8175.83260063694,2.40565565887272
28,76.76750531,2,86.381074553,2024-09-19 10:00:00,1.16666666666667,"0-bp","No acid",9.613569243,2024-09-19 15:00:00,2024-09-19,10,16.7,289.85,2280,0.38465,4.04197785672143e-10,0.0335582161550207,250.141436899651,250.141436899651,8175.83260063694,3.05952248680048
28,76.76750531,6,74.758192403,2024-09-19 11:00:00,1.16666666666667,"0-bp","No acid",-2.00931290700001,2024-09-19 16:00:00,2024-09-19,11,18.7,291.85,2280,0.38465,-8.39016404581687e-11,-0.00696587038836445,293.605738949149,293.605738949149,8175.83260063694,3.59114176244601
28,76.76750531,14,117.21458259,2024-09-19 12:00:00,1.16666666666667,"0-bp","No acid",40.44707728,2024-09-19 17:00:00,2024-09-19,12,19.8,292.95,2280,0.38465,1.68258192192533e-09,0.139695094421671,227.561405795029,227.561405795029,8175.83260063694,2.78334228341834
30,44.5233549126667,2,47.391409047,2024-09-19 13:00:00,1.25,"0-bp","No acid",2.86805413433333,2024-09-19 18:00:00,2024-09-19,13,20.5,293.65,2280,0.38465,1.19025472762929e-10,0.00988200006165244,252.747849872652,252.747849872652,8175.83260063694,3.09140196746398
30,44.5233549126667,6,42.809142888,2024-09-19 13:00:00,1.25,"0-bp","No acid",-1.71421202466667,2024-09-19 18:00:00,2024-09-19,13,20.5,293.65,2280,0.38465,-7.114053190606e-11,-0.00590638898012955,292.83340338704,292.83340338704,8175.83260063694,3.58169519474049
30,44.5233549126667,14,62.729509264,2024-09-19 14:00:00,1.25,"0-bp","No acid",18.2061543513333,2024-09-19 19:00:00,2024-09-19,14,21,294.15,2280,0.38465,7.54278873167013e-10,0.0626234342793645,239.700517517092,239.700517517092,8175.83260063694,2.93181782487104
33,35.8358431336667,2,29.826087434,2024-09-19 15:00:00,1.375,"0-bp","No acid",-6.00975569966666,2024-09-19 20:00:00,2024-09-19,15,21.1,294.25,2280,0.38465,-2.48898868599684e-10,-0.0206646407508609,251.777412210623,251.777412210623,8175.83260063694,3.07953237925894
33,35.8358431336667,6,29.992562734,2024-09-19 16:00:00,1.375,"0-bp","No acid",-5.84328039966666,2024-09-19 21:00:00,2024-09-19,16,20.5,293.65,2280,0.38465,-2.42498634781991e-10,-0.0201332661676488,290.489834423739,290.489834423739,8175.83260063694,3.55303060389359
33,35.8358431336667,14,49.825260667,2024-09-19 17:00:00,1.375,"0-bp","No acid",13.9894175333333,2024-09-19 22:00:00,2024-09-19,17,18.9,292.05,2280,0.38465,5.83747451933943e-10,0.0484651917114447,249.698493856264,249.698493856264,8175.83260063694,3.05410477505143
35,33.754544017,2,24.87451252,2024-09-19 18:00:00,1.45833333333333,"0-bp","No acid",-8.880031497,2024-09-19 23:00:00,2024-09-19,18,16.6,289.75,2280,0.38465,-3.73485407012313e-10,-0.0310083440917992,248.677033120063,248.677033120063,8175.83260063694,3.04161111494247
35,33.754544017,6,28.795953807,2024-09-19 18:00:00,1.45833333333333,"0-bp","No acid",-4.95859021,2024-09-19 23:00:00,2024-09-19,18,16.6,289.75,2280,0.38465,-2.08553436259183e-10,-0.0173149916747313,288.242938953197,288.242938953197,8175.83260063694,3.52554844298966
35,33.754544017,14,46.785914378,2024-09-19 19:00:00,1.45833333333333,"0-bp","No acid",13.031370361,2024-09-20,2024-09-19,19,14.5,287.65,2280,0.38465,5.52087971996253e-10,0.0458366872792944,255.356606595709,255.356606595709,8175.83260063694,3.12331011493331
38,33.8509197063333,2,25.222970069,2024-09-19 20:00:00,1.58333333333333,"0-bp","No acid",-8.62794963733334,2024-09-20 01:00:00,2024-09-19,20,13.6,286.75,2280,0.38465,-3.66679601581151e-10,-0.0304432972314158,243.146385400974,243.146385400974,8175.83260063694,2.97396482141809
38,33.8509197063333,6,30.064291733,2024-09-19 21:00:00,1.58333333333333,"0-bp","No acid",-3.78662797333334,2024-09-20 02:00:00,2024-09-19,21,12.9,286.05,2280,0.38465,-1.61321875629796e-10,-0.0133936269935661,285.47916327305,285.47916327305,8175.83260063694,3.49174423227317
38,33.8509197063333,14,45.88363453,2024-09-19 22:00:00,1.58333333333333,"0-bp","No acid",12.0327148236667,2024-09-20 03:00:00,2024-09-19,22,12.5,285.65,2280,0.38465,5.1334811492768e-10,0.0426203398785784,263.317739039917,263.317739039917,8175.83260063694,3.22068408077978
41,33.2533985476667,2,24.86548211,2024-09-19 23:00:00,1.70833333333333,"0-bp","No acid",-8.38791643766666,2024-09-20 04:00:00,2024-09-19,23,12.5,285.65,2280,0.38465,-3.57851171123738e-10,-0.0297103234544646,237.732559539245,237.732559539245,8175.83260063694,2.90774739591322
41,33.2533985476667,6,32.234131516,2024-09-19 23:00:00,1.70833333333333,"0-bp","No acid",-1.01926703166666,2024-09-20 04:00:00,2024-09-19,23,12.5,285.65,2280,0.38465,-4.348468462702e-11,-0.00361028312839423,283.948811362073,283.948811362073,8175.83260063694,3.47302623759631
41,33.2533985476667,14,50.750848637,2024-09-20,1.70833333333333,"0-bp","No acid",17.4974500893333,2024-09-20 05:00:00,2024-09-20,0,12.4,285.55,2280,0.38465,7.46749902981878e-10,0.0619983472109697,272.733420877977,272.733420877977,8175.83260063694,3.33584888781516
43,36.9494635696667,2,28.646383654,2024-09-20 01:00:00,1.79166666666667,"0-bp","No acid",-8.30307991566666,2024-09-20 06:00:00,2024-09-20,1,12,285.15,2280,0.38465,-3.54852948364883e-10,-0.0294613982723159,234.182256235638,234.182256235638,8175.83260063694,2.86432303197345
43,36.9494635696667,6,38.505041353,2024-09-20 02:00:00,1.79166666666667,"0-bp","No acid",1.55557778333334,2024-09-20 07:00:00,2024-09-20,2,11.3,284.45,2280,0.38465,6.66451223846395e-11,0.00553316099676912,284.064184034176,284.064184034176,8175.83260063694,3.4744373803843
43,36.9494635696667,14,60.11393743,2024-09-20 03:00:00,1.79166666666667,"0-bp","No acid",23.1644738603333,2024-09-20 08:00:00,2024-09-20,3,11.3,284.45,2280,0.38465,9.92428158809004e-10,0.0823955990166057,281.397057651631,281.397057651631,8175.83260063694,3.44181530367572
46,49.5548368516667,2,35.186061377,2024-09-20 04:00:00,1.91666666666667,"0-bp","No acid",-14.3687754746667,2024-09-20 09:00:00,2024-09-20,4,11.7,284.85,2280,0.38465,-6.14732410152528e-10,-0.0510376944868483,226.937337887313,226.937337887313,8175.83260063694,2.77570920262768
46,49.5548368516667,6,55.415482607,2024-09-20 04:00:00,1.91666666666667,"0-bp","No acid",5.86064575533334,2024-09-20 09:00:00,2024-09-20,4,11.7,284.85,2280,0.38465,2.50733188543321e-10,0.0208169337800364,286.435692564088,286.435692564088,8175.83260063694,3.50344370482553
46,49.5548368516667,14,85.343032492,2024-09-20 05:00:00,1.91666666666667,"0-bp","No acid",35.7881956403333,2024-09-20 10:00:00,2024-09-20,5,12.2,285.35,2280,0.38465,1.5284262992764e-09,0.126896440174315,300.233341178814,300.233341178814,8175.83260063694,3.67220509328217
48,83.5793547073333,2,62.873928442,2024-09-20 06:00:00,2,"0-bp","No acid",-20.7054262653333,2024-09-20 11:00:00,2024-09-20,6,12.4,285.55,2280,0.38465,-8.836587603277e-10,-0.0733651017831352,219.473170111114,219.473170111114,8175.83260063694,2.68441369621506
48,83.5793547073333,6,87.486060013,2024-09-20 07:00:00,2,"0-bp","No acid",3.90670530566666,2024-09-20 12:00:00,2024-09-20,7,12.6,285.75,2280,0.38465,1.66612272992372e-10,0.0138328582425549,288.514680085444,288.514680085444,8175.83260063694,3.52887215502635
48,83.5793547073333,14,139.05331308,2024-09-20 08:00:00,2,"0-bp","No acid",55.4739583726667,2024-09-20 13:00:00,2024-09-20,8,12.9,286.05,2280,0.38465,2.36335945234407e-09,0.196216135182157,319.620095700202,319.620095700202,8175.83260063694,3.90932778730453
51,99.014606523,2,88.621644095,2024-09-20 09:00:00,2.125,"0-bp","No acid",-10.392962428,2024-09-20 14:00:00,2024-09-20,9,13.2,286.35,2280,0.38465,-4.4230795037624e-10,-0.0367222838223308,209.565305406622,209.565305406622,8175.83260063694,2.56322891677474
51,99.014606523,6,103.03921842,2024-09-20 09:00:00,2.125,"0-bp","No acid",4.024611897,2024-09-20 14:00:00,2024-09-20,9,13.2,286.35,2280,0.38465,1.71281080977069e-10,0.0142204825024855,291.039480752498,291.039480752498,8175.83260063694,3.55975342168605
51,99.014606523,14,143.94335271,2024-09-20 11:00:00,2.125,"0-bp","No acid",44.928746187,2024-09-20 16:00:00,2024-09-20,11,14.1,287.25,2280,0.38465,1.90610507492781e-09,0.158252935533135,351.522312064579,351.522312064579,8175.83260063694,4.29952922516042
53,56.0737788303333,2,76.48379713,2024-09-20 11:00:00,2.20833333333333,"0-bp","No acid",20.4100182996667,2024-09-20 16:00:00,2024-09-20,11,14.1,287.25,2280,0.38465,8.65896397340837e-10,0.0718903949993118,211.675392077241,211.675392077241,8175.83260063694,2.58903774596303
