"elapsed.time","NH3.bg","valve","NH3.DFC","date.time","days","treatment","group","NH3_corr","date.time.weather","date","time","temp","air.temp.K","air.flow","dfc.area","n","NH3.flux","cum.treat","cum.emis","totaltan","tanloss"
53,56.0737788303333,6,64.400759224,2024-09-20 12:00:00,2.20833333333333,"0-bp","No acid",8.32698039366667,2024-09-20 17:00:00,2024-09-20,12,15.3,288.45,2280,0.38465,3.5180302931e-10,0.0292081810441984,293.645200565299,293.645200565299,8175.83260063694,3.59162442418919
53,56.0737788303333,14,82.021356367,2024-09-20 13:00:00,2.20833333333333,"0-bp","No acid",25.9475775366667,2024-09-20 18:00:00,2024-09-20,13,17.1,290.25,2280,0.38465,1.08944965564956e-09,0.0904507355811095,366.444532331433,366.444532331433,8175.83260063694,4.48204544088739
56,38.7826867666667,2,32.632702181,2024-09-20 14:00:00,2.33333333333333,"0-bp","No acid",-6.14998458566667,2024-09-20 19:00:00,2024-09-20,14,18.8,291.95,2280,0.38465,-2.56713154663548e-10,-0.0213134159547929,216.227320191248,216.227320191248,8175.83260063694,2.64471315342737
56,38.7826867666667,6,34.478229855,2024-09-20 15:00:00,2.33333333333333,"0-bp","No acid",-4.30445691166666,2024-09-20 20:00:00,2024-09-20,15,19.5,292.65,2280,0.38465,-1.79247213210535e-10,-0.0148818646200683,294.93456904347,294.93456904347,8175.83260063694,3.60739490948596
56,38.7826867666667,14,56.913173994,2024-09-20 16:00:00,2.33333333333333,"0-bp","No acid",18.1304872273333,2024-09-20 21:00:00,2024-09-20,16,19.5,292.65,2280,0.38465,7.54994039048326e-10,0.0626828103870092,380.226551468564,380.226551468564,8175.83260063694,4.65061566254356
58,34.8682600576667,2,29.6438794,2024-09-20 17:00:00,2.41666666666667,"0-bp","No acid",-5.22438065766667,2024-09-20 22:00:00,2024-09-20,17,18.8,291.95,2280,0.38465,-2.180765205361e-10,-0.0181056385608735,213.862176920308,213.862176920308,8175.83260063694,2.61578468355195
58,34.8682600576667,6,36.602991249,2024-09-20 17:00:00,2.41666666666667,"0-bp","No acid",1.73473119133333,2024-09-20 22:00:00,2024-09-20,17,18.8,291.95,2280,0.38465,7.24112898849096e-11,0.00601189270243233,294.402370728412,294.402370728412,8175.83260063694,3.60088550131856
58,34.8682600576667,14,54.875266014,2024-09-20 18:00:00,2.41666666666667,"0-bp","No acid",20.0070059563333,2024-09-20 23:00:00,2024-09-20,18,16.8,289.95,2280,0.38465,8.40894601459592e-10,0.0698146397621788,388.176398477515,388.176398477515,8175.83260063694,4.7478515943107
61,33.0458758733333,2,28.02044061,2024-09-20 19:00:00,2.54166666666667,"0-bp","No acid",-5.02543526333333,2024-09-21,2024-09-20,19,14.7,287.85,2280,0.38465,-2.12760021259292e-10,-0.0176642402201517,210.642887830016,210.642887830016,8175.83260063694,2.57640901079121
61,33.0458758733333,6,36.982920784,2024-09-20 20:00:00,2.54166666666667,"0-bp","No acid",3.93704491066667,2024-09-21 01:00:00,2024-09-20,20,13.8,286.95,2280,0.38465,1.67204020402166e-10,0.013881987624731,296.192819957857,296.192819957857,8175.83260063694,3.6227847905641
61,33.0458758733333,14,53.732871004,2024-09-20 21:00:00,2.54166666666667,"0-bp","No acid",20.6869951306667,2024-09-21 02:00:00,2024-09-20,21,13.5,286.65,2280,0.38465,8.79484200717946e-10,0.0730185121215833,401.031382147054,401.031382147054,8175.83260063694,4.90508308738869
63,32.649206875,2,28.172795862,2024-09-20 22:00:00,2.625,"0-bp","No acid",-4.476411013,2024-09-21 03:00:00,2024-09-20,22,12.9,286.05,2280,0.38465,-1.90708732358342e-10,-0.0158334485986579,208.633026500887,208.633026500887,8175.83260063694,2.55182605481224
63,32.649206875,6,36.845733253,2024-09-20 22:00:00,2.625,"0-bp","No acid",4.19652637799999,2024-09-21 03:00:00,2024-09-20,22,12.9,286.05,2280,0.38465,1.78784795125496e-10,0.0148434727074904,297.91634757779,297.91634757779,8175.83260063694,3.64386555021418
63,32.649206875,14,52.742581408,2024-09-20 23:00:00,2.625,"0-bp","No acid",20.093374533,2024-09-21 04:00:00,2024-09-20,23,12.4,285.55,2280,0.38465,8.57537835884062e-10,0.0711964317415838,409.684278778844,409.684278778844,8175.83260063694,5.01091813874623
66,32.597607077,2,28.430737778,2024-09-21,2.75,"0-bp","No acid",-4.166869299,2024-09-21 05:00:00,2024-09-21,0,11.7,284.85,2280,0.38465,-1.78269165071234e-10,-0.0148006629113204,205.875956464989,205.875956464989,8175.83260063694,2.51810386197181
66,32.597607077,6,37.373172358,2024-09-21 01:00:00,2.75,"0-bp","No acid",4.775565281,2024-09-21 06:00:00,2024-09-21,1,11.5,284.65,2280,0.38465,2.04454264734166e-10,0.0169746610520282,300.779979616147,300.779979616147,8175.83260063694,3.6788911210427
66,32.597607077,14,53.333061828,2024-09-21 02:00:00,2.75,"0-bp","No acid",20.735454751,2024-09-21 07:00:00,2024-09-21,2,11.4,284.55,2280,0.38465,8.8805026944779e-10,0.0737297035140765,422.727630951853,422.727630951853,8175.83260063694,5.17045359904899
68,46.9775326253333,2,34.874364428,2024-09-21 03:00:00,2.83333333333333,"0-bp","No acid",-12.1031681973333,2024-09-21 08:00:00,2024-09-21,3,11.3,284.45,2280,0.38465,-5.18532171386964e-10,-0.0430507422543143,202.404872155051,202.404872155051,8175.83260063694,2.47564843902604
68,46.9775326253333,6,54.47427311,2024-09-21 03:00:00,2.83333333333333,"0-bp","No acid",7.49674048466667,2024-09-21 08:00:00,2024-09-21,3,11.3,284.45,2280,0.38465,3.21180459401964e-10,0.0266657652848265,303.398405196358,303.398405196358,8175.83260063694,3.71091752994945
68,46.9775326253333,14,102.05995262,2024-09-21 04:00:00,2.83333333333333,"0-bp","No acid",55.0824199946667,2024-09-21 09:00:00,2024-09-21,4,11.4,284.55,2280,0.38465,2.35904919884822e-09,0.195858279638104,438.902909940984,438.902909940984,8175.83260063694,5.36829618926874
71,91.4940442133333,2,94.804501789,2024-09-21 05:00:00,2.95833333333333,"0-bp","No acid",3.31045757566666,2024-09-21 10:00:00,2024-09-21,5,11.1,284.25,2280,0.38465,1.41928668763903e-10,0.0117835206272919,199.590822208619,199.590822208619,8175.83260063694,2.44122931520234
71,91.4940442133333,6,95.402481634,2024-09-21 06:00:00,2.95833333333333,"0-bp","No acid",3.90843742066666,2024-09-21 11:00:00,2024-09-21,6,10.9,284.05,2280,0.38465,1.67683737374312e-10,0.0139218157643577,307.051287490785,307.051287490785,8175.83260063694,3.75559655498406
71,91.4940442133333,14,147.97140728,2024-09-21 07:00:00,2.95833333333333,"0-bp","No acid",56.4773630666667,2024-09-21 12:00:00,2024-09-21,7,11.1,284.25,2280,0.38465,2.42134411093712e-09,0.20103026770766,474.622879202103,474.622879202103,8175.83260063694,5.80519321255584
73,101.379962910667,2,106.05186912,2024-09-21 08:00:00,3.04166666666667,"0-bp","No acid",4.67190620933334,2024-09-21 13:00:00,2024-09-21,8,11.8,284.95,2280,0.38465,1.99805772090905e-10,0.0165887234579907,201.293156853736,201.293156853736,8175.83260063694,2.46205085997057
73,101.379962910667,6,97.03455336,2024-09-21 08:00:00,3.04166666666667,"0-bp","No acid",-4.34540955066666,2024-09-21 13:00:00,2024-09-21,8,11.8,284.95,2280,0.38465,-1.85842324614226e-10,-0.0154294187678068,306.960831310578,306.960831310578,8175.83260063694,3.75449017004903
73,101.379962910667,14,167.09397575,2024-09-21 09:00:00,3.04166666666667,"0-bp","No acid",65.7140128393333,2024-09-21 14:00:00,2024-09-21,9,12.6,285.75,2280,0.38465,2.80255616688827e-09,0.232680110997216,500.645501924396,500.645501924396,8175.83260063694,6.12348033991538
76,68.197970224,2,77.696535265,2024-09-21 10:00:00,3.16666666666667,"0-bp","No acid",9.49856504099999,2024-09-21 15:00:00,2024-09-21,10,14,287.15,2280,0.38465,4.0311759674835e-10,0.0334685342847141,205.798310050579,205.798310050579,8175.83260063694,2.51715415546236
76,68.197970224,6,71.395470433,2024-09-21 11:00:00,3.16666666666667,"0-bp","No acid",3.197500209,2024-09-21 16:00:00,2024-09-21,11,16,289.15,2280,0.38465,1.34762779837271e-10,0.0111885781064097,306.579155651052,306.579155651052,8175.83260063694,3.74982183009921
76,68.197970224,14,106.98851426,2024-09-21 12:00:00,3.16666666666667,"0-bp","No acid",38.790544036,2024-09-21 17:00:00,2024-09-21,12,18.8,291.95,2280,0.38465,1.6191980308057e-09,0.134432694689812,533.685654436228,533.685654436228,8175.83260063694,6.52760006845848
78,45.130487567,2,41.392817779,2024-09-21 13:00:00,3.25,"0-bp","No acid",-3.737669788,2024-09-21 18:00:00,2024-09-21,13,20.2,293.35,2280,0.38465,-1.55273525399124e-10,-0.0128914672796413,207.032934070884,207.032934070884,8175.83260063694,2.53225505197788
78,45.130487567,6,37.895030585,2024-09-21 13:00:00,3.25,"0-bp","No acid",-7.235456982,2024-09-21 18:00:00,2024-09-21,13,20.2,293.35,2280,0.38465,-3.00581639682517e-10,-0.0249555638211198,305.753136508169,305.753136508169,8175.83260063694,3.73971864938073
78,45.130487567,14,60.432420663,2024-09-21 14:00:00,3.25,"0-bp","No acid",15.301933096,2024-09-21 19:00:00,2024-09-21,14,20.7,293.85,2280,0.38465,6.34604547247745e-10,0.05268756367402,544.912869938058,544.912869938058,8175.83260063694,6.66492205204405
81,32.4939601013333,2,27.287429717,2024-09-21 15:00:00,3.375,"0-bp","No acid",-5.20653038433333,2024-09-21 20:00:00,2024-09-21,15,20.9,294.05,2280,0.38465,-2.15779309708485e-10,-0.017914914365345,204.260359722835,204.260359722835,8175.83260063694,2.49834322325682
