"elapsed.time","NH3.bg","valve","NH3.DFC","date.time","days","treatment","group","NH3_corr","date.time.weather","date","time","temp","air.temp.K","air.flow","dfc.area","n","NH3.flux","cum.treat"
0,151.518024471333,2,806.34534711,2024-09-18 06:00:00,0,"0-bp","No acid",654.827322638667,2024-09-18 11:00:00,2024-09-18,6,8.2,281.35,2280,0.38465,2.83636716083622e-08,2.35487243256574,0
0,151.518024471333,6,993.72420602,2024-09-18 07:00:00,0,"0-bp","No acid",842.206181548667,2024-09-18 12:00:00,2024-09-18,7,9.2,282.35,2280,0.38465,3.63507360054718e-08,3.01799242724003,0
0,151.518024471333,14,346.92445046,2024-09-18 08:00:00,0,"0-bp","No acid",195.406425988667,2024-09-18 13:00:00,2024-09-18,8,10.7,283.85,2280,0.38465,8.38943123998211e-09,0.696526198184976,0
3,115.906389603333,2,191.81484225,2024-09-18 09:00:00,0.125,"0-bp","No acid",75.9084526466667,2024-09-18 14:00:00,2024-09-18,9,12.8,285.95,2280,0.38465,3.23506204022147e-09,0.26858858476952,236.111491560173
3,115.906389603333,6,163.37456695,2024-09-18 09:00:00,0.125,"0-bp","No acid",47.4681773466667,2024-09-18 14:00:00,2024-09-18,9,12.8,285.95,2280,0.38465,2.02299603401869e-09,0.167957719207831,286.735513180308
3,115.906389603333,14,156.96900117,2024-09-18 10:00:00,0.125,"0-bp","No acid",41.0626115666667,2024-09-18 15:00:00,2024-09-18,10,15.4,288.55,2280,0.38465,1.73423546872792e-09,0.143983591168115,75.6458810417782
5,67.7758860843333,2,111.51546759,2024-09-18 11:00:00,0.208333333333333,"0-bp","No acid",43.7395815056667,2024-09-18 16:00:00,2024-09-18,11,17.7,290.85,2280,0.38465,1.83268629128165e-09,0.152157396421411,261.356250431629
5,67.7758860843333,6,89.606622118,2024-09-18 12:00:00,0.208333333333333,"0-bp","No acid",21.8307360336667,2024-09-18 17:00:00,2024-09-18,12,18.8,291.95,2280,0.38465,9.1126035159359e-10,0.0756567030703194,301.352378516997
5,67.7758860843333,14,90.342663263,2024-09-18 13:00:00,0.208333333333333,"0-bp","No acid",22.5667771786667,2024-09-18 18:00:00,2024-09-18,13,19.7,292.85,2280,0.38465,9.39089291673619e-10,0.0779671798212441,88.9629273011398
8,46.730156557,2,52.151987922,2024-09-18 14:00:00,0.333333333333333,"0-bp","No acid",5.421831365,2024-09-18 19:00:00,2024-09-18,14,20,293.15,2280,0.38465,2.25392096428902e-10,0.0187130087291709,276.734586895182
8,46.730156557,6,50.157860385,2024-09-18 14:00:00,0.333333333333333,"0-bp","No acid",3.427703828,2024-09-18 19:00:00,2024-09-18,14,20,293.15,2280,0.38465,1.42493799552228e-10,0.011830440184555,309.226221409936
8,46.730156557,14,60.68020535,2024-09-18 15:00:00,0.333333333333333,"0-bp","No acid",13.950048793,2024-09-18 20:00:00,2024-09-18,15,19.9,293.05,2280,0.38465,5.80118315048293e-10,0.0481638853599953,100.314723167451
10,56.1161316126667,2,38.210117199,2024-09-18 16:00:00,0.416666666666667,"0-bp","No acid",-17.9060144136667,2024-09-18 21:00:00,2024-09-18,16,19.6,292.75,2280,0.38465,-7.45391784847491e-10,-0.0618855904776738,274.144231990272
10,56.1161316126667,6,43.665442202,2024-09-18 17:00:00,0.416666666666667,"0-bp","No acid",-12.4506894106667,2024-09-18 22:00:00,2024-09-18,17,18.6,291.75,2280,0.38465,-5.20073961812725e-10,-0.0431787482410057,307.345322926549
10,56.1161316126667,14,50.212406656,2024-09-18 18:00:00,0.416666666666667,"0-bp","No acid",-5.90372495666666,2024-09-18 23:00:00,2024-09-18,18,17,290.15,2280,0.38465,-2.4796256341553e-10,-0.0205869047194657,101.969342005883
13,37.742122736,2,30.771453565,2024-09-18 19:00:00,0.541666666666667,"0-bp","No acid",-6.970669171,2024-09-19,2024-09-18,19,15.3,288.45,2280,0.38465,-2.94500817191883e-10,-0.0244507081223147,266.373965116273
13,37.742122736,6,35.380563345,2024-09-18 19:00:00,0.541666666666667,"0-bp","No acid",-2.361559391,2024-09-19,2024-09-18,19,15.3,288.45,2280,0.38465,-9.97725115674789e-11,-0.00828353748633987,302.713717211087
13,37.742122736,14,48.753707981,2024-09-18 21:00:00,0.541666666666667,"0-bp","No acid",11.011585245,2024-09-19 02:00:00,2024-09-18,21,13.5,286.65,2280,0.38465,4.68145092444088e-10,0.0388673930462693,103.614585955295
15,34.7120482876667,2,31.708657799,2024-09-18 21:00:00,0.625,"0-bp","No acid",-3.00339048866667,2024-09-19 02:00:00,2024-09-18,21,13.5,286.65,2280,0.38465,-1.27685749751697e-10,-0.0106010130237551,264.270861847508
15,34.7120482876667,6,40.278857339,2024-09-18 22:00:00,0.625,"0-bp","No acid",5.56680905133333,2024-09-19 03:00:00,2024-09-18,22,12.9,286.05,2280,0.38465,2.37163007234501e-10,0.0196902797166874,303.398121744908
15,34.7120482876667,14,47.561921841,2024-09-18 23:00:00,0.625,"0-bp","No acid",12.8498735533333,2024-09-19 04:00:00,2024-09-18,23,11.9,285.05,2280,0.38465,5.49364238026585e-10,0.0456105513217437,108.683262617376
18,35.077111938,2,30.412298948,2024-09-19,0.75,"0-bp","No acid",-4.66481299,2024-09-19 05:00:00,2024-09-19,0,12.2,285.35,2280,0.38465,-1.9922275285337e-10,-0.0165403187257303,261.828141990055
18,35.077111938,6,38.180637871,2024-09-19 01:00:00,0.75,"0-bp","No acid",3.103525933,2024-09-19 06:00:00,2024-09-19,1,10.8,283.95,2280,0.38465,1.33197502471633e-10,0.0110586221342578,306.165522911493
18,35.077111938,14,50.842640285,2024-09-19 02:00:00,0.75,"0-bp","No acid",15.765528347,2024-09-19 07:00:00,2024-09-19,2,10.2,283.35,2280,0.38465,6.78059630659223e-10,0.0562953891838303,117.854797262878
