"rn","Sensor","Source","SensorHeight","SourceArea","CE","CE_se","CE_lo","CE_hi","uCE","uCE_se","uCE_lo","uCE_hi","vCE","vCE_se","vCE_lo","vCE_hi","wCE","wCE_se","wCE_lo","wCE_hi","N_TD","TD_Time_avg","TD_Time_max","Max_Dist","UCE","Ustar","L","Zo","sUu","sVu","sWu","z_sWu","WD","d","N0","MaxFetch","Time","SH","UST","sigW","sigU","sigV","WS","airT","Pair","z_sonic","z0","kv","A","alpha","bw","C0","Flux_pentanoic_acid","Flux_isoprene","Flux_butandione","Flux_acetaldehyde","Flux_butanone","Flux_acetic_acid","Flux_H2S","Flux_acetone","Flux_methylphenol","Flux_trimethylamine","Flux_ethylphenol","Flux_butanoic_acid","Flux_formic_acid","Flux_methanol","Flux_phenol","Flux_propanoic_acid","Flux_methanthiol","Flux_dimethyl_sulfide","Flux_methyl_indole","hours"
50,"PTRMS","Plot1",1.5,731.834716796875,0.918568332964127,0.0272946281168306,0.865071197366935,0.972065468561318,-0.712037240898009,0.0346109517525574,-0.779874280887306,-0.644200200908712,0.519517643615216,0.0236275335260348,0.473207968339221,0.565827318891211,0.233985306195089,0.0109743995018598,0.212475618071267,0.255494994318912,12918,8.50013159931878,39.8,19.01,1.2844072362288,0.2444829,-21,0.03464,3.475,3.476,1.508,1.893,113.008,0.107,1e+05,69,2024-09-19 12:30:00,62.2977891800843,0.24448286296032,1.50808639086745,3.47488434859694,3.47629754164283,2.44543361157079,18.8773591160203,102897.184102656,2,0.0346401019152361,0.4,0.5,0.02,1.392,5.465,2.47326755829795,0.365074454415245,0.844644274309312,7.47377362536197,0.486630775260415,19.3240347930579,0,0,0.414003037501677,0.386501928337067,0.243946751655275,5.74096303318345,1.17406854264169,2.07932532774847,0.327635682833574,4.34638999378168,0,0,0,24
51,"PTRMS","Plot1",1.5,731.834716796875,1.27813047435681,0.0436023527132809,1.19267039900885,1.36359054970477,-0.816520532583912,0.0500802846815531,-0.914677274961471,-0.718363790206354,0.603732582886695,0.0466381232494244,0.512322434604275,0.695142731169115,0.325312600249092,0.015369142791246,0.29518926929926,0.355435931198925,18266,8.51856454615132,35.4,20.32,1.83802224617407,0.2547657,-20.8,0.04656,3.33,3.309,1.559,1.893,107.432,0.107,1e+05,71,2024-09-19 13:00:00,71.1944387137953,0.254765668833624,1.55927365056318,3.32999336009734,3.30900432582321,2.35986993735796,19.2884907739874,102900,2,0.0465611698330446,0.4,0.5,0.02,1.438,5.87,2.09551972567419,0.127691217191367,0.477910305915667,3.85126581265273,0.368839883296918,16.3941816507775,0,0,0.236205583903259,0.090074949553124,0.0700816871181135,4.814884377197,0.256753428999603,1.7607422913005,0.216393040107413,4.05206470615314,0,0.0137048692222246,0,24.5
52,"PTRMS","Plot1",1.5,731.834716796875,1.68678561368563,0.0353854314643329,1.61743060298133,1.75614062438992,-0.842032350981825,0.0325829427336276,-0.905894518222769,-0.778170183740881,0.741882461303902,0.028152636514003,0.686703639795088,0.797061282812717,0.402495093500582,0.0156919086907515,0.371739145355231,0.433251041645933,23939,9.69915201136221,49.8,21.98,2.30716258658555,0.2560524,-19.7,0.06534,3.099,3.402,1.476,1.893,102.126,0.107,1e+05,72,2024-09-19 13:30:00,76.4667808015184,0.256052436865349,1.47555971412596,3.09920316123896,3.40247108917176,2.15479855817755,19.7339815012433,102902.685876912,2,0.0653444118325044,0.4,0.5,0.02,1.356,5.169,2.24225067804313,0.161450057310457,0.414477732871096,3.4349044555462,0.548505202139122,16.201711064091,0,0,0.267236511470515,0.113037638246976,0.170818336759718,4.96087517056542,0.529739502607908,1.73575060532006,0.207700170168332,4.08384739655708,0.00127336929042619,0.0310070382244484,0.0265144518883331,25
53,"PTRMS","Plot1",1.5,731.834716796875,1.73781930560333,0.0475123413987325,1.64469570049436,1.83094291071231,-0.805047389131965,0.0318419557835788,-0.867457231059194,-0.742637547204736,0.733891446239963,0.0362656040556888,0.662811308075892,0.804971584404033,0.379007927130745,0.0175376518156684,0.344634345148853,0.413381509112638,23789,9.68708646853588,36.6,23.23,2.67825948878622,0.230095,-16.8,0.03576,3.486,3.885,1.62,1.893,95.584,0.107,1e+05,73,2024-09-19 14:00:00,65.0804442324513,0.230095028362778,1.62000328964405,3.48618175904241,3.8850231500078,2.28310760477289,19.9627298574806,102897.138998472,2,0.0357589186701894,0.4,0.5,0.02,1.47,6.171,2.6286048902041,0.138351160690167,0.380329443267714,2.45480848109173,0.428351793307741,18.3308394303632,0,0,0.2802209259788,0.07889858373532,0.118779306533447,5.62194720561475,0,0.726746512671252,0.258379372097096,4.68194218510839,0,0.0401215326444964,0,25.5
54,"PTRMS","Plot1",1.5,731.834716796875,1.79333279521746,0.0422289225691427,1.7105646260695,1.87610096436543,-0.676631298390941,0.0352161976789402,-0.745654612956127,-0.607607983825755,0.752076602151196,0.0320278892924603,0.689302332832096,0.814850871470295,0.391551790425541,0.0168014432274926,0.358621168226829,0.424482412624253,21456,10.9332541014169,64.8,22.69,2.41963199859641,0.1816217,-8.6,0.02219,4.112,4.654,1.902,1.893,96.577,0.107,1e+05,73,2024-09-19 14:30:00,62.9499396253746,0.181621706035304,1.90177263411663,4.11236094173911,NA,2.01880369653178,20.419339565633,102899.92890911,2,0.0221876452482743,0.4,0.5,0.02,1.606,7.624,2.3752610809393,0.125626252664682,0.313706451765011,1.93035362425894,0.264992318739147,15.7512036895259,0,0,0.236969417038643,0.0486795203861607,0.0745720393158784,4.9805080091329,0,0.427423744425111,0.232052315084979,4.11254461817241,0,0.037787739371473,0,26
55,"PTRMS","Plot1",1.5,731.834716796875,2.0980267131182,0.0432260274645159,2.01330423063194,2.18274919560446,-0.755177579076033,0.0334435440888122,-0.82072651439443,-0.689628643757635,0.860731559132545,0.0338552341584304,0.794375716338284,0.927087401926806,0.373582539923607,0.0153578902359423,0.343481263843851,0.403683816003363,25975,11.4682309913378,55.5,22.84,2.52749601527467,0.2037644,-13.4,0.05186,3.507,4.078,1.675,1.892,98.439,0.108,1e+05,73,2024-09-19 15:00:00,56.8492000403983,0.203764353111952,1.67485058118362,3.50742464038286,4.07819366701571,1.83240475406914,20.7826181403783,102908.350842206,2,0.0518590452267973,0.4,0.5,0.02,1.489,6.357,2.1219172716745,0.112901344639197,0.247083460262307,1.40589876742614,0.101632844170553,13.1715679486885,0,0,0.193717908098486,0.0184604570370015,0.0303647720983097,4.33906881265106,0,0.12810097617897,0.205725258072862,3.54314705123642,0,0.0354539460984496,0,26.5
56,"PTRMS","Plot1",1.5,731.834716796875,1.40677627963887,0.040274636052512,1.32783848804096,1.48571407123677,-0.634719972576276,0.0305055957051938,-0.694510565176714,-0.574929379975839,0.709799320669081,0.0260413121290551,0.658758669001883,0.760839972336279,0.28485458082185,0.0114342070484445,0.26244367555878,0.307265486084919,17456,10.1345382676444,52,20.19,1.82844639669892,0.207434,-20.5,0.04134,3.299,3.946,1.59,1.892,108.472,0.108,1e+05,71,2024-09-19 15:30:00,39.3211399105579,0.207434049611337,1.58967859439078,3.29865713181396,3.94568167636774,1.98295726152807,20.7202546255171,102927.344721048,2,0.0413378313522551,0.4,0.5,0.02,1.466,6.132,3.93105706361471,0.104877108133977,0.391276352158356,1.42426200882086,0.122000189002375,23.9704617770897,0,0,0.314300597329878,0,0.138754250995836,8.05293306403216,0,0.319249390610486,0.266989673792636,6.58887678244009,0,0.119025003778841,0,27
57,"PTRMS","Plot1",1.5,731.834716796875,1.31695341181632,0.0349090116697989,1.24853217805305,1.38537464557959,-0.693832050031605,0.0287335612276598,-0.750149476838328,-0.637514623224882,0.714536640862821,0.0296854742216381,0.656353476289032,0.77271980543661,0.272018352680489,0.0119873119008414,0.248523368705613,0.295513336655365,15032,10.8088677488026,47.3,19.3,1.41941908597424,0.1981993,-20.2,0.04739,3.36,4.058,1.515,1.892,115.88,0.108,1e+05,69,2024-09-19 16:00:00,34.7379340900641,0.198199301814305,1.51464786377341,3.36046826517104,4.05767816177993,1.82694046112081,20.8152458957998,102920.155977351,2,0.0473899778325349,0.4,0.5,0.02,1.395,5.49,2.34860903601303,0.145357767619117,0.144668841957921,0.640663665418772,0,13.8364689415008,0,0,0.222898001072905,0.0545691399218785,0.0100988295262908,4.79036716743014,0,0,0.183257474284641,3.87461163714399,0,0.112798683436433,0,27.5
58,"PTRMS","Plot1",1.5,731.834716796875,1.2434923833472,0.0373862010189046,1.17021588890986,1.31676887778454,-0.369258001867339,0.0221021518649375,-0.412577947837923,-0.325938055896755,0.671060504188484,0.0276377576019021,0.616890839018378,0.72523016935859,0.242197586662169,0.0114404661749521,0.219774413588084,0.264620759736255,12802,11.0411341977816,42.1,20.32,1.53682540581526,0.1352159,-12,0.01157,3.902,5.31,2.093,1.892,107.486,0.108,1e+05,71,2024-09-19 16:30:00,18.6423468662792,0.135215895484917,2.09293712448843,3.90217133167486,NA,1.72285861328475,20.8081533039004,102933.430646539,2,0.011574441542811,0.4,0.5,0.02,1.84,NA,2.12678494564048,0.0726788838095585,NA,0.971416250388824,NA,12.8884079129067,NA,NA,0.195329634307842,NA,NA,4.40816702159009,0,0.429441851792212,0.146300566933578,3.50300774996291,NA,NA,NA,28
59,"PTRMS","Plot1",1.5,731.834716796875,1.43880677307382,0.0379301671601156,1.36446411168627,1.51314943446138,-0.353565746364154,0.0195456296127809,-0.391874940145866,-0.315256552582443,0.48192050719093,0.0216221113013443,0.43954143482422,0.524299579557639,0.275096299356361,0.0120819268970937,0.25141587115186,0.298776727560863,15904,10.3714600100604,40.2,20.51,1.8013003385446,0.1582198,-36.6,0.02972,3.094,3.565,1.828,1.892,106.012,0.108,1e+05,71,2024-09-19 17:00:00,9.75574186859606,0.158219846409387,1.82821988314341,3.09412495467241,3.5649266528899,1.64287462638726,20.5903958704158,102941.758632965,2,0.0297236955996646,0.4,0.5,0.02,1.742,9.376,1.90496085526793,0,NA,1.30216883535888,NA,11.9403468843127,NA,NA,0.167761267542779,NA,NA,4.02596687575004,0,0.858883703584424,0.109343659582515,3.13140386278182,NA,NA,NA,28.5
60,"PTRMS","Plot1",1.5,731.834716796875,3.29991295171063,0.0574633814013797,3.18728543051692,3.41254047290434,-1.027747033875,0.0385421857453875,-1.10328924416662,-0.952204823583383,0.489604768270325,0.0307631774180251,0.429309318678991,0.549900217861658,0.514989052074815,0.0180402378527962,0.479630407638054,0.550347696511576,38059,13.0340182348459,54.1,25.2,4.47002746652202,0.1734991,515,0.03265,3.774,3.621,1.631,1.892,78.1,0.108,1e+05,75,2024-09-19 17:30:00,-0.912829348954923,0.173499074297236,1.63054112396893,3.77401125766195,3.62081075818363,1.76073927189335,20.1371499679988,102933.385479627,2,0.0326519757652788,0.4,0.5,0.02,1.631,7.923,1.15410441933802,0,NA,0.562991020425836,NA,7.17568670644026,NA,NA,0.0837820379039635,NA,NA,2.50013182672688,0,0.0670016310234436,0.0809481701211323,1.97608414931662,NA,NA,NA,29
61,"PTRMS","Plot1",1.5,731.834716796875,3.87777296563657,0.0655746036560102,3.74924754852878,4.00629838274436,-1.24098016243352,0.0426746642688726,-1.3246219798338,-1.15733834503324,0.690788680898814,0.0371984204064655,0.617880234153612,0.763697127644016,0.509641408551377,0.0174722504561629,0.475396012430186,0.543886804672567,39852,15.1269647696477,56.5,24.58,4.57862914669402,0.1771925,44.4,0.05921,3.445,2.993,1.432,1.892,84.246,0.108,1e+05,75,2024-09-19 18:00:00,-11.2322949165155,0.177192533969795,1.43199153144358,3.44511749160249,2.99292954769955,1.53451182239357,19.2273223111087,102958.506666667,2,0.0592129107745226,0.4,0.5,0.02,1.432,5.816,0.832879930728439,0.00858121331364161,NA,0.355313408549131,NA,4.78486836501891,NA,NA,0.0779943358417713,NA,NA,1.79025098233423,0,0,0.0734537696054213,1.45054437478565,NA,NA,NA,29.5
62,"PTRMS","Plot1",1.5,731.834716796875,4.35064739114286,0.067937942717348,4.21748985852555,4.48380492376017,-1.02204464721874,0.0332731807694012,-1.08725967252523,-0.956829621912239,0.242685633634947,0.0284584829980892,0.186907356776859,0.298463910493036,0.539780320690104,0.0180448288128692,0.504412678028033,0.575147963352174,45992,14.4436880327013,48.8,24.87,5.93192829412859,0.1785818,26.5,0.05432,2.87,2.594,1.441,1.891,77.201,0.109,1e+05,75,2024-09-19 18:30:00,-19.2354262327111,0.178581840299166,1.44134009415808,2.86971826187932,2.59357893192791,1.58500533218721,18.1693277310908,102992.846460618,2,0.0543213055685831,0.4,0.5,0.02,1.441,5.898,0.653294838553527,0.0165269472645339,NA,0.304286755735505,NA,3.67437389261755,NA,NA,0.0782379451602914,NA,NA,1.38820186377216,0,0.246140574890097,0.0496329749543956,1.13856652508416,NA,NA,NA,30
63,"PTRMS","Plot1",1.5,731.834716796875,4.68718761748644,0.0803629927575494,4.52967713952189,4.844698095451,-0.642517215065538,0.0309700752746743,-0.703218181912668,-0.581816248218408,0.316995975152144,0.0274250678433168,0.263243179294434,0.370748771009854,0.423416868722083,0.0154723600639537,0.393091233186513,0.453742504257652,38310,18.4413599582354,56.3,24.61,5.45411995255876,0.1193964,9.2,0.04113,3.064,3.057,1.678,1.891,82.234,0.109,1e+05,75,2024-09-19 19:00:00,-16.5145876323898,0.119396443767176,1.6778955824687,3.06397011317182,3.05709271929813,1.14270995113832,16.6464624590382,102962.829462886,2,0.0411309168128294,0.4,0.5,0.02,1.678,8.513,0.444896788048411,0,NA,0.214668618394154,NA,2.25019441949627,NA,NA,0.0588528139925259,NA,NA,0.900999445220568,0,0.133079211011933,0.0402983913627277,0.716509032083719,NA,NA,NA,30.5
64,"PTRMS","Plot1",1.5,731.834716796875,4.30017709441591,0.0904967877811341,4.12280450277205,4.47754968605977,-0.614692917585029,0.0314979474532966,-0.676428507413533,-0.552957327756524,0.341378310176137,0.0281590689900219,0.286186881093395,0.39656973925888,0.319903073988997,0.0162829130807185,0.287988764504072,0.351817383473923,29634,21.1453420378191,66.9757600172621,24.26,4.62551777591273,0.1010306,5.7,0.04114,3.581,3.077,1.68,1.891,87.397,0.109,1e+05,75,2024-09-19 19:30:00,-15.9160978621726,0.101030638041911,1.67990767726458,3.58087415231976,3.07680700742144,0.966867480333968,15.2832841565094,102939.056375169,2,0.041139055484095,0.4,0.5,0.02,1.68,8.539,0.259921753095105,0,NA,0.176038912672461,NA,1.18510827068442,NA,NA,0.0709595087133142,NA,NA,0.526654939849079,0,0.407526597515174,0.0310203382491434,0.429408600496444,NA,NA,NA,31
65,"PTRMS","Plot1",1.5,731.834716796875,8.20766244030294,0.164736152299505,7.88478160677028,8.5305432738356,-0.692875719809196,0.0383419060092769,-0.768025384279922,-0.61772605533847,0.330643032458961,0.0495735643983319,0.233479455607794,0.427806609310127,0.38258167166209,0.0185038472318615,0.346314358541153,0.418848984783026,43953,30.2381907947125,97.1,25.49,6.81365158866859,0.0778613,4.3,0.0676,3.431,3.754,1.727,1.891,75.699,0.109,1e+05,75,2024-09-19 20:00:00,-9.65448756524665,0.0778613410357435,1.72723775813606,3.43100314895439,3.7540740560267,0.648443088743612,14.3236107349053,102969.498895146,2,0.0676015192938169,0.4,0.5,0.02,1.727,9.168,0.086138252778084,0,NA,0.0691396843044455,NA,0.259186397524589,NA,NA,0.0324412279301989,NA,NA,0.170608038669329,0,0.451116555649106,0.0139185036946748,0.158919569790672,NA,NA,NA,31.5
66,"PTRMS","Plot1",1.5,731.834716796875,6.69501297802925,0.110872865002593,6.47770352549872,6.91232243055978,-0.823207340152309,0.0424419089848551,-0.906392960056996,-0.740021720247622,0.351213627082212,0.0329590734993604,0.286614248163916,0.415813006000507,0.351909890857891,0.0181183659832811,0.316398116245748,0.387421665470033,41408,27.3909727588872,118.1,25.89,5.89158759357351,0.0827709,4.4,0.05686,4.225,3.725,1.844,1.891,80.74,0.109,1e+05,75,2024-09-19 20:30:00,-11.4251844582281,0.0827709457238838,1.84365318471188,4.22523413630687,3.7252540539538,0.725133168173876,13.6730173488648,102933.486516334,2,0.0568570283480423,0.4,0.5,0.02,1.844,NA,0.0920531266172252,0,NA,0.0345698421522227,NA,0.294490593218603,NA,NA,0.0359192828805999,NA,NA,0.148538540444316,0.0134721833450919,0.225558277824553,0.0205851321728967,0.130837273410891,NA,NA,NA,32
67,"PTRMS","Plot1",1.5,731.834716796875,6.69008914080994,0.136751878370994,6.42205714018808,6.9581211414318,-0.611209256675799,0.0296042965804821,-0.669233314070776,-0.553185199280821,-0.17006864070735,0.0341080018953144,-0.236919905158824,-0.103217376255875,0.343161270990563,0.0160677137171146,0.311668749613021,0.374653792368105,29435,29.998192627824,86,24.33,5.63434473521079,0.0690067,4.3,0.03439,3.172,3.66,1.595,1.891,47.309,0.109,1e+05,75,2024-09-19 21:00:00,-6.74754418281898,0.0690067392631918,1.59474426894573,3.17203750639777,3.66030450323747,0.691291147798039,13.1788360673228,102922.292993631,2,0.0343864075191775,0.4,0.5,0.02,1.595,7.495,0.0979680004563664,0,NA,0,NA,0.329794788912616,NA,NA,0.0393973378310009,NA,NA,0.126469042219304,0.0269443666901839,0,0.0272517606511186,0.102754977031109,NA,NA,NA,32.5
68,"PTRMS","Plot1",1.5,731.834716796875,13.416082115774,0.231109169161481,12.9631109850642,13.8690532464839,-0.445818020383449,0.0366988034836775,-0.517747224101392,-0.373888816665507,0.663232343839409,0.0572854880561752,0.550953491415595,0.775511196263223,0.235500899904248,0.0174600828827826,0.201279352077317,0.26972244773118,39004,61.2561737257717,271.3,27.77,7.36390930603145,0.0379128,NA,0.3375,4.561,6.171,1.903,1.891,80.295,0.109,1e+05,75,2024-09-19 21:30:00,-4.07436251473609,NA,1.90335097892221,NA,NA,0.163331212992586,12.327970921071,102936.277037674,2,NA,0.4,0.5,0.02,1.903,NA,0.0914146321615038,0.00168488593771297,NA,0,NA,0.321413062720602,NA,NA,0.0381417161900519,NA,NA,0.120010130347975,0.0353919697200567,0,0.0291259188832628,0.101355482413316,NA,NA,NA,33
69,"PTRMS","Plot1",1.5,731.834716796875,28.1065247812341,0.327790950065754,27.4640585483864,28.7489910140819,-4.13297323863196,0.0814881182905228,-4.29268894881084,-3.97325752845308,-0.331571237478248,0.0448415886209451,-0.419460199972262,-0.243682274984234,0.634677167868433,0.0233310243677106,0.588948646897995,0.680405688838871,73274,53.8355064552229,730.1,33.81,0.796374092307938,0.0467165,3.2,0.8655,4.884,3.196,1.368,1.891,196.537,0.109,1e+05,63,2024-09-19 22:00:00,-2.79074909160871,NA,1.36795138770068,NA,3.19558043475551,0.0912464655393306,11.5535622394706,102908.534569498,2,NA,0.4,0.5,0.02,1.368,5.266,0.0848612638666412,0.00336977187542594,NA,0,NA,0.313031336528589,NA,NA,0.0368860945491029,NA,NA,0.113551218476645,0.0438395727499296,0,0.031000077115407,0.0999559877955228,NA,NA,NA,33.5
70,"PTRMS","Plot1",1.5,731.834716796875,6.61490267929743,0.171403120319258,6.27895467039794,6.95085068819691,-0.531953768366138,0.0254359546479067,-0.581807926811477,-0.482099609920798,0.741080961221518,0.0318933188504406,0.678570448314606,0.803591474128429,0.26151413437645,0.0188472738816441,0.224573709243418,0.298454559509481,24670,36.6503850830969,176.5,19.62,2.79256600466597,0.0638903,4.5,0.2458,2.537,3.612,1.447,1.89,113.351,0.11,1e+05,69,2024-09-19 22:30:00,-5.03293414911882,0.0638903238089839,1.44726394890372,2.53692761841874,3.61165174761308,0.325834641435448,11.6296665119429,102908.265790695,2,NA,0.4,0.5,0.02,1.447,5.953,0.0783078955717786,0.00505465781313892,NA,0,NA,0.304649610336575,NA,NA,0.0356304729081539,NA,NA,0.107092306605316,0.0522871757798024,0,0.0328742353475512,0.0985564931777295,NA,NA,NA,34
71,"PTRMS","Plot1",1.5,731.834716796875,6.95907508487821,0.133729381913219,6.69696714016037,7.22118302959605,-0.771613812732562,0.0382982767666505,-0.846677964424041,-0.696549661041083,0.340013556412016,0.0272201248902826,0.286662446223047,0.393364666600984,0.39001696656578,0.0181128517142523,0.354515999853151,0.425517933278408,33596,30.1443505179188,108.9,24.61,4.94071012385532,0.0808498,6.6,0.07296,3.042,2.613,1.499,1.89,89.369,0.11,1e+05,74,2024-09-19 23:00:00,-7.00735995061001,0.0808497786828443,1.49896355011663,3.04241840832789,2.61253420579454,0.657810982456777,11.8272787539645,102913.9715579,2,0.0729648406172064,0.4,0.5,0.02,1.499,6.457,0.071754527276916,0.00673954375085189,NA,0,NA,0.296267884144561,NA,NA,0.0343748512672049,NA,NA,0.100633394733987,0.0607347788096753,0,0.0347483935796954,0.0971569985599362,NA,NA,NA,34.5
72,"PTRMS","Plot1",1.5,731.834716796875,2.3343011203904,0.0996954745465543,2.13889921575868,2.52970302502213,-0.289927394380553,0.0233313935633858,-0.335656638969977,-0.24419814979113,0.280123295182596,0.0183128566742648,0.244230321206849,0.316016269158343,0.096871272666942,0.00809837193077522,0.080998563229658,0.112743982104226,7590,37.4249670619236,137.4,19.39,1.24605719216027,0.0512621,3.7,0.05741,3.414,3.905,1.568,1.89,111.885,0.11,1e+05,70,2024-09-19 23:30:00,-3.19341121131496,0.0512621455740506,1.56826027188276,3.41448911384094,3.90450649518487,0.447796143539055,11.8828539870299,102900.0356303,2,0.0574102660992346,0.4,0.5,0.02,1.568,7.189,0.2351315630214,0.00820285644929886,NA,0,NA,0.920247500734068,NA,NA,0.078045921500278,NA,NA,0.235329147213076,0.202541727744588,0,0.104795897951284,0.273863323979849,NA,NA,NA,35
73,"PTRMS","Plot1",1.5,731.834716796875,2.39336243128561,0.0763495504218745,2.24371825096483,2.54300661160639,-0.137093950294268,0.0165683613846506,-0.169567734946105,-0.104620165642431,0.181935600400544,0.0188242426606132,0.145040316177628,0.21883088462346,0.12990882103481,0.00948997959323808,0.111308577685058,0.148509064384562,11411,28.3994303742003,77.7,23.51,2.36564837514038,0.052011,NA,0.02027,4.063,4.722,2.274,1.89,90.812,0.11,1e+05,74,2024-09-20,-6.63313309698868,0.0520110014396129,2.27394094247455,4.06330072191347,NA,0.589675873712793,11.9780420302755,102902.617987533,2,0.0202733499942457,0.4,0.5,0.02,2.274,NA,0.235867441216366,0.01623336908351,NA,0,NA,0.89377436638988,NA,NA,0.07894168310749,NA,NA,0.237970606881464,0.209101297499377,0,0.10286336265147,0.267162330058879,NA,NA,NA,35.5
74,"PTRMS","Plot1",1.5,731.834716796875,12.4971287836901,0.175459804534941,12.1532297235936,12.8410278437866,-0.867206608948155,0.0412887113360793,-0.94813197563661,-0.786281242259699,0.318677531116654,0.0386566228078093,0.242911025589375,0.394444036643933,0.495008847821961,0.0207803996949267,0.454279519857319,0.535738175786603,58993,39.1077093892496,154.4,26.75,7.71525581964145,0.0664325,4.3,0.1129,3.754,3.369,1.767,1.89,75.875,0.11,1e+05,75,2024-09-20 00:30:00,-5.91369352935901,0.0664325308811632,1.7671704628471,3.75399720597146,3.36937867862452,0.468003263186616,11.9911752739205,102894.717870017,2,NA,0.4,0.5,0.02,1.767,9.733,0.236603319411333,0.0242638817177211,NA,0,NA,0.867301232045692,NA,NA,0.0798374447147021,NA,NA,0.240612066549852,0.215660867254165,0,0.100930827351656,0.260461336137909,NA,NA,NA,36
75,"PTRMS","Plot1",1.5,731.834716796875,0.168028969620441,0.0202545621709063,0.128330276739164,0.207727662501718,-0.0264539255173653,0.00852887655988367,-0.0431704187358407,-0.00973743229888989,-0.00187696514654485,0.00520502289964448,-0.012078746048519,0.0083248157554293,0.00428464068279602,0.00138267753776605,0.00157460970496231,0.00699467166062972,658,50.4823708206687,123.2,28.1,0.194966348337062,0.0266195,NA,0.08708,10.821,10.429,3.165,1.89,75.239,0.11,1e+05,75,2024-09-20 01:00:00,-3.70901964360087,NA,3.16524778341867,NA,NA,0.204795511616385,11.6407677674079,102891.762383345,2,0.0870775572217631,0.4,0.5,0.02,3.165,NA,0.237339197606299,0.0322943943519322,NA,0,NA,0.840828097701504,NA,NA,0.0807332063219142,NA,NA,0.24325352621824,0.222220437008953,0,0.0989982920518424,0.253760342216939,NA,NA,NA,36.5
76,"PTRMS","Plot1",1.5,731.834716796875,22.1638782418969,0.249200080237378,21.6754491478558,22.6523073359379,-1.33884445676059,0.0583528199132581,-1.4532152665044,-1.22447364701678,0.240407620931922,0.065400895320579,0.112222670026314,0.36859257183753,0.596024749945832,0.0289833052650903,0.539217827895656,0.652831671996008,101529,44.7495336307853,229.6,30.1,10.2866491499107,0.0735779,3.9,0.3547,3.425,2.788,1.552,1.89,68.77,0.11,1e+05,76,2024-09-20 01:30:00,-8.92567234373258,0.0735778779049514,1.55243507323273,3.4247188243992,2.78811790689325,0.307710610090553,11.6799624006298,102818.534698847,2,NA,0.4,0.5,0.02,1.552,7.012,0.238075075801265,0.0403249069861433,NA,0,NA,0.814354963357316,NA,NA,0.0816289679291262,NA,NA,0.245894985886629,0.228780006763741,0,0.0970657567520285,0.247059348295969,NA,NA,NA,37
77,"PTRMS","Plot1",1.5,731.834716796875,5.47293263902006,0.149728397382806,5.17946682064538,5.76639845739474,-0.807674213194377,0.0497379428772548,-0.905159969843655,-0.7101884565451,0.101606123826237,0.0303777559570562,0.0420660955607136,0.16114615209176,0.218089727910643,0.0163385642715804,0.186066342775706,0.250113113045581,18880,39.167155720339,130.3,25.72,4.07938301180366,0.0540024,3.1,0.0199,4.581,4.959,1.558,1.889,66.167,0.111,1e+05,75,2024-09-20 02:00:00,-4.47552960374927,0.0540023928292761,1.557661805042,NA,NA,0.614697202085634,11.836063477362,102839.99572543,2,0.0199038411443909,0.4,0.5,0.02,1.558,7.078,0.238810953996232,0.0483554196203545,NA,0,NA,0.787881829013129,NA,NA,0.0825247295363383,NA,NA,0.248536445555017,0.23533957651853,0,0.0951332214522147,0.240358354374999,NA,NA,NA,37.5
78,"PTRMS","Plot1",1.5,731.834716796875,1.51454246847864,0.096525843651209,1.32535300143996,1.70373193551731,-0.246994949153897,0.0236158593359767,-0.293281743160881,-0.200708155146914,0.00024446336841996,0.0124045865107829,-0.024068373712707,0.0245573004495469,0.0689092630074812,0.00715267016331217,0.0548901174096429,0.0829284086053194,4310,29.6106496519722,63.9,24.82,1.45929368469683,0.0384277,2.3,0.0002769,5.711,3.802,1.883,1.889,65.903,0.111,1e+05,75,2024-09-20 02:30:00,-2.19139040468757,NA,1.88312273908451,NA,3.80153983901199,0.848118381335433,11.2573671841614,102685.518444666,2,0.00027685817646674,0.4,0.5,0.02,1.883,NA,0.239546832191198,0.0563859322545656,NA,0,NA,0.761408694668941,NA,NA,0.0834204911435504,NA,NA,0.251177905223405,0.241899146273318,0,0.0932006861524008,0.233657360454029,NA,NA,NA,38
79,"PTRMS","Plot1",1.5,731.834716796875,1.00026189294652,0.0681315684654644,0.866724856242995,1.13379892965005,-0.169657158355044,0.0156029578879787,-0.200238764020364,-0.139075552689724,0.239096184525693,0.0266199937176293,0.186921324058176,0.29127104499321,0.0389461715679431,0.00466790637325178,0.0297971324553398,0.0480952106805465,3130,40.9848881789137,123.9,18.57,0.661730879299597,0.0488316,NA,0.0742,4.623,6.291,1.586,1.889,124.79,0.111,1e+05,67,2024-09-20 03:00:00,-5.52607081342886,NA,1.58567967856771,NA,NA,0.395191622522243,10.5749639311474,102650.535676023,2,0.0741951122651031,0.4,0.5,0.02,1.586,7.392,0.240282710386164,0.0644164448887767,NA,0,NA,0.734935560324753,NA,NA,0.0843162527507624,NA,NA,0.253819364891793,0.248458716028106,0,0.091268150852587,0.226956366533059,NA,NA,NA,38.5
