"Time","adjusted_concentration_pentanoic_acid","adjusted_concentration_isoprene","adjusted_concentration_butandione","adjusted_concentration_acetaldehyde","adjusted_concentration_butanone","adjusted_concentration_acetic_acid","adjusted_concentration_H2S","adjusted_concentration_acetone","adjusted_concentration_methylphenol","adjusted_concentration_trimethylamine","adjusted_concentration_ethylphenol","adjusted_concentration_butanoic_acid","adjusted_concentration_formic_acid","adjusted_concentration_methanol","adjusted_concentration_phenol","adjusted_concentration_propanoic_acid","adjusted_concentration_methanthiol","adjusted_concentration_dimethyl_sulfide","adjusted_concentration_methyl_indole","hours"
2024-09-20 21:30:00,0.0550181590000001,0,0.309829195,0,0,0,1.370404492,0,0.060926704,0,0.0778949050000001,0.0752165360000001,0,0,0.027819896,0,0.025275819,0.186589126,0,57
2024-09-20 22:00:00,0,0,0.236576809,0,0.155101879,0,0.613263284,0,0.032388461,0,0,0,0,0,0,0,0,0.0305756190000001,0.013518925,57.5
2024-09-20 22:30:00,0.038980445,0,0.215449619,0,0.107447909,0,0.954318393,0.16780408,0.021677883,0,0.05023711,0,0,0,0,0,0,0,0.056643098,58
2024-09-20 23:00:00,0.145512908,0,0.351947912,0,0.20886101,0.174948051,0.561570986,0.841517809999999,0.013095277,0,0.029578802,0.156639889,0.0514217619999999,0,0.040579218,0,0.012548846,0.022533571,0.135573185,58.5
2024-09-20 23:30:00,0.0229410200000001,0,0.391038665,0,0.391994125,0.718117745000001,0,3.93276575,0.023584237,0.10334703,0,0.0832204590000001,0.326524172,0,0.040810846,0.098666519,0.00542775899999998,0,0.004737518,59
2024-09-21,0.10351324,0,0.531834318,0,0.514541209,1.079357377,0.719415924000001,5.28486218,0.061659163,0.113101871,0.056429558,0.18680957,0.277489541,0,0.026579717,0.245404752,0,1.53769999999831e-05,0,59.5
2024-09-21 00:30:00,0,0,0.510565633,0,0.825448235,0.676898863,1.338565582,4.09164259,0.00564839299999997,0.122721765,0,0.149243151,0.393014054,0,0,0.138266941,0,0,0,60
2024-09-21 01:00:00,0.0393788470000001,0,0.373128988,0,0.473271212,1.07282367,0.578794072,5.10127883,0.010401776,0.091655009,0.025037405,0.071374257,0.183191027,0,0,0.161566335,0,0,0.135445699,60.5
2024-09-21 01:30:00,0.0955232580000001,0,0.481429844,0,0.510542848,1.069045967,0,7.65918966,0.018856355,0.102838535,0.087451877,0.121608282,0.33588569,0,0,0.0413460290000001,0,0.00698159799999998,0.231731284,61
2024-09-21 02:00:00,0.042844056,0,0.386534012,0,0.807403834,1.300536052,0.594641196,9.128204981,0.044807705,0.185994539,0.00589697199999994,0.192439033,0.388592463,0.376301429999998,0.00251476299999998,0.196437644,0,0.0918696450000001,0.163514166,61.5
2024-09-21 02:30:00,0.031897368,0,0.289856771,0,1.014662608,1.273222495,0.615419935999999,9.831859658,0,0.200402149,0,0.154180718,0.479566106,0.389055910000003,0,0.226420511,0,0,0,62
2024-09-21 03:00:00,0.094967331,0,0.253776498,0,0.393585929,0.64752635,0.0917446909999997,5.02307166,0.00280192400000001,0.0566004179999999,0.035886002,0.0599499680000001,0.183138923,0.266816490000004,0,0.00218716500000005,0,0.030770237,0,62.5
2024-09-21 03:30:00,0,0,0.264937545,0,0,0.201334948,0.219733149,2.05089018,0.039394279,0.0364971199999999,0.00958314299999996,0.0211446659999999,0.203056449,0,0.020668408,0.0452172229999999,0,0.021609581,0,63
2024-09-21 04:00:00,0.026158928,0,0.226340088,0,0.169323707,0.464952636,0,3.48892333,0.044899496,0.043176048,0.056390275,0,0.213026318,0.465144870000003,0,0.0568026369999999,0,0.086961628,0.070798401,63.5
2024-09-21 04:30:00,0,0,0.243033867,0,0.453504534,0.788389495,0.277498898999999,5.76895692,0,0.079599022,0.0321906280000001,0.086501005,0.303235844,0.572673449999996,0,0.0852259439999998,0,0.040352052,0,64
2024-09-21 05:00:00,0.042949887,0,0.421029575,0,0.701386614,0.88023375,0.773597689,9.336664021,0.025290835,0.168063119,0.055456251,0.074507289,0.079311423,0.470557429999999,0,0,0,0.016921638,0.101131024,64.5
2024-09-21 05:30:00,0,0,0.385181586,0,0.863666417,1.254944503,0,10.65808885,0,0.206084957,0,0.115949251,0.315213621,0.305373810000006,0,0.127427631,0,0.00692345999999999,0.068837521,65
2024-09-21 06:00:00,0,0,0.379841269,0,0.95605613,1.530094857,0.885736068,11.259082713,0,0.265296983,0,0.164480156,0.379424015,1.47174126,0,0.112162932,0,0,0,65.5
2024-09-21 06:30:00,0.043530898,0,0.204274909,0,0.932983403,1.600313395,0.622082468,11.093706959,0.063221583,0.237438098,0.018138232,0.14186505,0.373131534,0.554796420000002,0,0.209296049,0,0,0,66
2024-09-21 07:00:00,0.0497090609999999,0,0.373738464,0,1.189615466,1.272298594,0.306869306999999,11.910987291,0.055161659,0.268510427,0.047616047,0.228657798,0.475851127,1.13283879,0,0.104132514,0,0.00702911300000003,0,66.5
2024-09-21 07:30:00,0,0,0.481120626,0,1.050629805,1.532017479,0,11.068445943,0.105795619,0.207102729,0,0.027825134,0.517146066,1.02152003,0,0.160831483,0,0,0,67
2024-09-21 08:00:00,0.040320545,0,0.348047484,0,0.779184334,1.18760091,0,8.653651631,0.055057783,0.209038408,0.00231593800000007,0.066017263,0.679984554,0.840220979999998,0,0.201783104,0,0,0,67.5
2024-09-21 08:30:00,0.119592936,0,0.273566847,0.857916017000001,0.860732059,2.084195537,0.442033565,6.85155239,0.016688116,0.135237206,0,0.299085884,0.749995587,1.46460836,0,0.218648697,0,0.025577067,0.02641391,68
2024-09-21 09:00:00,0.048908168,0.110354271,0.238242166,0.586726007999999,0.583868217,1.621988192,0.511391406,3.50955017,0.032966573,0.127737948,0.055019684,0.145459266,0.544573047,1.55787768,0.02088677,0.162151455,0,0.092435765,0.088848933,68.5
2024-09-21 09:30:00,0.112468227,0.032393844,0.390576668,1.421298941,0.397673563,1.861265755,0.557548032,2.67803536,0.022264378,0.068514615,0.040248762,0.230059473,0.533188811,1.60759517,0.034064212,0.32740185,0,0.0520066300000001,0,69
2024-09-21 10:00:00,0,0.055711961,0.466232603,0.887851247999999,0.269316171,0.689439217,0,2.08155719,0.0514192020000001,0.0651415599999999,0,0.216832517,0.531479863,0.754771150000003,0.074981922,0.172392776,0.032151616,0.022987539,0.011095537,69.5
2024-09-21 10:30:00,0.163696794,0.111106133,0.437761108,3.123830075,0.700952057,3.039756575,0,2.42770943,0.051607297,0.0676847820000001,0.016550407,0.335771803,0.707691618,0.829627190000004,0.027351728,0.460983257,0.02564627,0.068836825,0,70
2024-09-21 11:00:00,0.491147887,0.185340452,0.677995582,4.8538933,0.946399505,8.821478196,0,3.05443988,0.017674613,0.15737546,0.0884268410000001,1.073361389,2.012983214,1.30049485,0.148875679,1.196043874,0.023975751,0.0703381789999999,0.010697281,70.5
2024-09-21 11:30:00,0.723608865,0.305700896,0.945788246,5.48721743,1.381280099,14.810543048,0,4.37277101,0.057445013,0.260709862,0.069756735,1.811475672,8.079856519,2.77527339,0.169312444,1.717672934,0.046213533,0.018384353,0,71
2024-09-21 12:00:00,0.985774695,0.38452375,1.019864882,5.80222542,1.398968994,13.173348073,0,4.4900791,0.106772666,0.415787669,0.120724474,2.150545153,6.373024545,3.33023695,0.106529257,2.011837968,0.056692429,0.033844795,0,71.5
2024-09-21 12:30:00,0.913589861,0.405773229,0.96102969,6.20722805,1.445269389,12.724133528,0,5.75029005,0.151129172,0.579328035,0.118572143,2.159415745,4.829035171,4.59850613,0.16257698,1.904407224,0.00542920400000002,0.00634194199999999,0,72
2024-09-21 13:00:00,1.243875708,0.414517102,1.144331989,6.7067028,1.485605864,13.774911497,0,7.65385149,0.219516941,0.60032911,0.209487779,2.606241941,4.352143841,5.19701927,0.196474988,2.174443835,0.049709733,0.00328875100000003,0,72.5
2024-09-21 13:30:00,1.1296537,0.403386127,1.130072034,6.20524364,1.380958319,12.026499806,0,8.81136108,0.125699073,0.598497282,0.126769749,2.625971817,2.532733073,4.21359672,0.152170099,2.105664564,0.007074412,0,0,73
2024-09-21 14:00:00,1.051398649,0.242230879,0.741050926,2.93336874,1.157022224,9.48336123,0,9.49828905,0.0336196759999999,0.306121604,0.07501207,2.205981513,1.553458569,3.29026571,0.0637072169999999,1.68358151,0.025360121,0.049473971,0.107506637,73.5
2024-09-21 14:30:00,1.219521446,0.227142652,0.855891423,2.77202682,1.106382231,9.16739453,0,7.38721892,0.131691038,0.325888141,0.18056952,2.247721861,1.804925861,2.81036106000001,0.10323192,1.726771869,0,0.032342841,0.14545885,74
2024-09-21 15:00:00,0.891582001,0.208998627,0.477547241,0.384201610000002,0.771944095,5.73526425,0,5.84067435,0.048298769,0.248972647,0.119753576,1.456644152,0.329968536,1.99995569999999,0.0742233259999999,1.228117154,0.03785927,0.030502592,0.0104980509999999,74.5
2024-09-21 15:30:00,0.761817865,0.258321798,0.321325271,0,0.6207644,3.61006121,0,4.55069039,0.0707527570000001,0.050796469,0.143098002,1.217553966,0,1.91053035,0.0879767929999999,0.952385026,0.00685022999999998,0.052682416,0.050966437,75
2024-09-21 16:00:00,0.772164544,0.100699811,0.220197773,0,0.0825249800000001,2.56052173,0,3.45825758,0.022277386,0.0789727539999998,0,0.989154188,0,1.5412725,0.091934101,0.738554174,0.015289323,0.058008983,0.0455596450000001,75.5
2024-09-21 16:30:00,0.372600937,0.319781813,0.014794207,0,0,1.17070685,0,4.28801409,0.041827931,0,0.144343115,0.0674294659999997,0,0.560406700000001,0.00137094999999998,0.272212815,0.008915636,0,0.077827084,76
2024-09-21 17:00:00,0.150509585,0.240453038,0,0,0,0.205633040000002,0,4.63873261,0,0.127942813,0,0,0,0.908410099999998,0.017398601,0,0,0.019497193,0,76.5
2024-09-21 17:30:00,0.343043199,0.071831036,0.0194420790000001,0,0.00778935900000022,2.24869712,0.243493171,2.53592124,0.007008458,0,0.026962406,0.369371995,0,1.24708767000001,0,0.395766392,0.00578318999999999,0.065153155,0,77
2024-09-21 18:00:00,0.570421353,0.027107054,0.339851419,0,0.128638567,2.95633553,0.0749872219999999,0.96129724,0.046003236,0,0,1.043690219,0,1.91541287,0,1.087997359,0.012891335,0.140204737,0.050569244,77.5
2024-09-21 18:30:00,0.304516067,0,0.385277068,0,0.116332766,1.45392653,1.055052316,0.383860470000002,0,0,0,0.637080885,0,1.29573959,0,0.570139147,0,0.122008554,0.16654037,78
2024-09-21 19:00:00,0.0687668590000001,0,0.177471592,0,0,0,0.753283152,0,0,0,0,0.130049694,0,2.25518046,0,0.108141777,0.009094714,0.19396553,0.127974653,78.5
2024-09-21 19:30:00,0,0,0,0,0.663564704,0,2.261847821,0.318445989999997,0,0,0,0,0,1.9186713,0,0,0.020083123,0.143203684,0.034568422,79
2024-09-21 20:00:00,0,0,0,0,0.874493237,0,2.267855049,0,0,0,0,0,0,0.464910889999999,0,0,0.072233356,0.183785419,0.031932275,79.5
2024-09-21 20:30:00,0,0,0,0,0.171911154,0,2.078207949,0,0,0,0.026490337,0,0,0.180389570000003,0,0,0.038937184,0.122869694,0.025688007,80
2024-09-21 21:00:00,0,0,0,0,0,0,1.40341158,0,0,0,0.0188875439999999,0,0,0,0,0,0.015619425,0.148083294,0.050521869,80.5
2024-09-21 21:30:00,0,0,0,0,0,0,0.822367724,0,0,0,0.018776512,0,0,0,0.011920212,0,0.00179496699999998,0.14820297,0.142431432,81
2024-09-21 22:00:00,0,0,0.475335172,0,0,0,1.714061267,0,0,0,0.043441168,0,0,0.499726600000002,0,0,0.105200009,0.187830806,0.069620451,81.5
2024-09-21 22:30:00,0.0128917350000001,0,0.0087592139999999,0,0,0,0.796187276,0,0.015607764,0,0,0,0,0,0,0,0,0.022012633,0,82
2024-09-21 23:00:00,0.00828652299999999,0,0.469791541,0,0,0,0.857195493,0,0,0,0.016858818,0,0.0369723619999998,0,0,0,0.049513384,0,0.037357022,82.5
2024-09-21 23:30:00,0.026172489,0.080202262,0.605178806,0,0.0556668619999998,0,0.80960297,0,0,0,0.034761992,0.0114743069999999,0.0535302670000002,0,0,0,0.087188373,0,0.162508439,83
2024-09-22,0.024769845,0,0.352597615,0,0.360772739,0.109971678,0.270335859999999,0,0,0,0.043932928,0,0.1431086,0,0.052088679,0.0142788650000001,0.039070656,0,0,83.5
2024-09-22 00:30:00,0.043576775,0,0.267094206,0,0,0.113839814,0,0,0,0.00723098,0,0,0.0222374240000001,0,0.046824995,0,0.00951870399999999,0,0,84
2024-09-22 01:00:00,0,0,0,0,0,0,0.255904377,0,0,0,0,0,0,0,0,0,0,0,0,84.5
2024-09-22 01:30:00,0.026040863,0,0,0,0,0,0.120096248999999,0,0,0,0.0122440619999999,0,0,0,0,0,0,0,0.175403925,85
2024-09-22 02:00:00,0,0,0.180796264,0,0.073387241,0,0,0.668938339999999,0,0.010727182,0.00684541800000005,0,0,0,0.014590406,0,0,0,0.109664345,85.5
2024-09-22 02:30:00,0,0,0.087055408,0,0.352420355,0.422647983,0,4.057811471,0.016931324,0.074549759,0,0.0212738610000001,0.0393319120000002,0.163788140000001,0,0.035785795,0,0,0.0230106409999999,86
2024-09-22 03:00:00,0,0,0.095977925,0,0.238356603,0.25166074,0.499324526,4.491967948,0,0.058929727,0,0,0.107245479,0,0,0,0,0,0,86.5
2024-09-22 03:30:00,0,0,0.01982415,0,0,0,0,0,0,0,0,0,0.009713788,0,0,0,0,0,0.014925702,87
2024-09-22 04:00:00,0,0,0,0,0,0,0,0,0,0,0.089870296,0,0,0,0.039069619,0,0.00865577599999998,0,0,87.5
2024-09-22 04:30:00,0,0,0,0,0,0,0,0,0.028815975,0,0.080009142,0,0,0,0,0,0,0.00866844299999997,0.00804283100000003,88
2024-09-22 05:00:00,0,0,0.050066347,0,0,0,0.462786621999999,0,0,0,0.045941997,0,0.0403758870000002,0,0,0,0.00281663300000001,0,0.129353639,88.5
2024-09-22 05:30:00,0,0,0.153860778,0,0.0194649360000001,0,0.687365959,1.670680881,0.013420107,0.0671711129999999,0,0,0,0,0,0,0,0,0.0775211349999999,89
2024-09-22 06:00:00,0,0,0.187466598,0,0.0107225200000001,0.09928669,0.613409484,1.753748308,0.01734278,0.027973707,0,0,0,0,0,0,0,0.014866339,0.0053422059999999,89.5
2024-09-22 06:30:00,0,0,0.169180859,0,0.148694096,0.181086563,1.118627584,1.645610056,0,0.036465236,0,0,0,0.812965009999999,0,0.0192989269999999,0,0,0,90
2024-09-22 07:00:00,0.00650558699999992,0,0.232361597,0,0.225395919,0.152998071,0,1.872805145,0.023173618,0.036361039,0,0,0.0379757619999999,0,0,0,0,0,0.0351012609999999,90.5
2024-09-22 07:30:00,0.00181562999999996,0.048423485,0.23227764,0,0.288050751,0.169219762,1.363210667,2.334005199,0.012398861,0.050907432,0.020667203,0.022098616,0.197130437,0.126438540000002,0.029128062,0,0.01849467,0.0358381820000001,0.031093722,91
2024-09-22 08:00:00,0,0,0.133321634,0,0.125166694,0.597089624,0.112846670000001,2.547023238,0.043865049,0.02681451,0.022541875,0,0.346154393,0.085450349999995,0.003989242,0,0,0,0,91.5
2024-09-22 09:00:00,0.042614405,0,0.208471529,0,0.412092128,1.321739773,0,4.762522171,0.027791362,0.120162264,0,0.049730429,0.606255375,0.37193104,0,0.000108702999999988,0,0,0,92.5
2024-09-22 09:30:00,0.061009572,0.114081232,0.222953808,1.362871697,0.455457676,2.063307954,0.748716183,3.9882598,0.050012101,0.0446322300000001,0,0.331201049,1.024150648,0.992679150000001,0.028549542,0.284431072,0,0.00999109799999998,0,93
2024-09-22 10:00:00,0.035840985,0.200733768,0.433394085,3.646377508,0.659712939,3.440300389,0.893785493,4.34946429,0.049071402,0.159182621,0.121273465,0.300653361,1.508450495,0.680345510000002,0.042493639,0.375511419,0,0.067991978,0.00513722399999994,93.5
2024-09-22 10:30:00,0.272334781,0.302840958,0.60003207,5.411547321,0.936809489,6.591847414,0.266456327,6.20268767,0.01555925,0.164183804,0.067696107,0.781177141,2.505118628,0.427580330000005,0.123643723,0.87471557,0,0.080901661,0,94
2024-09-22 11:00:00,0.42303299,0.29814449,0.730560112,5.374187908,0.74812154,13.692830145,0.197168434000001,5.69667007,0.109381288,0.202119343,0.00257170600000001,1.097921401,7.096307105,0,0.178698269,1.462046437,0.032814616,0.036028402,0,94.5
2024-09-22 11:30:00,0.494062932,0.448800094,0.708487677,5.479833995,1.129550863,9.494436552,0,4.72154896,0.074104937,0.440580607,0.0763437069999999,0.92158135,6.15765361,0,0.232340786,1.294011664,0.064155305,0.056398239,0,95
2024-09-22 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.5
2024-09-22 12:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96
2024-09-22 13:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.5
2024-09-22 13:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97
2024-09-22 14:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.5
2024-09-22 14:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98
2024-09-22 15:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.5
2024-09-22 15:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
2024-09-22 16:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.5
2024-09-22 16:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
2024-09-22 17:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.5
2024-09-22 17:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101
2024-09-22 18:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.5
2024-09-22 18:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
2024-09-22 19:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.5
2024-09-22 19:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103
2024-09-22 20:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.5
2024-09-22 20:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104
2024-09-22 21:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.5
2024-09-22 21:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105
2024-09-22 22:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.5
2024-09-22 22:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106
2024-09-22 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.5
2024-09-22 23:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107
2024-09-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.5
2024-09-23 00:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108
2024-09-23 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.5
2024-09-23 01:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109
2024-09-23 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.5
2024-09-23 02:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110
2024-09-23 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.5
2024-09-23 03:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111
2024-09-23 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111.5
2024-09-23 04:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112
2024-09-23 05:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.5
2024-09-23 05:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113
2024-09-23 06:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.5
2024-09-23 06:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114
2024-09-23 07:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.5
2024-09-23 07:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115
2024-09-23 08:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.5
2024-09-23 08:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116
2024-09-23 09:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.5
2024-09-23 09:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117
2024-09-23 10:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.5
2024-09-23 10:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118
2024-09-23 11:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.5
2024-09-23 11:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119
2024-09-23 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.5
