hours,Category,Mass_Emission,Cumulative_Mass
16,Other,0.602690268,51.88201012
16,Phenol,0.217019125,47.95121544
16,VFA,0.964392892,586.3855704
16,VSC,0.051302869,5.862553531
16.5,Indole,0.000985683,0.79992893
16.5,Other,0.618410461,52.50042058
16.5,Phenol,0.206933425,48.15814886
16.5,VFA,0.874392106,587.2599625
16.5,VSC,0.04318971,5.905743241
17,Indole,0.000788547,0.800717477
17,Other,0.634130654,53.13455124
17,Phenol,0.196847725,48.35499659
17,VFA,0.78439132,588.0443538
17,VSC,0.03507655,5.940819791
17.5,Indole,0.00059141,0.801308887
17.5,Other,0.649850847,53.78440209
17.5,Phenol,0.186762024,48.54175861
17.5,VFA,0.694390535,588.7387443
17.5,VSC,0.026963391,5.967783182
18,Indole,0.000394273,0.80170316
18,Other,0.66557104,54.44997313
18,Phenol,0.176676324,48.71843493
18,VFA,0.604389749,589.3431341
18,VSC,0.018850232,5.986633414
18.5,Indole,0.000197137,0.801900297
18.5,Other,0.681291234,55.13126436
18.5,Phenol,0.166590624,48.88502556
18.5,VFA,0.514388964,589.8575231
18.5,VSC,0.010737073,5.997370487
19,Indole,0,0.801900297
19,Other,0.697011427,55.82827579
19,Phenol,0.156504924,49.04153048
19,VFA,0.424388178,590.2819112
19,VSC,0.002623913,5.9999944
19.5,Indole,0.018338891,0.820239188
19.5,Other,0.536595462,56.36487125
19.5,Phenol,0.127195758,49.16872624
19.5,VFA,0.231538692,590.5134499
19.5,VSC,0.303171707,6.303166107
20,Indole,0,0.820239188
20,Other,0.921002198,57.28587345
20,Phenol,0.179486655,49.3482129
20,VFA,0.312334687,590.8257846
20,VSC,0.083178051,6.386344158
20.5,Indole,0,0.820239188
20.5,Other,2.274046961,59.55992041
20.5,Phenol,0.348061665,49.69627456
20.5,VFA,1.992229776,592.8180144
20.5,VSC,0.198931612,6.58527577
21,Indole,0,0.820239188
21,Other,3.627091723,63.18701213
21,Phenol,0.516636675,50.21291124
21,VFA,3.672124865,596.4901393
21,VSC,0.314685172,6.899960942
21.5,Indole,0,0.820239188
21.5,Other,4.980136485,68.16714862
21.5,Phenol,0.685211685,50.89812292
21.5,VFA,5.352019954,601.8421592
21.5,VSC,0.430438733,7.330399675
22,Indole,0,0.820239188
22,Other,16.20285662,84.37000523
22,Phenol,1.682488871,52.58061179
22,VFA,50.19595838,652.0381176
22,VSC,0,7.330399675
22.5,Indole,0,0.820239188
22.5,Other,11.93692581,96.30693105
22.5,Phenol,1.046254924,53.62686672
22.5,VFA,39.73585891,691.7739765
22.5,VSC,0.069860435,7.400260109
23,Indole,0,0.820239188
23,Other,11.70639898,108.01333
23,Phenol,0.91760821,54.54447493
23,VFA,31.24537211,723.0193486
23,VSC,0,7.400260109
23.5,Indole,0,0.820239188
23.5,Other,13.9510398,121.9643698
23.5,Phenol,1.307860076,55.852335
23.5,VFA,41.88314319,764.9024918
23.5,VSC,0,7.400260109
24,Indole,0,0.820239188
24,Other,20.9447107,142.9090805
24,Phenol,1.774053849,57.62638885
24,VFA,59.50570306,824.4081948
24,VSC,0,7.400260109
24.5,Indole,0,0.820239188
24.5,Other,12.01774403,154.9268246
24.5,Phenol,0.940824559,58.56721341
24.5,VFA,49.70412701,874.1123219
24.5,VSC,0.024668766,7.424928875
25,Indole,0.047726014,0.867965201
25,Other,11.53462625,166.4614508
25,Phenol,1.162359032,59.72957244
25,VFA,50.43316286,924.5454847
25,VSC,0.058104732,7.483033607
25.5,Indole,0,0.867965201
25.5,Other,7.573474756,174.0349256
25.5,Phenol,1.183283289,60.91285573
25.5,VFA,56.27400068,980.8194854
25.5,VSC,0.072218758,7.555252365
26,Indole,0,0.867965201
26,Other,5.599407437,179.634333
26,Phenol,0.978468789,61.89132452
26,VFA,48.99513131,1029.814617
26,VSC,0.068017931,7.623270296
26.5,Indole,0,0.867965201
26.5,Other,3.625340119,183.2596731
26.5,Phenol,0.77365429,62.66497881
26.5,VFA,41.71626195,1071.530879
26.5,VSC,0.063817103,7.687087399
27,Indole,0,0.867965201
27,Other,4.250997091,187.5106702
27,Phenol,1.29608014,63.96105895
27,VFA,76.57799165,1148.10887
27,VSC,0.214245008,7.901332407
27.5,Indole,0,0.867965201
27.5,Other,1.773466948,189.2841371
27.5,Phenol,0.749257749,64.7103167
27.5,VFA,44.73010221,1192.838973
27.5,VSC,0.20303763,8.104370036
28,Indole,0,0.867965201
28,Other,2.652366575,191.9365037
28,Phenol,0.614934362,65.32525106
28,VFA,41.26746174,1234.106434
28,VSC,0,8.104370036
28.5,Indole,0,0.867965201
28.5,Other,3.889894569,195.8263983
28.5,Phenol,0.498788868,65.82403993
28.5,VFA,37.80482127,1271.911256
28.5,VSC,0,8.104370036
29,Indole,0,0.867965201
29,Other,1.133986774,196.9603851
29,Phenol,0.296514374,66.1205543
29,VFA,23.05081278,1294.962068
29,VSC,0,8.104370036
29.5,Indole,0,0.867965201
29.5,Other,0.655010322,197.6153954
29.5,Phenol,0.27260659,66.39316089
29.5,VFA,15.94537857,1310.907447
29.5,VSC,0,8.104370036
30,Indole,0,0.867965201
30,Other,1.020517701,198.6359131
30,Phenol,0.230167656,66.62332855
30,VFA,12.33798682,1323.245434
30,VSC,0,8.104370036
30.5,Indole,0,0.867965201
30.5,Other,0.625946092,199.2618592
30.5,Phenol,0.17847217,66.80180072
30.5,VFA,7.76267943,1331.008113
30.5,VSC,0,8.104370036
31,Indole,0,0.867965201
31,Other,1.050417918,200.3122771
31,Phenol,0.183563724,66.98536444
31,VFA,4.321968416,1335.330082
31,VSC,0,8.104370036
31.5,Indole,0,0.867965201
31.5,Other,0.936461234,201.2487383
31.5,Phenol,0.083447517,67.06881196
31.5,VFA,1.214734067,1336.544816
31.5,VSC,0,8.104370036
32,Indole,0,0.867965201
32,Other,0.468230617,201.716969
32,Phenol,0.101707947,67.17051991
32,VFA,1.222905091,1337.767721
32,VSC,0,8.104370036
32.5,Indole,0,0.867965201
32.5,Other,0,201.716969
32.5,Phenol,0.119968377,67.29048828
32.5,VFA,1.231076115,1338.998797
32.5,VSC,0,8.104370036
33,Indole,0,0.867965201
33,Other,0.003032795,201.7200017
33,Phenol,0.121081743,67.41157003
33,VFA,1.205253499,1340.20405
33,VSC,0,8.104370036
33.5,Indole,0,0.867965201
33.5,Other,0.006065589,201.7260673
33.5,Phenol,0.122195109,67.53376514
33.5,VFA,1.179430883,1341.383481
33.5,VSC,0,8.104370036
34,Indole,0,0.867965201
34,Other,0.009098384,201.7351657
34,Phenol,0.123308475,67.65707361
34,VFA,1.153608267,1342.537089
34,VSC,0,8.104370036
34.5,Indole,0,0.867965201
34.5,Other,0.012131179,201.7472969
34.5,Phenol,0.124421841,67.78149545
34.5,VFA,1.12778565,1343.664875
34.5,VSC,0,8.104370036
35,Indole,0,0.867965201
35,Other,0.014765141,201.762062
35,Phenol,0.329115275,68.11061073
35,VFA,3.360803874,1347.025679
35,VSC,0,8.104370036
35.5,Indole,0,0.867965201
35.5,Other,0.029220064,201.7912821
35.5,Phenol,0.327249083,68.43785981
35.5,VFA,3.318976876,1350.344656
35.5,VSC,0,8.104370036
36,Indole,0,0.867965201
36,Other,0.043674987,201.8349571
36,Phenol,0.32538289,68.7632427
36,VFA,3.277149879,1353.621806
36,VSC,0,8.104370036
36.5,Indole,0,0.867965201
36.5,Other,0.05812991,201.893087
36.5,Phenol,0.323516698,69.0867594
36.5,VFA,3.235322882,1356.857129
36.5,VSC,0,8.104370036
37,Indole,0,0.867965201
37,Other,0.072584833,201.9656718
37,Phenol,0.321650505,69.4084099
37,VFA,3.193495884,1360.050625
37,VSC,0,8.104370036
37.5,Indole,0,0.867965201
37.5,Other,0.087039755,202.0527116
37.5,Phenol,0.319784312,69.72819421
37.5,VFA,3.151668887,1363.202293
37.5,VSC,0,8.104370036
38,Indole,0,0.867965201
38,Other,0.101494678,202.1542063
38,Phenol,0.31791812,70.04611233
38,VFA,3.10984189,1366.312135
38,VSC,0,8.104370036
38.5,Indole,0,0.867965201
38.5,Other,0.115949601,202.2701559
38.5,Phenol,0.316051927,70.36216426
38.5,VFA,3.068014893,1369.38015
38.5,VSC,0,8.104370036
39,Indole,0,0.867965201
39,Other,0.130404524,202.4005604
39,Phenol,0.314185735,70.67635
39,VFA,3.026187895,1372.406338
39,VSC,0,8.104370036
39.5,Indole,0,0.867965201
39.5,Other,0.144859446,202.5454198
39.5,Phenol,0.312319542,70.98866954
39.5,VFA,2.984360898,1375.390699
39.5,VSC,0,8.104370036
40,Indole,0,0.867965201
40,Other,0.159314369,202.7047342
40,Phenol,0.31045335,71.29912289
40,VFA,2.942533901,1378.333233
40,VSC,0,8.104370036
40.5,Indole,0,0.867965201
40.5,Other,0.173769292,202.8785035
40.5,Phenol,0.308587157,71.60771004
40.5,VFA,2.900706903,1381.23394
40.5,VSC,0,8.104370036
41,Indole,0,0.867965201
41,Other,0.427561642,203.3060651
41,Phenol,0.675583579,72.28329362
41,VFA,9.255095309,1390.489035
41,VSC,0,8.104370036
41.5,Indole,0,0.867965201
41.5,Other,0.332761998,203.6388271
41.5,Phenol,1.735229421,74.01852304
41.5,VFA,16.93465242,1407.423688
41.5,VSC,0,8.104370036
42,Indole,0,0.867965201
42,Other,0.243129058,203.8819562
42,Phenol,0.474344754,74.4928678
42,VFA,7.023394061,1414.447082
42,VSC,0,8.104370036
42.5,Indole,0,0.867965201
42.5,Other,0.1231592,204.0051154
42.5,Phenol,0.416925732,74.90979353
42.5,VFA,5.304808897,1419.75189
42.5,VSC,0,8.104370036
43,Indole,0,0.867965201
43,Other,0.064146374,204.0692618
43,Phenol,0.311600665,75.2213942
43,VFA,3.771525916,1423.523416
43,VSC,0,8.104370036
43.5,Indole,0,0.867965201
43.5,Other,0.056051767,204.1253135
43.5,Phenol,0.210314055,75.43170825
43.5,VFA,3.038775772,1426.562192
43.5,VSC,0,8.104370036
44,Indole,0,0.867965201
44,Other,0.136078346,204.2613919
44,Phenol,0.216929508,75.64863776
44,VFA,2.287417761,1428.84961
44,VSC,0,8.104370036
44.5,Indole,0,0.867965201
44.5,Other,0.699341209,204.9607331
44.5,Phenol,0.234449457,75.88308722
44.5,VFA,2.171950722,1431.021561
44.5,VSC,0,8.104370036
45,Indole,0,0.867965201
45,Other,0.683964453,205.6446975
45,Phenol,0.243613298,76.12670051
45,VFA,1.838783098,1432.860344
45,VSC,0,8.104370036
45.5,Indole,0,0.867965201
45.5,Other,1.08252592,206.7272235
45.5,Phenol,0.270150078,76.39685059
45.5,VFA,2.92027934,1435.780623
45.5,VSC,0,8.104370036
46,Indole,0,0.867965201
46,Other,1.602813967,208.3300374
46,Phenol,0.339494538,76.73634513
46,VFA,4.227788824,1440.008412
46,VSC,0,8.104370036
46.5,Indole,0,0.867965201
46.5,Other,1.393504369,209.7235418
46.5,Phenol,0.184031116,76.92037625
46.5,VFA,3.551595668,1443.560008
46.5,VSC,0,8.104370036
47,Indole,0,0.867965201
47,Other,2.497851172,212.221393
47,Phenol,0.116916119,77.03729237
47,VFA,7.348555943,1450.908564
47,VSC,0,8.104370036
47.5,Indole,0,0.867965201
47.5,Other,3.661906088,215.8832991
47.5,Phenol,0.262918348,77.30021071
47.5,VFA,14.6809031,1465.589467
47.5,VSC,0,8.104370036
48,Indole,0,0.867965201
48,Other,2.977204768,218.8605038
48,Phenol,0.156956247,77.45716696
48,VFA,11.59891424,1477.188381
48,VSC,0,8.104370036
48.5,Indole,0,0.867965201
48.5,Other,2.961528282,221.8220321
48.5,Phenol,0.138694905,77.59586187
48.5,VFA,17.55248785,1494.740869
48.5,VSC,0,8.104370036
49,Indole,0,0.867965201
49,Other,2.945851795,224.7678839
49,Phenol,0.120433564,77.71629543
49,VFA,23.50606146,1518.24693
49,VSC,0,8.104370036
49.5,Indole,0,0.867965201
49.5,Other,3.006474609,227.7743585
49.5,Phenol,0.188424832,77.90472026
49.5,VFA,19.79407306,1538.041003
49.5,VSC,0,8.104370036
50,Indole,0,0.867965201
50,Other,4.860801021,232.6351595
50,Phenol,0.267916351,78.17263661
50,VFA,40.64112347,1578.682127
50,VSC,0,8.104370036
50.5,Indole,0,0.867965201
50.5,Other,2.892286592,235.5274461
50.5,Phenol,0.34324817,78.51588478
50.5,VFA,36.92006028,1615.602187
50.5,VSC,0,8.104370036
51,Indole,0,0.867965201
51,Other,1.625367034,237.1528132
51,Phenol,0.35030517,78.86618995
51,VFA,26.73588511,1642.338072
51,VSC,0,8.104370036
51.5,Indole,0,0.867965201
51.5,Other,0.358447477,237.5112606
51.5,Phenol,0.35736217,79.22355212
51.5,VFA,16.55170993,1658.889782
51.5,VSC,0,8.104370036
52,Indole,0,0.867965201
52,Other,0.322123654,237.8333843
52,Phenol,0.27105426,79.49460638
52,VFA,13.02212382,1671.911906
52,VSC,0,8.104370036
52.5,Indole,0,0.867965201
52.5,Other,0.285799832,238.1191841
52.5,Phenol,0.18474635,79.67935273
52.5,VFA,9.492537699,1681.404444
52.5,VSC,0,8.104370036
53,Indole,0,0.867965201
53,Other,0.249476009,238.3686601
53,Phenol,0.09843844,79.77779117
53,VFA,5.962951581,1687.367395
53,VSC,0,8.104370036
53.5,Indole,0.040145136,0.908110337
53.5,Other,1.119866878,239.488527
53.5,Phenol,0.036914408,79.81470558
53.5,VFA,2.433365463,1689.800761
53.5,VSC,0.533256437,8.637626474
54,Indole,0.034449674,0.942560011
54,Other,1.325936479,240.8144635
54,Phenol,0.02127492,79.8359805
54,VFA,1.247868374,1691.048629
54,VSC,0.063757877,8.70138435
54.5,Indole,0.027590105,0.970150116
54.5,Other,1.179174874,241.9936384
54.5,Phenol,0.087557669,79.92353817
54.5,VFA,1.3405153,1692.389144
54.5,VSC,0.675213852,9.376598202
55,Indole,0.036874762,1.007024878
55,Other,0.915520944,242.9091593
55,Phenol,0.071239343,79.99477751
55,VFA,1.005754301,1693.394899
55,VSC,0.535146933,9.911745135
55.5,Indole,0.04615942,1.053184298
55.5,Other,0.651867013,243.5610263
55.5,Phenol,0.054921016,80.04969853
55.5,VFA,0.670993301,1694.065892
55.5,VSC,0.395080014,10.30682515
56,Indole,0.055444078,1.108628376
56,Other,0.388213083,243.9492394
56,Phenol,0.03860269,80.08830122
56,VFA,0.336232301,1694.402124
56,VSC,0.255013095,10.56183824
56.5,Indole,0.064728736,1.173357112
56.5,Other,0.124559152,244.0737986
56.5,Phenol,0.022284363,80.11058558
56.5,VFA,0.001471302,1694.403595
56.5,VSC,0.114946176,10.67678442
57,Indole,0,1.173357112
57,Other,0.103759036,244.1775576
57,Phenol,0.055806755,80.16639234
57,VFA,0.043614438,1694.44721
57,VSC,0.529887931,11.20667235
57.5,Indole,0.004274477,1.177631589
57.5,Other,0.123842808,244.3014004
57.5,Phenol,0.010240736,80.17663307
57.5,VFA,0,1694.44721
57.5,VSC,0.20357201,11.41024436
58,Indole,0.020361135,1.197992725
58,Other,0.176389401,244.4777898
58,Phenol,0.025850827,80.2024839
58,VFA,0.014012054,1694.461222
58,VSC,0.343042787,11.75328715
58.5,Indole,0.048214162,1.246206887
58.5,Other,0.498712251,244.9765021
58.5,Phenol,0.029607536,80.23209143
58.5,VFA,0.187959549,1694.649181
58.5,VSC,0.212189038,11.96547619
59,Indole,0.001269867,1.247476753
59,Other,1.291746134,246.2682482
59,Phenol,0.017260757,80.24935219
59,VFA,0.334913713,1694.984095
59,VSC,0.001454882,11.96693107
59.5,Indole,0,1.247476753
59.5,Other,3.995372477,250.2636207
59.5,Phenol,0.089691781,80.33904397
59.5,VFA,1.173361504,1696.157457
59.5,VSC,0.446034226,12.41296529
60,Indole,0.018753583,1.266230336
60,Other,2.833882223,253.0975029
60,Phenol,0.049752739,80.38879671
60,VFA,0.798291313,1696.955748
60,VSC,0.303155962,12.71612126
60.5,Indole,0.037507165,1.303737501
60.5,Other,1.672391969,254.7698949
60.5,Phenol,0.009813698,80.39861041
60.5,VFA,0.423221123,1697.378969
60.5,VSC,0.160277698,12.87639896
61,Indole,0.125106708,1.428844209
61,Other,4.726095719,259.4959906
61,Phenol,0.057393515,80.45600392
61,VFA,0.89803866,1698.277008
61,VSC,0.003769214,12.88016817
61.5,Indole,0.062553354,1.491397562
61.5,Other,12.95478776,272.4507783
61.5,Phenol,0.028696757,80.48470068
61.5,VFA,2.404884709,1700.681893
61.5,VSC,0.557782478,13.43795065
62,Indole,0,1.491397562
62,Other,21.18347981,293.6342581
62,Phenol,0,80.48470068
62,VFA,3.911730758,1704.593623
62,VSC,1.111795743,14.54974639
62.5,Indole,0,1.491397562
62.5,Other,3.414977455,297.0492356
62.5,Phenol,0.022042322,80.506743
62.5,VFA,0.562778652,1705.156402
62.5,VSC,0.069802488,14.61954888
63,Indole,0,1.491397562
63,Other,1.681429655,298.7306653
63,Phenol,0.04978248,80.55652548
63,VFA,0.336492018,1705.492894
63,VSC,0.172510537,14.79205942
63.5,Indole,0.048539353,1.539936915
63.5,Other,3.011775842,301.7424411
63.5,Phenol,0.069444223,80.62596971
63.5,VFA,0.521700488,1706.014594
63.5,VSC,0.059620854,14.85168027
64,Indole,0,1.539936915
64,Other,4.509955229,306.2523963
64,Phenol,0.020396604,80.64636631
64,VFA,0.800484425,1706.815079
64,VSC,0.201396505,15.05307677
64.5,Indole,0.029402856,1.569339771
64.5,Other,7.559298474,313.8116948
64.5,Phenol,0.010198302,80.65656461
64.5,VFA,1.174864946,1707.989944
64.5,VSC,0.103655499,15.15673227
65,Indole,0.058805712,1.628145484
65,Other,10.60864172,324.4203365
65,Phenol,0,80.65656461
65,VFA,1.549245467,1709.539189
65,VSC,0.005914492,15.16264677
65.5,Indole,0,1.628145484
65.5,Other,10.14855769,334.5688942
65.5,Phenol,0,80.65656461
65.5,VFA,1.548029749,1711.087219
65.5,VSC,0.62719314,15.78983991
66,Indole,0,1.628145484
66,Other,12.2398975,346.8087917
66,Phenol,0.076466292,80.73303091
66,VFA,2.225701341,1713.31292
66,VSC,0.58466627,16.37450617
66.5,Indole,0,1.628145484
66.5,Other,12.53192341,359.3407151
66.5,Phenol,0.086584374,80.81961528
66.5,VFA,1.794950719,1715.107871
66.5,VSC,0.26444157,16.63894775
67,Indole,0,1.628145484
67,Other,5.253462872,364.594178
67,Phenol,0.040190949,80.85980623
67,VFA,0.850130805,1715.958002
67,VSC,0,16.63894775
67.5,Indole,0.005873491,1.634018975
67.5,Other,4.949010342,369.5431883
67.5,Phenol,0.023806303,80.88361253
67.5,VFA,1.197004635,1717.155007
67.5,VSC,0.103979563,16.74292731
68,Indole,0.011746982,1.645765957
68,Other,4.644557812,374.1877461
68,Phenol,0.007421658,80.89103419
68,VFA,1.543878465,1718.698885
68,VSC,0.207959127,16.95088644
68.5,Indole,0.057781492,1.703547448
68.5,Other,4.366574994,378.5543211
68.5,Phenol,0.070803843,80.96183803
68.5,VFA,1.640845054,1720.33973
68.5,VSC,0.392689402,17.34357584
69,Indole,0,1.703547448
69,Other,3.047018029,381.6013392
69,Phenol,0.044613251,81.00645128
69,VFA,1.415571386,1721.755301
69,VSC,0.281579627,17.62515546
69.5,Indole,0.00444533,1.707992779
69.5,Other,1.835170401,383.4365096
69.5,Phenol,0.050641514,81.0570928
69.5,VFA,0.645090376,1722.400392
69.5,VSC,0.022091024,17.64724649
70,Indole,0.005367973,1.713360751
70,Other,4.203632139,387.6401417
70,Phenol,0.100291355,81.15738415
70,VFA,4.319869784,1726.720262
70,VSC,0.038776515,17.686023
70.5,Indole,0.006290615,1.719651367
70.5,Other,6.572093877,394.2122356
70.5,Phenol,0.149941195,81.30732535
70.5,VFA,7.994649191,1734.714911
70.5,VSC,0.055462006,17.74148501
71,Indole,0,1.719651367
71,Other,9.823496631,404.0357322
71,Phenol,0.187575166,81.49490051
71,VFA,17.17078757,1751.885698
71,VSC,0.040864686,17.7823497
71.5,Indole,0,1.719651367
71.5,Other,14.91133832,418.9470705
71.5,Phenol,0.350478682,81.8453792
71.5,VFA,20.15165393,1772.037352
71.5,VSC,0.04634426,17.82869396
72,Indole,0,1.719651367
72,Other,19.99918,438.9462505
72,Phenol,0.513382199,82.35876139
72,VFA,23.13252028,1795.169873
72,VSC,0.051823833,17.88051779
72.5,Indole,0,1.719651367
72.5,Other,25.08702169,464.0332722
72.5,Phenol,0.676285715,83.03504711
72.5,VFA,26.11338663,1821.283259
72.5,VSC,0.057303406,17.9378212
73,Indole,0,1.719651367
73,Other,17.13441464,481.1676869
73,Phenol,0.304850544,83.33989765
73,VFA,15.384599,1836.667858
73,VSC,0.005329785,17.94315098
73.5,Indole,0.065622885,1.785274252
73.5,Other,15.55313182,496.7208187
73.5,Phenol,0.339872202,83.67976986
73.5,VFA,14.98564448,1851.653503
73.5,VSC,0.01725617,17.96040715
74,Indole,0.13124577,1.916520022
74,Other,13.971849,510.6926677
74,Phenol,0.37489386,84.05466372
74,VFA,14.58668996,1866.240193
74,VSC,0.029182555,17.98958971
74.5,Indole,0.106513744,2.023033765
74.5,Other,11.60271779,522.2953855
74.5,Phenol,0.297601035,84.35226475
74.5,VFA,11.83666513,1878.076858
74.5,VSC,0.050049699,18.0396394
75,Indole,0.081781717,2.104815483
75,Other,9.233586573,531.5289721
75,Phenol,0.220308209,84.57257296
75,VFA,9.08664029,1887.163498
75,VSC,0.070916842,18.11055625
75.5,Indole,0.057049691,2.161865174
75.5,Other,6.864455357,538.3934274
75.5,Phenol,0.143015384,84.71558834
75.5,VFA,6.336615455,1893.500113
75.5,VSC,0.091783985,18.20234023
76,Indole,0.028524846,2.19039002
76,Other,14.27872719,552.6721546
76,Phenol,0.103409084,84.81899743
76,VFA,3.821316882,1897.32143
76,VSC,0.081641281,18.28398151
76.5,Indole,0,2.19039002
