hours,Category,Mass_Emission,Cumulative_Mass
76.5,Other,21.69299902,574.3651536
76.5,Phenol,0.063802784,84.88280021
76.5,VFA,1.30601831,1898.627449
76.5,VSC,0.071498578,18.35548009
77,Indole,0,2.19039002
77,Other,1.835873535,576.2010272
77,Phenol,0.016065188,84.8988654
77,VFA,1.58750424,1900.214953
77,VSC,0.148697118,18.50417721
77.5,Indole,0.021264661,2.211654681
77.5,Other,1.418074782,577.6191019
77.5,Phenol,0.019344628,84.91821003
77.5,VFA,2.379408826,1902.594362
77.5,VSC,0.095910353,18.60008756
78,Indole,0.049366903,2.261021584
78,Other,0.646567425,578.2656694
78,Phenol,0,84.91821003
78,VFA,0.879099649,1903.473461
78,VSC,0.3489115,18.94899906
78.5,Indole,0.033947399,2.294968983
78.5,Other,0.645301299,578.9109707
78.5,Phenol,0,84.91821003
78.5,VFA,0.081425788,1903.554887
78.5,VSC,0.253685945,19.20268501
79,Indole,0.022515803,2.317484786
79,Other,0.555115046,579.4660857
79,Phenol,0,84.91821003
79,VFA,0.040712894,1903.5956
79,VSC,0.564881644,19.76756665
79.5,Indole,0.011084208,2.328568994
79.5,Other,0.464928792,579.9310145
79.5,Phenol,0,84.91821003
79.5,VFA,0,1903.5956
79.5,VSC,0.876077343,20.64364399
80,Indole,0.006545104,2.335114099
80,Other,0.089763483,580.020778
80,Phenol,0.006749532,84.92495956
80,VFA,0,1903.5956
80,VSC,0.570738345,21.21438234
80.5,Indole,0.006336317,2.341450415
80.5,Other,0.083695435,580.1044734
80.5,Phenol,0.006267422,84.93122698
80.5,VFA,0.000168377,1903.595768
80.5,VSC,0.529971321,21.74435366
81,Indole,0.006127529,2.347577944
81,Other,0.077627386,580.1821008
81,Phenol,0.005785313,84.9370123
81,VFA,0.000336755,1903.596105
81,VSC,0.489204296,22.23355796
81.5,Indole,0.005918741,2.353496686
81.5,Other,0.071559337,580.2536601
81.5,Phenol,0.005303204,84.9423155
81.5,VFA,0.000505132,1903.59661
81.5,VSC,0.448437271,22.68199523
82,Indole,0.005709954,2.359206639
82,Other,0.065491289,580.3191514
82,Phenol,0.004821094,84.94713659
82,VFA,0.000673509,1903.597284
82,VSC,0.407670247,23.08966547
82.5,Indole,0.005501166,2.364707805
82.5,Other,0.05942324,580.3785747
82.5,Phenol,0.004338985,84.95147558
82.5,VFA,0.000841886,1903.598126
82.5,VSC,0.366903222,23.4565687
83,Indole,0.005292378,2.370000184
83,Other,0.053355191,580.4319299
83,Phenol,0.003856875,84.95533245
83,VFA,0.001010264,1903.599136
83,VSC,0.326136197,23.78270489
83.5,Indole,0.005083591,2.375083774
83.5,Other,0.047287143,580.479217
83.5,Phenol,0.003374766,84.95870722
83.5,VFA,0.001178641,1903.600315
83.5,VSC,0.285369173,24.06807407
84,Indole,0.004874803,2.379958577
84,Other,0.041219094,580.5204361
84,Phenol,0.002892657,84.96159988
84,VFA,0.001347018,1903.601662
84,VSC,0.244602148,24.31267621
84.5,Indole,0.004666015,2.384624593
84.5,Other,0.035151046,580.5555872
84.5,Phenol,0.002410547,84.96401042
84.5,VFA,0.001515396,1903.603177
84.5,VSC,0.203835123,24.51651134
85,Indole,0.004457228,2.389081821
85,Other,0.029082997,580.5846701
85,Phenol,0.001928438,84.96593886
85,VFA,0.001683773,1903.604861
85,VSC,0.163068099,24.67957944
85.5,Indole,0.00424844,2.393330261
85.5,Other,0.023014948,580.6076851
85.5,Phenol,0.001446328,84.96738519
85.5,VFA,0.00185215,1903.606713
85.5,VSC,0.122301074,24.80188051
86,Indole,0.004039652,2.397369913
86,Other,0.0169469,580.624632
86,Phenol,0.000964219,84.96834941
86,VFA,0.002020528,1903.608733
86,VSC,0.081534049,24.88341456
86.5,Indole,0.003830865,2.401200778
86.5,Other,0.010878851,580.6355108
86.5,Phenol,0.000482109,84.96883152
86.5,VFA,0.002188905,1903.610922
86.5,VSC,0.040767025,24.92418158
87,Indole,0.003622077,2.404822855
87,Other,0.004810802,580.6403217
87,Phenol,0,84.96883152
87,VFA,0.002357282,1903.61328
87,VSC,0,24.92418158
87.5,Indole,0,2.404822855
87.5,Other,0,580.6403217
87.5,Phenol,0.015058111,84.98388963
87.5,VFA,0,1903.61328
87.5,VSC,0.001010856,24.92519244
88,Indole,0,2.404822855
88,Other,0.145006969,580.7853286
88,Phenol,0.014238226,84.99812785
88,VFA,0.049867269,1903.663147
88,VSC,0.00090977,24.92610221
88.5,Indole,0,2.404822855
88.5,Other,0.290013937,581.0753426
88.5,Phenol,0.013418342,85.0115462
88.5,VFA,0.099734538,1903.762881
88.5,VSC,0.000808684,24.92691089
89,Indole,0,2.404822855
89,Other,0.435020906,581.5103635
89,Phenol,0.012598457,85.02414465
89,VFA,0.149601808,1903.912483
89,VSC,0.000707599,24.92761849
89.5,Indole,0,2.404822855
89.5,Other,0.580027874,582.0903913
89.5,Phenol,0.011778573,85.03592323
89.5,VFA,0.199469077,1904.111952
89.5,VSC,0.000606513,24.92822501
90,Indole,0,2.404822855
90,Other,0.725034843,582.8154262
90,Phenol,0.010958688,85.04688191
90,VFA,0.249336346,1904.361289
90,VSC,0.000505428,24.92873043
90.5,Indole,0,2.404822855
90.5,Other,0.870041811,583.685468
90.5,Phenol,0.010138803,85.05702072
90.5,VFA,0.299203615,1904.660492
90.5,VSC,0.000404342,24.92913478
91,Indole,0,2.404822855
91,Other,1.01504878,584.7005168
91,Phenol,0.009318919,85.06633964
91,VFA,0.349070884,1905.009563
91,VSC,0.000303257,24.92943803
91.5,Indole,0,2.404822855
91.5,Other,1.160055748,585.8605725
91.5,Phenol,0.008499034,85.07483867
91.5,VFA,0.398938153,1905.408501
91.5,VSC,0.000202171,24.9296402
92,Indole,0,2.404822855
92,Other,1.305062717,587.1656352
92,Phenol,0.00767915,85.08251782
92,VFA,0.448805423,1905.857307
92,VSC,0.000101086,24.92974129
92.5,Indole,0,2.404822855
92.5,Other,1.450069685,588.6157049
92.5,Phenol,0.006859265,85.08937709
92.5,VFA,0.498672692,1906.355979
92.5,VSC,0,24.92974129
93,Indole,0.001560788,2.406383643
93,Other,3.802484099,592.418189
93,Phenol,0.068094069,85.15747116
93,VFA,1.969183215,1908.325163
93,VSC,0.292206515,25.2219478
93.5,Indole,0.003121575,2.409505218
93.5,Other,6.154898513,598.5730875
93.5,Phenol,0.129328873,85.28680003
93.5,VFA,3.439693739,1911.764856
93.5,VSC,0.584413031,25.80636084
94,Indole,0,2.409505218
94,Other,15.16301478,613.7361023
94,Phenol,0.22335789,85.51015792
94,VFA,11.90224703,1923.667103
94,VSC,0.374990295,26.18135113
94.5,Indole,0,2.409505218
94.5,Other,26.81970321,640.5558055
94.5,Phenol,0.597340843,86.10749876
94.5,VFA,48.85603749,1972.523141
94.5,VSC,0.546701582,26.72805271
95,Indole,0,2.409505218
95,Other,17.87980214,658.4356077
95,Phenol,0.398227229,86.50572599
95,VFA,32.57069166,2005.093833
95,VSC,0.364467722,27.09252043
95.5,Indole,0,2.409505218
95.5,Other,8.93990107,667.3755087
95.5,Phenol,0.199113614,86.7048396
95.5,VFA,16.28534583,2021.379178
95.5,VSC,0.182233861,27.27475429
96,Indole,0,2.409505218
96,Other,0,667.3755087
96,Phenol,0,86.7048396
96,VFA,0,2021.379178
96,VSC,0,27.27475429
96.5,Indole,0,2.409505218
96.5,Other,0,667.3755087
96.5,Phenol,0,86.7048396
96.5,VFA,0,2021.379178
96.5,VSC,0,27.27475429
97,Indole,0,2.409505218
97,Other,0,667.3755087
97,Phenol,0,86.7048396
97,VFA,0,2021.379178
97,VSC,0,27.27475429
97.5,Indole,0,2.409505218
97.5,Other,0,667.3755087
97.5,Phenol,0,86.7048396
97.5,VFA,0,2021.379178
97.5,VSC,0,27.27475429
98,Indole,0,2.409505218
98,Other,0,667.3755087
98,Phenol,0,86.7048396
98,VFA,0,2021.379178
98,VSC,0,27.27475429
98.5,Indole,0,2.409505218
98.5,Other,0,667.3755087
98.5,Phenol,0,86.7048396
98.5,VFA,0,2021.379178
98.5,VSC,0,27.27475429
99,Indole,0,2.409505218
99,Other,0,667.3755087
99,Phenol,0,86.7048396
99,VFA,0,2021.379178
99,VSC,0,27.27475429
99.5,Indole,0,2.409505218
99.5,Other,0,667.3755087
99.5,Phenol,0,86.7048396
99.5,VFA,0,2021.379178
99.5,VSC,0,27.27475429
100,Indole,0,2.409505218
100,Other,0,667.3755087
100,Phenol,0,86.7048396
100,VFA,0,2021.379178
100,VSC,0,27.27475429
100.5,Indole,0,2.409505218
100.5,Other,0,667.3755087
100.5,Phenol,0,86.7048396
100.5,VFA,0,2021.379178
100.5,VSC,0,27.27475429
101,Indole,0,2.409505218
101,Other,0,667.3755087
101,Phenol,0,86.7048396
101,VFA,0,2021.379178
101,VSC,0,27.27475429
101.5,Indole,0,2.409505218
101.5,Other,0,667.3755087
101.5,Phenol,0,86.7048396
101.5,VFA,0,2021.379178
101.5,VSC,0,27.27475429
102,Indole,0,2.409505218
102,Other,0,667.3755087
102,Phenol,0,86.7048396
102,VFA,0,2021.379178
102,VSC,0,27.27475429
102.5,Indole,0,2.409505218
102.5,Other,0,667.3755087
102.5,Phenol,0,86.7048396
102.5,VFA,0,2021.379178
102.5,VSC,0,27.27475429
103,Indole,0,2.409505218
103,Other,0,667.3755087
103,Phenol,0,86.7048396
103,VFA,0,2021.379178
103,VSC,0,27.27475429
103.5,Indole,0,2.409505218
103.5,Other,0,667.3755087
103.5,Phenol,0,86.7048396
103.5,VFA,0,2021.379178
103.5,VSC,0,27.27475429
104,Indole,0,2.409505218
104,Other,0,667.3755087
104,Phenol,0,86.7048396
104,VFA,0,2021.379178
104,VSC,0,27.27475429
104.5,Indole,0,2.409505218
104.5,Other,0,667.3755087
104.5,Phenol,0,86.7048396
104.5,VFA,0,2021.379178
104.5,VSC,0,27.27475429
105,Indole,0,2.409505218
105,Other,0,667.3755087
105,Phenol,0,86.7048396
105,VFA,0,2021.379178
105,VSC,0,27.27475429
105.5,Indole,0,2.409505218
105.5,Other,0,667.3755087
105.5,Phenol,0,86.7048396
105.5,VFA,0,2021.379178
105.5,VSC,0,27.27475429
106,Indole,0,2.409505218
106,Other,0,667.3755087
106,Phenol,0,86.7048396
106,VFA,0,2021.379178
106,VSC,0,27.27475429
106.5,Indole,0,2.409505218
106.5,Other,0,667.3755087
106.5,Phenol,0,86.7048396
106.5,VFA,0,2021.379178
106.5,VSC,0,27.27475429
107,Indole,0,2.409505218
107,Other,0,667.3755087
107,Phenol,0,86.7048396
107,VFA,0,2021.379178
107,VSC,0,27.27475429
107.5,Indole,0,2.409505218
107.5,Other,0,667.3755087
107.5,Phenol,0,86.7048396
107.5,VFA,0,2021.379178
107.5,VSC,0,27.27475429
108,Indole,0,2.409505218
108,Other,0,667.3755087
108,Phenol,0,86.7048396
108,VFA,0,2021.379178
108,VSC,0,27.27475429
108.5,Indole,0,2.409505218
108.5,Other,0,667.3755087
108.5,Phenol,0,86.7048396
108.5,VFA,0,2021.379178
108.5,VSC,0,27.27475429
109,Indole,0,2.409505218
109,Other,0,667.3755087
109,Phenol,0,86.7048396
109,VFA,0,2021.379178
109,VSC,0,27.27475429
109.5,Indole,0,2.409505218
109.5,Other,0,667.3755087
109.5,Phenol,0,86.7048396
109.5,VFA,0,2021.379178
109.5,VSC,0,27.27475429
110,Indole,0,2.409505218
110,Other,0,667.3755087
110,Phenol,0,86.7048396
110,VFA,0,2021.379178
110,VSC,0,27.27475429
110.5,Indole,0,2.409505218
110.5,Other,0,667.3755087
110.5,Phenol,0,86.7048396
110.5,VFA,0,2021.379178
110.5,VSC,0,27.27475429
111,Indole,0,2.409505218
111,Other,0,667.3755087
111,Phenol,0,86.7048396
111,VFA,0,2021.379178
111,VSC,0,27.27475429
111.5,Indole,0,2.409505218
111.5,Other,0,667.3755087
111.5,Phenol,0,86.7048396
111.5,VFA,0,2021.379178
111.5,VSC,0,27.27475429
112,Indole,0,2.409505218
112,Other,0,667.3755087
112,Phenol,0,86.7048396
112,VFA,0,2021.379178
112,VSC,0,27.27475429
112.5,Indole,0,2.409505218
112.5,Other,0,667.3755087
112.5,Phenol,0,86.7048396
112.5,VFA,0,2021.379178
112.5,VSC,0,27.27475429
113,Indole,0,2.409505218
113,Other,0,667.3755087
113,Phenol,0,86.7048396
113,VFA,0,2021.379178
113,VSC,0,27.27475429
113.5,Indole,0,2.409505218
113.5,Other,0,667.3755087
113.5,Phenol,0,86.7048396
113.5,VFA,0,2021.379178
113.5,VSC,0,27.27475429
114,Indole,0,2.409505218
114,Other,0,667.3755087
114,Phenol,0,86.7048396
114,VFA,0,2021.379178
114,VSC,0,27.27475429
114.5,Indole,0,2.409505218
114.5,Other,0,667.3755087
114.5,Phenol,0,86.7048396
114.5,VFA,0,2021.379178
114.5,VSC,0,27.27475429
115,Indole,0,2.409505218
115,Other,0,667.3755087
115,Phenol,0,86.7048396
115,VFA,0,2021.379178
115,VSC,0,27.27475429
115.5,Indole,0,2.409505218
115.5,Other,0,667.3755087
115.5,Phenol,0,86.7048396
115.5,VFA,0,2021.379178
115.5,VSC,0,27.27475429
116,Indole,0,2.409505218
116,Other,0,667.3755087
116,Phenol,0,86.7048396
116,VFA,0,2021.379178
116,VSC,0,27.27475429
116.5,Indole,0,2.409505218
116.5,Other,0,667.3755087
116.5,Phenol,0,86.7048396
116.5,VFA,0,2021.379178
116.5,VSC,0,27.27475429
117,Indole,0,2.409505218
117,Other,0,667.3755087
117,Phenol,0,86.7048396
117,VFA,0,2021.379178
117,VSC,0,27.27475429
117.5,Indole,0,2.409505218
117.5,Other,0,667.3755087
117.5,Phenol,0,86.7048396
117.5,VFA,0,2021.379178
117.5,VSC,0,27.27475429
118,Indole,0,2.409505218
118,Other,0,667.3755087
118,Phenol,0,86.7048396
118,VFA,0,2021.379178
118,VSC,0,27.27475429
118.5,Indole,0,2.409505218
118.5,Other,0,667.3755087
118.5,Phenol,0,86.7048396
118.5,VFA,0,2021.379178
118.5,VSC,0,27.27475429
119,Indole,0,2.409505218
119,Other,0,667.3755087
119,Phenol,0,86.7048396
119,VFA,0,2021.379178
119,VSC,0,27.27475429
119.5,Indole,0,2.409505218
119.5,Other,0,667.3755087
119.5,Phenol,0,86.7048396
119.5,VFA,0,2021.379178
119.5,VSC,0,27.27475429
