"rn","Sensor","Source","SensorHeight","SourceArea","CE","CE_se","CE_lo","CE_hi","uCE","uCE_se","uCE_lo","uCE_hi","vCE","vCE_se","vCE_lo","vCE_hi","wCE","wCE_se","wCE_lo","wCE_hi","N_TD","TD_Time_avg","TD_Time_max","Max_Dist","UCE","Ustar","L","Zo","sUu","sVu","sWu","z_sWu","WD","d","N0","MaxFetch","Time","SH","UST","sigW","sigU","sigV","WS","airT","Pair","z_sonic","z0","kv","A","alpha","bw","C0","concentrations$NH3_ug","concentrations$NH3_bg","Flux","Flux_original","hours","time_diff","Flux_kg_s","Flux_kg_original","Emission_kg","Emission_kg_original","Emission_kg_non_na_original","Cumulative_Emission","Cumulative_Emission_original","total_slurry_kg","total_TAN","Emission_applied_N","Emission_applied_N_no_gap","Cumulative_Emission_applied_N","Cumulative_Emission_applied_N_no_gap","Flux_mg_min"
123,"CRDS_1","Plot1",1.5,731.834716796875,7.56147855317636,0.130072143494971,7.30653875080268,7.81641835555004,-1.5577256443194,0.065572233829965,-1.68624641659727,-1.42920487204153,-0.14596944448709,0.0596983514243313,-0.262977479453023,-0.0289614095211573,0.691663932135465,0.0265809651050515,0.639565567268852,0.743762297002078,55935,21.4630910878698,85.6,28.08,6.28076782688214,0.1453203,-86.9,0.08143,2.646,2.597,1.304,1.883,74.555,0.117,1e+05,78,2024-09-21 01:00:00,3.08039955694244,0.145320266722573,1.30443061839719,2.64581118017046,2.59692188573374,1.14107054431821,11.2141255078039,102327.927446369,2,0.0814344581115881,0.4,0.5,0.02,1.277,4.585,11.40520158,4.238728946,0.947760756524208,0.947760756524208,60.5,1800,6.93604224842086e-07,6.93604224842086e-07,0.00124848760471575,0.00124848760471575,0.00124848760471575,0.524883700426922,0.432914260541277,2561.42150878906,6.40058252302246,0.0195058434169863,0.0195058434169863,6.7443370035662,6.76366969700201,0.0568656453914525
124,"CRDS_1","Plot1",1.5,731.834716796875,6.19249749664643,0.0995159943984426,5.99744737089879,6.38754762239407,-1.17406166630182,0.0489257856968987,-1.26995560486082,-1.07816772774282,0.335703564081842,0.0400898087866551,0.257128031653075,0.41427909651061,0.628847279444304,0.0204459126724834,0.58877354193206,0.668921016956548,44958,20.5426042083723,88.1,27.96,5.50054101912574,0.1290052,-56.4,0.04842,2.985,3.231,1.431,1.883,96.251,0.117,1e+05,78,2024-09-21 01:30:00,3.32073853130546,0.12900520318956,1.43067693647401,2.98469851416991,3.2305450575868,1.18060828632712,11.0231525339215,102313.672139321,2,0.0484201064578306,0.4,0.5,0.02,1.386,5.414,10.65750018,3.523355447,1.15206259459346,1.15206259459346,61,1800,8.43119402646579e-07,8.43119402646579e-07,0.00151761492476384,0.00151761492476384,0.00151761492476384,0.526401315351686,0.434431875466041,2561.42150878906,6.40058252302246,0.0237105750813318,0.0237105750813318,6.7638371451898,6.78738027208334,0.0691237556756077
125,"CRDS_1","Plot1",1.5,731.834716796875,5.71911492493037,0.0941815748972005,5.53452019583326,5.90370965402747,-1.01578442036607,0.0432512084481156,-1.10055625727066,-0.931012583461488,0.687956423074831,0.0400613171643901,0.609436733875478,0.766476112274185,0.573493860939642,0.0178889814622736,0.538431677169028,0.608556044710257,38884,22.9208749099887,181.5,26.01,3.48781984377295,0.0919743,-24.8,0.04059,4.398,5.292,1.93,1.883,112.141,0.117,1e+05,76,2024-09-21 02:00:00,2.73983832413126,0.0919743268121298,1.93000517801888,4.39846682150895,NA,0.882254697034425,10.9372559263599,102283.303124,2,0.040590495395339,0.4,0.5,0.02,1.802,NA,10.35078483,3.563889773,1.49890389507377,NA,61.5,1800,1.09694990755705e-06,NA,0.00197450983360268,NA,0,0.528375825185289,0.434431875466041,2561.42150878906,6.40058252302246,0.0308489083064003,0,6.78920802205994,6.78738027208334,0.0899342337044262
126,"CRDS_1","Plot1",1.5,731.834716796875,3.48553252772723,0.0833943406274402,3.32208064519971,3.64898441025475,-0.748597523369978,0.03185539997872,-0.811033715754425,-0.686161330985532,0.547816629393043,0.0374926008696658,0.474331592556102,0.621301666229984,0.352958139544064,0.0141748839456028,0.32517554125159,0.380740737836537,23454,17.6918094994457,53.2,24.83,3.57324134027497,0.1023747,26.1,0.01551,3.595,4.029,1.623,1.883,114.249,0.117,1e+05,75,2024-09-21 02:30:00,-3.58131772930029,0.102374742547057,1.62306290575512,3.59501459373767,4.02859978571215,1.22826631000124,10.9941944553183,102299.943058472,2,0.0155074702875125,0.4,0.5,0.02,1.623,7.826,9.842262059,3.408857142,1.84574519555408,1.84574519555408,62,1800,1.35078041246751e-06,1.35078041246751e-06,0.00243140474244152,0.00243140474244152,0.00243140474244152,0.53080722992773,0.436863280208482,2561.42150878906,6.40058252302246,0.0379872415314688,0.0379872415314688,6.8204496341766,6.82536751361481,0.110744711733245
127,"CRDS_1","Plot1",1.5,731.834716796875,6.19218439263691,0.0991675131233374,5.99781728590486,6.38655149936895,-1.09055644922452,0.0393069343039322,-1.16759755729043,-1.01351534115862,0.360388085363702,0.0350670472296281,0.291657103845776,0.429119066881628,0.614352330037896,0.018129612568256,0.578818512257448,0.649886147818344,43221,21.7980194812707,101.2,27.11,4.65776306363711,0.1072249,-28.6,0.03986,3.566,3.733,1.674,1.882,100.826,0.118,1e+05,78,2024-09-21 03:00:00,3.75796201525184,0.107224875279947,1.67422385984215,3.56622605273404,3.73282701402967,1.03339169214483,10.9770573574959,102236.009541781,2,0.0398571795542058,0.4,0.5,0.02,1.576,7.278,9.439999666,3.04601248,1.03258991990017,1.03258991990017,62.5,1800,7.55685151597445e-07,7.55685151597445e-07,0.0013602332728754,0.0013602332728754,0.0013602332728754,0.532167463200606,0.438223513481357,2561.42150878906,6.40058252302246,0.02125171057451,0.02125171057451,6.83792754707097,6.84661922418932,0.0619553951940099
128,"CRDS_1","Plot1",1.5,731.834716796875,5.12967079161736,0.0856650525004104,4.96176834173093,5.29757324150379,-0.839802870547861,0.0352119136922741,-0.908817788551842,-0.770787952543881,0.392242207849972,0.0341653294585665,0.325278582079206,0.459205833620738,0.607046639102019,0.0193081109413861,0.569202978996607,0.64489029920743,41606,18.1372302071817,68.5,27.07,4.9434744661711,0.1201696,-37.9,0.03086,3.408,3.877,1.731,1.882,100.164,0.118,1e+05,78,2024-09-21 03:30:00,3.99084468327398,0.120169580136624,1.73103382914087,3.40761541696497,3.87687920081339,1.23494075324534,10.7333507760211,102131.008828136,2,0.030864706376982,0.4,0.5,0.02,1.653,8.195,9.568835003,2.60687382,1.3571945385612,1.3571945385612,63,1800,9.93242080766203e-07,9.93242080766203e-07,0.00178783574537917,0.00178783574537917,0.00178783574537917,0.533955298945985,0.440011349226737,2561.42150878906,6.40058252302246,0.0279323911370323,0.0279323911370323,6.860899810763,6.87455161532635,0.0814316723136721
129,"CRDS_1","Plot1",1.5,731.834716796875,5.23319802315674,0.0877418644878424,5.06122504730359,5.4051709990099,-0.825277210244017,0.0351501006327317,-0.894170975411114,-0.756383445076919,0.433338974741341,0.0383607330898033,0.35815240942421,0.508525540058472,0.556759629107413,0.0177568996660752,0.521956324033767,0.591562934181058,41006,18.8076379066478,64,26.96,4.96801743765594,0.114109,572.4,0.03134,3.353,4.043,1.7,1.882,101.762,0.118,1e+05,77,2024-09-21 04:00:00,-0.226153441905743,0.114108998742515,1.70021310076284,3.3526813110492,4.04303635201339,1.16823495304077,10.7632603666129,102105.499199146,2,0.031344701690948,0.4,0.5,0.02,1.7,8.802,9.137991348,2.349441771,1.2972086183173,1.2972086183173,63.5,1800,9.49342301812709e-07,9.49342301812709e-07,0.00170881614326288,0.00170881614326288,0.00170881614326288,0.535664115089248,0.44172016537,2561.42150878906,6.40058252302246,0.0266978222234676,0.0266978222234676,6.88285673557878,6.90124943754982,0.0778325170990382
130,"CRDS_1","Plot1",1.5,731.834716796875,5.5785071347002,0.0898023038677661,5.40249572298978,5.75451854641061,-1.14253158396514,0.0366889599735482,-1.21444149452423,-1.07062167340606,0.577548050012919,0.0385878684864785,0.501916302110305,0.653179797915534,0.556117706978999,0.0176540799385081,0.521515927307501,0.590719486650496,39403,20.8951374260843,83.6,26.19,4.18284063661505,0.1220383,-32.3,0.05668,3.082,3.744,1.464,1.882,107.445,0.118,1e+05,77,2024-09-21 04:30:00,4.90311265055543,0.122038336913244,1.46441103342813,3.08165407086243,3.74444733764023,1.06868725900244,10.8428996759138,102002.63898287,2,0.0566750518528583,0.4,0.5,0.02,1.387,5.423,9.334760765,2.354741387,1.25123428355624,1.25123428355624,64,1800,9.15696687552925e-07,9.15696687552925e-07,0.00164825403759526,0.00164825403759526,0.00164825403759526,0.537312369126843,0.443368419407595,2561.42150878906,6.40058252302246,0.0257516254445061,0.0257516254445061,6.90403548562948,6.92700106299432,0.0750740570133746
131,"CRDS_1","Plot1",1.5,731.834716796875,4.70109592844595,0.107635910118102,4.49013086769964,4.91206098919226,-0.690301091950685,0.0375874788185988,-0.763972088401273,-0.616630095500097,0.562175991274271,0.0425544330421264,0.478769825600503,0.645582156948039,0.526744555934204,0.0196457049380146,0.488239215745183,0.565249896123225,26449,20.5710688494839,95.4,25.5,3.68370875356399,0.0843464,-6.9,0.01125,4.041,4.769,2.016,1.882,109.376,0.118,1e+05,76,2024-09-21 05:00:00,7.60865336853003,0.0843464042046103,2.0158687792886,4.04083370665025,NA,1.07956536138187,10.8516018795384,102011.241634629,2,0.0112501080807336,0.4,0.5,0.02,1.652,8.182,9.634519155,2.229372426,1.42462138037564,NA,64.5,1800,1.04258738444998e-06,NA,0.00187665729200997,NA,0,0.539189026418853,0.443368419407595,2561.42150878906,6.40058252302246,0.0293201014948211,0,6.92814903536863,6.92700106299432,0.0854772828225386
132,"CRDS_1","Plot1",1.5,731.834716796875,4.64594156285808,0.0882790750450351,4.47291566091634,4.81896746479981,-0.996157975035886,0.0386211339291885,-1.07185492279731,-0.920461027274466,0.594957399543044,0.0377974257224942,0.520874909741536,0.669039889344552,0.554724607061758,0.0211287255576735,0.513312564687833,0.596136649435683,35530,17.8439431466366,61,26.26,4.40966607758026,0.1245691,-51.4,0.03235,3.46,4.077,1.57,1.882,107.274,0.118,1e+05,77,2024-09-21 05:30:00,3.27555523616139,0.124569131130762,1.56965154170729,3.46038354466733,4.07676000084491,1.26541674141065,10.7766530423653,101988.889678703,2,0.0323508041667744,0.4,0.5,0.02,1.516,6.63,9.545307148,2.121053146,1.59800847719504,1.59800847719504,65,1800,1.16947808134704e-06,1.16947808134704e-06,0.00210506054642467,0.00210506054642467,0.00210506054642467,0.541294086965278,0.445473479954019,2561.42150878906,6.40058252302246,0.0328885775451361,0.0328885775451361,6.95519738479623,6.95988964053946,0.0958805086317026
133,"CRDS_1","Plot1",1.5,731.834716796875,5.34370183589248,0.087191900510797,5.17280678267405,5.51459688911091,-1.22185827705404,0.0408352869076383,-1.30189493743634,-1.14182161667173,0.415154494220982,0.03673382118104,0.343156656246654,0.487152332195309,0.577351699069048,0.0178677321845015,0.542331163621666,0.61237223451643,40858,19.0014293406432,81.8,26.86,4.66144752431682,0.1339137,-51.2,0.05067,3.172,3.458,1.45,1.882,104.576,0.118,1e+05,77,2024-09-21 06:00:00,4.08120970133622,0.133913690952658,1.45001649912689,3.17227238868444,3.45796402247559,1.21009449264543,10.584611115064,101999.818544083,2,0.0506710275680008,0.4,0.5,0.02,1.4,5.533,8.933252303,1.962617614,1.30445801488769,1.30445801488769,65.5,1800,9.54647661898745e-07,9.54647661898745e-07,0.00171836579141774,0.00171836579141774,0.00171836579141774,0.543012452756695,0.447191845745437,2561.42150878906,6.40058252302246,0.0268470218958493,0.0268470218958493,6.97727701497582,6.98673666243531,0.0782674808932613
134,"CRDS_1","Plot1",1.5,731.834716796875,5.13091179983691,0.0877380895747342,4.95894622276704,5.30287737690677,-0.962019556333042,0.0386967389197604,-1.03786468894663,-0.886174423719455,0.481935390286297,0.0352731266847849,0.41280049556944,0.551070285003154,0.479232534443482,0.0173727716211552,0.44518211561609,0.513282953270874,38360,20.1700338894682,89.5,26.06,4.69633786757525,0.1078376,17.3,0.03765,3.931,3.871,1.716,1.882,110.012,0.118,1e+05,76,2024-09-21 06:30:00,-6.29602399434881,0.107837642837953,1.7160916390887,3.93144525348823,3.87105898138087,1.05453561053483,10.5079509041169,101972.347152652,2,0.0376473747070818,0.4,0.5,0.02,1.716,9.017,8.269158236,2.027926944,1.21639808585257,1.21639808585257,66,1800,8.90202348672179e-07,8.90202348672179e-07,0.00160236422760992,0.00160236422760992,0.00160236422760992,0.544614816984305,0.448794209973047,2561.42150878906,6.40058252302246,0.025034662420902,0.025034662420902,6.99786611756116,7.01177132485621,0.0729838851511544
135,"CRDS_1","Plot1",1.5,731.834716796875,5.22897397973156,0.132247022120737,4.96977144198548,5.48817651747763,-1.06670824938402,0.052052212265935,-1.16872994558759,-0.964686553180461,0.42019763516725,0.0389784098162947,0.343800431058819,0.496594839275681,0.618622161883048,0.0287422246185712,0.562287754936631,0.674956568829465,39957,18.36560302325,77.6,26.14,4.63897941830873,0.1216568,-22.2,0.03386,3.455,3.388,1.673,1.881,106.534,0.119,1e+05,77,2024-09-21 07:00:00,7.06492083620848,0.121656795404493,1.67305778869968,3.45461491151635,3.38758413715758,1.22189926281819,10.4355220219684,101938.871707369,2,0.0338597873069806,0.4,0.5,0.02,1.551,7.001,8.044339735,1.894401277,1.1761271870616,1.1761271870616,66.5,1800,8.60730706860334e-07,8.60730706860334e-07,0.0015493152723486,0.0015493152723486,0.0015493152723486,0.546164132256654,0.450343525245396,2561.42150878906,6.40058252302246,0.0242058479329939,0.0242058479329939,7.01777358337309,7.0359771727892,0.0705676312236962
136,"CRDS_1","Plot1",1.5,731.834716796875,7.34223950629527,0.116714576993438,7.11348037007034,7.5709986425202,-1.04736774067479,0.0381344145205371,-1.12211072437812,-0.972624756971464,0.336242333599596,0.0430121482011967,0.25193905184039,0.420545615358803,0.689206135614523,0.020627450263972,0.648776586654462,0.729635684574583,42717,25.1630568626074,106.9,29.02,4.10011594925561,0.1066944,-5.3,0.06384,3.222,3.562,1.649,1.881,94.956,0.119,1e+05,78,2024-09-21 07:30:00,20.0149203535782,0.106694420319449,1.64892679608412,3.22218943749828,3.56204016642673,0.902456026113032,10.4857631401014,101955.318316074,2,0.0638383135948041,0.4,0.5,0.02,1.295,4.71,8.391900022,1.848424066,0.891209820980314,0.891209820980314,67,1800,6.52218286943722e-07,6.52218286943722e-07,0.0011739929164987,0.0011739929164987,0.0011739929164987,0.547338125173153,0.451517518161894,2561.42150878906,6.40058252302246,0.0183419698484619,0.0183419698484619,7.03285845619774,7.05431914263767,0.0534725892588189
137,"CRDS_1","Plot1",1.5,731.834716796875,5.19888854051661,0.100574408371582,5.00176393639188,5.39601314464133,-0.972839647936311,0.0437496070601386,-1.05858833999403,-0.887090955878591,0.500686964209425,0.0368130993636143,0.428533741971757,0.572840186447092,0.566211783022067,0.0213347822316974,0.524395872099951,0.608027693944183,30444,22.6178688739982,241.2,27.24,3.18838136134668,0.0821047,-5,0.01699,5.053,4.754,2.19,1.881,111.309,0.119,1e+05,76,2024-09-21 08:00:00,9.59394210419589,0.0821047239520425,2.1896930533569,NA,NA,0.966149842183838,10.5399330102619,101922.288340935,2,0.0169911871423724,0.4,0.5,0.02,1.702,8.829,8.979806419,2.021115603,0.972457068050911,NA,67.5,1800,7.11677842994158e-07,NA,0.00128102011738948,NA,0,0.548619145290542,0.451517518161894,2561.42150878906,6.40058252302246,0.0200141176647866,0,7.04931854320938,7.05431914263767,0.0583474240830546
138,"CRDS_1","Plot1",1.5,731.834716796875,6.51732107807502,0.181923528771108,6.16075319792917,6.87388895822087,-1.27968509043433,0.0485088237808674,-1.3747617887633,-1.18460839210536,0.800014959074863,0.0685122631389229,0.665731765490944,0.934298152658782,0.565441272091594,0.0271552513760945,0.512217313192994,0.618665230990194,31711,27.0955819747091,185.5,25.9,3.28438775666163,0.1024032,-6.5,0.06081,3.232,4.299,1.432,1.881,109.439,0.119,1e+05,76,2024-09-21 08:30:00,14.3732747770103,0.10240318526735,1.43205830688815,3.23160018518248,4.29922186050741,0.878575916846267,10.8671889335369,101925.034671598,2,0.06080702753406,0.4,0.5,0.02,1.163,3.893,9.249011654,2.381682311,1.05370431512151,1.05370431512151,68,1800,7.71137399044593e-07,7.71137399044593e-07,0.00138804731828027,0.00138804731828027,0.00138804731828027,0.550007192608822,0.452905565480175,2561.42150878906,6.40058252302246,0.0216862654811114,0.0216862654811114,7.06715384440804,7.07600540811878,0.0632222589072904
139,"CRDS_1","Plot1",1.5,731.834716796875,5.48001228983266,0.109822091888585,5.26476233968925,5.69526223997608,-1.32776016181634,0.0474784113362149,-1.42081726441985,-1.23470305921282,0.430246992083119,0.0446975266056338,0.342640389368272,0.517853594797966,0.589106811728589,0.0247144355933488,0.540666821761107,0.637546801696072,34518,20.8271974042529,77.4,27.1,4.38587058674431,0.1257976,-10.6,0.03837,3.176,3.658,1.422,1.881,101.884,0.119,1e+05,77,2024-09-21 09:00:00,16.3448619918368,0.125797593874543,1.42234352982989,3.17586526176379,3.65798916411326,1.22405638810152,11.1721947746848,101936.039723784,2,0.0383715522565969,0.4,0.5,0.02,1.233,4.297,9.816564215,2.860959263,1.26926813009253,1.26926813009253,68.5,1800,9.28894482525568e-07,9.28894482525568e-07,0.00167201006854602,0.00167201006854602,0.00167201006854602,0.551679202677368,0.454577575548721,2561.42150878906,6.40058252302246,0.026122779645945,0.026122779645945,7.08863784051319,7.10212818776472,0.076156087805552
140,"CRDS_1","Plot1",1.5,731.834716796875,4.95260430633329,0.0848459242413441,4.78630733776572,5.11890127490087,-0.866116473788118,0.034458059600566,-0.933653847038897,-0.798579100537339,-0.0392238107196184,0.0365111719760732,-0.110785258989066,0.032337637549829,0.63565580944287,0.018973129184936,0.598468709462429,0.672842909423312,38572,18.0606087317225,72.7,28.92,4.64384669037764,0.1297565,-7.7,0.03138,3.184,3.987,1.721,1.881,79.867,0.119,1e+05,79,2024-09-21 09:30:00,24.9528033256476,0.129756465124069,1.72052349077394,3.18446817452177,3.98706903448561,1.32777560765288,11.6589519261604,101930.594062934,2,0.0313827067533156,0.4,0.5,0.02,1.433,5.825,10.19524782,3.051240377,1.44247490837586,1.44247490837586,69,1800,1.05565321605785e-06,1.05565321605785e-06,0.00190017578890412,0.00190017578890412,0.00190017578890412,0.553579378466272,0.456477751337625,2561.42150878906,6.40058252302246,0.0296875445644099,0.0296875445644099,7.11305358418357,7.13181573232913,0.0865484945025516
141,"CRDS_1","Plot1",1.5,731.834716796875,5.5900814524093,0.0921661856362279,5.40943686149007,5.77072604332852,-1.2333545571993,0.047718367993022,-1.32688197190055,-1.13982714249804,-0.175896905359294,0.0418071606253911,-0.257838426281904,-0.0939553844366843,0.691588975181567,0.0237683698495131,0.645003262442747,0.738174687920388,45637,18.1765694502268,72.8,28.02,5.11691480481726,0.1549484,-10.3,0.05624,2.929,3.149,1.482,1.881,77.922,0.119,1e+05,79,2024-09-21 10:00:00,31.4941685063981,0.154948376505261,1.48166686178514,2.92921753642212,3.14855220141824,1.35958053396116,11.9949353977571,101938.885922762,2,0.0562356363297044,0.4,0.5,0.02,1.281,4.612,11.19395536,2.926042973,1.47903254315491,1.47903254315491,69.5,1800,1.08240736235313e-06,1.08240736235313e-06,0.00194833325223564,0.00194833325223564,0.00194833325223564,0.555527711718508,0.45842608458986,2561.42150878906,6.40058252302246,0.0304399364468408,0.0304399364468408,7.13808811285658,7.16225566877597,0.0887419525892944
142,"CRDS_1","Plot1",1.5,731.834716796875,4.24173592266633,0.0865427614058244,4.07211317411428,4.41135867121837,-0.886909945876512,0.0403222732132645,-0.965941105723928,-0.807878786029095,0.582324086485258,0.0473280025303962,0.489561783292287,0.675086389678229,0.611002904412767,0.0219201916340455,0.568039598258034,0.653966210567499,30205,17.6530938586327,110.5,26.61,3.55158746586926,0.1327226,-4.7,0.03559,3.198,4.789,1.728,1.88,103.751,0.12,1e+05,77,2024-09-21 10:30:00,43.9058480978289,0.132722634132426,1.72807253684962,3.19754733830668,NA,1.31630919175727,12.5733033964139,101922.221034249,2,0.0355927851320086,0.4,0.5,0.02,1.329,4.96,12.73174857,3.319027907,1.98122642069446,NA,70,1800,1.44993027649942e-06,NA,0.00260987449769895,NA,0,0.558137586216207,0.45842608458986,2561.42150878906,6.40058252302246,0.0407755776651798,0,7.17162291901493,7.16225566877597,0.118873585241668
143,"CRDS_1","Plot1",1.5,731.834716796875,4.94590088545801,0.0760947501213306,4.79675611059423,5.09504566032178,-1.8993237570816,0.0553146412763375,-2.00773977404303,-1.79090774012017,0.367417799270234,0.0465226070945123,0.276234061231491,0.458601537308977,0.650271557517826,0.0202830774005685,0.610516975136927,0.690026139898725,44372,17.4314004327053,183.7,30.08,3.7400649394246,0.1940549,-9.1,0.09938,3.48,3.292,1.31,1.88,104.271,0.12,1e+05,77,2024-09-21 11:00:00,70.8759576579882,0.194054947855842,1.30993842779851,3.47977096210351,3.29194225221149,1.42640718836665,13.725148261394,101941.865178127,2,0.0993803134642696,0.4,0.5,0.02,1.115,3.653,15.85996188,3.577211228,2.48342029823401,2.48342029823401,70.5,1800,1.8174531906457e-06,1.8174531906457e-06,0.00327141574316226,0.00327141574316226,0.00327141574316226,0.561409001959369,0.461697500333023,2561.42150878906,6.40058252302246,0.0511112188835188,0.0511112188835188,7.21365800265863,7.21336688765949,0.149005217894041
144,"CRDS_1","Plot1",1.5,731.834716796875,4.25673007777961,0.0735289875805871,4.11261416595675,4.40084598960247,-1.18105517943279,0.0424202279329845,-1.26419830474232,-1.09791205412326,0.339650008795203,0.0402563997723379,0.260747960082271,0.418552057508135,0.644185571272516,0.0197384579503254,0.605498436319507,0.682872706225525,37496,15.8717329848517,89.4,27.95,3.66639048320996,0.169042,-5,0.05846,3.341,4.027,1.586,1.88,94.855,0.12,1e+05,78,2024-09-21 11:30:00,85.3029204599608,0.169042035519189,1.58620115543522,3.34129715488751,4.0270671354329,1.46678228908488,15.1022755919518,101916.823927363,2,0.0584564721212223,0.4,0.5,0.02,1.233,4.297,19.22031622,3.721038593,3.64112296147392,3.64112296147392,71,1800,2.66470019133286e-06,2.66470019133286e-06,0.00479646034439916,0.00479646034439916,0.00479646034439916,0.566205462303768,0.466493960677422,2561.42150878906,6.40058252302246,0.074937872094401,0.074937872094401,7.27528869334412,7.28830475975389,0.218467377688435
145,"CRDS_1","Plot1",1.5,731.834716796875,4.52564752361307,0.0709142135308981,4.38665653678621,4.66463851043994,-1.40593901325868,0.0445825037919184,-1.49332017267253,-1.31855785384483,0.298585863168883,0.05388793508689,0.192966172801372,0.404205553536395,0.681742938889106,0.0193289412077273,0.643858451717716,0.719627426060496,42545,15.7908473381126,100.7,29.46,3.61963896123669,0.1963006,-7.3,0.1029,3.046,3.625,1.397,1.88,99.4,0.12,1e+05,78,2024-09-21 12:00:00,92.7116594596797,0.196300584278954,1.39714518399869,3.0462016113361,3.62476567915099,1.42589618224274,16.4099864609671,101922.143442477,2,NA,0.4,0.5,0.02,1.154,3.845,25.67489025,3.886699219,4.96963959301458,NA,71.5,1800,3.63695478413636e-06,NA,0.00654651861144545,NA,0,0.572751980915214,0.466493960677422,2561.42150878906,6.40058252302246,0.102280043853791,0,7.35940623724917,7.28830475975389,0.298178375580875
146,"CRDS_1","Plot1",1.5,731.834716796875,3.22728386008594,0.0641717743756239,3.10150797112381,3.35305974904807,-0.831892464733232,0.0395431332971254,-0.909396519922381,-0.754388409544082,0.252963580097399,0.0418698070158958,0.170899273019464,0.335027887175334,0.576817151677675,0.0220152706528622,0.533667491814795,0.619966811540555,32390,13.047026860142,54.4,28.25,4.19619158465171,0.1663766,-6.8,0.02195,3.672,4.51,1.789,1.88,92.776,0.12,1e+05,78,2024-09-21 12:30:00,60.827748576528,0.16637663834223,1.7886977528746,3.67180907846788,NA,1.85109716636864,17.4993971782796,101927.647142654,2,0.0219456301266117,0.4,0.5,0.02,1.463,6.104,26.81022436,3.988876291,6.29815622455524,NA,72,1800,4.60920937693986e-06,NA,0.00829657687849174,NA,0,0.581048557793706,0.466493960677422,2561.42150878906,6.40058252302246,0.129622215613181,0,7.46601063437377,7.28830475975389,0.377889373473314
147,"CRDS_1","Plot1",1.5,731.834716796875,3.30194771247749,0.0640910809636762,3.17632998161087,3.4275654433441,-1.19436319103381,0.039854217801193,-1.27247696802701,-1.11624941404061,0.594001712824934,0.0507496041662727,0.494533112484753,0.693470313165115,0.606047130160333,0.0219585835229482,0.563008576375273,0.649085683945393,34662,12.787222318389,70.8,25.72,3.44538488273668,0.1909364,-8.1,0.05225,3.417,3.924,1.587,1.88,114.276,0.12,1e+05,75,2024-09-21 13:00:00,77.2219054822124,0.190936414263201,1.58670280945159,3.41748909163121,3.92354260681155,1.71022264564965,18.4665620110923,101922.169677144,2,0.0522511003630376,0.4,0.5,0.02,1.331,4.975,29.31795361,4.135078619,7.62667285609589,7.62667285609589,72.5,1800,5.58146396974335e-06,5.58146396974335e-06,0.010046635145538,0.010046635145538,0.010046635145538,0.591095192939244,0.47654059582296,2561.42150878906,6.40058252302246,0.156964387372571,0.156964387372571,7.59510188471793,7.44526914712646,0.457600371365754
148,"CRDS_1","Plot1",1.5,731.834716796875,3.72617472982667,0.0613688428815099,3.60589255213872,3.84645690751461,-1.2209377688728,0.0465282366006749,-1.31213254067442,-1.12974299707118,0.290328820054576,0.0498836897030933,0.192557401418208,0.388100238690943,0.651762132518918,0.0210541276585605,0.61049630111028,0.693027963927556,42872,12.9044201343534,65.6,27.7,4.45395547280985,0.2162896,-12.2,0.06586,3.125,3.772,1.486,1.88,94.131,0.12,1e+05,78,2024-09-21 13:30:00,74.5467880229385,0.216289578101507,1.48567518870822,3.12498935107153,3.77177838945005,1.81213045664009,19.3679179406937,101919.465974543,2,0.0658575211802007,0.4,0.5,0.02,1.309,4.811,28.75719213,3.879383979,6.67650068899406,6.67650068899406,73,1800,4.88609499092411e-06,4.88609499092411e-06,0.00879497098366339,0.00879497098366339,0.00879497098366339,0.599890163922907,0.485335566806623,2561.42150878906,6.40058252302246,0.137408914767187,0.137408914767187,7.70811024867011,7.58267806189365,0.400590041339643
149,"CRDS_1","Plot1",1.5,731.834716796875,2.56643678733898,0.0499389920329214,2.46855697681594,2.66431659786202,-0.777939798427142,0.0345249548362882,-0.845608285517645,-0.710271311336639,0.617307305587129,0.0409742422314167,0.536998294478286,0.697616316695972,0.500953304127282,0.0172320763554296,0.467178646291254,0.53472796196331,29749,11.2602742949343,51.1,26.4,3.68527096155115,0.1782368,-10.1,0.02093,3.872,5.487,1.814,1.879,104.645,0.121,1e+05,77,2024-09-21 14:00:00,50.2578855186037,0.17823684880173,1.81391911716927,3.87181667286921,NA,2.00396699182358,19.8131321573353,101919.382601892,2,0.0209347728127194,0.4,0.5,0.02,1.565,7.155,27.77248047,3.704696658,7.4293367041696,NA,73.5,1800,5.43704652288459e-06,NA,0.00978668374119226,NA,0,0.609676847664099,0.485335566806623,2561.42150878906,6.40058252302246,0.1529030163425,0,7.83386133075598,7.58267806189365,0.445760202250176
