"hours","Category","Category_Mass","Total_Mass"
12,"VFA",0.0561466392615572,0.0859333561178893
12,"VSC",0.0038736047887838,0.0859333561178893
12.5,"Indole",8.54258848376941e-05,0.0828441364970306
12.5,"Other",0.0164216305226348,0.0828441364970306
12.5,"Phenol",0.00958730087330898,0.0828441364970306
12.5,"VFA",0.0531466130713447,0.0828441364970306
12.5,"VSC",0.00360316614490434,0.0828441364970306
13,"Indole",7.88546629271023e-05,0.0797549168761718
13,"Other",0.0169456369635543,0.0797549168761718
13,"Phenol",0.00925111086753327,0.0797549168761718
13,"VFA",0.0501465868811323,0.0797549168761718
13,"VSC",0.00333272750102488,0.0797549168761718
13.5,"Indole",7.22834410165104e-05,0.0766656972553131
13.5,"Other",0.0174696434044739,0.0766656972553131
13.5,"Phenol",0.00891492086175755,0.0766656972553131
13.5,"VFA",0.0471465606909198,0.0766656972553131
13.5,"VSC",0.00306228885714542,0.0766656972553131
14,"Indole",6.57122191059186e-05,0.0735764776344544
14,"Other",0.0179936498453934,0.0735764776344544
14,"Phenol",0.00857873085598184,0.0735764776344544
14,"VFA",0.0441465345007073,0.0735764776344544
14,"VSC",0.00279185021326596,0.0735764776344544
14.5,"Indole",5.91409971953267e-05,0.0704872580135957
14.5,"Other",0.0185176562863129,0.0704872580135957
14.5,"Phenol",0.00824254085020613,0.0704872580135957
14.5,"VFA",0.0411465083104948,0.0704872580135957
14.5,"VSC",0.0025214115693865,0.0704872580135957
15,"Indole",5.25697752847348e-05,0.067398038392737
15,"Other",0.0190416627272325,0.067398038392737
15,"Phenol",0.00790635084443041,0.067398038392737
15,"VFA",0.0381464821202823,0.067398038392737
15,"VSC",0.00225097292550704,0.067398038392737
15.5,"Indole",4.5998553374143e-05,0.0643088187718783
15.5,"Other",0.019565669168152,0.0643088187718783
15.5,"Phenol",0.0075701608386547,0.0643088187718783
15.5,"VFA",0.0351464559300699,0.0643088187718783
15.5,"VSC",0.00198053428162758,0.0643088187718783
16,"Indole",3.94273314635511e-05,0.0612195991510196
16,"Other",0.0200896756090716,0.0612195991510196
16,"Phenol",0.00723397083287898,0.0612195991510196
16,"VFA",0.0321464297398574,0.0612195991510196
16,"VSC",0.00171009563774812,0.0612195991510196
16.5,"Indole",3.28561095529593e-05,0.0581303795301609
16.5,"Other",0.0206136820499911,0.0581303795301609
16.5,"Phenol",0.00689778082710327,0.0581303795301609
16.5,"VFA",0.0291464035496449,0.0581303795301609
16.5,"VSC",0.00143965699386866,0.0581303795301609
17,"Indole",2.62848876423674e-05,0.0550411599093022
17,"Other",0.0211376884909106,0.0550411599093022
17,"Phenol",0.00656159082132756,0.0550411599093022
17,"VFA",0.0261463773594324,0.0550411599093022
17,"VSC",0.00116921834998919,0.0550411599093022
17.5,"Indole",1.97136657317756e-05,0.0519519402884435
17.5,"Other",0.0216616949318302,0.0519519402884435
17.5,"Phenol",0.00622540081555184,0.0519519402884435
17.5,"VFA",0.0231463511692199,0.0519519402884435
17.5,"VSC",0.000898779706109734,0.0519519402884435
18,"Indole",1.31424438211837e-05,0.0488627206675848
18,"Other",0.0221857013727497,0.0488627206675848
18,"Phenol",0.00588921080977613,0.0488627206675848
18,"VFA",0.0201463249790075,0.0488627206675848
18,"VSC",0.000628341062230274,0.0488627206675848
18.5,"Indole",6.57122191059186e-06,0.0457735010467261
18.5,"Other",0.0227097078136692,0.0457735010467261
18.5,"Phenol",0.00555302080400042,0.0457735010467261
18.5,"VFA",0.017146298788795,0.0457735010467261
18.5,"VSC",0.000357902418350813,0.0457735010467261
19,"Indole",0,0.0426842814258674
19,"Other",0.0232337142545888,0.0426842814258674
19,"Phenol",0.0052168307982247,0.0426842814258674
19,"VFA",0.0141462725985825,0.0426842814258674
19,"VSC",8.74637744713528e-05,0.0426842814258674
19.5,"Indole",0.000611296368244697,0.0405613503377869
19.5,"Other",0.0178865154046095,0.0405613503377869
19.5,"Phenol",0.00423985860787335,0.0405613503377869
19.5,"VFA",0.00771795640043749,0.0405613503377869
19.5,"VSC",0.0101057235566218,0.0405613503377869
20,"Indole",0,0.049866719711895
20,"Other",0.0307000732814419,0.049866719711895
20,"Phenol",0.00598288849519696,0.049866719711895
20,"VFA",0.01041115621729,0.049866719711895
20,"VSC",0.00277260171796609,0.049866719711895
20.5,"Indole",0,0.160442333761496
20.5,"Other",0.0758015653703368,0.160442333761496
20.5,"Phenol",0.0116020554929987,0.160442333761496
20.5,"VFA",0.0664076591611722,0.160442333761496
20.5,"VSC",0.00663105373698853,0.160442333761496
21,"Indole",0,0.271017947811097
21,"Other",0.120903057459232,0.271017947811097
21,"Phenol",0.0172212224908005,0.271017947811097
21,"VFA",0.122404162105054,0.271017947811097
21,"VSC",0.010489505756011,0.271017947811097
21.5,"Indole",0,0.381593561860699
21.5,"Other",0.166004549548127,0.381593561860699
21.5,"Phenol",0.0228403894886022,0.381593561860699
21.5,"VFA",0.178400665048937,0.381593561860699
21.5,"VSC",0.0143479577750334,0.381593561860699
22,"Indole",0,2.26937679597236
22,"Other",0.540095220995408,2.26937679597236
22,"Phenol",0.0560829623812618,2.26937679597236
22,"VFA",1.67319861259569,2.26937679597236
22,"VSC",0,2.26937679597236
22.5,"Indole",0,1.75963000264005
22.5,"Other",0.397897527221984,1.75963000264005
22.5,"Phenol",0.0348751640857035,1.75963000264005
22.5,"VFA",1.32452863016299,1.75963000264005
22.5,"VSC",0.00232868116937751,1.75963000264005
23,"Indole",0,1.46231264329617
23,"Other",0.390213299554124,1.46231264329617
23,"Phenol",0.0305869403423444,1.46231264329617
23,"VFA",1.0415124033997,1.46231264329617
23,"VSC",0,1.46231264329617
23.5,"Indole",0,1.9047347690462
23.5,"Other",0.465034660134491,1.9047347690462
23.5,"Phenol",0.0435953359072698,1.9047347690462
23.5,"VFA",1.39610477300444,1.9047347690462
23.5,"VSC",0,1.9047347690462
24,"Indole",0,2.74081558670314
24,"Other",0.698157023125948,2.74081558670314
24,"Phenol",0.0591351283194316,2.74081558670314
24,"VFA",1.98352343525776,2.74081558670314
24,"VSC",0,2.74081558670314
24.5,"Indole",0,2.08957881174377
24.5,"Other",0.400591467594618,2.08957881174377
24.5,"Phenol",0.0313608186677271,2.08957881174377
24.5,"VFA",1.65680423332809,2.08957881174377
24.5,"VSC",0.000822292153333478,2.08957881174377
25,"Indole",0.00159086711329998,2.10786596286601
25,"Other",0.384487541486035,2.10786596286601
25,"Phenol",0.0387453011039139,2.10786596286601
25,"VFA",1.68110542871187,2.10786596286601
25,"VSC",0.00193682445089248,2.10786596286601
25.5,"Indole",0,2.17009924939849
25.5,"Other",0.252449158485836,2.17009924939849
25.5,"Phenol",0.0394427762765606,2.17009924939849
25.5,"VFA",1.87580002267743,2.17009924939849
25.5,"VSC",0.00240729195866978,2.17009924939849
26,"Indole",0,1.85470084924923
26,"Other",0.186646914734343,1.85470084924923
26,"Phenol",0.03261562628637,1.85470084924923
26,"VFA",1.63317104386623,1.85470084924923
26,"VSC",0.00226726436228838,1.85470084924923
26.5,"Indole",0,1.53930244909997
26.5,"Other",0.12084467098285,1.53930244909997
26.5,"Phenol",0.0257884762961795,1.53930244909997
26.5,"VFA",1.39054206505503,1.53930244909997
26.5,"VSC",0.00212723676590698,1.53930244909997
27,"Indole",0,2.74464379570799
27,"Other",0.141699902923563,2.74464379570799
27,"Phenol",0.043202671327101,2.74464379570799
27,"VFA",2.5525997212306,2.74464379570799
27,"VSC",0.00714150022673044,2.74464379570799
27.5,"Indole",0,1.58186215111955
27.5,"Other",0.0591155648950613,1.58186215111955
27.5,"Phenol",0.0249752582930302,1.58186215111955
27.5,"VFA",1.49100340692528,1.58186215111955
27.5,"VSC",0.006767921006186,1.58186215111955
28,"Indole",0,1.48449208903993
28,"Other",0.0884122191594357,1.48449208903993
28,"Phenol",0.0204978120744852,1.48449208903993
28,"VFA",1.37558205780601,1.48449208903993
28,"VSC",0,1.48449208903993
28.5,"Indole",0,1.40645015665086
28.5,"Other",0.129663152336598,1.40645015665086
28.5,"Phenol",0.0166262956275176,1.40645015665086
28.5,"VFA",1.26016070868675,1.40645015665086
28.5,"VSC",0,1.40645015665086
29,"Indole",0,0.816043797677769
29,"Other",0.0377995590869568,0.816043797677769
29,"Phenol",0.00988381248150575,0.816043797677769
29,"VFA",0.768360426109307,0.816043797677769
29,"VSC",0,0.816043797677769
29.5,"Indole",0,0.562433182810632
29.5,"Other",0.0218336773117663,0.562433182810632
29.5,"Phenol",0.00908688632683156,0.562433182810632
29.5,"VFA",0.531512619172034,0.562433182810632
29.5,"VSC",0,0.562433182810632
30,"Indole",0,0.452955739081934
30,"Other",0.0340172566734082,0.452955739081934
30,"Phenol",0.00767225520688122,0.452955739081934
30,"VFA",0.411266227201644,0.452955739081934
30,"VSC",0,0.452955739081934
30.5,"Indole",0,0.285569923176618
30.5,"Other",0.0208648697643652,0.285569923176618
30.5,"Phenol",0.00594907232131522,0.285569923176618
30.5,"VFA",0.258755981090938,0.285569923176618
30.5,"VSC",0,0.285569923176618
31,"Indole",0,0.185198335276509
31,"Other",0.0350139306112581,0.185198335276509
31,"Phenol",0.00611879081774746,0.185198335276509
31,"VFA",0.144065613847503,0.185198335276509
31,"VSC",0,0.185198335276509
31.5,"Indole",0,0.074488093820466
31.5,"Other",0.0312153743972131,0.074488093820466
31.5,"Phenol",0.00278158389749242,0.074488093820466
31.5,"VFA",0.0404911355257604,0.074488093820466
31.5,"VSC",0,0.074488093820466
32,"Indole",0,0.059761455123984
32,"Other",0.0156076871986066,0.059761455123984
32,"Phenol",0.0033902649032098,0.059761455123984
32,"VFA",0.0407635030221676,0.059761455123984
32,"VSC",0,0.059761455123984
32.5,"Indole",0,0.045034816427502
32.5,"Other",0,0.045034816427502
32.5,"Phenol",0.00399894590892717,0.045034816427502
32.5,"VFA",0.0410358705185748,0.045034816427502
32.5,"VSC",0,0.045034816427502
33,"Indole",0,0.0443122679024689
33,"Other",0.000101093156262778,0.0443122679024689
33,"Phenol",0.00403605810439888,0.0443122679024689
33,"VFA",0.0401751166418072,0.0443122679024689
33,"VSC",0,0.0443122679024689
33.5,"Indole",0,0.0435897193774358
33.5,"Other",0.000202186312525557,0.0435897193774358
33.5,"Phenol",0.00407317029987059,0.0435897193774358
33.5,"VFA",0.0393143627650397,0.0435897193774358
33.5,"VSC",0,0.0435897193774358
34,"Indole",0,0.0428671708524027
34,"Other",0.000303279468788335,0.0428671708524027
34,"Phenol",0.00411028249534231,0.0428671708524027
34,"VFA",0.0384536088882721,0.0428671708524027
34,"VSC",0,0.0428671708524027
34.5,"Indole",0,0.0421446223273696
34.5,"Other",0.000404372625051113,0.0421446223273696
34.5,"Phenol",0.00414739469081402,0.0421446223273696
34.5,"VFA",0.0375928550115045,0.0421446223273696
34.5,"VSC",0,0.0421446223273696
35,"Indole",0,0.12348947631563
35,"Other",0.000492171386957932,0.12348947631563
35,"Phenol",0.0109705091670937,0.12348947631563
35,"VFA",0.112026795761579,0.12348947631563
35,"VSC",0,0.12348947631563
35.5,"Indole",0,0.122514867413306
35.5,"Other",0.000974002145010599,0.122514867413306
35.5,"Phenol",0.0109083027455376,0.122514867413306
35.5,"VFA",0.110632562522758,0.122514867413306
35.5,"VSC",0,0.122514867413306
36,"Indole",0,0.121540258510982
36,"Other",0.00145583290306327,0.121540258510982
36,"Phenol",0.0108460963239815,0.121540258510982
36,"VFA",0.109238329283937,0.121540258510982
36,"VSC",0,0.121540258510982
36.5,"Indole",0,0.120565649608657
36.5,"Other",0.00193766366111593,0.120565649608657
36.5,"Phenol",0.0107838899024254,0.120565649608657
36.5,"VFA",0.107844096045116,0.120565649608657
36.5,"VSC",0,0.120565649608657
37,"Indole",0,0.119591040706333
37,"Other",0.0024194944191686,0.119591040706333
37,"Phenol",0.0107216834808693,0.119591040706333
37,"VFA",0.106449862806295,0.119591040706333
37,"VSC",0,0.119591040706333
37.5,"Indole",0,0.118616431804009
37.5,"Other",0.00290132517722127,0.118616431804009
37.5,"Phenol",0.0106594770593132,0.118616431804009
37.5,"VFA",0.105055629567474,0.118616431804009
37.5,"VSC",0,0.118616431804009
38,"Indole",0,0.117641822901684
38,"Other",0.00338315593527394,0.117641822901684
38,"Phenol",0.0105972706377571,0.117641822901684
38,"VFA",0.103661396328653,0.117641822901684
38,"VSC",0,0.117641822901684
38.5,"Indole",0,0.11666721399936
38.5,"Other",0.0038649866933266,0.11666721399936
38.5,"Phenol",0.010535064216201,0.11666721399936
38.5,"VFA",0.102267163089833,0.11666721399936
38.5,"VSC",0,0.11666721399936
39,"Indole",0,0.115692605097036
39,"Other",0.00434681745137927,0.115692605097036
39,"Phenol",0.0104728577946449,0.115692605097036
39,"VFA",0.100872929851012,0.115692605097036
39,"VSC",0,0.115692605097036
39.5,"Indole",0,0.114717996194711
39.5,"Other",0.00482864820943194,0.114717996194711
39.5,"Phenol",0.0104106513730888,0.114717996194711
39.5,"VFA",0.0994786966121907,0.114717996194711
39.5,"VSC",0,0.114717996194711
40,"Indole",0,0.113743387292387
40,"Other",0.0053104789674846,0.113743387292387
40,"Phenol",0.0103484449515326,0.113743387292387
40,"VFA",0.0980844633733698,0.113743387292387
40,"VSC",0,0.113743387292387
40.5,"Indole",0,0.112768778390063
40.5,"Other",0.00579230972553727,0.112768778390063
40.5,"Phenol",0.0102862385299765,0.112768778390063
40.5,"VFA",0.0966902301345489,0.112768778390063
40.5,"VSC",0,0.112768778390063
41,"Indole",0,0.34527468427437
41,"Other",0.0142520546829075,0.34527468427437
41,"Phenol",0.0225194526244032,0.34527468427437
41,"VFA",0.308503176967059,0.34527468427437
41,"VSC",0,0.34527468427437
41.5,"Indole",0,0.633421461452007
41.5,"Other",0.0110920666497687,0.633421461452007
41.5,"Phenol",0.0578409807271244,0.633421461452007
41.5,"VFA",0.564488414075114,0.633421461452007
41.5,"VSC",0,0.633421461452007
42,"Indole",0,0.258028929111069
42,"Other",0.00810430192883129,0.258028929111069
42,"Phenol",0.0158114917897181,0.258028929111069
42,"VFA",0.23411313539252,0.258028929111069
42,"VSC",0,0.258028929111069
42.5,"Indole",0,0.194829794339226
42.5,"Other",0.00410530668451552,0.194829794339226
42.5,"Phenol",0.0138975243944092,0.194829794339226
42.5,"VFA",0.176826963260301,0.194829794339226
42.5,"VSC",0,0.194829794339226
43,"Indole",0,0.138242431820686
43,"Other",0.00213821247163537,0.138242431820686
43,"Phenol",0.0103866887988556,0.138242431820686
43,"VFA",0.125717530550195,0.138242431820686
43,"VSC",0,0.138242431820686
43.5,"Indole",0,0.110171386491794
43.5,"Other",0.00186839223605753,0.110171386491794
43.5,"Phenol",0.00701046850349728,0.110171386491794
43.5,"VFA",0.101292525752239,0.110171386491794
43.5,"VSC",0,0.110171386491794
44,"Indole",0,0.0880141871425197
44,"Other",0.0045359448472346,0.0880141871425197
44,"Phenol",0.00723098357411175,0.0880141871425197
44,"VFA",0.0762472587211733,0.0880141871425197
44,"VSC",0,0.0880141871425197
44.5,"Indole",0,0.103524712968112
44.5,"Other",0.0233113736741321,0.103524712968112
44.5,"Phenol",0.00781498187922237,0.103524712968112
44.5,"VFA",0.0723983574147575,0.103524712968112
44.5,"VSC",0,0.103524712968112
45,"Indole",0,0.0922120282402525
45,"Other",0.0227988150918069,0.0922120282402525
45,"Phenol",0.00812044326265095,0.0922120282402525
45,"VFA",0.0612927698857947,0.0922120282402525
45,"VSC",0,0.0922120282402525
45.5,"Indole",0,0.142431844503993
45.5,"Other",0.0360841972497369,0.142431844503993
45.5,"Phenol",0.00900500260914319,0.142431844503993
45.5,"VFA",0.0973426446451127,0.142431844503993
45.5,"VSC",0,0.142431844503993
46,"Indole",0,0.205669911094765
46,"Other",0.0534271324010135,0.205669911094765
46,"Phenol",0.0113164845914353,0.205669911094765
46,"VFA",0.140926294102316,0.205669911094765
46,"VSC",0,0.205669911094765
46.5,"Indole",0,0.170971038379548
46.5,"Other",0.0464501455603756,0.170971038379548
46.5,"Phenol",0.00613437053920993,0.170971038379548
46.5,"VFA",0.118386522279963,0.170971038379548
46.5,"VSC",0,0.170971038379548
47,"Indole",0,0.332110774673248
47,"Other",0.0832617059763391,0.332110774673248
47,"Phenol",0.00389720392704116,0.332110774673248
47,"VFA",0.244951864769867,0.332110774673248
47,"VSC",0,0.332110774673248
47.5,"Indole",0,0.620190918316114
47.5,"Other",0.122063536549279,0.620190918316114
47.5,"Phenol",0.00876394493110974,0.620190918316114
47.5,"VFA",0.489363436835725,0.620190918316114
47.5,"VSC",0,0.620190918316114
48,"Indole",0,0.491102508212609
48,"Other",0.0992401588542017,0.491102508212609
48,"Phenol",0.00523187488041297,0.491102508212609
48,"VFA",0.386630474477995,0.491102508212609
48,"VSC",0,0.491102508212609
48.5,"Indole",0,0.688423701139555
48.5,"Other",0.0987176094964916,0.688423701139555
48.5,"Phenol",0.00462316352596949,0.688423701139555
48.5,"VFA",0.585082928117094,0.688423701139555
48.5,"VSC",0,0.688423701139555
49,"Indole",0,0.8857448940665
49,"Other",0.0981950601387814,0.8857448940665
49,"Phenol",0.00401445217152601,0.8857448940665
49,"VFA",0.783535381756193,0.8857448940665
49,"VSC",0,0.8857448940665
49.5,"Indole",0,0.766299083319364
49.5,"Other",0.100215820254397,0.766299083319364
49.5,"Phenol",0.00628082772908067,0.766299083319364
49.5,"VFA",0.659802435335886,0.766299083319364
49.5,"VSC",0,0.766299083319364
50,"Indole",0,1.52566136138019
50,"Other",0.162026700878022,1.52566136138019
50,"Phenol",0.00893054501589163,1.52566136138019
50,"VFA",1.35470411548628,1.52566136138019
50,"VSC",0,1.52566136138019
50.5,"Indole",0,1.3385198349278
50.5,"Other",0.09640955342398,1.3385198349278
50.5,"Phenol",0.0114416057253141,1.3385198349278
50.5,"VFA",1.23066867577851,1.3385198349278
50.5,"VSC",0,1.3385198349278
51,"Indole",0,0.957051910256889
51,"Other",0.0541789013099446,0.957051910256889
51,"Phenol",0.0116768390278398,0.957051910256889
51,"VFA",0.891196169919105,0.957051910256889
51,"VSC",0,0.957051910256889
51.5,"Indole",0,0.575583985585978
51.5,"Other",0.0119482491959092,0.575583985585978
51.5,"Phenol",0.0119120723303654,0.575583985585978
51.5,"VFA",0.551723664059704,0.575583985585978
51.5,"VSC",0,0.575583985585978
52,"Indole",0,0.453843390718722
52,"Other",0.0107374551372582,0.453843390718722
52,"Phenol",0.00903514200145473,0.453843390718722
52,"VFA",0.434070793580009,0.453843390718722
52,"VSC",0,0.453843390718722
52.5,"Indole",0,0.332102795851465
52.5,"Other",0.00952666107860731,0.332102795851465
52.5,"Phenol",0.00615821167254403,0.332102795851465
52.5,"VFA",0.316417923100314,0.332102795851465
52.5,"VSC",0,0.332102795851465
53,"Indole",0,0.210362200984209
53,"Other",0.00831586701995636,0.210362200984209
53,"Phenol",0.00328128134363332,0.210362200984209
53,"VFA",0.198765052620619,0.210362200984209
53,"VSC",0,0.210362200984209
53.5,"Indole",0.00133817118037355,0.138784944162625
53.5,"Other",0.0373288959903204,0.138784944162625
53.5,"Phenol",0.00123048028428303,0.138784944162625
53.5,"VFA",0.081112182140924,0.138784944162625
53.5,"VSC",0.0177752145667235,0.138784944162625
54,"Indole",0.00114832247578243,0.0897762440619748
54,"Other",0.0441978825833908,0.0897762440619748
54,"Phenol",0.000709163997704444,0.0897762440619748
54,"VFA",0.0415956124427582,0.0897762440619748
54,"VSC",0.00212526256233896,0.0897762440619748
54.5,"Indole",0.000919670175988336,0.110335059857795
54.5,"Other",0.0393058289876859,0.110335059857795
54.5,"Phenol",0.00291858898094391,0.110335059857795
54.5,"VFA",0.0446838433418652,0.110335059857795
54.5,"VSC",0.0225071283713117,0.110335059857795
55,"Indole",0.00122915876442229,0.0854845426382587
55,"Other",0.0305173646770754,0.0854845426382587
55,"Phenol",0.00237464476096656,0.0854845426382587
55,"VFA",0.033525143356109,0.0854845426382587
55,"VSC",0.0178382310796855,0.0854845426382587
55.5,"Indole",0.00153864735285625,0.0606340254187223
55.5,"Other",0.0217289003664648,0.0606340254187223
55.5,"Phenol",0.00183070054098921,0.0606340254187223
55.5,"VFA",0.0223664433703527,0.0606340254187223
55.5,"VSC",0.0131693337880594,0.0606340254187223
56,"Indole",0.0018481359412902,0.0357835081991859
56,"Other",0.0129404360558542,0.0357835081991859
56,"Phenol",0.00128675632101186,0.0357835081991859
56,"VFA",0.0112077433845965,0.0357835081991859
56,"VSC",0.00850043649643321,0.0357835081991859
56.5,"Indole",0.00215762452972416,0.0109329909796495
56.5,"Other",0.00415197174524361,0.0109329909796495
56.5,"Phenol",0.000742812101034507,0.0109329909796495
56.5,"VFA",4.90433988402176e-05,0.0109329909796495
56.5,"VSC",0.00383153920480705,0.0109329909796495
57,"Indole",0,0.0244356053471362
57,"Other",0.00345863452761749,0.0244356053471362
57,"Phenol",0.00186022515704869,0.0244356053471362
57,"VFA",0.00145381461815028,0.0244356053471362
57,"VSC",0.0176629310443197,0.0244356053471362
57.5,"Indole",0.000142482574720334,0.0113976677206093
57.5,"Other",0.00412809361168306,0.0113976677206093
57.5,"Phenol",0.000341357860518431,0.0113976677206093
57.5,"VFA",0,0.0113976677206093
57.5,"VSC",0.00678573367368748,0.0113976677206093
58,"Indole",0.000678704519645641,0.0193218733773188
58,"Other",0.00587964661020101,0.0193218733773188
58,"Phenol",0.00086169423112035,0.0193218733773188
58,"VFA",0.000467068453764628,0.0193218733773188
58,"VSC",0.0114347595625872,0.0193218733773188
58.5,"Indole",0.00160713873155716,0.0325560845260007
58.5,"Other",0.0166237416735114,0.0325560845260007
58.5,"Phenol",0.000986917863872058,0.0325560845260007
58.5,"VFA",0.00626531830047866,0.0325560845260007
58.5,"VSC",0.0070729679565814,0.0325560845260007
