"hours","Category","Contribution"
19.5,"Indole",5.4667761717858
19.5,"Other",1.69446539510732
19.5,"Phenol",4.01858194541804
19.5,"VFA",0.46903225104859
19.5,"VSC",1.3819234882256
20,"Indole",0
20,"Other",3.03425571580185
20,"Phenol",4.80737005453151
20,"VFA",0.585981765956528
20,"VSC",0.5175681643637
20.5,"Indole",0
20.5,"Other",2.90696473132992
20.5,"Phenol",5.80997214272399
20.5,"VFA",0.731781952061951
20.5,"VSC",0.677546188776128
21,"Indole",0
21,"Other",3.55503895833897
21,"Phenol",6.24794982256212
21,"VFA",1.21199751690441
21,"VSC",0.912163229482632
21.5,"Indole",0
21.5,"Other",5.55002921705157
21.5,"Phenol",7.34523952538117
21.5,"VFA",2.77600521643324
21.5,"VSC",0.895560598292097
22,"Indole",0
22,"Other",6.90934584681679
22,"Phenol",7.61127854219027
22,"VFA",10.4136735747338
22,"VSC",0
22.5,"Indole",0
22.5,"Other",8.35288999438864
22.5,"Phenol",5.42705293208117
22.5,"VFA",9.37680179715839
22.5,"VSC",0.410298417005458
23,"Indole",0
23,"Other",9.23046422544586
23,"Phenol",5.15904738149297
23,"VFA",8.99475164053581
23,"VSC",0
23.5,"Indole",0
23.5,"Other",8.56152757548066
23.5,"Phenol",6.23811682783276
23.5,"VFA",11.108843879192
23.5,"VSC",0
24,"Indole",0
24,"Other",8.04258014804543
24,"Phenol",4.4238778014055
24,"VFA",10.1182185231649
24,"VSC",0
24.5,"Indole",0
24.5,"Other",5.30308281857299
24.5,"Phenol",3.46893416283642
24.5,"VFA",11.8820381342827
24.5,"VSC",0.00300243892688575
25,"Indole",2.7808853421792
25,"Other",6.43427074553459
25,"Phenol",5.25485175230034
25,"VFA",16.2586731594583
25,"VSC",0.0454316792934999
25.5,"Indole",0
25.5,"Other",5.41320085495641
25.5,"Phenol",5.62656185881145
25.5,"VFA",19.167712688703
25.5,"VSC",0.0119510545547178
26,"Indole",0
26,"Other",5.79686885384025
26,"Phenol",6.04423375828903
26,"VFA",23.2559150608368
26,"VSC",0.0204712643801691
26.5,"Indole",0
26.5,"Other",3.74379298634061
26.5,"Phenol",4.64329613927092
26.5,"VFA",17.9851532798056
26.5,"VSC",0.0127496919063643
27,"Indole",0
27,"Other",3.34615001296709
27,"Phenol",5.1115752236143
27,"VFA",22.3377507758455
27,"VSC",0.0287003595446039
27.5,"Indole",0
27.5,"Other",1.58631830584805
27.5,"Phenol",3.33512533259355
27.5,"VFA",12.4247249665209
27.5,"VSC",0.0254623532530957
28,"Indole",0
28,"Other",0.738642961422805
28,"Phenol",3.3529088073864
28,"VFA",11.8842141449281
28,"VSC",0
28.5,"Indole",0
28.5,"Other",0.689988995961092
28.5,"Phenol",2.73564458176213
28.5,"VFA",11.3011823952967
28.5,"VSC",0
29,"Indole",0
29,"Other",0.684166173155698
29,"Phenol",3.13611243427095
29,"VFA",15.9490715634512
29,"VSC",0
29.5,"Indole",0
29.5,"Other",0.507646593766599
29.5,"Phenol",3.43047893910501
29.5,"VFA",13.391203917192
29.5,"VSC",0
30,"Indole",0
30,"Other",0.488081650158202
30,"Phenol",3.85759108244642
30,"VFA",11.6847839661644
30,"VSC",0
30.5,"Indole",0
30.5,"Other",0.37055460176594
30.5,"Phenol",3.12668513852135
30.5,"VFA",8.25070498858959
30.5,"VSC",0
31,"Indole",0
31,"Other",0.278812712983852
31,"Phenol",3.45627121947968
31,"VFA",4.39901679832902
31,"VSC",0
31.5,"Indole",0
31.5,"Other",0.209063998960694
31.5,"Phenol",3.01590745347942
31.5,"VFA",2.69818391960382
31.5,"VSC",0
32,"Indole",0
32,"Other",0.610308063571985
32,"Phenol",3.8761688341759
32,"VFA",2.86542071265293
32,"VSC",0
32.5,"Indole",0
32.5,"Other",0
32.5,"Phenol",2.98752564575913
32.5,"VFA",1.94305379320616
32.5,"VSC",0
33,"Indole",0
33,"Other",0
33,"Phenol",1.51885352359099
33,"VFA",0.871137393454781
33,"VSC",0
33.5,"Indole",0
33.5,"Other",0.000210547197284949
33.5,"Phenol",2.28818952039551
33.5,"VFA",1.27511122313685
33.5,"VSC",0
34,"Indole",0
34,"Other",0.477810547747373
34,"Phenol",2.52582191367055
34,"VFA",3.02971802736629
34,"VSC",0
34.5,"Indole",0
34.5,"Other",0.000351001472765672
34.5,"Phenol",2.71383554789232
34.5,"VFA",1.57440292691903
34.5,"VSC",0
35,"Indole",0
35,"Other",0.000143300897147872
35,"Phenol",2.06867050935349
35,"VFA",1.45560769296372
35,"VSC",0
35.5,"Indole",0
35.5,"Other",0.000838114855761374
35.5,"Phenol",1.98645127634509
35.5,"VFA",1.3811495392525
35.5,"VSC",0
36,"Indole",0
36,"Other",0.000272019914616643
36,"Phenol",1.91899041407599
36,"VFA",1.01709883102569
36,"VSC",0
36.5,"Indole",0
36.5,"Other",0.000152400915734004
36.5,"Phenol",2.29749570921547
36.5,"VFA",1.44606342623138
36.5,"VSC",0
37,"Indole",0
37,"Other",0.000762402691246043
37,"Phenol",2.06298064902529
37,"VFA",1.64680518532803
37,"VSC",0
37.5,"Indole",0
37.5,"Other",5.17373695682442e-05
37.5,"Phenol",1.9630469457583
37.5,"VFA",1.42675522931861
37.5,"VSC",0
38,"Indole",0
38,"Other",0.000556519411677037
38,"Phenol",2.45861018237475
38,"VFA",0.93786810602734
38,"VSC",0
38.5,"Indole",0
38.5,"Other",0.000563724937973648
38.5,"Phenol",1.83219565961453
38.5,"VFA",0.940496796027368
38.5,"VSC",0
39,"Indole",0
39,"Other",0.000685922747813365
39,"Phenol",2.40764177396108
39,"VFA",0.860403095700621
39,"VSC",0
39.5,"Indole",0
39.5,"Other",0.233357683603975
39.5,"Phenol",1.81430685230297
39.5,"VFA",1.00369563458091
39.5,"VSC",0
40,"Indole",0
40,"Other",0.791262326452064
40,"Phenol",2.41029810142242
40,"VFA",1.02758738924765
40,"VSC",0
40.5,"Indole",0
40.5,"Other",0.00121908134968975
40.5,"Phenol",1.682326012717
40.5,"VFA",1.09575947232608
40.5,"VSC",0
41,"Indole",0
41,"Other",0.00137567288748715
41,"Phenol",1.06044543026798
41,"VFA",1.19796065445448
41,"VSC",0
41.5,"Indole",0
41.5,"Other",0.000582510596380338
41.5,"Phenol",2.57256107460332
41.5,"VFA",1.19840473399817
41.5,"VSC",0
42,"Indole",0
42,"Other",0.00112917637754214
42,"Phenol",1.972510250656
42,"VFA",1.35331176397422
42,"VSC",0
42.5,"Indole",0
42.5,"Other",0.000740627005029224
42.5,"Phenol",1.85098225047662
42.5,"VFA",1.34282086161419
42.5,"VSC",0
43,"Indole",0
43,"Other",0.000565349613872772
43,"Phenol",2.33130567473447
43,"VFA",1.27164982515852
43,"VSC",0
43.5,"Indole",0
43.5,"Other",0.000554417975088091
43.5,"Phenol",2.02863414782983
43.5,"VFA",1.35652994510398
43.5,"VSC",0
44,"Indole",0
44,"Other",0.00145793201166879
44,"Phenol",1.93718482118729
44,"VFA",1.0274737647972
44,"VSC",0
44.5,"Indole",0
44.5,"Other",0.386243521193339
44.5,"Phenol",2.13227870743506
44.5,"VFA",1.48087761051293
44.5,"VSC",0
45,"Indole",0
45,"Other",0.310545021407641
45,"Phenol",2.12762864483178
45,"VFA",1.17119879542915
45,"VSC",0
45.5,"Indole",0
45.5,"Other",0.439823658032585
45.5,"Phenol",1.97981516936447
45.5,"VFA",1.3704970872767
45.5,"VSC",0
46,"Indole",0
46,"Other",0.559852902203917
46,"Phenol",1.49530146953325
46,"VFA",1.51912439595764
46,"VSC",0
46.5,"Indole",0
46.5,"Other",0.473062546277582
46.5,"Phenol",1.14357210610623
46.5,"VFA",1.27287487235424
46.5,"VSC",0
47,"Indole",0
47,"Other",0.427239780084756
47,"Phenol",0.840232077443914
47,"VFA",1.84300527026466
47,"VSC",0
47.5,"Indole",0
47.5,"Other",0.341786564662392
47.5,"Phenol",0.729254036833382
47.5,"VFA",2.12020614295048
47.5,"VSC",0
48,"Indole",0
48,"Other",0.544376956524423
48,"Phenol",1.08917782526506
48,"VFA",3.52975992511651
48,"VSC",0
48.5,"Indole",0
48.5,"Other",0.77788971302649
48.5,"Phenol",0.526991065285844
48.5,"VFA",3.70447355139983
48.5,"VSC",0
49,"Indole",0
49,"Other",0.165887083563815
49,"Phenol",0.446014276691758
49,"VFA",7.3277070763144
49,"VSC",0
49.5,"Indole",0
49.5,"Other",0.586450319499104
49.5,"Phenol",1.32216745193994
49.5,"VFA",7.94561672604232
49.5,"VSC",0
50,"Indole",0
50,"Other",0.482537125614042
50,"Phenol",0.882191573473
50,"VFA",10.0953802116572
50,"VSC",0
50.5,"Indole",0
50.5,"Other",0.250273514581967
50.5,"Phenol",0.494309386712889
50.5,"VFA",6.56025774990399
50.5,"VSC",0
51,"Indole",0
51,"Other",0.00115012944220368
51,"Phenol",0.797596738149484
51,"VFA",5.81509903580491
51,"VSC",0
51.5,"Indole",0
51.5,"Other",0.00109359768916027
51.5,"Phenol",1.20097799399923
51.5,"VFA",3.39849171378164
51.5,"VSC",0
52,"Indole",0
52,"Other",0.000718629728556302
52,"Phenol",0.890155709950259
52,"VFA",2.86164401654951
52,"VSC",0
52.5,"Indole",0
52.5,"Other",2.19339458899039
52.5,"Phenol",0.248267079969544
52.5,"VFA",4.84907740653291
52.5,"VSC",0.00929780341287135
53,"Indole",14.2080479559723
53,"Other",4.30181405253139
53,"Phenol",0.326907369122438
53,"VFA",5.5631956445227
53,"VSC",0.825213223738058
53.5,"Indole",8.21185817625253
53.5,"Other",3.97287639567702
53.5,"Phenol",0.0420608585567276
53.5,"VFA",3.70625883912462
53.5,"VSC",1.53507703006517
54,"Indole",8.95040116803139
54,"Other",5.81597318564911
54,"Phenol",0.771344928596439
54,"VFA",2.97536472952575
54,"VSC",0.176807054837257
54.5,"Indole",2.12884793739581
54.5,"Other",2.29789660648822
54.5,"Phenol",1.22924009205232
54.5,"VFA",1.13986226278476
54.5,"VSC",0.688401884783224
55,"Indole",4.64197954046755
55,"Other",0.699720316088716
55,"Phenol",0.541978790522842
55,"VFA",1.23324257528452
55,"VSC",1.59728710705811
55.5,"Indole",12.5940147264096
55.5,"Other",1.66769725237718
55.5,"Phenol",0.293330336964205
55.5,"VFA",0.0960079277465813
55.5,"VSC",1.13058098578188
56,"Indole",5.10115079456608
56,"Other",0.254402648779953
56,"Phenol",0.0799259810590291
56,"VFA",0.0425222359255756
56,"VSC",1.40110728773818
56.5,"Indole",13.56362959895
56.5,"Other",1.98817721083275
56.5,"Phenol",0.34031574030549
56.5,"VFA",0.00593877314218207
56.5,"VSC",0.238357768923484
57,"Indole",0
57,"Other",1.46745073838952
57,"Phenol",0.72915073361603
57,"VFA",0.155676856823258
57,"VSC",1.69340436287301
57.5,"Indole",0.84058705883768
57.5,"Other",1.12062183279972
57.5,"Phenol",0.36642246580776
57.5,"VFA",0
57.5,"VSC",0.556698125110391
58,"Indole",3.52198530218006
58,"Other",1.0205221052004
58,"Phenol",0.270404601297637
58,"VFA",0.0466878052454403
58,"VSC",0.85814015232017
58.5,"Indole",8.42974310726679
58.5,"Other",1.66710581657318
58.5,"Phenol",0.164218360115541
58.5,"VFA",0.369845942868724
58.5,"VSC",0.721889828980964
59,"Indole",0.294571966470009
59,"Other",2.38710009582524
59,"Phenol",0.268080210656287
59,"VFA",0.167811256598441
59,"VSC",0.09215183647393
59.5,"Indole",0
59.5,"Other",3.10452814308644
59.5,"Phenol",0.726650760375823
59.5,"VFA",0.414185872009536
59.5,"VSC",0.646914290269125
60,"Indole",0
60,"Other",3.05378691106653
60,"Phenol",0.0639023290088183
60,"VFA",0.219419929275936
60,"VSC",1.20366209103131
60.5,"Indole",8.42181621353945
60.5,"Other",2.2418576368444
60.5,"Phenol",0.130215854426001
60.5,"VFA",0.194394784315871
60.5,"VSC",0.52046197238922
61,"Indole",14.40871359655
61,"Other",2.81271857584443
61,"Phenol",0.257117866119824
61,"VFA",0.314468705588411
61,"VSC",0.00119668248653051
61.5,"Indole",10.167072594621
61.5,"Other",2.79372764425501
61.5,"Phenol",0.509956476576466
61.5,"VFA",0.356272039529806
61.5,"VSC",0.550458928098257
62,"Indole",0
62,"Other",2.41053751822699
62,"Phenol",0
62,"VFA",0.297902448570171
62,"VSC",0.553396603789348
62.5,"Indole",0
62.5,"Other",1.49515172019837
62.5,"Phenol",0.0496680858003
62.5,"VFA",0.217231085972235
62.5,"VSC",0.0877726454758262
63,"Indole",0
63,"Other",1.44367201410889
63,"Phenol",0.451120035705299
63,"VFA",0.0377643509316671
63,"VSC",0.201291969570436
63.5,"Indole",4.40214141782728
63.5,"Other",1.29557019427101
63.5,"Phenol",0.536200197048921
63.5,"VFA",0.0574672157443859
63.5,"VSC",0.0149056787898388
64,"Indole",0
64,"Other",1.56331718443657
64,"Phenol",0.0161185444330821
64,"VFA",0.146917334489215
64,"VSC",0.256448521979506
64.5,"Indole",6.28817972001493
64.5,"Other",2.86426312876178
64.5,"Phenol",0.313892581201215
64.5,"VFA",0.183586292902426
64.5,"VSC",0.698533323304387
65,"Indole",4.28021675651482
65,"Other",2.8913186751409
65,"Phenol",0
65,"VFA",0.207411955759748
65,"VSC",0.00118671732863945
65.5,"Indole",0
65.5,"Other",3.17246864376492
65.5,"Phenol",0
65.5,"VFA",0.277967073010935
65.5,"VSC",0.796469700138105
66,"Indole",0
66,"Other",2.19675835420095
66,"Phenol",0.724331020035768
66,"VFA",0.312184184472056
66,"VSC",0.559387671620856
66.5,"Indole",0
66.5,"Other",3.16036524089793
66.5,"Phenol",0.647906341978332
66.5,"VFA",0.40100284119976
66.5,"VSC",0.277147191307705
67,"Indole",0
67,"Other",3.35114526546414
67,"Phenol",1.19690440325764
67,"VFA",0.117782983298956
67,"VSC",0
67.5,"Indole",0
67.5,"Other",2.73064765531639
67.5,"Phenol",0.624048409507496
67.5,"VFA",0.197151612180897
67.5,"VSC",0
68,"Indole",1.64237843758311
68,"Other",2.31205891818884
68,"Phenol",0.188798739600685
68,"VFA",0.615283910365807
68,"VSC",0.401868523961306
68.5,"Indole",5.52449719717626
68.5,"Other",2.00666715644389
68.5,"Phenol",0.401158873062147
68.5,"VFA",0.321267890234433
68.5,"VSC",0.475696265220678
69,"Indole",0
69,"Other",2.72838119301375
69,"Phenol",0.273092775558889
69,"VFA",0.519692335515345
69,"VSC",0.510271362501572
69.5,"Indole",0.689904323979507
69.5,"Other",2.87286495445286
69.5,"Phenol",0.584044948539156
69.5,"VFA",0.30270558415401
69.5,"VSC",0.549806436274185
70,"Indole",0
70,"Other",3.57534176091132
70,"Phenol",0.592985876340758
70,"VFA",0.772830196388878
70,"VSC",0.447218265825959
70.5,"Indole",0.665141346175839
70.5,"Other",5.81506671079896
70.5,"Phenol",0.248844438886931
70.5,"VFA",2.37193627007146
70.5,"VSC",0.419113736034225
71,"Indole",0
71,"Other",7.85253790536382
71,"Phenol",0.690065485452241
71,"VFA",3.85628248734559
71,"VSC",0.787758953814719
71.5,"Indole",0
71.5,"Other",9.12232352983319
71.5,"Phenol",1.27170464729423
71.5,"VFA",4.51149148407032
71.5,"VSC",0.968318384737522
72,"Indole",0
72,"Other",9.83913825830228
72,"Phenol",1.77418298851562
72,"VFA",4.40716452161333
72,"VSC",0.093263411605139
72.5,"Indole",0
72.5,"Other",11.0000339258803
72.5,"Phenol",2.5944513564031
72.5,"VFA",5.40325687632225
72.5,"VSC",0.844529549677856
73,"Indole",0
73,"Other",10.738175702653
73,"Phenol",1.49026562299679
73,"VFA",5.19998583166228
73,"VSC",0.120108512145291
73.5,"Indole",6.68460604680921
73.5,"Other",6.176716677514
73.5,"Phenol",0.419883625623223
73.5,"VFA",4.45556037869344
73.5,"VSC",0.439041168025997
74,"Indole",9.04441935312248
74,"Other",6.76330318041889
74,"Phenol",1.58347892729703
74,"VFA",4.69377274083594
74,"VSC",0.00554373245055658
74.5,"Indole",0.652753515062617
74.5,"Other",3.69364775930648
74.5,"Phenol",0.608682081562235
74.5,"VFA",3.15922843375194
74.5,"VSC",0.647998415708092
75,"Indole",3.16901879234229
75,"Other",1.78719636307115
75,"Phenol",0.874826977332919
75,"VFA",2.59810547246648
75,"VSC",0.12533241943857
75.5,"Indole",2.83283234371364
75.5,"Other",1.45238874530981
75.5,"Phenol",0.254877649604705
75.5,"VFA",2.27397547477438
75.5,"VSC",0.269523322208883
76,"Indole",4.83917468567013
76,"Other",0.0725193048076974
76,"Phenol",0.545532786282511
76,"VFA",0.599986569027884
76,"VSC",0.151368590744925
76.5,"Indole",0
76.5,"Other",0.663793759056005
76.5,"Phenol",0.000538505743414653
76.5,"VFA",0.190361145852423
76.5,"VSC",0.0033419210615686
77,"Indole",0
77,"Other",0.0926817245727315
77,"Phenol",0.0927899006120682
77,"VFA",0.985055414695205
77,"VSC",0.328307303769649
77.5,"Indole",3.14432191032978
77.5,"Other",1.61000030198278
77.5,"Phenol",0.520451378355282
77.5,"VFA",2.13711010776431
77.5,"VSC",0.310329204717071
78,"Indole",10.35523755003
78,"Other",1.82491843676626
78,"Phenol",0
78,"VFA",1.22955058540938
78,"VSC",0.969634801542631
78.5,"Indole",7.95727745889875
78.5,"Other",0.84061472378455
78.5,"Phenol",0
78.5,"VFA",0.243859586568586
78.5,"VSC",0.865021334956324
79,"Indole",2.14941411226409
79,"Other",0.000552241500802805
79,"Phenol",0
79,"VFA",0
79,"VSC",2.39940867669253
79.5,"Indole",1.98550233278504
79.5,"Other",0.000675833117552605
79.5,"Phenol",0
79.5,"VFA",0
79.5,"VSC",3.29716676015663
80,"Indole",1.59724284671538
80,"Other",0.000134916660708795
80,"Phenol",0.0132642853063263
80,"VFA",0
80,"VSC",2.550893039307
80.5,"Indole",3.14137620185722
80.5,"Other",0
80.5,"Phenol",0.0094574022350788
80.5,"VFA",0
80.5,"VSC",1.55253973425633
81,"Indole",8.85617891296232
81,"Other",0
81,"Phenol",0.00977074971647073
81,"VFA",0
81,"VSC",0.795365251449819
81.5,"Indole",4.32889820315172
81.5,"Other",2.25135184895375
81.5,"Phenol",0.0217519334084747
81.5,"VFA",0
81.5,"VSC",3.35958274713699
82,"Indole",0
82,"Other",0.0414864553097125
82,"Phenol",0.176576323605669
82,"VFA",0.0154407373480685
82,"VSC",0.719718906826786
82.5,"Indole",2.32280519715248
82.5,"Other",2.22508386832171
82.5,"Phenol",0.00844157520077717
82.5,"VFA",0.00992943122444428
82.5,"VSC",1.6114377560113
83,"Indole",10.104537955149
83,"Other",2.86696406945478
83,"Phenol",0.0174060820632155
83,"VFA",0.0450498916624386
83,"VSC",2.20828311989698
83.5,"Indole",0
83.5,"Other",1.67029011217573
83.5,"Phenol",0.0236103699132915
83.5,"VFA",0.0359092753897042
83.5,"VSC",0.906427712837471
84,"Indole",0
84,"Other",1.30245438035933
84,"Phenol",0.00144928484438849
84,"VFA",0.0577827555064098
84,"VSC",0.161607406381113
84.5,"Indole",0
84.5,"Other",0
84.5,"Phenol",0
84.5,"VFA",0
84.5,"VSC",0.230113788719755
85,"Indole",10.9063604853444
85,"Other",0
85,"Phenol",0.00613086695259283
85,"VFA",0.0311897604085123
85,"VSC",0.107992693178596
85.5,"Indole",6.81876918637471
85.5,"Other",0.91187008643252
85.5,"Phenol",0.00387923804466115
85.5,"VFA",0
85.5,"VSC",0
86,"Indole",1.43076812987421
86,"Other",0.798326589487668
86,"Phenol",0.191550240360914
86,"VFA",0.0482141553852962
86,"VSC",0
86.5,"Indole",0
86.5,"Other",0.759688304485589
86.5,"Phenol",0
86.5,"VFA",0.012364181106702
86.5,"VSC",0.449001536533139
87,"Indole",0.928058402962343
87,"Other",0.0938935517533931
87,"Phenol",0
87,"VFA",1.17328327885379e-06
87,"VSC",0
87.5,"Indole",0
87.5,"Other",0
87.5,"Phenol",0.0462092505535104
87.5,"VFA",0
87.5,"VSC",0.146956719063424
88,"Indole",0.500091512825062
88,"Other",0
88,"Phenol",0.366067939179381
88,"VFA",0
88,"VSC",0.00148581655998927
88.5,"Indole",8.04302079913611
88.5,"Other",0.237130325544744
88.5,"Phenol",0.0230041526368799
88.5,"VFA",4.87681562393478e-06
88.5,"VSC",0.463966455081237
89,"Indole",4.82015122263114
89,"Other",1.07628309487592
89,"Phenol",0.151826562501503
89,"VFA",0
89,"VSC",0.618091753321116
89.5,"Indole",0.33217058525326
89.5,"Other",1.03265301487335
89.5,"Phenol",0.196205192076323
89.5,"VFA",0.00487287960915037
89.5,"VSC",0.554136937841353
90,"Indole",0
90,"Other",0.990100417965256
90,"Phenol",0
90,"VFA",0.0100056430958132
90,"VSC",1.00588991301491
90.5,"Indole",2.18254526491446
90.5,"Other",1.2888474483537
90.5,"Phenol",0.262171587876531
90.5,"VFA",0.0153054571210199
90.5,"VSC",0
91,"Indole",1.93336232905327
91,"Other",1.36412481705673
91,"Phenol",0.151522895659025
91,"VFA",0.0368809997144955
91,"VSC",1.5459665166552
91.5,"Indole",0
91.5,"Other",0.770304780855331
91.5,"Phenol",0.507671965690974
91.5,"VFA",0.0293463007760476
91.5,"VSC",0.101473742194367
92.5,"Indole",0
92.5,"Other",1.60943114608629
92.5,"Phenol",0.31441380904749
92.5,"VFA",0.175348777347778
92.5,"VSC",0
93,"Indole",0
93,"Other",1.79004496020875
93,"Phenol",0.566688769017412
93,"VFA",0.58626986342112
93,"VSC",0.674971497607667
93.5,"Indole",0.319425103160961
93.5,"Other",4.2211210845048
93.5,"Phenol",0.617202133128721
93.5,"VFA",0.592579023606433
93.5,"VSC",0.815362068301734
94,"Indole",0
94,"Other",5.68727522643279
94,"Phenol",0.213751282126904
94,"VFA",1.63311527478215
94,"VSC",0.253469259406211
94.5,"Indole",0
94.5,"Other",6.48781025973447
94.5,"Phenol",1.24428899961754
94.5,"VFA",2.57477468985291
94.5,"VSC",0.740595421611433
95,"Indole",0
95,"Other",7.65728759267788
