"hours","SOAV","Compound","Contribution","Category"
1,93.7513449314228,"acetic_acid",2.79196201515178,"VFA"
1,93.7513449314228,"pentanoic_acid",8.44299670063754,"VFA"
1,93.7513449314228,"acetaldheyde",2.81002407057008,"Other"
1,93.7513449314228,"formic_acid",1.37581181675397e-05,"VFA"
1,93.7513449314228,"methanthiol",0.362145531127296,"VSC"
1,93.7513449314228,"acetone",0,"Other"
1,93.7513449314228,"X2_butanone",0.00076730596173632,"Other"
1,93.7513449314228,"X2_3_butandion",3.00480055758556,"Other"
1,93.7513449314228,"phenol",0.045208128580314,"Phenol"
1,93.7513449314228,"X4_methyl_phenol",46.6395099684035,"Phenol"
1,93.7513449314228,"X4_ethyl_phenol",0.463741379205504,"Phenol"
1,93.7513449314228,"propanoic_acid",0.798524691405438,"VFA"
1,93.7513449314228,"trimethylamine",0.323501354648677,"Other"
1,93.7513449314228,"isoprene",0.00278955840807043,"Other"
1,93.7513449314228,"hydrogen_sulfide",0.165165758441032,"VSC"
1,93.7513449314228,"methanol",3.16163894478877e-05,"Other"
1,93.7513449314228,"dimethyl_sulfide",0.0227430473307822,"VSC"
1,93.7513449314228,"X3_methylindole",8.6385438775122,"Indole"
1,93.7513449314228,"butanoic_acid",19.2388756119457,"VFA"
1.5,104.516681654551,"acetic_acid",3.10518582605125,"VFA"
1.5,104.516681654551,"pentanoic_acid",9.40126165442412,"VFA"
1.5,104.516681654551,"acetaldheyde",2.42489043071933,"Other"
1.5,104.516681654551,"formic_acid",0,"VFA"
1.5,104.516681654551,"methanthiol",0.625434474539173,"VSC"
1.5,104.516681654551,"acetone",0,"Other"
1.5,104.516681654551,"X2_butanone",0.000599226359561813,"Other"
1.5,104.516681654551,"X2_3_butandion",2.2624732916925,"Other"
1.5,104.516681654551,"phenol",0.0562602965013753,"Phenol"
1.5,104.516681654551,"X4_methyl_phenol",56.4046217130504,"Phenol"
1.5,104.516681654551,"X4_ethyl_phenol",0.559748668214599,"Phenol"
1.5,104.516681654551,"propanoic_acid",0.899615651503828,"VFA"
1.5,104.516681654551,"trimethylamine",0.503949976494204,"Other"
1.5,104.516681654551,"isoprene",0.00347040120169492,"Other"
1.5,104.516681654551,"hydrogen_sulfide",0,"VSC"
1.5,104.516681654551,"methanol",8.31585337548896e-06,"Other"
1.5,104.516681654551,"dimethyl_sulfide",0.0346182835197051,"VSC"
1.5,104.516681654551,"X3_methylindole",6.87550517928765,"Indole"
1.5,104.516681654551,"butanoic_acid",21.3590382651381,"VFA"
2,100.399982415122,"acetic_acid",2.92979361330408,"VFA"
2,100.399982415122,"pentanoic_acid",9.19069408568725,"VFA"
2,100.399982415122,"acetaldheyde",1.94783054978584,"Other"
2,100.399982415122,"formic_acid",0,"VFA"
2,100.399982415122,"methanthiol",0,"VSC"
2,100.399982415122,"acetone",0,"Other"
2,100.399982415122,"X2_butanone",0.000223648578499443,"Other"
2,100.399982415122,"X2_3_butandion",2.05566269052081,"Other"
2,100.399982415122,"phenol",0.0570540689823491,"Phenol"
2,100.399982415122,"X4_methyl_phenol",53.7131045473107,"Phenol"
2,100.399982415122,"X4_ethyl_phenol",0.508129122386282,"Phenol"
2,100.399982415122,"propanoic_acid",0.85039637929592,"VFA"
2,100.399982415122,"trimethylamine",0.535663111283418,"Other"
2,100.399982415122,"isoprene",0.00354429760435723,"Other"
2,100.399982415122,"hydrogen_sulfide",0,"VSC"
2,100.399982415122,"methanol",0,"Other"
2,100.399982415122,"dimethyl_sulfide",0.03161253544324,"VSC"
2,100.399982415122,"X3_methylindole",8.22108043556529,"Indole"
2,100.399982415122,"butanoic_acid",20.3551933293737,"VFA"
2.5,95.7376823384334,"acetic_acid",2.96967773106428,"VFA"
2.5,95.7376823384334,"pentanoic_acid",9.43996844774011,"VFA"
2.5,95.7376823384334,"acetaldheyde",1.76694860642546,"Other"
2.5,95.7376823384334,"formic_acid",0,"VFA"
2.5,95.7376823384334,"methanthiol",0.122833614553226,"VSC"
2.5,95.7376823384334,"acetone",0,"Other"
2.5,95.7376823384334,"X2_butanone",0.000135260842208725,"Other"
2.5,95.7376823384334,"X2_3_butandion",1.81320845994658,"Other"
2.5,95.7376823384334,"phenol",0.0538180504361656,"Phenol"
2.5,95.7376823384334,"X4_methyl_phenol",49.5859527722466,"Phenol"
2.5,95.7376823384334,"X4_ethyl_phenol",0.550118193543371,"Phenol"
2.5,95.7376823384334,"propanoic_acid",0.864080847967577,"VFA"
2.5,95.7376823384334,"trimethylamine",0.368717450597111,"Other"
2.5,95.7376823384334,"isoprene",0.00274149822137107,"Other"
2.5,95.7376823384334,"hydrogen_sulfide",0,"VSC"
2.5,95.7376823384334,"methanol",0,"Other"
2.5,95.7376823384334,"dimethyl_sulfide",0.0365013341249787,"VSC"
2.5,95.7376823384334,"X3_methylindole",7.44265463404914,"Indole"
2.5,95.7376823384334,"butanoic_acid",20.7203254366751,"VFA"
3,85.2652931662116,"acetic_acid",2.71663836698982,"VFA"
3,85.2652931662116,"pentanoic_acid",9.2356795314152,"VFA"
3,85.2652931662116,"acetaldheyde",0.79677000370138,"Other"
3,85.2652931662116,"formic_acid",0,"VFA"
3,85.2652931662116,"methanthiol",0,"VSC"
3,85.2652931662116,"acetone",0,"Other"
3,85.2652931662116,"X2_butanone",0,"Other"
3,85.2652931662116,"X2_3_butandion",0.876075368579418,"Other"
3,85.2652931662116,"phenol",0.0489716572150375,"Phenol"
3,85.2652931662116,"X4_methyl_phenol",44.6873645613495,"Phenol"
3,85.2652931662116,"X4_ethyl_phenol",0.410774944708913,"Phenol"
3,85.2652931662116,"propanoic_acid",0.849866474460959,"VFA"
3,85.2652931662116,"trimethylamine",0.64583061675498,"Other"
3,85.2652931662116,"isoprene",0.00258085074893097,"Other"
3,85.2652931662116,"hydrogen_sulfide",0,"VSC"
3,85.2652931662116,"methanol",0,"Other"
3,85.2652931662116,"dimethyl_sulfide",0.0229453637927371,"VSC"
3,85.2652931662116,"X3_methylindole",4.70637020944678,"Indole"
3,85.2652931662116,"butanoic_acid",20.265425217048,"VFA"
3.5,57.0588140116255,"acetic_acid",2.00557171555764,"VFA"
3.5,57.0588140116255,"pentanoic_acid",6.98829831669339,"VFA"
3.5,57.0588140116255,"acetaldheyde",0.611582078662739,"Other"
3.5,57.0588140116255,"formic_acid",0,"VFA"
3.5,57.0588140116255,"methanthiol",0,"VSC"
3.5,57.0588140116255,"acetone",0,"Other"
3.5,57.0588140116255,"X2_butanone",0,"Other"
3.5,57.0588140116255,"X2_3_butandion",0.942763284848101,"Other"
3.5,57.0588140116255,"phenol",0.0338603317136184,"Phenol"
3.5,57.0588140116255,"X4_methyl_phenol",29.8890891706382,"Phenol"
3.5,57.0588140116255,"X4_ethyl_phenol",0.338099770503644,"Phenol"
3.5,57.0588140116255,"propanoic_acid",0.624305996189714,"VFA"
3.5,57.0588140116255,"trimethylamine",0,"Other"
3.5,57.0588140116255,"isoprene",0.00119716665036857,"Other"
3.5,57.0588140116255,"hydrogen_sulfide",0,"VSC"
3.5,57.0588140116255,"methanol",0,"Other"
3.5,57.0588140116255,"dimethyl_sulfide",0.0185884398584081,"VSC"
3.5,57.0588140116255,"X3_methylindole",0,"Indole"
3.5,57.0588140116255,"butanoic_acid",15.6054577403097,"VFA"
4,75.9632098383108,"acetic_acid",2.57320580845095,"VFA"
4,75.9632098383108,"pentanoic_acid",8.59255893535714,"VFA"
4,75.9632098383108,"acetaldheyde",0.991647155337943,"Other"
4,75.9632098383108,"formic_acid",0,"VFA"
4,75.9632098383108,"methanthiol",0,"VSC"
4,75.9632098383108,"acetone",0,"Other"
4,75.9632098383108,"X2_butanone",4.16097870347552e-05,"Other"
4,75.9632098383108,"X2_3_butandion",1.59050731003133,"Other"
4,75.9632098383108,"phenol",0.039193367321936,"Phenol"
4,75.9632098383108,"X4_methyl_phenol",34.347789184729,"Phenol"
4,75.9632098383108,"X4_ethyl_phenol",0.386729443755848,"Phenol"
4,75.9632098383108,"propanoic_acid",0.791040947873687,"VFA"
4,75.9632098383108,"trimethylamine",0,"Other"
4,75.9632098383108,"isoprene",0.0012345732544275,"Other"
4,75.9632098383108,"hydrogen_sulfide",0,"VSC"
4,75.9632098383108,"methanol",0,"Other"
4,75.9632098383108,"dimethyl_sulfide",0.0217820707043087,"VSC"
4,75.9632098383108,"X3_methylindole",7.80740789502536,"Indole"
4,75.9632098383108,"butanoic_acid",18.8200715366819,"VFA"
4.5,55.7119370923037,"acetic_acid",1.86019861292367,"VFA"
4.5,55.7119370923037,"pentanoic_acid",6.26887640137303,"VFA"
4.5,55.7119370923037,"acetaldheyde",0.949975203221449,"Other"
4.5,55.7119370923037,"formic_acid",1.4467879816519e-05,"VFA"
4.5,55.7119370923037,"methanthiol",0,"VSC"
4.5,55.7119370923037,"acetone",0,"Other"
4.5,55.7119370923037,"X2_butanone",0,"Other"
4.5,55.7119370923037,"X2_3_butandion",2.00160677155929,"Other"
4.5,55.7119370923037,"phenol",0.0312110902378044,"Phenol"
4.5,55.7119370923037,"X4_methyl_phenol",24.2961066922681,"Phenol"
4.5,55.7119370923037,"X4_ethyl_phenol",0.30869090674338,"Phenol"
4.5,55.7119370923037,"propanoic_acid",0.567990313697413,"VFA"
4.5,55.7119370923037,"trimethylamine",0.10261810103004,"Other"
4.5,55.7119370923037,"isoprene",0.000599185747733346,"Other"
4.5,55.7119370923037,"hydrogen_sulfide",0.321850876255082,"VSC"
4.5,55.7119370923037,"methanol",0,"Other"
4.5,55.7119370923037,"dimethyl_sulfide",0.0231484582630801,"VSC"
4.5,55.7119370923037,"X3_methylindole",5.04605612865156,"Indole"
4.5,55.7119370923037,"butanoic_acid",13.9329938824523,"VFA"
5,40.0851689335563,"acetic_acid",1.3512368062977,"VFA"
5,40.0851689335563,"pentanoic_acid",4.71895190456152,"VFA"
5,40.0851689335563,"acetaldheyde",0.746769383183494,"Other"
5,40.0851689335563,"formic_acid",0,"VFA"
5,40.0851689335563,"methanthiol",0,"VSC"
5,40.0851689335563,"acetone",0,"Other"
5,40.0851689335563,"X2_butanone",0,"Other"
5,40.0851689335563,"X2_3_butandion",1.4797947105017,"Other"
5,40.0851689335563,"phenol",0.0219826208797276,"Phenol"
5,40.0851689335563,"X4_methyl_phenol",18.1842435378203,"Phenol"
5,40.0851689335563,"X4_ethyl_phenol",0.234176547861014,"Phenol"
5,40.0851689335563,"propanoic_acid",0.424062821927629,"VFA"
5,40.0851689335563,"trimethylamine",0.351473133744558,"Other"
5,40.0851689335563,"isoprene",0.00147717368544497,"Other"
5,40.0851689335563,"hydrogen_sulfide",0,"VSC"
5,40.0851689335563,"methanol",0,"Other"
5,40.0851689335563,"dimethyl_sulfide",0.0248191655426211,"VSC"
5,40.0851689335563,"X3_methylindole",2.25977605172837,"Indole"
5,40.0851689335563,"butanoic_acid",10.2864050758222,"VFA"
5.5,37.6292853060391,"acetic_acid",1.24860787945202,"VFA"
5.5,37.6292853060391,"pentanoic_acid",4.46470427365493,"VFA"
5.5,37.6292853060391,"acetaldheyde",0.567520889633363,"Other"
5.5,37.6292853060391,"formic_acid",0,"VFA"
5.5,37.6292853060391,"methanthiol",0,"VSC"
5.5,37.6292853060391,"acetone",0,"Other"
5.5,37.6292853060391,"X2_butanone",0,"Other"
5.5,37.6292853060391,"X2_3_butandion",0.752916544488512,"Other"
5.5,37.6292853060391,"phenol",0.0200223702043819,"Phenol"
5.5,37.6292853060391,"X4_methyl_phenol",18.4668867832581,"Phenol"
5.5,37.6292853060391,"X4_ethyl_phenol",0.19637392931991,"Phenol"
5.5,37.6292853060391,"propanoic_acid",0.385410848280741,"VFA"
5.5,37.6292853060391,"trimethylamine",0,"Other"
5.5,37.6292853060391,"isoprene",0.00129718773521766,"Other"
5.5,37.6292853060391,"hydrogen_sulfide",0.0622013243349871,"VSC"
5.5,37.6292853060391,"methanol",0,"Other"
5.5,37.6292853060391,"dimethyl_sulfide",0.0175677153073037,"VSC"
5.5,37.6292853060391,"X3_methylindole",1.83363030893573,"Indole"
5.5,37.6292853060391,"butanoic_acid",9.61214525143397,"VFA"
6,42.2444110333598,"acetic_acid",1.14911265533221,"VFA"
6,42.2444110333598,"pentanoic_acid",4.46980337297169,"VFA"
6,42.2444110333598,"acetaldheyde",0.6351221998578,"Other"
6,42.2444110333598,"formic_acid",0,"VFA"
6,42.2444110333598,"methanthiol",0.109677795540827,"VSC"
6,42.2444110333598,"acetone",0,"Other"
6,42.2444110333598,"X2_butanone",2.04108823145278e-05,"Other"
6,42.2444110333598,"X2_3_butandion",1.07948557021623,"Other"
6,42.2444110333598,"phenol",0.0218262756972002,"Phenol"
6,42.2444110333598,"X4_methyl_phenol",16.9514763686159,"Phenol"
6,42.2444110333598,"X4_ethyl_phenol",0.213360342546326,"Phenol"
6,42.2444110333598,"propanoic_acid",0.366936881868141,"VFA"
6,42.2444110333598,"trimethylamine",0.141275482660396,"Other"
6,42.2444110333598,"isoprene",0.000541519609586793,"Other"
6,42.2444110333598,"hydrogen_sulfide",0.383398143681966,"VSC"
6,42.2444110333598,"methanol",0,"Other"
6,42.2444110333598,"dimethyl_sulfide",0.015484555939577,"VSC"
6,42.2444110333598,"X3_methylindole",7.68664622118035,"Indole"
6,42.2444110333598,"butanoic_acid",9.02024323675927,"VFA"
6.5,26.3426733341625,"acetic_acid",0.722216212401495,"VFA"
6.5,26.3426733341625,"pentanoic_acid",3.00513401056899,"VFA"
6.5,26.3426733341625,"acetaldheyde",0.600593881649452,"Other"
6.5,26.3426733341625,"formic_acid",0,"VFA"
6.5,26.3426733341625,"methanthiol",0.122759166553059,"VSC"
6.5,26.3426733341625,"acetone",0,"Other"
6.5,26.3426733341625,"X2_butanone",4.18441768328343e-05,"Other"
6.5,26.3426733341625,"X2_3_butandion",1.20224112019631,"Other"
6.5,26.3426733341625,"phenol",0.0156131870060321,"Phenol"
6.5,26.3426733341625,"X4_methyl_phenol",14.0713710728696,"Phenol"
6.5,26.3426733341625,"X4_ethyl_phenol",0.152147269796766,"Phenol"
6.5,26.3426733341625,"propanoic_acid",0.245081485034153,"VFA"
6.5,26.3426733341625,"trimethylamine",0.141542803282877,"Other"
6.5,26.3426733341625,"isoprene",0.000740445041927232,"Other"
6.5,26.3426733341625,"hydrogen_sulfide",0,"VSC"
6.5,26.3426733341625,"methanol",0,"Other"
6.5,26.3426733341625,"dimethyl_sulfide",0.00519903736828452,"VSC"
6.5,26.3426733341625,"X3_methylindole",0,"Indole"
6.5,26.3426733341625,"butanoic_acid",6.05799179821682,"VFA"
7,22.987646103642,"acetic_acid",0.449747704239862,"VFA"
7,22.987646103642,"pentanoic_acid",2.23449443525443,"VFA"
7,22.987646103642,"acetaldheyde",0.163584817632371,"Other"
7,22.987646103642,"formic_acid",0,"VFA"
7,22.987646103642,"methanthiol",0,"VSC"
7,22.987646103642,"acetone",0,"Other"
7,22.987646103642,"X2_butanone",0,"Other"
7,22.987646103642,"X2_3_butandion",1.06988635336285,"Other"
7,22.987646103642,"phenol",0.0152416312495985,"Phenol"
7,22.987646103642,"X4_methyl_phenol",13.1360739016123,"Phenol"
7,22.987646103642,"X4_ethyl_phenol",0.149891557309792,"Phenol"
7,22.987646103642,"propanoic_acid",0.176252561373686,"VFA"
7,22.987646103642,"trimethylamine",0.00957050252117431,"Other"
7,22.987646103642,"isoprene",0,"Other"
7,22.987646103642,"hydrogen_sulfide",1.21401512177284,"VSC"
7,22.987646103642,"methanol",0,"Other"
7,22.987646103642,"dimethyl_sulfide",0,"VSC"
7,22.987646103642,"X3_methylindole",0,"Indole"
7,22.987646103642,"butanoic_acid",4.36888751731311,"VFA"
7.5,21.189702648143,"acetic_acid",0.329950872108684,"VFA"
7.5,21.189702648143,"pentanoic_acid",1.70617194528561,"VFA"
7.5,21.189702648143,"acetaldheyde",0.31631827257248,"Other"
7.5,21.189702648143,"formic_acid",2.5047161304044e-06,"VFA"
7.5,21.189702648143,"methanthiol",0.393882110883758,"VSC"
7.5,21.189702648143,"acetone",0,"Other"
7.5,21.189702648143,"X2_butanone",5.06765979890517e-05,"Other"
7.5,21.189702648143,"X2_3_butandion",1.01693434784435,"Other"
7.5,21.189702648143,"phenol",0.0144878419186458,"Phenol"
7.5,21.189702648143,"X4_methyl_phenol",11.6921314248668,"Phenol"
7.5,21.189702648143,"X4_ethyl_phenol",0.162002324638325,"Phenol"
7.5,21.189702648143,"propanoic_acid",0.120379264448238,"VFA"
7.5,21.189702648143,"trimethylamine",0,"Other"
7.5,21.189702648143,"isoprene",0.000414902881869493,"Other"
7.5,21.189702648143,"hydrogen_sulfide",0.0213016611366809,"VSC"
7.5,21.189702648143,"methanol",0,"Other"
7.5,21.189702648143,"dimethyl_sulfide",0.0150075116718442,"VSC"
7.5,21.189702648143,"X3_methylindole",2.24112056130659,"Indole"
7.5,21.189702648143,"butanoic_acid",3.15954642526505,"VFA"
8,17.923167603109,"acetic_acid",0.269901968882324,"VFA"
8,17.923167603109,"pentanoic_acid",1.22520231824033,"VFA"
8,17.923167603109,"acetaldheyde",0.195143407207369,"Other"
8,17.923167603109,"formic_acid",1.32489010242305e-05,"VFA"
8,17.923167603109,"methanthiol",0.207102044479945,"VSC"
8,17.923167603109,"acetone",0,"Other"
8,17.923167603109,"X2_butanone",0.000252362380195855,"Other"
8,17.923167603109,"X2_3_butandion",1.73611480228449,"Other"
8,17.923167603109,"phenol",0.0132609878885333,"Phenol"
8,17.923167603109,"X4_methyl_phenol",10.1216178541183,"Phenol"
8,17.923167603109,"X4_ethyl_phenol",0.121700587307241,"Phenol"
8,17.923167603109,"propanoic_acid",0.0802440436077878,"VFA"
8,17.923167603109,"trimethylamine",0,"Other"
8,17.923167603109,"isoprene",0.000125233878490656,"Other"
8,17.923167603109,"hydrogen_sulfide",0.49475798515,"VSC"
8,17.923167603109,"methanol",4.82269992891792e-06,"Other"
8,17.923167603109,"dimethyl_sulfide",0.032090865250279,"VSC"
8,17.923167603109,"X3_methylindole",1.11616093111423,"Indole"
8,17.923167603109,"butanoic_acid",2.30947413971844,"VFA"
8.5,14.0690793572095,"acetic_acid",0.195437085354749,"VFA"
8.5,14.0690793572095,"pentanoic_acid",0.959437841549046,"VFA"
8.5,14.0690793572095,"acetaldheyde",0,"Other"
8.5,14.0690793572095,"formic_acid",1.74649253658025e-05,"VFA"
8.5,14.0690793572095,"methanthiol",0,"VSC"
8.5,14.0690793572095,"acetone",0,"Other"
8.5,14.0690793572095,"X2_butanone",6.27530210122354e-05,"Other"
8.5,14.0690793572095,"X2_3_butandion",0.819257160496179,"Other"
8.5,14.0690793572095,"phenol",0.012726252112231,"Phenol"
8.5,14.0690793572095,"X4_methyl_phenol",10.2504837622956,"Phenol"
8.5,14.0690793572095,"X4_ethyl_phenol",0.0653602672858588,"Phenol"
8.5,14.0690793572095,"propanoic_acid",0.0470071548625067,"VFA"
8.5,14.0690793572095,"trimethylamine",0.0706448938512071,"Other"
8.5,14.0690793572095,"isoprene",0,"Other"
8.5,14.0690793572095,"hydrogen_sulfide",0.176015979331743,"VSC"
8.5,14.0690793572095,"methanol",0,"Other"
8.5,14.0690793572095,"dimethyl_sulfide",0.0138447175440718,"VSC"
8.5,14.0690793572095,"X3_methylindole",0,"Indole"
8.5,14.0690793572095,"butanoic_acid",1.45878402457991,"VFA"
9,12.1304989211575,"acetic_acid",0.162087438867322,"VFA"
9,12.1304989211575,"pentanoic_acid",0.559024119255688,"VFA"
9,12.1304989211575,"acetaldheyde",0,"Other"
9,12.1304989211575,"formic_acid",5.71219952008164e-05,"VFA"
9,12.1304989211575,"methanthiol",0,"VSC"
9,12.1304989211575,"acetone",2.2086505049443e-06,"Other"
9,12.1304989211575,"X2_butanone",0.000328756232184274,"Other"
9,12.1304989211575,"X2_3_butandion",0.275781637632408,"Other"
9,12.1304989211575,"phenol",0.00982408986801523,"Phenol"
9,12.1304989211575,"X4_methyl_phenol",9.39542427577639,"Phenol"
9,12.1304989211575,"X4_ethyl_phenol",0.119948953811007,"Phenol"
9,12.1304989211575,"propanoic_acid",0.0227961892447185,"VFA"
9,12.1304989211575,"trimethylamine",0.15438020490118,"Other"
9,12.1304989211575,"isoprene",0,"Other"
9,12.1304989211575,"hydrogen_sulfide",0.55500543134787,"VSC"
9,12.1304989211575,"methanol",0,"Other"
9,12.1304989211575,"dimethyl_sulfide",0.00486572719351328,"VSC"
9,12.1304989211575,"X3_methylindole",0,"Indole"
9,12.1304989211575,"butanoic_acid",0.870972766381548,"VFA"
9.5,7.9891315553051,"acetic_acid",0.139790252796066,"VFA"
9.5,7.9891315553051,"pentanoic_acid",0.310169947444049,"VFA"
9.5,7.9891315553051,"acetaldheyde",0,"Other"
9.5,7.9891315553051,"formic_acid",5.43534241990728e-05,"VFA"
9.5,7.9891315553051,"methanthiol",0,"VSC"
9.5,7.9891315553051,"acetone",3.89307968489521e-06,"Other"
9.5,7.9891315553051,"X2_butanone",0.000630282534377826,"Other"
9.5,7.9891315553051,"X2_3_butandion",0.731098527032749,"Other"
9.5,7.9891315553051,"phenol",0.00681450361740675,"Phenol"
9.5,7.9891315553051,"X4_methyl_phenol",4.91607476934737,"Phenol"
9.5,7.9891315553051,"X4_ethyl_phenol",0.0547438556586278,"Phenol"
9.5,7.9891315553051,"propanoic_acid",0.0218205105274294,"VFA"
9.5,7.9891315553051,"trimethylamine",0.291399433133349,"Other"
9.5,7.9891315553051,"isoprene",0.000264133729270674,"Other"
9.5,7.9891315553051,"hydrogen_sulfide",0.926695511981312,"VSC"
9.5,7.9891315553051,"methanol",0,"Other"
9.5,7.9891315553051,"dimethyl_sulfide",0.00866265940753816,"VSC"
9.5,7.9891315553051,"X3_methylindole",0,"Indole"
9.5,7.9891315553051,"butanoic_acid",0.580908921591675,"VFA"
10,10.0622145444013,"acetic_acid",0.165825217707582,"VFA"
10,10.0622145444013,"pentanoic_acid",0.465829448893593,"VFA"
10,10.0622145444013,"acetaldheyde",0.0889159744025508,"Other"
10,10.0622145444013,"formic_acid",0.000100303550251751,"VFA"
10,10.0622145444013,"methanthiol",0,"VSC"
10,10.0622145444013,"acetone",4.77233105454689e-05,"Other"
10,10.0622145444013,"X2_butanone",0.00127998388170279,"Other"
10,10.0622145444013,"X2_3_butandion",1.6809555050843,"Other"
10,10.0622145444013,"phenol",0.010389561164427,"Phenol"
10,10.0622145444013,"X4_methyl_phenol",5.87994931838958,"Phenol"
10,10.0622145444013,"X4_ethyl_phenol",0.0765744980043118,"Phenol"
10,10.0622145444013,"propanoic_acid",0.0345150397541322,"VFA"
10,10.0622145444013,"trimethylamine",0.744175856056655,"Other"
10,10.0622145444013,"isoprene",0,"Other"
10,10.0622145444013,"hydrogen_sulfide",0.0945998141654769,"VSC"
10,10.0622145444013,"methanol",0,"Other"
10,10.0622145444013,"dimethyl_sulfide",0.0137882547722866,"VSC"
10,10.0622145444013,"X3_methylindole",0,"Indole"
10,10.0622145444013,"butanoic_acid",0.805268045263894,"VFA"
10.5,9.27536389948778,"acetic_acid",0.134103352295658,"VFA"
10.5,9.27536389948778,"pentanoic_acid",0.39027515952369,"VFA"
10.5,9.27536389948778,"acetaldheyde",0.0454352955066363,"Other"
10.5,9.27536389948778,"formic_acid",4.30054431265525e-05,"VFA"
10.5,9.27536389948778,"methanthiol",0,"VSC"
10.5,9.27536389948778,"acetone",4.57823828940149e-05,"Other"
10.5,9.27536389948778,"X2_butanone",0.000639253642610059,"Other"
10.5,9.27536389948778,"X2_3_butandion",1.39331235127666,"Other"
10.5,9.27536389948778,"phenol",0.00820797209368502,"Phenol"
10.5,9.27536389948778,"X4_methyl_phenol",5.6852003373419,"Phenol"
10.5,9.27536389948778,"X4_ethyl_phenol",0.0739323450700913,"Phenol"
10.5,9.27536389948778,"propanoic_acid",0.0308804732968602,"VFA"
10.5,9.27536389948778,"trimethylamine",0.665601488576982,"Other"
10.5,9.27536389948778,"isoprene",0,"Other"
10.5,9.27536389948778,"hydrogen_sulfide",0.104009123845775,"VSC"
10.5,9.27536389948778,"methanol",0,"Other"
10.5,9.27536389948778,"dimethyl_sulfide",0.00325132225045215,"VSC"
10.5,9.27536389948778,"X3_methylindole",0,"Indole"
10.5,9.27536389948778,"butanoic_acid",0.740426636940764,"VFA"
11,9.24732990238912,"acetic_acid",0.150617913485177,"VFA"
11,9.24732990238912,"pentanoic_acid",0.338973442078123,"VFA"
11,9.24732990238912,"acetaldheyde",0.168595070539627,"Other"
11,9.24732990238912,"formic_acid",6.16953277296549e-05,"VFA"
11,9.24732990238912,"methanthiol",0,"VSC"
11,9.24732990238912,"acetone",1.14208414689417e-05,"Other"
11,9.24732990238912,"X2_butanone",0.000759576579534176,"Other"
11,9.24732990238912,"X2_3_butandion",0.855333107134187,"Other"
11,9.24732990238912,"phenol",0.00722967113732533,"Phenol"
11,9.24732990238912,"X4_methyl_phenol",5.84729814511166,"Phenol"
11,9.24732990238912,"X4_ethyl_phenol",0.0333361859112037,"Phenol"
11,9.24732990238912,"propanoic_acid",0.0283077175872294,"VFA"
11,9.24732990238912,"trimethylamine",0.467832787479142,"Other"
11,9.24732990238912,"isoprene",0,"Other"
11,9.24732990238912,"hydrogen_sulfide",0.608887919420123,"VSC"
11,9.24732990238912,"methanol",6.10555573653566e-06,"Other"
