"treatment","group","elapsed.time","valve","Methanol","Hydrogen sulfide","4-Methylphenol","Acetic acid","Butanoic acid","Pentanoic acid","Propanoic acid","Acetaldehyde","Formic acid","Methanethiol","Acetone","Trimethylamine","Dimethyl sulfide","Isoprene","Butanone","Butanedione","Phenol","4-ethyl phenol","Methyl indole","SOAV"
"5.7","High acid",0,7,0,29.9470103104167,813.810180505556,78.9409828265194,493.55525310773,221.820374928889,20.0147924732359,1.51599688624074,0.00160525711260101,1.56471462314815,0.00000180066366732804,25.8218185059028,0.997096490676329,0.0148686482916667,0.0224685828500631,89.4797065138889,0.668302771626984,5.88368379222222,2.31759055833333,1786.3764485833
"5.7","High acid",0,13,0,6.95512634458333,308.951457188889,36.5343795162784,228.345085513526,106.797154812222,12.8134292422417,9.40467098851854,0.000796331123585858,1.07705733703704,0.00000123947074074073,14.2018062444444,0.461577545314011,0.011871733923611,0.0100660454078283,114.453105955556,0.264364346031746,2.46310140972222,1.8091018,844.55415359429
"5.7","High acid",0,19,0.000663589102592593,5.66579437166667,217.996612155556,34.2017319058366,186.161803296135,85.6216269288889,11.5884200977973,18.6543497287407,0.000642113289494949,1.10151153703704,0.00000126761247883597,13.9975089944444,0.856053060531402,0.016628475986111,0.0114653936987374,37.6023155777777,0.243773953174603,1.62146981805555,0.0321948499999988,615.374567115331
"1.5","Low acid",0,3,0.00028253240016835,4.95853164572917,643.548576255556,16.9118046608568,76.0495641294686,36.2139128601389,4.93307249735868,9.87975445440741,0.000772528626180556,4.10304840648148,0.00000472176206018519,10.6335356277778,1.09318478600242,0.000178485666666665,0.00700078553301768,20.1369468222222,0.474236521805556,4.77373076409722,0.979593633333334,834.697732119223
"1.5","Low acid",0,10,0,2.29138611291667,360.307761988889,13.0163577090495,78.9650954410629,43.9713816438889,5.26832424048732,0.70472328451852,0.000541564203207072,2.62935653703705,0.00000302584682010583,10.4127111111112,0.351435726908211,0.0040729606111111,0.00662325983964647,62.5276598555556,0.27367448297619,3.51747323222222,0,584.248582177124
"1.5","Low acid",0,15,0.000209765944208753,1.27428853291667,310.291648738889,13.0741173395716,79.2744098178742,43.6365240205554,5.97099805393762,9.87076581496294,0.000481784420252526,0.0264463037037047,0.0000000304342328042327,6.86869258194441,0.915891987922707,0.0120608755069444,0.0102864640131313,99.5357086222222,0.293436920873016,2.40317603305555,0.0171657833333335,573.476309472081
"Mp","Machine plot",0,1,0.000463027624006735,3.43579280833333,1039.30161733889,13.821483050415,68.6324832381642,30.1827236055555,5.15473332235867,7.73263374407407,0.000882324643737374,1.45829567037037,0.0000016781973915344,18.7667145069444,0.306374407198068,0.00401444077777777,0.0178227103252525,18.6611727833334,0.900551788134921,7.19504643722222,3.89136628333333,1219.4641731659
"Mp","Machine plot",0,8,0,4.22750730916667,490.274945955556,20.7453048455957,156.539927759903,77.0042062122224,7.0489579568616,0.839546533629626,0.000835407295252526,2.13442525925925,0.00000245628303439154,21.3587727069444,0.962845948212559,0.017038768861111,0.0248888349199495,103.28879235,0.363271927619047,3.48154530472222,5.45573403333333,893.768549570385
"Mp","Machine plot",0,12,0,0.694761907083329,191.699310772222,7.86458970945113,48.9310460787438,29.2129699205555,4.55179724750487,3.47386428118521,0.000310474603813131,0,0,5.42619322777778,0.304753838937198,0.01122836225,0.00412580215934343,47.0291095166667,0.163691294484127,1.74209370138889,7.37504078333333,348.484886918347
"Mp","Machine plot",0,18,0.000407141183728956,1.44351067479167,181.497863530556,10.4188514325435,67.9803444555556,39.6460580813889,3.74420470963938,7.46994061374074,0.00021855351760101,2.76071340648148,0.00000317701146494709,6.51705467152778,0.325068346871981,0.00774746839583333,0.00489627772165404,26.0223754888889,0.168835494335317,1.64188433597222,0,349.649977860123
