"elapsed.time","valve","treatment","group","date.time.weather","date.y","time.y","temp","air.temp.K","air.flow","dfc.area","methanol","H2S","4_Methylphenol","acetic_acid","butanoic_acid","pentanoic_acid","propanoic_acid","acetladheyde","formic_acid","methanthiol","acetone","trimethylamine","dimethyl_sulfide","isopren","butanone","butandion","phenol","4_ethyl_phenol","methyl_indole"
10,14,"0-bp","No acid",2024-09-19,2024-09-18,18,17,290.15,2280,0.38465,0.0604750462994685,0,0.0198611727034142,0.236775090243852,0.0264241940704698,0.033858882917233,0.0716552148914977,0.00502007780250569,0.00999495321596998,0,0.108698443857259,0.000883507801030902,0,0,0.00401579000882692,0.00459085891073478,0.00467173966761211,0.000975501203220353,0
13,2,"0-bp","No acid",2024-09-19 01:00:00,2024-09-18,19,15.3,288.45,2280,0.38465,0.0560082705012049,0.034594604227799,0.0083157266743056,0.244269921429892,0.046726779760354,0.0215468396074742,0.0490313613782262,0.0505609219397614,0.0120961790923584,0,0.132461281412782,0.00111788913598,0.00365403167987002,0.00143298796549115,0.0238620321097904,0.0039766777899608,0.0151034296900454,0.000591744712100421,0
13,6,"0-bp","No acid",2024-09-19 01:00:00,2024-09-18,19,15.3,288.45,2280,0.38465,0,0,0.014732122413165,0.183071470770779,0.0254958071850866,0.0222116412588253,0.0501867555064217,0.0140085841143701,0,0,0.0290675976231628,0,0.00835885716763031,0,0.00871170328661698,0,0.00507547707678935,0,0
13,14,"0-bp","No acid",2024-09-19 03:00:00,2024-09-18,21,13.5,286.65,2280,0.38465,0.0676259410206621,0.00361463730662225,0.0128880487121459,0.149555206668296,0.0325222024865584,0.0262422944827625,0.0495294993999996,0.0320657335967762,0.0123795683927056,0,0.126712216822788,0.00673354927013585,0.00193071501470997,0,0.0171861610493153,0.00477703239701798,0.00298921808066662,0.00304793260503949,0
15,2,"0-bp","No acid",2024-09-19 03:00:00,2024-09-18,21,13.5,286.65,2280,0.38465,0.0484444673614621,0.00995254887043774,0.00674976904570279,0.230969509096807,0.0366353362552759,0.0304873179208264,0.0533544224653835,0.0068131585521519,0.0079612241797113,0,0.0949802361568219,0.0067080132205236,0.0018084966279358,0.00576946419292337,0.000982492194075592,0.0112994566405628,0.00637589396334324,0.000957685568014936,0
15,6,"0-bp","No acid",2024-09-19 04:00:00,2024-09-18,22,12.9,286.05,2280,0.38465,0,0.0176447791376538,0.00849969934329686,0.15385979605783,0.0428090140499466,0.0365223476457407,0.0285427747785599,0,0,0,0.0632322712684444,0.000237493983047553,0.00222610982308877,0.00332170921097809,0.0103210414987245,0.0010528211589094,0.00317999401519596,0.00214541068702186,0
15,14,"0-bp","No acid",2024-09-19 05:00:00,2024-09-18,23,11.9,285.05,2280,0.38465,0.0416995670987677,0.0250528392017605,0.0108918720811683,0.17039997600658,0.0338341763962782,0.0334457257606766,0.0634566572600401,0.00354228961049086,0.00278080583616531,0,0.0826796703733649,0,0.00304723924931965,0.00109855177562915,0.00496414528528625,0.00381307251014433,0.00462170388729582,0.00852873808200242,0
18,2,"0-bp","No acid",2024-09-19 06:00:00,2024-09-19,0,12.2,285.35,2280,0.38465,0.034895329930289,0,0.0148996498337746,0.201022069901834,0.0331909128055622,0.0418091300416973,0.0504945199524227,0.0175128748917072,0.0100206670382122,0,0.0365369347729619,0.00256194527321859,0,0.00364351068165076,0.0118641344719223,0.00393458516236172,0.00366826482416657,0,0
18,6,"0-bp","No acid",2024-09-19 07:00:00,2024-09-19,1,10.8,283.95,2280,0.38465,0,0.0122460609808502,0.00983875579913156,0.150533891227407,0.04072789945311,0.0319714048304619,0.0404337964020243,0,0,0,0.0105079881869073,0.00344974947593618,0.00253582124285074,0.00565767951982938,0.00624621911502595,0.000667664451789408,0.00449775567123177,0,0.00256821342097107
18,14,"0-bp","No acid",2024-09-19 08:00:00,2024-09-19,2,10.2,283.35,2280,0.38465,0.0549183401695748,0.00282148641499798,0.00345123523753226,0.172982983500185,0.0199189953705939,0.0249017960878617,0.053918279064299,0,0.0110025275511922,0,0.0296090587057924,0,0.0026183921454959,0.00336315702652473,0.0187648328876643,0.00508333951912137,0.00700946909825934,0.00156962858556767,0.00237063504948416
20,2,"0-bp","No acid",2024-09-19 09:00:00,2024-09-19,3,9.5,282.65,2280,0.38465,0.0601719966051264,0,0.00922074083211246,0.207516342987856,0.0314541694486974,0.0258742579050067,0.0752046633114649,0.0244378463339706,0.00441877514903821,0,0.0267320316474827,0.00452071646065143,0.0117792578667794,0.0038453856803044,0.00393436804318508,0.00381687565729813,0.00608172813513379,0.00674897357115775,0
20,6,"0-bp","No acid",2024-09-19 09:00:00,2024-09-19,3,9.5,282.65,2280,0.38465,0,0.0141052019925285,0.00784462919526526,0.122343577973722,0.0364747809862617,0.0276171280700974,0.033673357288257,0.00270292344420449,0,0,0.0205838550276929,0.00647498976221067,0.0105799493336773,0,0.0108727289854694,0.00554230320336231,0.00228515245993228,0.00289757528407018,0
20,14,"0-bp","No acid",2024-09-19 10:00:00,2024-09-19,4,9.7,282.85,2280,0.38465,0.0771960737677788,0.0231415078695741,0.0090121531823703,0.316583728381387,0.0606232170197521,0.0347660663874662,0.0947363531432819,0.0265233310095021,0.014672698222159,0,0.0328650306351196,0,0.00762113797891362,0.006989271436003,0,0.0132166018811413,0.0092691606651516,0,0
23,2,"0-bp","No acid",2024-09-19 11:00:00,2024-09-19,5,10,283.15,2280,0.38465,0.0323271281199099,0.0334537208047402,0.0158199529037971,0.545013686745515,0.133126296343992,0.058435339466309,0.109245200857161,0.0530503445091253,0.022555525857566,0.00136154239167601,0.0870365679205144,0.00509027379528765,0.014992910773923,0.00347332133766245,0.0232675508223351,0.0199954406030707,0.00921785532600982,0.00101952990629255,0
23,6,"0-bp","No acid",2024-09-19 12:00:00,2024-09-19,6,10.2,283.35,2280,0.38465,0,0.0152947372561547,0.0215580172026172,0.517412932341887,0.159953213017398,0.0766113468869019,0.117855457232384,0,0.0119837843406699,0.00130325093904833,0.0176107214584487,0.0182652137258209,0.00504201969671698,0,0.0119699377488126,0.00542591849839246,0.0103030863126299,0.000894897078970438,0
23,14,"0-bp","No acid",2024-09-19 13:00:00,2024-09-19,7,11.1,284.25,2280,0.38465,0.0843625392589402,0,0.0204967754131966,0.5898052713976,0.158904520709151,0.0893927868303782,0.184929205646085,0.0901114793756619,0.0249659624499586,0,0.147486582114562,0.020999561619989,0.0190659660507893,0.00585115932210462,0.024507457363818,0.0259590632053585,0.0152620985933049,0.0046509322143418,0
25,2,"0-bp","No acid",2024-09-19 14:00:00,2024-09-19,8,12.9,286.05,2280,0.38465,0.0664028477770267,0,0.0178317094031693,0.82358408842808,0.194193881338404,0.0959794108010272,0.192223509893438,0.0737090524928143,0.0145027015679918,0,0.116181737874971,0.0077052262871437,0.00593964680321058,0.00715294399751267,0.00947889743347921,0.00887299778827085,0.00675081464367731,0.00209144970425221,0
25,6,"0-bp","No acid",2024-09-19 14:00:00,2024-09-19,8,12.9,286.05,2280,0.38465,0,0.0401424260969967,0.0122506222884606,0.767064208731283,0.228181048278951,0.127142812141406,0.159793635915002,0,0,0,0.0410477234710366,0.000106150727748845,0.0079707086187628,0.00439127900706228,0.0261096750173523,0,0.0100496607700936,0.000922503908899736,0
25,14,"0-bp","No acid",2024-09-19 15:00:00,2024-09-19,9,14.6,287.75,2280,0.38465,0.119493069618092,0,0.0130237651473033,0.6703857974349,0.139853358843772,0.104190815251317,0.18973833573338,0.0520861424897992,0.0159829587289117,0.000159914457873291,0.104138118973589,0.0114734845478145,0.00873945082863386,0.0147468629598552,0.0209619646513315,0.00203015170212109,0.00999214104542067,0,0
28,2,"0-bp","No acid",2024-09-19 16:00:00,2024-09-19,10,16.7,289.85,2280,0.38465,0.0672099441026608,0.0303552804493926,0.0163406980226151,1.00279277366843,0.203294417042868,0.114029516166685,0.237230337513222,0.0827623828457782,0.0160729330818576,0,0.118325678439671,0.00244604731889364,0.00750199850717323,0.0107930032832797,0.0237276731811957,0.0243403915209903,0.00454225351035899,0.00229629006234098,0
28,6,"0-bp","No acid",2024-09-19 17:00:00,2024-09-19,11,18.7,291.85,2280,0.38465,0,0.00606415000888112,0.00675356148462593,0.642384260026345,0.196585823029929,0.100350506544986,0.156138201048746,0.00489555362802387,0.00611179266192927,0,0.0115294953614392,0.00811958148240921,0.00316514387492815,0,0,0,0.000790766799124395,0.00622580161048833,0
28,14,"0-bp","No acid",2024-09-19 18:00:00,2024-09-19,12,19.8,292.95,2280,0.38465,0.0867218259395887,0,0.0113485293368005,0.567842609225432,0.121528511733802,0.0783828691158308,0.177308887066687,0.0511169787813466,0.00657079703670202,0,0.0534019011638632,0,0.00573241277702902,0.00750101144719724,0.0146971649815047,0.00334052797326935,0,0.00104259365399044,0.000830022310358415
30,2,"0-bp","No acid",2024-09-19 19:00:00,2024-09-19,13,20.5,293.65,2280,0.38465,0.0580677009560067,0.00597266630697864,0.0141466148781037,0.724942197472614,0.161046143724713,0.116243152660122,0.212336949374702,0.0351311462427367,0.0146631995637266,0,0.0732182623687215,0,0.00485378550851337,0.00546246514310718,0.0183797415515888,0.0227093947610589,0.011207232579912,0,0
30,6,"0-bp","No acid",2024-09-19 19:00:00,2024-09-19,13,20.5,293.65,2280,0.38465,0,0,0.00460592353738886,0.407743580541095,0.126975861588337,0.0829281807471105,0.0920935799964451,0,0,0,0,0.00150806683332119,0.00350766094738028,0,0.0095895937285433,0.00265985914307758,0.00445797963540914,0.000116844674406007,0
30,14,"0-bp","No acid",2024-09-19 20:00:00,2024-09-19,14,21,294.15,2280,0.38465,0.0294407591347813,0,0.00494430136898284,0.31814706999951,0.0677495259335551,0.0450589191128767,0.0941760716603565,0.0116483443659915,0,0,0.0244173434931786,0,0.00177202119227533,0,0.00553873394058985,0,0.00293153989729124,0.00150568588356707,0.0000402377177338206
33,2,"0-bp","No acid",2024-09-19 21:00:00,2024-09-19,15,21.1,294.25,2280,0.38465,0.0550438905775164,0,0.0123402160569382,0.374147053156924,0.0891005586889235,0.0437361469436842,0.112892115509871,0.0120709842066559,0.000500519581128767,0,0.0612369731843929,0,0.00212520395052088,0.00122025009598605,0.0075625152010886,0.00357912215264,0.00712322271693449,0.00169385953728767,0
33,6,"0-bp","No acid",2024-09-19 22:00:00,2024-09-19,16,20.5,293.65,2280,0.38465,0,0,0.0110459789695608,0.23935841325569,0.093469931307057,0.0554941909375352,0.0821560979619987,0,0,0,0.0149323688619666,0.00156542005954544,0.00187643658282652,0.00032211501741872,0.0101574803387425,0,0.00337867180010652,0.0029994301462412,0
33,14,"0-bp","No acid",2024-09-19 23:00:00,2024-09-19,17,18.9,292.05,2280,0.38465,0.0527727324215363,0,0.0072645178892765,0.210387610282722,0.042831798431907,0.0445635110421351,0.0685735788294952,0.0457576722194281,0.0113927408588227,0.000242078723573456,0.146964110782052,0,0.00171890872939542,0.000598494778760816,0.0161148345702401,0.0300748548772497,0.00433213158326667,0,0
35,2,"0-bp","No acid",2024-09-20,2024-09-19,18,16.6,289.75,2280,0.38465,0.0477639350102549,0,0.00652947148193173,0.335993751887197,0.0619196041044754,0.0370100510544101,0.0938494768010448,0.0121813234385258,0.0104733008109847,0,0.0716416801104338,0,0.00441656923086072,0.00153943369579946,0.00989625924678024,0.0114014243911978,0.00297521976689979,0,0
35,6,"0-bp","No acid",2024-09-20,2024-09-19,18,16.6,289.75,2280,0.38465,0,0,0.00506938076600724,0.183035994824876,0.0492923712042642,0.0391876744537829,0.0453315349214253,0,0,0,0.031852091651221,0.003678358236823,0,0,0.00683944837184876,0.00378040815454558,0.000500766017707358,0.00218934076792363,0.00364912572842833
35,14,"0-bp","No acid",2024-09-20 01:00:00,2024-09-19,19,14.5,287.65,2280,0.38465,0.0503667664896963,0,0.0128500662799535,0.203226712092039,0.023570484507967,0.0363379559532511,0.0654885299201269,0.0020491692468488,0.00592584936794643,0,0.111531699749398,0,0.0000510455518799664,0.00697854558054591,0.0103935026942954,0.00853845505571689,0.00499291485922882,0.00234024704473769,0.0037570364439643
38,2,"0-bp","No acid",2024-09-20 02:00:00,2024-09-19,20,13.6,286.75,2280,0.38465,0.0485561497757347,0.0141559228025582,0.00824567208970771,0.252515974006342,0.0597271304224034,0.0441790818974598,0.0692409053624545,0.0317779924384078,0.0207315635953229,0,0.0606552736403937,0.000701910728982012,0.0051238984595187,0,0.0124758485725024,0.0190660962054708,0.00329392734635951,0,0
38,6,"0-bp","No acid",2024-09-20 03:00:00,2024-09-19,21,12.9,286.05,2280,0.38465,0,0.0154822028002914,0.00532970618437074,0.163163160337694,0.0814731353002045,0.0342408699910489,0.0338964362745718,0.00399834777618849,0,0,0.0332718035066099,0.00672374424075875,0.00906023658060688,0.000733896438183303,0.00431885133072846,0.0102634365070961,0.00292890437180788,0.00209449638760377,0
38,14,"0-bp","No acid",2024-09-20 04:00:00,2024-09-19,22,12.5,285.65,2280,0.38465,0.0569389257491855,0,0.00738933696287045,0.14355057490621,0.0314331890311513,0.0346470633702668,0.0603218763927042,0.0322442624073209,0.0122162253020971,0,0.0956679580827075,0.00419256007676061,0.00179816761980789,0,0.01336584013526,0.0137663877254575,0.00355956932338928,0.00339285430512749,0.00389481438007821
41,2,"0-bp","No acid",2024-09-20 05:00:00,2024-09-19,23,12.5,285.65,2280,0.38465,0.0575820977206864,0.045587696003064,0.0000709398883376879,0.228233394626867,0.0638061369245909,0.0408216912106642,0.0579310752593941,0.0302712102822208,0.00335128378325846,0,0.157205391429294,0.00112369646107068,0,0.00573695843719854,0.0110384694370245,0.0240873272556344,0.00261817383793923,0.00247788765634771,0
41,6,"0-bp","No acid",2024-09-20 05:00:00,2024-09-19,23,12.5,285.65,2280,0.38465,0,0.0108563811830801,0.00395915543947119,0.126296778975938,0.0488322778960798,0.021783099439215,0.0338084417140133,0.000176135111562891,0,0,0.0753519243691348,0.00266464051151668,0,0.000424951511658185,0.0123168784858293,0.0186515765194223,0,0.000924128392057302,0
41,14,"0-bp","No acid",2024-09-20 06:00:00,2024-09-20,0,12.4,285.55,2280,0.38465,0.0434989826272336,0,0.00471323701903088,0.16757404147898,0.0470622935689159,0.0303917344130932,0.0548750357645591,0.0300043672100964,0,0.000223899464163199,0.126658695902522,0.00232194312271254,0,0.00221946884511857,0.00766323559209257,0.0154602084854058,0.00388970550906744,0.00219027424647581,0
43,2,"0-bp","No acid",2024-09-20 07:00:00,2024-09-20,1,12,285.15,2280,0.38465,0.0613782111571124,0,0,0.244628374877417,0.0523290456593808,0.0421409157313069,0.0617621173972292,0.0327183891959788,0.0089697615924655,0.000712264107335226,0.107095542145777,0.00269475480175174,0.00508396068568605,0.00263806390047957,0.0227866554060617,0.0222225067084001,0.00720473681002684,0.00460875842389878,0
43,6,"0-bp","No acid",2024-09-20 08:00:00,2024-09-20,2,11.3,284.45,2280,0.38465,0,0,0.00911991598502533,0.130144415849668,0.068222212452896,0.0292974250801887,0.0232553407579892,0,0,0,0.0625934762047375,0.00644645700469431,0.0013163855258916,0.0037917686323457,0.0123016571537125,0.013038491009909,0.000623572615624957,0,0
43,14,"0-bp","No acid",2024-09-20 09:00:00,2024-09-20,3,11.3,284.45,2280,0.38465,0.0438840177284829,0.00634069514519105,0.00270824111258815,0.177652012038694,0.0381631160424586,0.0248532353668884,0.0542819593337968,0.0186462545154338,0.00428480153089248,0,0.0950252184698114,0,0.00602210794300792,0,0.0180387480023291,0.0075267415377507,0.00309568935820288,0,0
46,2,"0-bp","No acid",2024-09-20 10:00:00,2024-09-20,4,11.7,284.85,2280,0.38465,0.0400049521884278,0,0.00135734777635114,0.204896007091931,0.0395226491087788,0.0217814357800878,0.0563438090789482,0.0187380315735734,0.0107876201584858,0,0.0595661629065635,0,0,0.00360709553820329,0.0121117910078489,0.00932254811458447,0.00208028603422803,0.00152674402672807,0
46,6,"0-bp","No acid",2024-09-20 10:00:00,2024-09-20,4,11.7,284.85,2280,0.38465,0,0.00584941040524629,0,0.129863586785546,0.059766084460393,0.0311954458665617,0.0345403548335239,0.00245479003283515,0.0050338502403455,0,0.0557468695784042,0.00339069661308243,0.00478415759474132,0,0.00722825778452472,0.0118927340542118,0.0017662018462106,0.00165733707490068,0.00113286672537864
46,14,"0-bp","No acid",2024-09-20 11:00:00,2024-09-20,5,12.2,285.35,2280,0.38465,0.0546715641316847,0.0141521046826179,0,0.207098330054041,0.0479910091470321,0.0243226519502569,0.0816552894058813,0.044378434652834,0.00309559581573929,0.000108040689991257,0.108272625527493,0.000860032550902179,0.00252402140872492,0.00236245377986291,0.0109105157755059,0.0149933686442661,0.00444789532448832,0.00273404887568288,0.000973751793761347
48,2,"0-bp","No acid",2024-09-20 12:00:00,2024-09-20,6,12.4,285.55,2280,0.38465,0,0.00884657127066246,0.00379429994602283,0.269055075287536,0.0411971491901055,0.0434603009840063,0.0624137735059951,0.0114723246683962,0.00572554382205542,0,0.0855821626204129,0.00485440662757279,0,0.00167838010769915,0.0306884379605461,0.0164806370761071,0.00382655966653645,0.00116865558816394,0.0111688442051865
48,6,"0-bp","No acid",2024-09-20 13:00:00,2024-09-20,7,12.6,285.75,2280,0.38465,0,0.0092637456624191,0.00470645656946557,0.216808179013199,0.0793990262212802,0.0438106701581261,0.0363297388240108,0.00199590956761585,0,0.00057739793732536,0.0459960775566829,0.00237772317704304,0.00354755794457192,0,0.00908116523902294,0.011896412864409,0.00400749884771388,0,0.00377645424111563
48,14,"0-bp","No acid",2024-09-20 14:00:00,2024-09-20,8,12.9,286.05,2280,0.38465,0.0407525882706376,0.0171326268687615,0.00905841003645819,0.32824884818248,0.0784588474132,0.0491988556614725,0.0869838362313149,0.0313284754556381,0.0139818196147167,0.000539433929972607,0.0857068665690986,0.00590301867743693,0.00797344792148418,0.000226225881679706,0.0301457248800774,0.0179085075182438,0,0.00226008129608153,0
51,2,"0-bp","No acid",2024-09-20 15:00:00,2024-09-20,9,13.2,286.35,2280,0.38465,0.0593175161846715,0.00792597116927778,0.00818927004888843,0.503742246244829,0.0639081162645112,0.0478449161413404,0.0947923920837849,0.0516088802454273,0.00409114808611717,0,0.0878240903161344,0,0,0.0110084285594338,0.0175843781512306,0.0268678273652571,0.00398808545987856,0.000972998557253152,0
51,6,"0-bp","No acid",2024-09-20 15:00:00,2024-09-20,9,13.2,286.35,2280,0.38465,0,0,0.0062535015390171,0.269496342864562,0.0828193325216228,0.0377335635535,0.055741310612208,0,0.00661913597582051,0.000223247684047165,0.0224340412784601,0.00984825753991231,0,0.00389407967997857,0.0165083712475726,0.0095962168525534,0,0,0
51,14,"0-bp","No acid",2024-09-20 17:00:00,2024-09-20,11,14.1,287.25,2280,0.38465,0.0984555257494753,0.0160120204252037,0,0.355387114755642,0.0598187360038628,0.0516081752930216,0.0793200316605084,0.0435608356388292,0.0129345702258373,0,0.101005223951344,0,0.00142990699140536,0.00789984461053188,0.022828645166367,0.0225631961467687,0.00534813024236385,0,0
53,2,"0-bp","No acid",2024-09-20 17:00:00,2024-09-20,11,14.1,287.25,2280,0.38465,0.054391319945052,0.00969570907446148,0.00690558808658963,0.496553908217849,0.0848012119367666,0.0511074252026436,0.129331103917472,0.0428502604051726,0.0124063705640108,0,0.0882023404886707,0,0.000253331348978471,0.00550081465825946,0.0141513318122602,0.0232499188804931,0.00225955409230446,0.0000766671718599045,0.000907510886124012
53,6,"0-bp","No acid",2024-09-20 18:00:00,2024-09-20,12,15.3,288.45,2280,0.38465,0,0.00286250431606878,0,0.214106199576136,0.0544202659512826,0.0417824794986033,0.0372652311790912,0.0156491874877045,0,0.0000837766806940849,0.0227150440694387,0,0.00248303293513872,0.00142381412628482,0.0121872610000864,0.00927037390575782,0,0,0.00102120418093444
53,14,"0-bp","No acid",2024-09-20 19:00:00,2024-09-20,13,17.1,290.25,2280,0.38465,0.036443311429611,0.00146444988885067,0,0.226480464945464,0.00449260059523776,0.0141689126093069,0.0459498109107681,0.0455986081705113,0.00747061715646059,0,0.0309579836721667,0,0,0.000473994452245564,0.0235934865177678,0.019791885730018,0.000224575100687374,0.00445114683225939,0.000923959959857049
56,2,"0-bp","No acid",2024-09-20 20:00:00,2024-09-20,14,18.8,291.95,2280,0.38465,0.0300892623967606,0.0240709374270746,0,0.232128089878536,0.0273432143492074,0.0289715170107078,0.0535887873485819,0.0203464612759268,0.00970861268206462,0,0.0463732183839255,0,0.00154339977078081,0.00537332438720312,0.015521214144532,0.0175487146843518,0.00387753152560136,0.000289337645320955,0
56,6,"0-bp","No acid",2024-09-20 21:00:00,2024-09-20,15,19.5,292.65,2280,0.38465,0,0.000961383673096361,0,0.0367289100874275,0.0187788432930476,0.00974718429898995,0.0131733790196928,0.0051202787644237,0,0.000425922516260244,0,0,0,0,0.0109152067305059,0.0224446886150265,0,0.0016493178379491,0
56,14,"0-bp","No acid",2024-09-20 22:00:00,2024-09-20,16,19.5,292.65,2280,0.38465,0.0314080606422284,0,0.00814717472410617,0.057117991140335,0.00868150561712361,0.0172404746506466,0.0165247446091969,0.013379601447976,0,0,0.0250511040002581,0,0.00232288861853528,0,0.000385672060516165,0.022292473257137,0.000439844511130672,0.00172980165815153,0
58,2,"0-bp","No acid",2024-09-20 23:00:00,2024-09-20,17,18.8,291.95,2280,0.38465,0.047820974026661,0,0.0107759723129904,0.174585720936319,0.029567451477721,0.0157968484415684,0.0573695578125373,0.0210779610712697,0.0061217094555138,0,0.102203699754257,0,0.00822381682765867,0.0032951670324136,0.00412287734253745,0.0110931040207783,0.00591666171314863,0,0
58,6,"0-bp","No acid",2024-09-20 23:00:00,2024-09-20,17,18.8,291.95,2280,0.38465,0,0,0.00427766421728297,0.0285601157203752,0.023103925676342,0.0130238808053335,0.0299176505581918,0.0101592637151703,0,0,0.0262552762984458,0,0.00367737146884256,0,0.00307497531867646,0.0142148549929503,0,0,0
58,14,"0-bp","No acid",2024-09-21,2024-09-20,18,16.8,289.95,2280,0.38465,0.0515908826922905,0,0.00665137410269024,0.103101922203464,0.0234669022452329,0.00998296031847275,0.0325719107190783,0.0154350471209679,0,0.000243461347608567,0.0345600425270287,0,0,0.00470976196338868,0.0133347924565125,0.0151541159517024,0.00374860974064674,0,0
