RoundedTime,FRAC_DAYS_SINCE_JAN1,FRAC_HRS_SINCE_JAN1,JULIAN_DAYS,EPOCH_TIME,ALARM_STATUS,INST_STATUS,CavityPressure,CavityTemp,DasTemp,EtalonTemp,WarmBoxTemp,species,MPVPosition,OutletValve,solenoid_valves,N2O,N2O_30s,N2O_1min,N2O_5min,N2O_dry,N2O_dry30s,N2O_dry1min,N2O_dry5min,CO2,CO2_dry,CH4,CH4_dry,H2O,NH3,NH3_dry,ChemDetect,peak_1a,peak_41,peak_4,peak15,ch4_splinemax,nh3_conc_ave,adjusted_minutes,rounded_minutes,NH3_ug
17/09/2024 11:30,260.5007166,6252.017198,261.5007166,1726574462,0,963,140.0050925,44.82862877,39.73901887,45.00761822,45.01194247,37.22751323,0,39754.02974,0,0.317259308,0.317248734,0.317202443,0.315223447,0.325448016,0.325434803,0.32539036,0.323385582,405.9724602,416.25586,1.897030446,1.932161836,1.436700214,4.602614146,4.669702802,0,0.649912877,54.57122388,1.692123189,83.80344546,413.6169566,4.239567384,57.11640212,60,3.252765075
17/09/2024 12:00,260.5131272,6252.315052,261.5131272,1726575534,0,963,140.000434,44.98626193,40.93082142,45.03474982,45.0057526,37.28571429,0,40134.95556,0,0.319866915,0.319944782,0.319960178,0.320116165,0.327857216,0.327940081,0.327958188,0.328140421,404.4219816,414.3361167,1.871809279,1.905374095,1.391403446,4.544593067,4.608769305,0,0.655634133,54.79786447,1.637087132,81.72851108,407.9375705,4.216622736,14.98576512,14.97712252,3.210320756
17/09/2024 12:30,260.5339679,6252.815228,261.5339679,1726577335,0,963,139.9996576,45.00116947,41.83917128,45.0306544,45.00248346,37.28571429,0,40165.36063,0,0.320572182,0.32054701,0.320538484,0.320374047,0.328663702,0.328638848,0.328631388,0.328465224,400.6950534,410.6189143,1.842622682,1.875989708,1.405569374,3.992479823,4.049394357,0,0.657598,54.29247029,1.65515324,82.51093927,401.6235396,3.67337751,44.99745806,45,2.820678123
17/09/2024 13:00,260.5548104,6253.315449,261.5548104,1726579136,0,963,139.999882,45.00241212,42.99390545,45.03294758,45.00512054,37.29065041,0,40183.88396,0,0.321043594,0.321017402,0.320989304,0.320853205,0.32898495,0.328957571,0.328928044,0.328784399,400.5643867,410.2863011,1.837068078,1.86967287,1.37805065,4.616430001,4.68095709,0,0.657910657,54.27476435,1.615704014,80.97256244,400.3560986,4.288231004,15.01117886,15.00762195,3.26060445
17/09/2024 13:30,260.575634,6253.815215,261.575634,1726580935,0,963,140.0010235,45.00100006,43.64609324,45.0302148,45.00256248,37.28571429,0,40225.58071,0,0.321223926,0.321226659,0.321215008,0.321392561,0.329175204,0.329180255,0.329169853,0.329354304,400.0456247,409.7614801,1.836598629,1.869216622,1.378957236,4.931969241,5.000935671,0,0.658306568,54.20447287,1.618254882,81.02583262,400.2322867,4.596877818,44.99644128,44.99237417,3.483491258
17/09/2024 14:00,260.5964641,6254.315138,261.5964641,1726582734,0,963,140.0002009,45.00060758,44.50142334,45.03005902,45.00242766,37.28571429,0,40243.14445,0,0.320935307,0.320913637,0.320922905,0.32078097,0.328781785,0.328757338,0.328765389,0.328611916,399.7599498,409.3486155,1.838284812,1.870530903,1.362283998,5.105804633,5.176337091,0,0.657188055,54.16598892,1.594331609,80.08630289,400.5971384,4.771201231,14.99288256,14.99237417,3.605670257
17/09/2024 14:30,260.617304,6254.815297,261.617304,1726584535,0,963,140.0002969,44.99998416,44.52138036,45.02646712,44.99891162,37.28207739,0,40213.74568,0,0.321025206,0.321042703,0.321018661,0.3209814,0.328697888,0.328717815,0.328695689,0.328681352,400.0422373,409.4212252,1.836531643,1.868027929,1.332282443,5.18368119,5.253691057,0,0.657237179,54.20384587,1.563234034,78.41426279,400.2067379,4.855287657,45.00152749,45.00763747,3.659552547
17/09/2024 15:00,260.638131,6255.315144,261.638131,1726586335,0,963,139.9993738,44.99849872,44.12489598,45.02516906,44.99731039,37.28077314,0,40162.53372,0,0.320962569,0.320990491,0.321059802,0.321161275,0.328662376,0.328689796,0.328758547,0.328862233,398.2589536,407.6306783,1.838012888,1.869648849,1.337098167,4.939310339,5.006271387,0,0.657071331,53.96261921,1.5687538,78.6746903,400.5229908,4.613356526,14.99186165,14.98474059,3.487207947
17/09/2024 15:30,260.6589638,6255.815131,261.6589638,1726588134,0,963,139.9990855,44.99875471,43.29941143,45.02519989,44.99736743,37.28571429,0,40144.36909,0,0.321365192,0.321367871,0.321364858,0.321448874,0.328968351,0.328973147,0.328973859,0.329077145,398.3089225,407.5521343,1.838080113,1.869283913,1.319010079,4.50307546,4.563313227,0,0.657474995,53.96891612,1.546755641,77.66389857,400.5617925,4.193392097,44.99186579,44.99237417,3.178657511
17/09/2024 16:00,260.6798014,6256.315234,261.6798014,1726589935,0,963,140.0001138,44.99894807,42.29320907,45.02453354,44.9965138,37.28571429,0,40103.94473,0,0.322089408,0.322091002,0.322086774,0.321951141,0.329631597,0.329634822,0.329630842,0.329493543,398.2290639,407.3751942,1.835809002,1.866655806,1.305721003,4.090844391,4.144968941,0,0.658705478,53.95818485,1.528948883,76.92099603,400.0934057,3.791086138,14.99847483,14.99237417,2.887252311
