RoundedTime,Cycle number,m_z_33_methanol,m/z_35_H2S,m_z_109_4-Methylphenol,m_z_61+43_acetic_acid,m_z_71+89_butanoic_acid,m_z_85+103_pentanoic_acid,m_z_57+75_propanoic_acid,m_z_45.00_acetaldheyde,m_z_47.00_formic_acid,m_z_49.00_methanthiol,m_z_59.00_acetone,m_z_60.00_trimethylamine,m_z_63.00_dimethyl_sulfide,m_z_69.00_isopren,m_z_73.00_2_butanone,m_z_79.00_benzen,m_z_87.00_2_3_butandion,m_z_95.00_phenol,m_z_123.00_4_ethyl_phenol,m_z_132.00_3_methyl_indole,m_z_33_methanol_ug,m_z_35_H2S_ug,m_z_109_4-Methylphenol_ug,m_z_61+43_acetic_acid_ug,m_z_71+89_butanoic_acid_ug,m_z_85+103_pentanoic_acid_ug,m_z_45.00_acetladheyde_ug,m_z_47.00_formic_acid_ug,m_z_49.00_methanthiol_ug,m_z_59.00_acetone_ug,m_z_63.00_dimethyl_sulfide_ug,m_z_73.00_2_butanone_ug,m_z_87.00_2_3_butandion_ug,m_z_95.00_phenol_ug,m_z_109.00_4_methyl_phenol_ug,m_z_123.00_4_ethyl_phenol_ug,m_z_132.00_3_methyl_indole_ug,m_z_57+75_propanoic_acid_ug,m_z_60.00_trimethylamine_ug,m_z_69.00_isoprene_ug
20/09/2024 12.00,9587.5,25.79729514,5.203682982,0.092265676,4.792933505,0.598538126,0.322081388,0.924253091,6.153692945,2.140830296,0.107540979,9.536077754,0.306217718,0.217023975,0.210419329,0.883776209,0.174734566,0.327303171,0.124856459,0.118989311,0.155339392,33.79114374,7.233623737,0.40777293,11.76599508,2.180199612,1.344556226,11.14012757,4.028239698,0.211139404,22.63782572,0.550498045,2.641032194,1.151748805,0.480237111,0.40777293,0.594089101,0.832759901,2.798735517,0.739854513,0.585756982
20/09/2024 12.30,9655.5,26.25079768,4.30948442,0.095011808,6.640896136,0.803489581,0.392305793,1.119206445,6.401713713,3.00074483,0.105999494,10.18606654,0.350147516,0.224590241,0.229378856,1.016632342,0.182204475,0.437809961,0.133211512,0.121897077,0.188990395,34.38517383,5.990601062,0.419909602,16.30249014,2.926743671,1.637713993,11.58912348,5.64627634,0.208112948,24.18084301,0.569690461,3.038052754,1.540611713,0.512373263,0.419909602,0.60860698,1.013159769,3.389074766,0.845993567,0.638535761
20/09/2024 13.00,9724,26.95342132,5.039576459,0.102682869,7.496295513,0.862910791,0.428982252,1.172899843,7.176828589,4.243476151,0.122037026,10.05595307,0.370317134,0.225649794,0.262288612,1.094927993,0.175390157,0.436884386,0.13630101,0.139740289,0.20643746,35.30552057,7.005499765,0.453812252,18.40237842,3.143187861,1.790822999,12.99232619,7.984630601,0.239600059,23.87196486,0.5723781,3.272027524,1.537354702,0.524256445,0.453812252,0.69769446,1.106691849,3.551664018,0.894725505,0.730148636
20/09/2024 13.30,9792.5,27.35770344,4.651960449,0.114536494,10.00560787,1.523063262,0.686168852,1.834143787,7.98027582,4.754803814,0.128893781,10.90699093,0.433505501,0.235090653,0.298447913,1.225823072,0.201670745,0.606548418,0.167344538,0.138121237,0.147574338,35.83507823,6.466675939,0.506199962,24.56239644,5.547820243,2.864470395,14.44681941,8.946757489,0.253062196,25.89225531,0.596325566,3.663187768,2.134386335,0.643659592,0.506199962,0.689610865,0.791132175,5.553980191,1.047395306,0.830807464
20/09/2024 14.00,9860.5,27.44240515,5.202556429,0.123030078,10.27478807,1.622020764,0.714735308,1.937328953,8.698337492,3.933490596,0.124590371,11.584578,0.52599986,0.213446451,0.314799374,1.263954233,0.181514773,0.597317692,0.166354881,0.137330375,0.166098252,35.9460266,7.23205772,0.543737795,25.22319696,5.908276991,2.983723505,15.74673779,7.401354046,0.244613141,27.50078855,0.541423379,3.777137004,2.101904283,0.639853061,0.543737795,0.685662257,0.890437141,5.866435723,1.270871496,0.876326012
20/09/2024 14.30,9928.5,27.81752109,4.812632962,0.125899002,12.30374665,1.992705674,0.872537965,2.308972735,9.366536966,4.031664703,0.126734862,12.10517107,0.558207285,0.219660478,0.355493502,1.365115288,0.18216759,0.65326824,0.173245528,0.161143363,0.167611916,36.4373803,6.690026306,0.556417153,30.20401229,7.258511943,3.642484152,16.95638986,7.586080896,0.248823505,28.73663156,0.557185739,4.079441591,2.298788953,0.666356648,0.556417153,0.804555595,0.898551749,6.991812162,1.348688053,0.989608713
20/09/2024 15.00,9997,27.09742972,4.588222488,0.117490665,10.3606129,1.545462007,0.720837061,1.885545219,8.950095278,3.91682616,0.112061003,11.85068346,0.532571075,0.210702578,0.399310579,1.290538377,0.20897006,0.622844415,0.180558307,0.147981443,0.147700216,35.49415309,6.378073995,0.519256074,25.43388516,5.629408589,3.009195792,16.20249889,7.369997827,0.220013744,28.13249994,0.534463333,3.856579717,2.191730401,0.694483891,0.519256074,0.738840844,0.791806996,5.709629133,1.28674825,1.111584953
20/09/2024 15.30,10065.5,27.28832382,4.316025625,0.130528353,9.813949443,1.536568306,0.687078328,1.824614018,8.295356728,3.543990362,0.099265589,12.0239947,0.522491102,0.190835906,0.383765821,1.277144134,0.193637587,0.638633765,0.157304137,0.161014599,0.160351475,35.74419983,5.999693971,0.576876811,24.09190127,5.597012917,2.86826708,15.01721535,6.668460688,0.194892009,28.54392587,0.484069988,3.816553038,2.247291626,0.605041061,0.576876811,0.803912704,0.859629207,5.52512305,1.262393965,1.068312074
20/09/2024 16.00,10133.5,26.56341809,4.618439275,0.126294771,7.663103399,1.161907878,0.52136802,1.409385365,7.659920297,3.225971071,0.111028763,11.75826005,0.503220552,0.185248622,0.389300389,1.169350037,0.195842981,0.555663877,0.166533039,0.149740546,0.177315581,34.79466642,6.420078257,0.558166275,18.81186892,4.232296982,2.176495265,13.86687474,6.070067655,0.217987107,27.91309473,0.469897413,3.494426601,1.955328463,0.640538312,0.558166275,0.747623681,0.950572187,4.267767038,1.215834271,1.083718983
20/09/2024 16.30,10201.5,26.93037958,4.054631127,0.119869348,7.56778098,1.091497297,0.51817127,1.372319965,7.794733365,3.167611271,0.105203458,11.75322521,0.491408593,0.182688523,0.37863924,1.167277412,0.173984815,0.58916951,0.161216541,0.146721764,0.159612146,35.27533885,5.636330282,0.529768785,18.57786545,3.975823561,2.163150163,14.11092897,5.9602564,0.206550059,27.90114246,0.463403525,3.488232873,2.073231604,0.620089392,0.529768785,0.732551526,0.855665734,4.155529113,1.187295323,1.0540409
20/09/2024 17.00,10270,27.11980296,4.045073773,0.107786698,8.693669947,1.413322054,0.616531667,1.598752716,7.614533809,3.030347862,0.101435227,12.03383882,0.474136146,0.186687512,0.361807836,1.207589533,0.195629709,0.605872004,0.171831788,0.147126021,0.15797607,35.52345915,5.623044634,0.476368889,21.3417686,5.148083403,2.573764029,13.78471086,5.701978144,0.199151743,28.56729495,0.473547269,3.608699581,2.132006099,0.660918963,0.476368889,0.734569899,0.846894885,4.841191285,1.145563258,1.007186304
20/09/2024 17.30,10338.5,27.25057113,4.582231333,0.106014167,8.709988291,1.431236273,0.654942493,1.657920073,7.486264255,2.892765977,0.104363798,12.28275802,0.465783257,0.195088202,0.34024861,1.345840243,0.195841537,0.673649853,0.16805958,0.146197549,0.172317406,35.69474866,6.369745709,0.468535098,21.3818279,5.213336677,2.734113297,13.55250246,5.443100637,0.20490152,29.15820765,0.494856267,4.021841021,2.370509917,0.646409868,0.468535098,0.729934226,0.923777444,5.020356261,1.125381791,0.947170585
20/09/2024 18.00,10406.5,27.16707054,4.859750935,0.099044818,7.127798626,1.182991548,0.544574874,1.408932789,6.982819371,2.695287119,0.103236425,12.31718241,0.475004828,0.180771762,0.363633145,1.330958189,0.174289696,0.62402591,0.149458357,0.139968098,0.15632494,35.58537362,6.755524855,0.4377337,17.49776905,4.309095114,2.273374259,12.64110824,5.07151949,0.202688106,29.23992818,0.458541511,3.977368241,2.195887968,0.574863726,0.4377337,0.698831863,0.83804333,4.266396592,1.147662087,1.012267528
20/09/2024 18.30,10474.5,27.72421386,4.3682244,0.110328716,6.330616786,1.018914959,0.483608358,1.240299174,6.981549928,2.512207617,0.097568726,12.17697403,0.436289378,0.19161246,0.371344209,1.397777648,0.199484224,0.731342861,0.139272755,0.126257778,0.168247171,36.31515981,6.072255328,0.487603468,15.54079685,3.711439425,2.018864339,12.63881014,4.727032531,0.191560491,28.9070856,0.486039778,4.177048138,2.573526137,0.535686705,0.487603468,0.63037906,0.901957295,3.755756278,1.054121449,1.033733281
20/09/2024 19.00,10543,26.95878249,4.470874468,0.112915547,5.365510254,0.760815098,0.361808266,1.061391141,6.623939156,2.187430407,0.106616383,11.24105156,0.390156753,0.223026488,0.373753439,1.218992703,0.183870878,0.545972578,0.123690065,0.124861122,0.152313781,35.31254301,6.214948872,0.499036103,13.17159255,2.771300122,1.510399464,11.99142171,4.11592363,0.209324109,26.68528641,0.565723883,3.642776238,1.9212257,0.475750794,0.499036103,0.623405844,0.816539886,3.214003949,0.942660131,1.04044
20/09/2024 19.30,10611.5,25.96167401,4.937131692,0.101009936,4.293469621,0.726398523,0.352794212,1.016759362,6.17316825,1.917882439,0.109150757,9.776872079,0.355376474,0.23404414,0.329923254,1.113600848,0.176765856,0.416465005,0.131664853,0.118810608,0.144752487,34.00645896,6.863091608,0.446418641,10.53987967,2.645936338,1.472769526,11.17538402,3.608735448,0.214299945,23.20945067,0.593671005,3.327828539,1.465500839,0.506424327,0.446418641,0.593196875,0.7760045,3.07885423,0.858627284,0.918427271
20/09/2024 20.00,10679.5,25.04638741,4.735943317,0.096491731,3.198738131,0.530781077,0.284540535,0.76763061,5.821267623,1.769047795,0.122684492,8.795449663,0.301851777,0.219752542,0.26607186,0.992795557,0.178822036,0.472722821,0.118131339,0.12024014,0.181618882,32.80755105,6.583420265,0.426450198,7.852463853,1.933391788,1.187838731,10.53833275,3.328684469,0.240871255,20.87963854,0.557419266,2.966820107,1.663466757,0.454370189,0.426450198,0.600334234,0.973641781,2.324466182,0.729305935,0.74068029
20/09/2024 20.30,10747.5,25.24934049,4.73433683,0.095085492,2.886970416,0.459630835,0.262994582,0.719137021,5.692364868,1.6960009,0.097002591,8.276274607,0.303133582,0.260097769,0.256664515,0.907716157,0.196374243,0.381828714,0.127347481,0.106996672,0.172572489,33.07339352,6.581187092,0.420235252,7.087116829,1.674224121,1.097893315,10.30497806,3.191237609,0.190448975,19.64716176,0.659758044,2.712573127,1.343619016,0.489818363,0.420235252,0.534212329,0.925144918,2.177622495,0.732402911,0.714492499
20/09/2024 21.00,10816,25.21086032,4.468383504,0.087458101,2.526712782,0.430235227,0.237328922,0.637305519,5.487075599,1.558464791,0.104881161,8.432426075,0.308989098,0.252522714,0.223103884,0.933470628,0.170384632,0.449591454,0.118326775,0.105230531,0.174967539,33.02298944,6.211486191,0.386525605,6.202733695,1.567149418,0.990749827,9.933339652,2.932446234,0.20591728,20.01785187,0.640543333,2.789536486,1.582069669,0.455121897,0.386525605,0.525394352,0.937984558,1.929828104,0.746550459,0.621067745
20/09/2024 21.30,10884.5,25.24038942,5.019608758,0.092171137,2.197237322,0.412647139,0.238658004,0.573036324,5.373901038,1.545101834,0.109317636,8.06844711,0.288650293,0.268427153,0.240155418,0.839284926,0.169052683,0.379732562,0.121659501,0.123515926,0.164766772,33.06166877,6.977742725,0.407355111,5.393916583,1.503084088,0.996298192,9.728457956,2.907302161,0.214627584,19.15379721,0.680886169,2.50807669,1.336242858,0.467940608,0.407355111,0.616689561,0.883299201,1.735214225,0.697409748,0.668535127
20/09/2024 22.00,10952.5,25.47375899,5.221610687,0.089587837,2.041089528,0.384648691,0.2182944,0.551276761,5.352386392,1.477799353,0.114000152,8.622304626,0.266319601,0.223666174,0.214562703,0.991981808,0.18952353,0.369680744,0.116985374,0.098726007,0.184160147,33.36735294,7.258544985,0.395938081,5.010595141,1.401098595,0.911288591,9.689509653,2.780664134,0.223820951,20.46860716,0.567346495,2.964388343,1.300871464,0.449962448,0.395938081,0.492918603,0.987265263,1.669323982,0.643456425,0.597291144
20/09/2024 22.30,11020.5,25.58740281,5.136061817,0.085745906,2.098043776,0.374410284,0.226427912,0.522059217,5.080988241,1.447601418,0.112238459,8.324756877,0.274767157,0.234467553,0.212570538,0.984288126,0.188173651,0.358132526,0.117425935,0.112317419,0.181561545,33.51621174,7.139623763,0.378958467,5.150410017,1.363804777,0.945242633,9.198193292,2.723842946,0.220362151,19.76225448,0.594745025,2.941396931,1.26023438,0.451656983,0.378958467,0.560777725,0.973334401,1.580850189,0.663866617,0.591745432
20/09/2024 23.00,11089,25.32955893,4.703188101,0.085604552,2.043365556,0.375211973,0.241800896,0.529507903,5.191423184,1.44779403,0.117437011,8.066615715,0.273003337,0.240459128,0.207806493,0.832214729,0.206105433,0.362096132,0.117257313,0.115630332,0.176191499,33.17846938,6.53788734,0.378333747,5.016182478,1.366724961,1.009418466,9.398115414,2.724205369,0.23056867,19.14944964,0.609943119,2.486948471,1.274181934,0.451008411,0.378333747,0.577318416,0.944546093,1.603405591,0.659605042,0.578483474
20/09/2024 23.30,11157.5,25.018183,4.525725389,0.083537403,1.981410849,0.325908802,0.208798767,0.51414881,5.067809554,1.453807786,0.123354887,7.795218689,0.287726754,0.222606832,0.176525115,0.785701857,0.185489264,0.337561318,0.109752224,0.106842562,0.187748793,32.7706069,6.291196969,0.369197876,4.864092161,1.187136143,0.871648261,9.174335706,2.735521002,0.242187468,18.50517652,0.564659392,2.347951753,1.187846251,0.422141482,0.369197876,0.533442888,1.006503659,1.556896645,0.695178381,0.491403613
21/09/2024 00.00,11225.5,25.73938279,4.895700495,0.086596949,1.931650127,0.340180033,0.220889687,0.533871145,5.091807652,1.438458688,0.114046864,7.927029039,0.284309844,0.227836891,0.159672349,0.857787358,0.177509041,0.387181989,0.105596927,0.11868457,0.181728903,33.715286,6.805498229,0.382719699,4.741936406,1.239119686,0.922122838,9.217779842,2.706639756,0.223912663,18.81808291,0.577925841,2.563368425,1.362456682,0.40615891,0.382719699,0.592567595,0.974231596,1.616617949,0.686922762,0.444489552
21/09/2024 00.30,11293.5,25.35942234,5.212072983,0.077104615,1.854999392,0.326936247,0.195307581,0.503064325,5.072441107,1.46004454,0.120304962,7.790325929,0.281334553,0.23158219,0.185440957,0.912990597,0.180806661,0.377166597,0.101187471,0.106223537,0.153800604,33.21758661,7.245286653,0.340767836,4.553769355,1.190878655,0.815328153,9.182720281,2.747256234,0.236199431,18.49356153,0.587426081,2.728334996,1.32721347,0.389198758,0.340767836,0.530352227,0.824510603,1.523331658,0.679734143,0.51622318
21/09/2024 01.00,11362,25.44749401,4.800383882,0.085917954,1.897350494,0.292434122,0.196259455,0.48976844,5.031925643,1.361109835,0.093856844,7.775618679,0.274899824,0.222082493,0.177512839,0.825903096,0.17910576,0.345777867,0.10807775,0.11187899,0.207275525,33.33294918,6.672998897,0.379718842,4.657735506,1.065203253,0.819301833,9.109374495,2.561098226,0.184272808,18.45864778,0.563329367,2.468087105,1.216759508,0.415700931,0.379718842,0.558588738,1.111184635,1.483070322,0.664187156,0.4941532
21/09/2024 01.30,11430.5,25.17821714,4.241424702,0.081861183,1.764853377,0.29283937,0.208563244,0.445964458,5.053764664,1.391686418,0.11838886,7.668712026,0.253713881,0.227094594,0.158148607,0.748841909,0.169206489,0.353137465,0.103601708,0.120571091,0.19591039,32.98023106,5.895991457,0.361789733,4.332473237,1.066679387,0.87066505,9.14891002,2.618631887,0.232437474,18.20486062,0.576042947,2.237801345,1.242657235,0.398484671,0.361789733,0.601986605,1.050257212,1.350427257,0.612999669,0.440247821
21/09/2024 02.00,11498.5,25.64470858,4.723596205,0.081017427,1.740309456,0.285197102,0.198524691,0.4577653,4.835944117,1.371961821,0.108772313,7.312403469,0.270048772,0.234497783,0.170611113,0.708836191,0.182655091,0.316349656,0.109723816,0.109756432,0.211388083,33.59127495,6.566256583,0.358060712,4.272221275,1.038842114,0.828758256,8.754586043,2.581517592,0.213556931,17.35901485,0.594821708,2.118250279,1.113204423,0.422032217,0.358060712,0.54799124,1.133231673,1.386161449,0.6524665,0.474940449
21/09/2024 02.30,11566.5,25.87942152,4.658587936,0.068992556,1.74491557,0.285939977,0.1844705,0.478914518,4.827831908,1.382290215,0.111648047,7.787927166,0.275701793,0.210728487,0.165731537,0.790794919,0.193860852,0.275971838,0.099890874,0.109913001,0.173906254,33.89871875,6.475888788,0.30491617,4.283528652,1.041548063,0.770087834,8.739900382,2.600951757,0.219202971,18.48786707,0.534529053,2.363171603,0.971118714,0.384211637,0.30491617,0.548772959,0.932295106,1.450203503,0.666124799,0.461356881
21/09/2024 03.00,11635,25.90644999,4.848344872,0.080275176,1.709572526,0.283075233,0.204943809,0.437072802,4.896702659,1.34236396,0.11324995,7.646741298,0.242916489,0.210630035,0.147268504,0.741559382,0.17358152,0.279837677,0.101364526,0.110910917,0.150064313,33.93412258,6.739669322,0.354780294,4.196766322,1.031113117,0.855555411,8.864578192,2.52582552,0.222348051,18.152704,0.534279323,2.216038611,0.984722236,0.389879765,0.354780294,0.553755348,0.8044807,1.323502388,0.586912024,0.409960222
21/09/2024 03.30,11703.5,25.56486138,4.862490766,0.093076585,1.658426616,0.287551237,0.184987287,0.442059037,4.909717687,1.374751819,0.105936108,7.721238507,0.270613769,0.20158801,0.15222212,0.703659582,0.161144338,0.306268397,0.098904629,0.100339513,0.171753598,33.48668537,6.759333486,0.411356783,4.071210121,1.047417144,0.772245206,8.888139502,2.586767323,0.207988498,18.32955395,0.51134353,2.102780762,1.07772943,0.380418229,0.411356783,0.500974505,0.920754921,1.338601233,0.653831591,0.423749901
21/09/2024 04.00,11771.5,26.0969454,4.543876656,0.081360554,1.695771527,0.269924291,0.189074484,0.434496975,4.809682099,1.368918612,0.104559612,7.727709416,0.252742452,0.210024476,0.161402942,0.750004721,0.169015293,0.290452325,0.091795946,0.101526609,0.190856507,34.1836471,6.316428989,0.359577178,4.162886762,0.983210275,0.78930756,8.707043498,2.575791415,0.20528597,18.34491533,0.532743275,2.241276234,1.022074172,0.353076005,0.359577178,0.506901434,1.023163821,1.315702515,0.610652592,0.449307108
21/09/2024 04.30,11839.5,26.21522425,4.659226927,0.074458315,1.704454623,0.266450525,0.178634538,0.439344288,4.714207746,1.363595499,0.103139123,7.561278648,0.247544132,0.216009844,0.139701456,0.763509002,0.182797868,0.278595411,0.086287435,0.103028566,0.163911611,34.33857721,6.476777048,0.329072375,4.184202573,0.970556938,0.745725114,8.534204766,2.565775312,0.202497069,17.94982305,0.547925624,2.281631744,0.980350817,0.331888543,0.329072375,0.514400394,0.878714762,1.330380687,0.5980929,0.388895372
21/09/2024 05.00,11908,26.25404636,4.61112899,0.075974922,1.614698039,0.263134031,0.194852539,0.400230496,4.885968835,1.288809139,0.104625972,7.836662352,0.254294785,0.212848729,0.145977913,0.743087125,0.167210337,0.310769627,0.096584806,0.113250365,0.172190692,34.38942918,6.409916253,0.335775099,3.963862457,0.958476474,0.813428543,8.845146581,2.425055431,0.205416258,18.6035602,0.539907211,2.220604039,1.093568832,0.371495462,0.335775099,0.565435727,0.92309814,1.211940013,0.614403194,0.406367524
21/09/2024 05.30,11976.5,26.07040406,4.49167113,0.068025741,1.686119092,0.277261412,0.175649344,0.442523367,4.735634594,1.342928442,0.101040826,7.421588717,0.258915791,0.192940966,0.166765466,0.708011255,0.16605408,0.280724796,0.09632056,0.099931663,0.186078227,34.14888135,6.243858248,0.300643282,4.139191356,1.009936036,0.73326317,8.572994128,2.526887663,0.198377401,17.61821121,0.489409635,2.115785081,0.987843921,0.370479091,0.300643282,0.498938195,0.997547913,1.340007275,0.625568035,0.46423509
21/09/2024 06.00,12044.5,26.47276087,4.428840143,0.076444304,1.672529438,0.274416511,0.173250458,0.405853644,4.72109526,1.334658438,0.09891484,7.435279083,0.269821042,0.17890101,0.141164861,0.70101862,0.174386607,0.272100949,0.094586957,0.108852691,0.18903711,34.6759171,6.156517086,0.337849557,4.105830617,0.99957337,0.723248815,8.546673342,2.511326617,0.194203368,17.65071095,0.453796206,2.094888643,0.957497423,0.363811108,0.337849557,0.543479051,1.013410207,1.228967498,0.65191628,0.392969141
21/09/2024 06.30,12112.5,26.56657479,4.779416725,0.080768238,1.662158,0.264258367,0.185819889,0.423880533,4.922110178,1.300792158,0.121358856,7.205800125,0.252357697,0.183967644,0.136745134,0.69064866,0.16278364,0.228981325,0.102635141,0.107417114,0.174775536,34.79880129,6.643852516,0.356959407,4.080370159,0.962571914,0.775720975,8.910573825,2.44760298,0.238268583,17.10594771,0.466648114,2.063899579,0.805763556,0.394766951,0.356959407,0.53631151,0.936955248,1.283554811,0.609722984,0.38066568
21/09/2024 07.00,12181,26.98604514,4.662902242,0.082175537,1.581277521,0.276746155,0.177526758,0.4154316,4.84464832,1.302840985,0.104253565,7.47817452,0.272489763,0.195968448,0.141638781,0.763076052,0.182171966,0.274065092,0.103598543,0.110870798,0.167447499,35.34825358,6.481886092,0.363179039,3.881819664,1.008059193,0.741100593,8.770343399,2.451458104,0.204685097,17.75254102,0.497089078,2.280337939,0.964409055,0.398472496,0.363179039,0.553555041,0.897670327,1.257970555,0.658364193,0.39428842
21/09/2024 07.30,12249.5,26.83869071,4.51130561,0.089409229,1.694533077,0.238385609,0.174773706,0.457086319,5.000039496,1.361859288,0.112482351,7.617063326,0.258293621,0.193761785,0.149188976,0.783519641,0.198729991,0.299589296,0.095358755,0.101426588,0.188019054,35.15523821,6.271152079,0.395148713,4.159846535,0.868329335,0.729607743,9.0516505,2.562508414,0.220840993,18.08225106,0.491491707,2.34143053,1.054226309,0.366779688,0.395148713,0.506402048,1.007952504,1.384105423,0.624064807,0.415306353
21/09/2024 08.00,12317.5,27.0134811,4.189010528,0.085001693,1.667318958,0.268717393,0.191794951,0.482000567,5.179637805,1.460579622,0.109095031,7.284114863,0.269445457,0.206487439,0.147593425,0.749655076,0.197496127,0.295598482,0.109033718,0.106439931,0.170080518,35.38419117,5.823130674,0.37566938,4.093039604,0.978814097,0.800664381,9.376780158,2.748263058,0.214190536,17.29186014,0.523771309,2.240231375,1.040183013,0.419377886,0.37566938,0.531432639,0.911785693,1.459548384,0.651008825,0.410864723
21/09/2024 08.30,12385.5,27.50867977,5.076368291,0.079861248,2.046808055,0.298242569,0.196004752,0.507724336,5.621327108,1.495178151,0.124159885,7.489311148,0.26890163,0.200961577,0.174190816,0.795449674,0.189392864,0.280655777,0.105447351,0.103784255,0.197475623,36.03283783,7.056643976,0.352950918,5.024633343,1.086360759,0.818238556,10.17637728,2.813364514,0.243767952,17.77897841,0.509754535,2.377081638,0.987601049,0.405583593,0.352950918,0.518173393,1.05864828,1.537442662,0.649694883,0.484905484
21/09/2024 09.00,12454,27.79930345,4.64778852,0.085129281,2.140446805,0.29528433,0.197545191,0.549778778,5.691400209,1.553432919,0.111462349,7.56341762,0.262568831,0.197037379,0.190620679,0.834267318,0.177152398,0.289041182,0.107302373,0.107633198,0.176444865,36.41351754,6.460876554,0.376233263,5.254503643,1.075585254,0.824669248,10.30323172,2.922978139,0.218838383,17.95490078,0.499800504,2.493082324,1.017108496,0.412718588,0.376233263,0.537390372,0.945904361,1.664787931,0.634394168,0.530642285
21/09/2024 09.30,12522.5,27.40826195,5.046748736,0.086793886,2.27681725,0.296869723,0.199449037,0.573149496,5.871772062,1.619056314,0.10822575,7.482230948,0.253375827,0.184658198,0.172699084,0.77138368,0.195170357,0.314759632,0.101746329,0.102674694,0.170280184,35.90130338,7.015469924,0.383590071,5.589274401,1.08136011,0.832617014,10.62976174,3.046456756,0.212483842,17.76217063,0.468399757,2.305164036,1.10760928,0.3913483,0.383590071,0.512633585,0.912856087,1.735556924,0.612182894,0.480752862
21/09/2024 10.00,12590.5,27.02042988,4.709186503,0.088650216,2.281102992,0.304449207,0.181221241,0.569384669,5.801501936,1.659361538,0.110767022,7.836410345,0.27214405,0.182393194,0.186306909,0.831035828,0.182675502,0.345632053,0.112913577,0.097585309,0.18611132,35.39329318,6.546225701,0.391794218,5.599795312,1.108968691,0.756523528,10.50255062,3.12229607,0.21747322,18.60296195,0.462654399,2.483425503,1.216246402,0.434301039,0.391794218,0.487223331,0.997725322,1.724156631,0.657528912,0.518633784
21/09/2024 10.30,12658.5,26.81725326,4.51594786,0.090302966,2.9437452,0.354103615,0.212286234,0.629831681,6.877443503,1.790941557,0.10942082,8.346642515,0.277504988,0.193775392,0.205574653,0.88918989,0.190368067,0.353509544,0.100951738,0.110581449,0.158686195,35.1271579,6.277605257,0.399098632,7.226491143,1.289836905,0.88620699,12.45034464,3.369880318,0.21483017,19.8142091,0.491526221,2.657210164,1.243966544,0.388292056,0.399098632,0.552110384,0.850701797,1.907196538,0.670481509,0.572270567
21/09/2024 11.00,12727,27.01191771,4.483319603,0.091328927,5.47119463,0.55568685,0.288466269,0.908871906,7.876045779,2.535303007,0.113602536,8.902458912,0.313760022,0.198589112,0.240423333,0.983441665,0.210445076,0.432253371,0.129066755,0.122448095,0.174920949,35.38214332,6.232248817,0.403632919,13.43103321,2.024112086,1.204227042,14.25813012,4.770489393,0.223040297,21.13366926,0.503736593,2.938867409,1.521058601,0.496431231,0.403632919,0.611358099,0.937734792,2.752159671,0.758077518,0.669280939
21/09/2024 11.30,12795.5,27.68640351,4.782286438,0.095227542,8.000557845,0.762325538,0.356094767,1.107472209,8.444229159,5.866060161,0.138422424,9.493251811,0.380828998,0.199049622,0.286212489,1.150020357,0.192600899,0.488623385,0.140727436,0.123956262,0.150135151,36.26563311,6.647841696,0.420863052,19.64027335,2.776801959,1.486547977,15.28672147,11.03772516,0.271770151,22.53616063,0.504904712,3.436662762,1.719419333,0.541281865,0.420863052,0.618888067,0.804860452,3.353542268,0.920123285,0.796746975
21/09/2024 12.00,12863.5,27.88262433,4.250640512,0.105215348,7.529932083,0.888204787,0.427306026,1.197623486,8.835608117,5.003385309,0.133925127,10.11732706,0.455965009,0.184465519,0.321823571,1.187772213,0.186643883,0.536963438,0.14473198,0.126229884,0.127489354,36.52265719,5.908802327,0.465004677,18.48495159,3.235322276,1.783825448,15.99524098,9.414494631,0.262940433,24.01766142,0.467911011,3.549478502,1.88952339,0.556684598,0.465004677,0.63023979,0.683458459,3.626529808,1.101659863,0.895879693
21/09/2024 12.30,12931.5,28.41104127,4.15657098,0.111934225,7.690733647,0.901361732,0.436273559,1.207761794,9.070977883,4.350675198,0.123169785,11.0027276,0.512155551,0.180614444,0.320519994,1.221505638,0.193790447,0.537327308,0.142747413,0.139852657,0.16056443,37.21481552,5.778036558,0.494699099,18.8796974,3.283246985,1.821261181,16.42133458,8.186339001,0.24182405,26.11952589,0.458142463,3.650285765,1.890803814,0.54905133,0.494699099,0.698255492,0.860770838,3.657229673,1.237422177,0.892250849
21/09/2024 13.00,13000,28.51272737,4.77502472,0.122962525,8.599879513,1.031974922,0.513185104,1.343568291,9.291007429,4.329755456,0.125336921,11.83130168,0.537628065,0.181163808,0.344129379,1.301590646,0.190732413,0.610974721,0.157089589,0.15396913,0.152843375,37.34801125,6.637747204,0.543439241,21.11152593,3.759010874,2.142334987,16.81965755,8.146975894,0.246078872,28.08648927,0.459535966,3.88960776,2.149962073,0.60421584,0.543439241,0.768736131,0.819378987,4.068466021,1.298966473,0.957973718
21/09/2024 13.30,13068.5,28.18248987,4.275722221,0.12062283,8.881497947,1.070667272,0.506087346,1.399768555,9.438624126,4.262744167,0.121049873,12.81656966,0.563832544,0.182584469,0.380750772,1.345301361,0.206718866,0.64172682,0.159822365,0.132957818,0.141861292,36.91544253,5.943668333,0.533098837,21.80286061,3.89994934,2.112704789,17.08689038,8.02088578,0.237661945,30.42543043,0.463139583,4.020230653,2.258175793,0.614726953,0.533098837,0.663830978,0.760505073,4.238646328,1.362279278,1.0599189
