RoundedTime,Cycle number,m_z_33_methanol,m/z_35_H2S,m_z_109_4-Methylphenol,m_z_61+43_acetic_acid,m_z_71+89_butanoic_acid,m_z_85+103_pentanoic_acid,m_z_57+75_propanoic_acid,m_z_45.00_acetaldheyde,m_z_47.00_formic_acid,m_z_49.00_methanthiol,m_z_59.00_acetone,m_z_60.00_trimethylamine,m_z_63.00_dimethyl_sulfide,m_z_69.00_isopren,m_z_73.00_2_butanone,m_z_79.00_benzen,m_z_87.00_2_3_butandion,m_z_95.00_phenol,m_z_123.00_4_ethyl_phenol,m_z_132.00_3_methyl_indole,m_z_33_methanol_ug,m_z_35_H2S_ug,m_z_109_4-Methylphenol_ug,m_z_61+43_acetic_acid_ug,m_z_71+89_butanoic_acid_ug,m_z_85+103_pentanoic_acid_ug,m_z_45.00_acetladheyde_ug,m_z_47.00_formic_acid_ug,m_z_49.00_methanthiol_ug,m_z_59.00_acetone_ug,m_z_63.00_dimethyl_sulfide_ug,m_z_73.00_2_butanone_ug,m_z_87.00_2_3_butandion_ug,m_z_95.00_phenol_ug,m_z_109.00_4_methyl_phenol_ug,m_z_123.00_4_ethyl_phenol_ug,m_z_132.00_3_methyl_indole_ug,m_z_57+75_propanoic_acid_ug,m_z_60.00_trimethylamine_ug,m_z_69.00_isoprene_ug
19/09/2024 10.00,6038.5,27.31569164,5.406366567,0.232134835,4.073682415,0.627454336,0.342042732,0.866592911,8.44429348,2.299533196,0.107098025,6.014524597,0.286322157,0.178131839,0.313975158,0.901364477,0.17912121,0.414120151,0.21245856,0.140916923,0.165396113,35.78004817,7.515373567,1.025931918,10.00033219,2.285528088,1.427886559,15.28683791,4.326859034,0.210269736,14.2779624,0.451845143,2.693592086,1.457249518,0.817182274,1.025931918,0.703569149,0.88667304,2.624134432,0.691784724,0.874031592
19/09/2024 10.30,6106.5,27.75659727,4.500757153,0.232178645,11.44448337,1.731440647,0.708248198,2.068849654,9.513496908,3.60659654,0.103092395,6.779440689,0.322044098,0.19138176,0.321192252,1.058863608,0.164818562,0.433321037,0.214708093,0.149896545,0.143473985,36.35757793,6.256488702,1.026125537,28.09463866,6.306843392,2.956642509,17.22243377,6.786262034,0.202405325,16.0938072,0.48545459,3.164254536,1.524815615,0.825834683,1.026125537,0.748402553,0.769150566,6.264694231,0.778092726,0.894122252
19/09/2024 11.00,6174.5,27.72436211,4.962230147,0.186316495,12.0443091,1.535836043,0.701015903,1.97829741,9.47321939,5.494750965,0.117095347,6.982441446,0.421161368,0.191302709,0.361925221,1.061184875,0.170847297,0.49136583,0.207927952,0.16333694,0.138922078,36.315354,6.897980893,0.82343539,29.56712866,5.594345622,2.926450675,17.14951874,10.33906051,0.229897869,16.57571348,0.485254071,3.171191293,1.729069735,0.799756131,0.82343539,0.815507673,0.744748225,5.990492516,1.017570572,1.007513075
19/09/2024 11.30,6243,27.13268969,4.265966777,0.178546923,10.56706762,1.546744326,0.699375365,1.889483465,9.606833861,3.999800283,0.109695677,7.303458824,0.460367664,0.170496624,0.353468579,1.058575314,0.170145721,0.518200358,0.191684172,0.159214119,0.1337208,35.54033911,5.930107321,0.789097368,25.94070321,5.634079489,2.919602109,17.39140313,7.526124007,0.215369808,17.33778103,0.432477833,3.163393013,1.823497894,0.73727746,0.789097368,0.79492328,0.71686466,5.721554554,1.112297145,0.983971812
19/09/2024 12.00,6311.5,26.7375869,4.008036382,0.19528184,12.04795997,1.897208063,0.788448504,2.210541336,9.704049333,3.691168946,0.097609044,7.314542195,0.449905173,0.174062973,0.366707818,1.064183327,0.155905926,0.513946816,0.21163275,0.162451717,0.133632437,35.0228052,5.571559069,0.863058198,29.57609103,6.91065799,3.291445526,17.56739383,6.945395584,0.191639649,17.364092,0.441524151,3.180151717,1.808530083,0.814005947,0.863058198,0.811087939,0.716390953,6.693751536,1.087018656,1.02082668
19/09/2024 12.30,6379.5,26.42384852,3.901676424,0.178228447,11.21317456,1.797493707,0.779698131,2.022861735,9.803161703,3.489863849,0.105555833,7.706910326,0.463063441,0.169556668,0.356308908,1.032769411,0.151860505,0.541068081,0.19850503,0.15244831,0.142432312,34.61184821,5.423708419,0.787689844,27.52680723,6.547444366,3.254916347,17.74681852,6.566614891,0.20724189,18.29554008,0.43009356,3.086275954,1.903967242,0.763512617,0.787689844,0.76114299,0.76356626,6.125437975,1.118810428,0.991878606
19/09/2024 13.00,6447.5,27.18103949,3.754125279,0.173976592,13.46144779,2.167031172,0.929080919,2.539778916,10.45062608,3.647539485,0.100690121,9.103839603,0.482977345,0.163486696,0.365348296,1.138534979,0.179470509,0.595698131,0.218278298,0.146559839,0.146722436,35.60367114,5.218598025,0.768898554,33.04600998,7.893499702,3.878527538,18.91893351,6.863301301,0.197688847,21.61172965,0.41469661,3.402340436,2.096205201,0.83956681,0.768898554,0.731743069,0.786565208,7.690717538,1.166924533,1.017042096
19/09/2024 13.30,6516,28.17241064,4.075293778,0.1986475,16.14264638,2.785326643,1.183210538,3.110962809,11.01924794,3.744639939,0.110237385,9.618737104,0.490442137,0.178022237,0.414301694,1.272359445,0.186294925,0.615486806,0.229676577,0.186827175,0.12427465,36.90224003,5.66505337,0.877932906,39.62798517,10.14566625,4.939413306,19.94831865,7.046007938,0.216433365,22.83405188,0.45156713,3.802254714,2.165839672,0.883408166,0.877932906,0.932789578,0.666224736,9.420322409,1.184960263,1.153316625
19/09/2024 14.00,6584.5,27.26353444,4.056285819,0.218507732,18.87249182,3.256068936,1.385179748,3.590804571,10.99996129,3.684501054,0.100016686,9.839757642,0.498030521,0.196007069,0.420787475,1.310513007,0.182078675,0.656488575,0.262086648,0.173953945,0.129991901,35.71172893,5.638630464,0.965706229,46.32938169,11.86036431,5.782550999,19.91340372,6.932849112,0.196366667,23.35873557,0.497187044,3.916270893,2.310121006,1.008067466,0.965706229,0.868516193,0.696874383,10.87333371,1.203294605,1.171371484
19/09/2024 14.30,6652.5,27.10331369,3.78097863,0.226105943,21.08649578,3.912382488,1.66406137,4.14455371,10.65335367,3.599688575,0.087199917,9.890866364,0.526045766,0.213772319,0.423808562,1.298268446,0.172375358,0.702718735,0.281567501,0.172224947,0.137520342,35.50186032,5.255926786,0.999286917,51.76445808,14.25101328,6.946766118,19.28593446,6.773263835,0.171203004,23.48006327,0.542249968,3.879679865,2.472800556,1.082996937,0.999286917,0.859883663,0.737233648,12.55014431,1.27098241,1.179781466
19/09/2024 15.00,6720.5,27.13625422,3.926599282,0.206573307,18.04185311,3.223242962,1.397805255,3.4875197,10.12185263,3.558161727,0.105998552,9.621346471,0.493655363,0.203416783,0.414169197,1.270300143,0.157203303,0.655925152,0.254346666,0.163885377,0.129845015,35.54500819,5.458353607,0.91296142,44.29027747,11.74079436,5.835257256,18.32374974,6.695125881,0.208111098,22.8402463,0.515982354,3.796100798,2.308138377,0.978297069,0.91296142,0.818245908,0.696086937,10.56057626,1.192723758,1.152947785
19/09/2024 15.30,6789,27.34879278,3.96751989,0.202343971,20.27262308,3.762654083,1.651682426,4.036376304,9.256314809,3.145094036,0.099983394,9.821621962,0.492196478,0.237457351,0.389807459,1.238954957,0.149248721,0.644628414,0.253878324,0.163121869,0.143464846,35.82340641,5.515237219,0.894269652,49.76651211,13.70562143,6.895089158,16.75685295,5.917887409,0.196301303,23.31568303,0.602328878,3.70243043,2.268386227,0.976495677,0.894269652,0.814433868,0.769101575,12.22257175,1.189198938,1.085130545
19/09/2024 16.00,6857.5,26.70211653,3.863003052,0.168523106,14.06082252,2.410112631,1.081750467,2.682069715,8.586622582,2.983210067,0.095368121,9.318143635,0.485232928,0.221680931,0.412911496,1.138913268,0.153879431,0.552868145,0.208443445,0.150083499,0.137813164,34.97634356,5.369948683,0.744796589,34.51739282,8.778933861,4.515859588,15.54449853,5.613282493,0.187239957,22.12046893,0.562310773,3.403470896,1.945490545,0.801738881,0.744796589,0.749335975,0.738803437,8.121589036,1.172374262,1.149446647
19/09/2024 16.30,6925.5,26.79143824,3.753481568,0.171034832,13.82740466,2.345086127,1.053669796,2.623474171,8.633092824,2.97988586,0.108551489,9.464427046,0.47427959,0.233242411,0.396585552,1.185238697,0.146606658,0.565125616,0.221302024,0.151941366,0.114571889,35.09334353,5.217703204,0.755897292,33.94438396,8.54207216,4.398634432,15.62862434,5.607027583,0.213123379,22.46773312,0.591637358,3.541907471,1.988623422,0.851197011,0.755897292,0.758611922,0.614209146,7.944155569,1.145909834,1.103999131
19/09/2024 17.00,6993.5,27.61815825,3.440206754,0.155249944,12.83106715,2.221046997,0.989729994,2.419292156,8.287566696,2.934789343,0.101947795,9.493179384,0.467694904,0.215929583,0.359020629,1.14516289,0.147307712,0.546085185,0.198478526,0.149911558,0.13749248,36.17624059,4.782220847,0.686135162,31.49851187,8.090254555,4.131712272,15.00311293,5.522172851,0.200158087,22.53598869,0.547722035,3.422146953,1.921621955,0.763410677,0.686135162,0.748477508,0.737084283,7.325870964,1.130000534,0.999427388
19/09/2024 17.30,7062,26.80114941,3.726803409,0.172274715,15.27993208,2.90386701,1.24162214,3.080881961,8.008610014,2.66057757,0.090106982,8.800883357,0.450275092,0.242103733,0.379003268,1.192678784,0.149421832,0.604098483,0.20853181,0.137803465,0.132759136,35.10606392,5.180617978,0.761377019,37.51013975,10.57745439,5.18325752,14.49811324,5.006209138,0.176910557,20.89253766,0.614114785,3.564141051,2.125765246,0.802078762,0.761377019,0.688024297,0.71170927,9.329234439,1.087912418,1.055054266
19/09/2024 18.00,7130.5,26.34533733,3.919508026,0.163552147,13.21302049,2.482736388,1.076667681,2.704608178,7.500207635,2.456635418,0.090783343,8.21359236,0.434631464,0.265888453,0.363287208,1.170095144,0.146335526,0.561231587,0.223517465,0.139437115,0.121639476,34.50900863,5.448496075,0.722827179,32.436155,9.043468866,4.494641062,13.57774438,4.622466496,0.178238484,19.49835951,0.674446561,3.49665324,1.974920704,0.85971829,0.722827179,0.696180773,0.652097815,8.189837872,1.050115754,1.011304522
19/09/2024 18.30,7198.5,27.55108275,4.04785107,0.165348898,11.94013508,2.23614549,0.982224073,2.451007652,7.316408054,2.293997821,0.082967047,8.14305899,0.434102463,0.248242407,0.353973564,1.128395905,0.149773979,0.564006145,0.201134719,0.128998886,0.137359516,36.08838029,5.626905345,0.730768011,29.31139571,8.145251431,4.100378168,13.2450091,4.316443535,0.162892444,19.33091938,0.629686006,3.372041342,1.98468411,0.773627229,0.730768011,0.644064851,0.736371476,7.421908821,1.04883763,0.985377569
19/09/2024 19.00,7266.5,27.46429558,4.025686504,0.152621775,9.183351083,1.704897042,0.772351634,1.858620095,6.863600209,2.024650356,0.092572671,8.097239251,0.406277771,0.242586865,0.34691888,1.115931985,0.136866423,0.59851686,0.171347415,0.121550659,0.133382068,35.97470025,5.596094451,0.674519832,22.5438687,6.210157226,3.22424777,12.4252839,3.809632625,0.18175154,19.22214727,0.615340286,3.334794792,2.106124042,0.65905591,0.674519832,0.606877388,0.715048746,5.628097027,0.98161022,0.96573902
19/09/2024 19.30,7335,28.45242179,4.254107065,0.160012714,6.561917852,1.162533517,0.534365728,1.340797288,6.579597708,1.896752787,0.101977878,8.17929753,0.403246005,0.241054884,0.301453796,1.086293337,0.15740137,0.523165749,0.166991199,0.116365498,0.145286123,37.26901868,5.913621171,0.707184471,16.10860928,4.234575896,2.230755306,11.91114969,3.568977369,0.200217151,19.41694654,0.611454299,3.246224153,1.840970634,0.64230054,0.707184471,0.580988947,0.778865272,4.060075132,0.974285152,0.839175121
19/09/2024 20.00,7403.5,29.67423789,4.366531464,0.15391728,5.331773576,0.885581799,0.424553016,1.12975955,6.664563206,1.853996902,0.104299748,8.701021192,0.398883516,0.243549534,0.27778797,1.060188043,0.166216205,0.521621582,0.159714478,0.119766628,0.157285665,38.86944087,6.069901983,0.680245385,13.08877362,3.225767934,1.772332774,12.06496407,3.488526829,0.20477577,20.6554735,0.61778217,3.168212411,1.835536856,0.614311986,0.680245385,0.597970088,0.843193686,3.421030678,0.963744916,0.773295133
19/09/2024 20.30,7471.5,30.52467985,5.102132948,0.158073971,5.030940751,0.843071134,0.420753838,1.121945222,6.920779155,1.91469291,0.111852512,8.012412881,0.452283197,0.32523223,0.270929711,1.211064716,0.18468676,0.553874338,0.160827633,0.127632663,0.149605016,39.98341062,7.092459347,0.698616094,12.35027026,3.070921098,1.756472782,12.52879585,3.602733952,0.219604407,19.02077679,0.824976627,3.619084642,1.949031244,0.61859353,0.698616094,0.63724358,0.802018451,3.39736807,1.092764214,0.754203385
19/09/2024 21.00,7539.5,25.24819867,5.633924443,0.138023072,3.670117347,0.624277605,0.382479834,0.859878527,5.912885003,1.807768456,0.130253302,6.778746543,0.336910856,0.324770657,0.274741601,0.915249539,0.184389057,0.472016789,0.161827003,0.149198731,0.220998714,33.07189788,7.831701072,0.610000109,9.009635245,2.273956718,1.596694689,10.70418914,3.401542231,0.255731395,16.09215936,0.823805811,2.735085504,1.660982294,0.62243742,0.610000109,0.744918511,1.184753365,2.603802571,0.81401239,0.764814772
19/09/2024 21.30,7608,23.37133814,5.56937273,0.112572294,2.680625481,0.464483059,0.327496545,0.652560143,5.405873387,1.689711825,0.151385322,6.062219677,0.29039636,0.379371192,0.250586103,0.814510337,0.18833897,0.429422248,0.148766308,0.149797468,0.268282304,30.61345162,7.741967934,0.497519079,6.580568282,1.691898546,1.36716226,9.786338006,3.179403928,0.297220716,14.3911864,0.962304277,2.434041559,1.511096147,0.572201889,0.497519079,0.747907882,1.438236256,1.976020709,0.701628432,0.697571655
19/09/2024 22.00,7676.5,23.0359811,5.490058589,0.126451955,2.816625381,0.540120398,0.33230334,0.677294187,6.141533298,1.579666524,0.15875927,7.194559059,0.314342355,0.317797181,0.299741445,1.111734386,0.224710155,0.572239349,0.185124794,0.157810312,0.27884411,30.17417695,7.631713589,0.55886096,6.914429405,1.967410646,1.387228634,11.11811476,2.972339944,0.311698276,17.07926239,0.806117053,3.322250899,2.013655976,0.712048032,0.55886096,0.787914359,1.494857105,2.050917995,0.759484497,0.834408348
19/09/2024 22.30,7744.5,23.23868293,5.253407344,0.132932636,3.245643475,0.735125191,0.418630071,0.906888344,6.73132683,1.527879016,0.174675706,10.81229424,0.360691545,0.351104291,0.296289943,1.656284616,0.209202905,1.046216817,0.201342294,0.168967813,0.29284911,30.43969032,7.302745421,0.587502662,7.967610046,2.677723584,1.747606936,12.18582732,2.874895276,0.342947637,25.66745353,0.890603105,4.949557308,3.681537714,0.774425625,0.587502662,0.84362146,1.569936595,2.746153239,0.87146906,0.824800193
19/09/2024 23.00,7813,23.43734717,5.189888898,0.132328083,2.528745959,0.495322106,0.322918875,0.704847715,5.662019309,1.50489858,0.147898178,6.090975462,0.30542592,0.349756027,0.277611289,0.899804569,0.221593312,0.384285173,0.162011568,0.161031693,0.252366869,30.69991497,7.214448625,0.58483081,6.207724867,1.804231034,1.348052384,10.25004301,2.831654716,0.29037427,14.45945016,0.887183128,2.688930535,1.352263063,0.623147316,0.58483081,0.803998049,1.352915099,2.134352974,0.737941443,0.772803295
19/09/2024 23.30,7881.5,23.15805343,5.970028442,0.113867479,2.367021632,0.439703835,0.327572052,0.663944144,5.268388673,1.542253996,0.174250089,5.862394621,0.255947951,0.381266555,0.242324732,0.812231005,0.231694889,0.411347876,0.162286392,0.155080673,0.290933816,30.33407604,8.298918209,0.503243218,5.810713801,1.601639208,1.367477469,9.537447255,2.901943597,0.342112007,13.91681897,0.967112013,2.427230121,1.447494147,0.624204375,0.503243218,0.774285836,1.559668882,2.010492661,0.618397419,0.674573978
20/09/2024 00.00,7949.5,23.17552325,5.471032015,0.115454765,2.343253584,0.437621721,0.325919077,0.623340027,5.498006657,1.479584175,0.151882434,6.167930478,0.281874161,0.368209371,0.256933719,0.977461844,0.222002723,0.507010216,0.159260956,0.168143513,0.260143851,30.35695926,7.605264808,0.510258311,5.752366499,1.594055024,1.360576984,9.95312832,2.784022499,0.298196716,14.64213472,0.933991458,2.920997615,1.784120846,0.612567598,0.510258311,0.839505901,1.394606769,1.887539128,0.681037893,0.715241896
20/09/2024 00.30,8017.5,22.72025612,6.063921805,0.121848583,2.017835578,0.396066498,0.264943346,0.570462703,5.079564593,1.518980422,0.157993623,6.594489076,0.276119249,0.329231839,0.249752238,0.924471328,0.20891869,0.53880261,0.159051208,0.155701412,0.291249379,29.76061778,8.429439085,0.53851612,4.953509881,1.442688421,1.106028596,9.19561604,2.85815146,0.310195051,15.65474803,0.835121943,2.762643431,1.895995264,0.611760841,0.53851612,0.777385058,1.561360589,1.727421033,0.667133416,0.695250376
20/09/2024 01.00,8086,22.54451876,6.173203386,0.123440574,2.120631897,0.440045837,0.293108259,0.593848993,5.526066846,1.532454346,0.162517904,7.956229297,0.309770676,0.369348747,0.243869893,1.142754179,0.178770497,0.696712136,0.157245583,0.159025245,0.275416255,29.53042441,8.581351076,0.545552007,5.20586076,1.602884963,1.223605427,10.00392612,2.883504333,0.31907775,18.88740181,0.936881573,3.41494888,2.451663904,0.604815843,0.545552007,0.793980271,1.476480696,1.798237176,0.748438836,0.678875336
20/09/2024 01.30,8154.5,22.8841928,5.660507314,0.112035623,2.084548672,0.440656016,0.30862393,0.58676347,5.504577994,1.472151915,0.15557232,7.262320023,0.322474889,0.320754549,0.256860185,1.120206717,0.203745599,0.681605791,0.152287803,0.147749259,0.277662366,29.97535378,7.86865384,0.495147232,5.117281386,1.605107567,1.288376918,9.965024515,2.770037774,0.305441212,17.24012107,0.813618644,3.347569185,2.398506107,0.585746664,0.495147232,0.737681596,1.488521886,1.776781466,0.779133563,0.715037195
20/09/2024 02.00,8222.5,22.57980965,6.021566731,0.116754284,1.973972777,0.42907802,0.276785834,0.577580336,5.051863342,1.513160171,0.172194504,6.205857824,0.286457261,0.354334856,0.231608956,0.894701581,0.182951069,0.439653564,0.160369507,0.173833454,0.249407096,29.57665095,8.370561426,0.5160016,4.845832714,1.562934243,1.15546607,9.145468027,2.847199931,0.338076195,14.73217097,0.898797681,2.673681025,1.547099179,0.616831433,0.5160016,0.867914608,1.337048035,1.748973973,0.692111151,0.644743826
20/09/2024 02.30,8290.5,22.86460119,6.289815143,0.128657891,1.997949476,0.348531446,0.280996461,0.556840447,5.155588248,1.454364903,0.153214991,6.352523845,0.309903495,0.370191178,0.24266302,0.857053491,0.188574228,0.435296346,0.167808832,0.159442019,0.303935459,29.94969129,8.74345272,0.568610205,4.904692224,1.26954005,1.173043691,9.333242863,2.736569287,0.300812976,15.08034345,0.939018466,2.561175374,1.531766542,0.645445412,0.568610205,0.796061137,1.629369473,1.68617141,0.748759739,0.67551569
20/09/2024 03.00,8359,23.56839099,6.869611305,0.120664286,1.841612331,0.399625037,0.271236705,0.522470762,5.139037344,1.469942791,0.177391871,5.771372926,0.273013294,0.394130011,0.224255762,0.930791483,0.223776237,0.390800834,0.153412479,0.169639452,0.307491821,30.87156555,9.549425586,0.533282058,4.520905953,1.455650548,1.132300759,9.303280501,2.765881031,0.348280389,13.70074131,0.99974116,2.781530266,1.375191054,0.590072521,0.533282058,0.846974817,1.648434793,1.58209639,0.659629099,0.624274297
20/09/2024 03.30,8427.5,22.4774294,5.843089479,0.119214285,1.79869301,0.370122911,0.258087967,0.520271296,5.123903704,1.397739002,0.164061837,4.804801301,0.262591676,0.291625974,0.228568084,0.74079804,0.212983059,0.370896183,0.165148385,0.182590052,0.264979517,29.44254596,8.122460747,0.5268737,4.4155449,1.348187846,1.077410228,9.275883834,2.630020579,0.322109013,11.40618368,0.739731767,2.213763453,1.305148479,0.635212499,0.5268737,0.911634493,1.42053032,1.575436175,0.634449363,0.636278767
20/09/2024 04.00,8495.5,22.76969025,5.97504516,0.115001832,1.676692835,0.370871527,0.264242608,0.525370157,5.657168659,1.368347974,0.171851792,5.178724443,0.254924835,0.296408466,0.249421365,0.887409346,0.190837699,0.58384868,0.168255069,0.188751253,0.278433631,29.82537015,8.305891934,0.50825655,4.116051185,1.35091471,1.103103304,10.24126181,2.574717688,0.337403336,12.29384496,0.751862926,2.651889277,2.054508109,0.647161778,0.50825655,0.942396103,1.492656563,1.590876063,0.615925461,0.694329304
20/09/2024 04.30,8563.5,24.25469931,5.98754347,0.118322736,1.772199934,0.377042305,0.256514508,0.535198734,6.632041267,1.410444313,0.166145579,8.219334939,0.315638127,0.287574595,0.260055938,1.307452333,0.224388345,1.002454353,0.163086914,0.177415759,0.28510136,31.7705413,8.323265795,0.522933453,4.350508028,1.37339202,1.070841692,12.00608909,2.65392721,0.326200104,19.5119919,0.729455131,3.907124529,3.527541756,0.627283434,0.522933453,0.885800314,1.528401636,1.620638027,0.762615221,0.723933406
20/09/2024 05.00,8632,24.12182143,5.803028611,0.10599442,1.607284307,0.367901764,0.280854829,0.511972594,4.935548313,1.421741398,0.151959286,5.350049194,0.269085302,0.273311058,0.238326192,0.893492775,0.207676534,0.379841643,0.157760507,0.160474234,0.305739029,31.59648835,8.066772257,0.468447826,3.945662759,1.340097226,1.172452438,8.934901092,2.675184087,0.298347603,12.70055513,0.69327457,2.670068689,1.336626701,0.606796399,0.468447826,0.801214774,1.639038242,1.550306832,0.650138654,0.663443
20/09/2024 05.30,8700.5,23.97590688,5.478774918,0.105686853,1.805500466,0.376757731,0.270115108,0.570777743,4.899901294,1.459622531,0.158572862,4.975389031,0.263535432,0.267254918,0.237901177,0.816967691,0.203606467,0.293664998,0.151991309,0.15576667,0.268995968,31.40535902,7.616028193,0.467088518,4.432256273,1.372355449,1.127618557,8.870368731,2.746462171,0.311332295,11.81114423,0.677912704,2.441384993,1.033379264,0.584606254,0.467088518,0.777710877,1.442062139,1.728375007,0.636729577,0.66225986
20/09/2024 06.00,8768.5,23.45376785,5.820921488,0.11780369,1.767218657,0.372052892,0.262249981,0.553341152,4.724121214,1.423747972,0.172606651,4.974987131,0.241252523,0.275227354,0.218162399,0.679459773,0.251004609,0.323548849,0.149315572,0.172668931,0.283239928,30.72142395,8.09164509,0.520639505,4.338279677,1.355217879,1.094784913,8.552151274,2.678959707,0.33888538,11.81019016,0.698135403,2.030463275,1.138537702,0.574314533,0.520639505,0.86210038,1.518422671,1.675575175,0.582891705,0.607311835
20/09/2024 06.30,8836.5,23.67101425,5.678534231,0.109069966,1.806035973,0.392305347,0.254438624,0.633204731,5.191629287,1.448850775,0.162321416,5.82988661,0.289888428,0.342659858,0.233281627,0.804240204,0.236097169,0.347393151,0.138193784,0.14960928,0.291647373,31.00598883,7.893713002,0.48204036,4.433570868,1.428988276,1.062175735,9.398488526,2.726193766,0.318691976,13.83964775,0.869183149,2.403350814,1.222443537,0.531536646,0.48204036,0.746968297,1.563494194,1.917410489,0.700401214,0.649400142
20/09/2024 07.00,8905,24.29677763,6.453730309,0.102384391,1.864203389,0.413440768,0.265531623,0.579773929,4.957835058,1.493041909,0.153444103,6.138420231,0.27609469,0.25796436,0.214508589,0.75215535,0.249814584,0.351006697,0.142781475,0.151963885,0.26612954,31.82565851,8.97131069,0.452493115,4.576363906,1.505974913,1.108484406,8.97524714,2.809344908,0.3012628,14.57207995,0.654346488,2.247703066,1.235159264,0.549182344,0.452493115,0.758724357,1.426695485,1.755616404,0.667074078,0.597140503
20/09/2024 07.30,8973.5,24.23446883,6.419500398,0.119070162,1.99242477,0.407729715,0.272592423,0.635449232,5.016426657,1.545318573,0.164551807,6.571740712,0.258859755,0.24347112,0.215757523,0.758419777,0.262520335,0.326298461,0.154276308,0.165625727,0.306337394,31.74404197,8.923727795,0.526236744,4.891129827,1.485172169,1.137960318,9.081316437,2.907709983,0.323070991,15.60074537,0.617583267,2.266423364,1.148213326,0.59339508,0.526236744,0.826935116,1.642246022,1.924207072,0.625432647,0.600617237
20/09/2024 08.00,9041.5,23.9713282,5.802124686,0.116596721,1.8791171,0.387611961,0.268767934,0.559312996,5.124474743,1.585991514,0.152039022,7.289763739,0.302482411,0.249030536,0.204759855,0.807051649,0.231453083,0.31396155,0.135105083,0.143316802,0.289666196,31.39936155,8.065515714,0.515305243,4.612975023,1.411892424,1.121994666,9.276917593,2.984241202,0.298504151,17.30527008,0.631685155,2.411752393,1.104800906,0.519656534,0.515305243,0.715551252,1.552873293,1.693658546,0.730829613,0.570002364
20/09/2024 08.30,9109.5,24.44946811,6.170853649,0.116327238,2.159993175,0.364597274,0.277165973,0.574751298,5.346908719,1.576350551,0.151249975,7.405587419,0.275009369,0.255103698,0.220959256,0.779724199,0.215936579,0.318089348,0.138194731,0.168962334,0.240425022,32.02566342,8.578084713,0.514114247,5.302487303,1.328060487,1.157052996,9.679593335,2.966100527,0.296954984,17.58022551,0.647090198,2.330088422,1.119326234,0.531540288,0.514114247,0.843594105,1.288895981,1.740407347,0.664451827,0.615097613
20/09/2024 09.00,9178,25.17708646,6.081960548,0.124252066,2.250498479,0.416920033,0.285709769,0.636395024,5.66335953,1.614528799,0.16478978,8.563414216,0.328217869,0.250401986,0.246398768,0.90272076,0.253960929,0.367466661,0.155761242,0.151802617,0.325035644,32.97875002,8.454514686,0.549138437,5.524665424,1.518648277,1.192719799,10.25246924,3.037937671,0.323538212,20.32880641,0.635163944,2.697645133,1.293080314,0.599106602,0.549138437,0.757919176,1.742485581,1.92707103,0.793009211,0.685915119
20/09/2024 09.30,9246.5,24.58810891,5.987907787,0.11944783,2.322950251,0.413465558,0.266603423,0.687833501,5.774247974,1.716772185,0.142629751,8.456421169,0.300038748,0.282539894,0.250502135,0.893812727,0.234488442,0.350935363,0.144019017,0.187354014,0.291751802,32.20726506,8.323772232,0.527905864,5.702524599,1.50606521,1.112958728,10.45321234,3.230321377,0.280030562,20.07481415,0.716684225,2.671024817,1.234908247,0.553942318,0.527905864,0.935419976,1.564054032,2.082832146,0.724925465,0.697337908
20/09/2024 10.00,9314.5,24.64786449,5.921518498,0.118107087,2.347949224,0.449714451,0.261331966,0.678438243,5.808740052,1.765090279,0.158803224,9.055518884,0.344021022,0.270605194,0.257407742,0.940135968,0.226989578,0.426989124,0.142199265,0.157659678,0.192288786,32.28553721,8.231484686,0.521980381,5.763893653,1.638103286,1.090952582,10.51565389,3.321237908,0.311784573,21.49702043,0.686410938,2.809454852,1.502534214,0.546942983,0.521980381,0.787162274,1.030842134,2.054382317,0.831191306,0.716561464
20/09/2024 10.30,9382.5,24.61672855,5.419359893,0.117097147,2.66108228,0.455862306,0.2793416,0.71252268,6.032772374,1.858632786,0.147834576,9.194661975,0.350317029,0.250157148,0.231814191,0.907487006,0.237683825,0.404316777,0.148582063,0.160843719,0.282824167,32.24475312,7.533435549,0.517516902,6.532592403,1.660497101,1.166135334,10.92122315,3.497249823,0.290249397,21.82733412,0.634542893,2.711888343,1.422752376,0.571493227,0.517516902,0.803059534,1.516193818,2.157593574,0.846403128,0.645315152
20/09/2024 11.00,9451,25.79559025,4.939635299,0.105023907,2.883810655,0.431874325,0.263435662,0.731353023,6.121315276,1.878354219,0.100883467,9.443165578,0.297826336,0.238539549,0.221656012,0.965779968,0.205548777,0.354069173,0.129111186,0.131270155,0.184985923,33.78891056,6.866571864,0.464158591,7.079360047,1.573119896,1.099734639,11.08151376,3.534358163,0.198068452,22.41726023,0.605073958,2.886088087,1.245935825,0.496602123,0.464158591,0.655404829,0.99169217,2.214613835,0.719580042,0.617037216
20/09/2024 11.30,9519.5,26.01315911,4.918627486,0.097845083,3.636206919,0.539466238,0.305860795,0.769088396,6.270349199,1.921670883,0.111230717,9.966580927,0.333098467,0.208518111,0.215622263,0.99008684,0.190476493,0.392407002,0.123648626,0.113838806,0.191154499,34.07389783,6.837368968,0.432431406,8.926389789,1.965027842,1.276841975,11.35131223,3.61586388,0.218383611,23.6598031,0.528922266,2.958725514,1.380843007,0.475591405,0.432431406,0.568373692,1.02476133,2.328880509,0.804801255,0.600240703
