"rn"	"Sensor"	"Source"	"SensorHeight"	"SourceArea"	"CE"	"CE_se"	"CE_lo"	"CE_hi"	"uCE"	"uCE_se"	"uCE_lo"	"uCE_hi"	"vCE"	"vCE_se"	"vCE_lo"	"vCE_hi"	"wCE"	"wCE_se"	"wCE_lo"	"wCE_hi"	"N_TD"	"TD_Time_avg"	"TD_Time_max"	"Max_Dist"	"UCE"	"Ustar"	"L"	"Zo"	"sUu"	"sVu"	"sWu"	"z_sWu"	"WD"	"d"	"N0"	"MaxFetch"	"Time"	"SH"	"UST"	"sigW"	"sigU"	"sigV"	"WS"	"airT"	"Pair"	"z_sonic"	"z0"	"kv"	"A"	"alpha"	"bw"	"C0"
"39"	"PTRMS"	"Plot1"	"1.500"	731.834716796875	15.9748015988138	0.252756008021003	15.4794029300271	16.4702002676004	-2.00241873389147	0.0494685992756055	-2.09937658039235	-1.90546088739059	-0.157665898210236	0.0430680499868604	-0.242078746782186	-0.0732530496382863	0.531294194716068	0.016183354914734	0.49957501801268	0.563013371419456	39319	60.4429614181439	377.1	22.84	3.72793493621428	0.0483477	-71.9	0.07177	3.774	3.576	1.271	1.895	18.984	0.105	1e+05	71	"19-Sep-2024 07:00:00"	0.136235556697948	0.0483476616376996	1.27059341564646	3.77427991240888	3.57555122575395	0.39565257344277	9.34897834815038	102853.147404646	2	0.0717660502385947	0.4	0.5	0.02	1.239	4.335
"40"	"PTRMS"	"Plot1"	"1.500"	731.834716796875	8.55485490447331	0.175062469349423	8.21173461645625	8.89797519249036	-1.0689452331724	0.0371752147119542	-1.14180819704161	-0.996082269303188	-0.130385353652277	0.0277558845836404	-0.184786546254547	-0.0759841610500083	0.535259495516947	0.0181361158004432	0.499712931481352	0.570806059552543	27610	34.5937703730532	100.4	24.05	4.59002592704523	0.0611842	-8.3	0.01298	3.23	2.733	1.507	1.895	49.258	0.105	1e+05	75	"19-Sep-2024 07:30:00"	2.39097512390386	0.061184166210251	1.50709316746388	3.22956900640426	2.73285525832879	0.762290926296868	9.86865641901517	102863.741816112	2	0.012976645662671	0.4	0.5	0.02	1.266	4.51
"41"	"PTRMS"	"Plot1"	"1.500"	731.834716796875	8.62959048022409	0.164706633914821	8.30676750236256	8.95241345808562	-1.20479196774871	0.0379459277460508	-1.27916551969097	-1.13041841580645	-0.203810164624773	0.0396309530983194	-0.281486345544761	-0.126133983704785	0.643753861513691	0.0213073867325713	0.60199164543311	0.685516077594271	32723	30.8076948935	98.9	24.09	4.76192038634671	0.0808674	-7.3	0.0312	2.655	2.893	1.416	1.894	48.136	0.106	1e+05	75	"19-Sep-2024 08:00:00"	6.32111674452044	0.080867445122015	1.41633910301514	2.65519625063754	2.89348355175343	0.830154998150767	10.3772283616139	102816.298303151	2	0.0311997596823094	0.4	0.5	0.02	1.169	3.925
"42"	"PTRMS"	"Plot1"	"1.500"	731.834716796875	8.68742197046227	0.14126442039351	8.41054544294548	8.96429849797907	-0.978190644532032	0.0432882796856971	-1.06303514060659	-0.893346148457476	0.415182770702888	0.0320341635611408	0.3523962038943	0.477969337511477	0.743682530409344	0.0259764975758075	0.692768914469796	0.794596146348892	43244	31.464436684858	170.5	26.01	3.78942405136423	0.0889274	-4.7	0.07264	3.462	3.008	1.765	1.894	71.752	0.106	1e+05	76	"19-Sep-2024 08:30:00"	13.0857366952803	0.0889274048150487	1.76518436444014	3.4617750127061	3.00775024093735	0.725002461312352	11.2761065953649	102852.780748663	2	0.0726381223086504	0.4	0.5	0.02	1.355	5.161
"43"	"PTRMS"	"Plot1"	"1.500"	731.834716796875	7.61554795489818	0.154692767782217	7.31235203156383	7.91874387823253	-0.824451931580059	0.0558601239781824	-0.933937087931908	-0.714966775228211	0.840329366059427	0.0563389227416438	0.729905770016697	0.950752962102156	0.649710691377587	0.0310529767516589	0.58884723865461	0.710574144100563	36948	31.2468469199957	210	26.73	2.63468340282599	0.0946701	-4	0.1247	3.166	3.683	1.66	1.894	77.62	0.106	1e+05	75	"19-Sep-2024 09:00:00"	18.7858323211616	0.0946700732968715	1.66008120879873	3.1661723623369	3.68263024468776	0.64394410178608	12.3271726984796	102852.902031956	2	0.124676458206392	0.4	0.5	0.02	1.236	4.316
"44"	"PTRMS"	"Plot1"	"1.500"	731.834716796875	7.94439435364551	0.112147476680185	7.72458667789472	8.16420202939631	-0.903004722751145	0.0362694213783868	-0.97409234282078	-0.83191710268151	0.49520478419387	0.0367045674872722	0.423264283099734	0.567145285288006	0.6561238743374	0.0214250306042124	0.614131077714508	0.698116670960292	45500	28.6801252747253	168.6	27.25	2.95364759371332	0.1129642	-4.4	0.1605	2.756	2.998	1.59	1.894	68.192	0.106	1e+05	75	"19-Sep-2024 09:30:00"	28.9396141300307	0.112964174759111	1.59030427026916	2.75579158151713	2.99751184133624	0.697045422128189	13.6532766108926	102863.812744749	2	0.160491587969408	0.4	0.5	0.02	1.206	4.133
"45"	"PTRMS"	"Plot1"	"1.500"	731.834716796875	3.389359605213	0.0761154252924455	3.24017430726799	3.53854490315802	-1.21061942624135	0.0429898684611305	-1.29487903998389	-1.12635981249881	0.871829849978485	0.0365619294846004	0.800168917616247	0.943490782340723	0.472788291616327	0.0261725945710896	0.421490327976495	0.524086255256159	27294	19.3258518355683	149.8	28.62	1.92713913535453	0.1416215	-6.4	0.06861	4.425	4.064	1.673	1.894	100.021	0.106	1e+05	73	"19-Sep-2024 10:00:00"	38.9834842138272	0.14162147950927	1.67260243987934	4.42467562115946	4.06440013417878	1.17474109016108	14.6640582448121	102858.152135168	2	0.0686069548711795	0.4	0.5	0.02	1.354	5.153
"46"	"PTRMS"	"Plot1"	"1.500"	731.834716796875	1.40774729985338	0.0448550704053148	1.31983191322773	1.49566268647904	-0.653127372242453	0.0308309370840408	-0.71355562994626	-0.592699114538646	0.602401955672777	0.0327095292295314	0.538291680455892	0.666512230889663	0.267927372899281	0.013381929460515	0.241698955650402	0.294155790148161	13753	11.9847960444994	78.8	19.21	1.32015471493764	0.1637612	-8.8	0.03276	3.796	3.84	1.744	1.894	114.221	0.106	1e+05	69	"19-Sep-2024 10:30:00"	44.2701862272752	0.163761203385296	1.7442372589893	3.79605141940775	3.83967041638773	1.66096728326113	15.6559540736514	102883.293047064	2	0.0327612986322595	0.4	0.5	0.02	1.477	6.239
"47"	"PTRMS"	"Plot1"	"1.500"	731.834716796875	1.92824301542332	0.0715611210977151	1.78798409771743	2.06850193312922	-0.688659641110484	0.0525514564105726	-0.791659849700715	-0.585659432520254	0.729696608297212	0.0427137890319731	0.645978106842185	0.813415109752239	0.332289145839046	0.0145610179018306	0.303749729738812	0.36082856193928	18788	12.4643815201192	73.4	20.03	1.8709273333702	0.1773904	-10.1	0.05261	3.27	3.807	1.615	1.894	109.534	0.106	1e+05	70	"19-Sep-2024 11:00:00"	49.1633699185013	0.17739035784115	1.61537577346788	3.2700141833695	3.80733928515754	1.58911984270808	16.7099989321551	102872.378443796	2	0.052609310628692	0.4	0.5	0.02	1.392	5.465
"48"	"PTRMS"	"Plot1"	"1.500"	731.834716796875	1.98431841304425	0.0434854716434986	1.89908742315633	2.06954940293217	-0.574074881539151	0.0246787400796965	-0.622444908738653	-0.52570485433965	0.698812001697531	0.032279714679429	0.635544157715468	0.762079845679594	0.370900001861553	0.0141908422583879	0.343086125472183	0.398713878250922	24150	10.7014451345756	50.2	22.16	2.55849642747313	0.2064436	-13	0.05219	2.794	3.307	1.617	1.893	98.837	0.107	1e+05	73	"19-Sep-2024 11:30:00"	60.2280626982222	0.206443585318052	1.61710755355686	2.79381457059304	3.30712626976805	1.8534602838372	17.6307754695489	102872.324985771	2	0.0521920119914491	0.4	0.5	0.02	1.433	5.825
"49"	"PTRMS"	"Plot1"	"1.500"	731.834716796875	1.64775504776008	0.0376622742074804	1.57393745326668	1.72157264225347	-0.828178080488997	0.0305663660696479	-0.888087782256761	-0.768268378721233	0.685672042158372	0.029347080874059	0.62815212438623	0.743191959930514	0.326515161525573	0.0153590869921776	0.296411539818307	0.35661878323284	19583	11.4657406934586	59.3	20.73	1.78893224677508	0.1931175	-9.8	0.03861	3.905	3.848	1.714	1.893	106.818	0.107	1e+05	71	"19-Sep-2024 12:00:00"	66.0435796917549	0.193117481189919	1.71413460577313	3.90530943851392	3.84760926370169	1.87928070474229	18.4686037574702	102897.224594364	2	0.038611965678328	0.4	0.5	0.02	1.472	6.19
"50"	"PTRMS"	"Plot1"	"1.500"	731.834716796875	0.918568332964127	0.0272946281168306	0.865071197366935	0.972065468561318	-0.712037240898009	0.0346109517525574	-0.779874280887306	-0.644200200908712	0.519517643615216	0.0236275335260348	0.473207968339221	0.565827318891211	0.233985306195089	0.0109743995018598	0.212475618071267	0.255494994318912	12918	8.50013159931878	39.8	19.01	1.2844072362288	0.2444829	-21	0.03464	3.475	3.476	1.508	1.893	113.008	0.107	1e+05	69	"19-Sep-2024 12:30:00"	62.2977891800843	0.24448286296032	1.50808639086745	3.47488434859694	3.47629754164283	2.44543361157079	18.8773591160203	102897.184102656	2	0.0346401019152361	0.4	0.5	0.02	1.392	5.465
"51"	"PTRMS"	"Plot1"	"1.500"	731.834716796875	1.27813047435681	0.0436023527132809	1.19267039900885	1.36359054970477	-0.816520532583912	0.0500802846815531	-0.914677274961471	-0.718363790206354	0.603732582886695	0.0466381232494244	0.512322434604275	0.695142731169115	0.325312600249092	0.015369142791246	0.29518926929926	0.355435931198925	18266	8.51856454615132	35.4	20.32	1.83802224617407	0.2547657	-20.8	0.04656	3.33	3.309	1.559	1.893	107.432	0.107	1e+05	71	"19-Sep-2024 13:00:00"	71.1944387137953	0.254765668833624	1.55927365056318	3.32999336009734	3.30900432582321	2.35986993735796	19.2884907739874	102900	2	0.0465611698330446	0.4	0.5	0.02	1.438	5.87
"52"	"PTRMS"	"Plot1"	"1.500"	731.834716796875	1.68678561368563	0.0353854314643329	1.61743060298133	1.75614062438992	-0.842032350981825	0.0325829427336276	-0.905894518222769	-0.778170183740881	0.741882461303902	0.028152636514003	0.686703639795088	0.797061282812717	0.402495093500582	0.0156919086907515	0.371739145355231	0.433251041645933	23939	9.69915201136221	49.8	21.98	2.30716258658555	0.2560524	-19.7	0.06534	3.099	3.402	1.476	1.893	102.126	0.107	1e+05	72	"19-Sep-2024 13:30:00"	76.4667808015184	0.256052436865349	1.47555971412596	3.09920316123896	3.40247108917176	2.15479855817755	19.7339815012433	102902.685876912	2	0.0653444118325044	0.4	0.5	0.02	1.356	5.169
"53"	"PTRMS"	"Plot1"	"1.500"	731.834716796875	1.73781930560333	0.0475123413987325	1.64469570049436	1.83094291071231	-0.805047389131965	0.0318419557835788	-0.867457231059194	-0.742637547204736	0.733891446239963	0.0362656040556888	0.662811308075892	0.804971584404033	0.379007927130745	0.0175376518156684	0.344634345148853	0.413381509112638	23789	9.68708646853588	36.6	23.23	2.67825948878622	0.230095	-16.8	0.03576	3.486	3.885	1.62	1.893	95.584	0.107	1e+05	73	"19-Sep-2024 14:00:00"	65.0804442324513	0.230095028362778	1.62000328964405	3.48618175904241	3.8850231500078	2.28310760477289	19.9627298574806	102897.138998472	2	0.0357589186701894	0.4	0.5	0.02	1.47	6.171
"54"	"PTRMS"	"Plot1"	"1.500"	731.834716796875	1.79333279521746	0.0422289225691427	1.7105646260695	1.87610096436543	-0.676631298390941	0.0352161976789402	-0.745654612956127	-0.607607983825755	0.752076602151196	0.0320278892924603	0.689302332832096	0.814850871470295	0.391551790425541	0.0168014432274926	0.358621168226829	0.424482412624253	21456	10.9332541014169	64.8	22.69	2.41963199859641	0.1816217	-8.6	0.02219	4.112	4.654	1.902	1.893	96.577	0.107	1e+05	73	"19-Sep-2024 14:30:00"	62.9499396253746	0.181621706035304	1.90177263411663	4.11236094173911	4.65369582614167	2.01880369653178	20.419339565633	102899.92890911	2	0.0221876452482743	0.4	0.5	0.02	1.606	7.624
"55"	"PTRMS"	"Plot1"	"1.500"	731.834716796875	2.0980267131182	0.0432260274645159	2.01330423063194	2.18274919560446	-0.755177579076033	0.0334435440888122	-0.82072651439443	-0.689628643757635	0.860731559132545	0.0338552341584304	0.794375716338284	0.927087401926806	0.373582539923607	0.0153578902359423	0.343481263843851	0.403683816003363	25975	11.4682309913378	55.5	22.84	2.52749601527467	0.2037644	-13.4	0.05186	3.507	4.078	1.675	1.892	98.439	0.108	1e+05	73	"19-Sep-2024 15:00:00"	56.8492000403983	0.203764353111952	1.67485058118362	3.50742464038286	4.07819366701571	1.83240475406914	20.7826181403783	102908.350842206	2	0.0518590452267973	0.4	0.5	0.02	1.489	6.357
"56"	"PTRMS"	"Plot1"	"1.500"	731.834716796875	1.40677627963887	0.040274636052512	1.32783848804096	1.48571407123677	-0.634719972576276	0.0305055957051938	-0.694510565176714	-0.574929379975839	0.709799320669081	0.0260413121290551	0.658758669001883	0.760839972336279	0.28485458082185	0.0114342070484445	0.26244367555878	0.307265486084919	17456	10.1345382676444	52	20.19	1.82844639669892	0.207434	-20.5	0.04134	3.299	3.946	1.59	1.892	108.472	0.108	1e+05	71	"19-Sep-2024 15:30:00"	39.3211399105579	0.207434049611337	1.58967859439078	3.29865713181396	3.94568167636774	1.98295726152807	20.7202546255171	102927.344721048	2	0.0413378313522551	0.4	0.5	0.02	1.466	6.132
"57"	"PTRMS"	"Plot1"	"1.500"	731.834716796875	1.31695341181632	0.0349090116697989	1.24853217805305	1.38537464557959	-0.693832050031605	0.0287335612276598	-0.750149476838328	-0.637514623224882	0.714536640862821	0.0296854742216381	0.656353476289032	0.77271980543661	0.272018352680489	0.0119873119008414	0.248523368705613	0.295513336655365	15032	10.8088677488026	47.3	19.3	1.41941908597424	0.1981993	-20.2	0.04739	3.36	4.058	1.515	1.892	115.88	0.108	1e+05	69	"19-Sep-2024 16:00:00"	34.7379340900641	0.198199301814305	1.51464786377341	3.36046826517104	4.05767816177993	1.82694046112081	20.8152458957998	102920.155977351	2	0.0473899778325349	0.4	0.5	0.02	1.395	5.49
"58"	"PTRMS"	"Plot1"	"1.500"	731.834716796875	1.2434923833472	0.0373862010189046	1.17021588890986	1.31676887778454	-0.369258001867339	0.0221021518649375	-0.412577947837923	-0.325938055896755	0.671060504188484	0.0276377576019021	0.616890839018378	0.72523016935859	0.242197586662169	0.0114404661749521	0.219774413588084	0.264620759736255	12802	11.0411341977816	42.1	20.32	1.53682540581526	0.1352159	-12	0.01157	3.902	5.31	2.093	1.892	107.486	0.108	1e+05	71	"19-Sep-2024 16:30:00"	18.6423468662792	0.135215895484917	2.09293712448843	3.90217133167486	5.31038694693138	1.72285861328475	20.8081533039004	102933.430646539	2	0.011574441542811	0.4	0.5	0.02	1.84	10.837
"59"	"PTRMS"	"Plot1"	"1.500"	731.834716796875	1.43880677307382	0.0379301671601156	1.36446411168627	1.51314943446138	-0.353565746364154	0.0195456296127809	-0.391874940145866	-0.315256552582443	0.48192050719093	0.0216221113013443	0.43954143482422	0.524299579557639	0.275096299356361	0.0120819268970937	0.25141587115186	0.298776727560863	15904	10.3714600100604	40.2	20.51	1.8013003385446	0.1582198	-36.6	0.02972	3.094	3.565	1.828	1.892	106.012	0.108	1e+05	71	"19-Sep-2024 17:00:00"	9.75574186859606	0.158219846409387	1.82821988314341	3.09412495467241	3.5649266528899	1.64287462638726	20.5903958704158	102941.758632965	2	0.0297236955996646	0.4	0.5	0.02	1.742	9.376
"60"	"PTRMS"	"Plot1"	"1.500"	731.834716796875	3.29991295171063	0.0574633814013797	3.18728543051692	3.41254047290434	-1.027747033875	0.0385421857453875	-1.10328924416662	-0.952204823583383	0.489604768270325	0.0307631774180251	0.429309318678991	0.549900217861658	0.514989052074815	0.0180402378527962	0.479630407638054	0.550347696511576	38059	13.0340182348459	54.1	25.2	4.47002746652202	0.1734991	515	0.03265	3.774	3.621	1.631	1.892	78.1	0.108	1e+05	75	"19-Sep-2024 17:30:00"	-0.912829348954923	0.173499074297236	1.63054112396893	3.77401125766195	3.62081075818363	1.76073927189335	20.1371499679988	102933.385479627	2	0.0326519757652788	0.4	0.5	0.02	1.631	7.923
"61"	"PTRMS"	"Plot1"	"1.500"	731.834716796875	3.87777296563657	0.0655746036560102	3.74924754852878	4.00629838274436	-1.24098016243352	0.0426746642688726	-1.3246219798338	-1.15733834503324	0.690788680898814	0.0371984204064655	0.617880234153612	0.763697127644016	0.509641408551377	0.0174722504561629	0.475396012430186	0.543886804672567	39852	15.1269647696477	56.5	24.58	4.57862914669402	0.1771925	44.4	0.05921	3.445	2.993	1.432	1.892	84.246	0.108	1e+05	75	"19-Sep-2024 18:00:00"	-11.2322949165155	0.177192533969795	1.43199153144358	3.44511749160249	2.99292954769955	1.53451182239357	19.2273223111087	102958.506666667	2	0.0592129107745226	0.4	0.5	0.02	1.432	5.816
"62"	"PTRMS"	"Plot1"	"1.500"	731.834716796875	4.35064739114286	0.067937942717348	4.21748985852555	4.48380492376017	-1.02204464721874	0.0332731807694012	-1.08725967252523	-0.956829621912239	0.242685633634947	0.0284584829980892	0.186907356776859	0.298463910493036	0.539780320690104	0.0180448288128692	0.504412678028033	0.575147963352174	45992	14.4436880327013	48.8	24.87	5.93192829412859	0.1785818	26.5	0.05432	2.87	2.594	1.441	1.891	77.201	0.109	1e+05	75	"19-Sep-2024 18:30:00"	-19.2354262327111	0.178581840299166	1.44134009415808	2.86971826187932	2.59357893192791	1.58500533218721	18.1693277310908	102992.846460618	2	0.0543213055685831	0.4	0.5	0.02	1.441	5.898
"63"	"PTRMS"	"Plot1"	"1.500"	731.834716796875	4.68718761748644	0.0803629927575494	4.52967713952189	4.844698095451	-0.642517215065538	0.0309700752746743	-0.703218181912668	-0.581816248218408	0.316995975152144	0.0274250678433168	0.263243179294434	0.370748771009854	0.423416868722083	0.0154723600639537	0.393091233186513	0.453742504257652	38310	18.4413599582354	56.3	24.61	5.45411995255876	0.1193964	9.2	0.04113	3.064	3.057	1.678	1.891	82.234	0.109	1e+05	75	"19-Sep-2024 19:00:00"	-16.5145876323898	0.119396443767176	1.6778955824687	3.06397011317182	3.05709271929813	1.14270995113832	16.6464624590382	102962.829462886	2	0.0411309168128294	0.4	0.5	0.02	1.678	8.513
"64"	"PTRMS"	"Plot1"	"1.500"	731.834716796875	4.30017709441591	0.0904967877811341	4.12280450277205	4.47754968605977	-0.614692917585029	0.0314979474532966	-0.676428507413533	-0.552957327756524	0.341378310176137	0.0281590689900219	0.286186881093395	0.39656973925888	0.319903073988997	0.0162829130807185	0.287988764504072	0.351817383473923	29634	21.1453420378191	66.9757600172621	24.26	4.62551777591273	0.1010306	5.7	0.04114	3.581	3.077	1.68	1.891	87.397	0.109	1e+05	75	"19-Sep-2024 19:30:00"	-15.9160978621726	0.101030638041911	1.67990767726458	3.58087415231976	3.07680700742144	0.966867480333968	15.2832841565094	102939.056375169	2	0.041139055484095	0.4	0.5	0.02	1.68	8.539
"65"	"PTRMS"	"Plot1"	"1.500"	731.834716796875	8.20766244030294	0.164736152299505	7.88478160677028	8.5305432738356	-0.692875719809196	0.0383419060092769	-0.768025384279922	-0.61772605533847	0.330643032458961	0.0495735643983319	0.233479455607794	0.427806609310127	0.38258167166209	0.0185038472318615	0.346314358541153	0.418848984783026	43953	30.2381907947125	97.1	25.49	6.81365158866859	0.0778613	4.3	0.0676	3.431	3.754	1.727	1.891	75.699	0.109	1e+05	75	"19-Sep-2024 20:00:00"	-9.65448756524665	0.0778613410357435	1.72723775813606	3.43100314895439	3.7540740560267	0.648443088743612	14.3236107349053	102969.498895146	2	0.0676015192938169	0.4	0.5	0.02	1.727	9.168
"66"	"PTRMS"	"Plot1"	"1.500"	731.834716796875	6.69501297802925	0.110872865002593	6.47770352549872	6.91232243055978	-0.823207340152309	0.0424419089848551	-0.906392960056996	-0.740021720247622	0.351213627082212	0.0329590734993604	0.286614248163916	0.415813006000507	0.351909890857891	0.0181183659832811	0.316398116245748	0.387421665470033	41408	27.3909727588872	118.1	25.89	5.89158759357351	0.0827709	4.4	0.05686	4.225	3.725	1.844	1.891	80.74	0.109	1e+05	75	"19-Sep-2024 20:30:00"	-11.4251844582281	0.0827709457238838	1.84365318471188	4.22523413630687	3.7252540539538	0.725133168173876	13.6730173488648	102933.486516334	2	0.0568570283480423	0.4	0.5	0.02	1.844	10.9
"67"	"PTRMS"	"Plot1"	"1.500"	731.834716796875	6.69008914080994	0.136751878370994	6.42205714018808	6.9581211414318	-0.611209256675799	0.0296042965804821	-0.669233314070776	-0.553185199280821	-0.17006864070735	0.0341080018953144	-0.236919905158824	-0.103217376255875	0.343161270990563	0.0160677137171146	0.311668749613021	0.374653792368105	29435	29.998192627824	86	24.33	5.63434473521079	0.0690067	4.3	0.03439	3.172	3.66	1.595	1.891	47.309	0.109	1e+05	75	"19-Sep-2024 21:00:00"	-6.74754418281898	0.0690067392631918	1.59474426894573	3.17203750639777	3.66030450323747	0.691291147798039	13.1788360673228	102922.292993631	2	0.0343864075191775	0.4	0.5	0.02	1.595	7.495
"68"	"PTRMS"	"Plot1"	"1.500"	731.834716796875	13.416082115774	0.231109169161481	12.9631109850642	13.8690532464839	-0.445818020383449	0.0366988034836775	-0.517747224101392	-0.373888816665507	0.663232343839409	0.0572854880561752	0.550953491415595	0.775511196263223	0.235500899904248	0.0174600828827826	0.201279352077317	0.26972244773118	39004	61.2561737257717	271.3	27.77	7.36390930603145	0.0379128	1.2	0.3375	4.561	6.171	1.903	1.891	80.295	0.109	1e+05	75	"19-Sep-2024 21:30:00"	-4.07436251473609	0.0379127791056001	1.90335097892221	4.56117648463755	6.17114931006149	0.163331212992586	12.327970921071	102936.277037674	2	0.337461179986176	0.4	0.5	0.02	1.903	11.867
"69"	"PTRMS"	"Plot1"	"1.500"	731.834716796875	28.1065247812341	0.327790950065754	27.4640585483864	28.7489910140819	-4.13297323863196	0.0814881182905228	-4.29268894881084	-3.97325752845308	-0.331571237478248	0.0448415886209451	-0.419460199972262	-0.243682274984234	0.634677167868433	0.0233310243677106	0.588948646897995	0.680405688838871	73274	53.8355064552229	730.1	33.81	0.796374092307938	0.0467165	3.2	0.8655	4.884	3.196	1.368	1.891	196.537	0.109	1e+05	63	"19-Sep-2024 22:00:00"	-2.79074909160871	0.0467164888871584	1.36795138770068	4.88354908840472	3.19558043475551	0.0912464655393306	11.5535622394706	102908.534569498	2	0.865519949509977	0.4	0.5	0.02	1.368	5.266
"70"	"PTRMS"	"Plot1"	"1.500"	731.834716796875	6.61490267929743	0.171403120319258	6.27895467039794	6.95085068819691	-0.531953768366138	0.0254359546479067	-0.581807926811477	-0.482099609920798	0.741080961221518	0.0318933188504406	0.678570448314606	0.803591474128429	0.26151413437645	0.0188472738816441	0.224573709243418	0.298454559509481	24670	36.6503850830969	176.5	19.62	2.79256600466597	0.0638903	4.5	0.2458	2.537	3.612	1.447	1.89	113.351	0.11	1e+05	69	"19-Sep-2024 22:30:00"	-5.03293414911882	0.0638903238089839	1.44726394890372	2.53692761841874	3.61165174761308	0.325834641435448	11.6296665119429	102908.265790695	2	0.245813614269268	0.4	0.5	0.02	1.447	5.953
"71"	"PTRMS"	"Plot1"	"1.500"	731.834716796875	6.95907508487821	0.133729381913219	6.69696714016037	7.22118302959605	-0.771613812732562	0.0382982767666505	-0.846677964424041	-0.696549661041083	0.340013556412016	0.0272201248902826	0.286662446223047	0.393364666600984	0.39001696656578	0.0181128517142523	0.354515999853151	0.425517933278408	33596	30.1443505179188	108.9	24.61	4.94071012385532	0.0808498	6.6	0.07296	3.042	2.613	1.499	1.89	89.369	0.11	1e+05	74	"19-Sep-2024 23:00:00"	-7.00735995061001	0.0808497786828443	1.49896355011663	3.04241840832789	2.61253420579454	0.657810982456777	11.8272787539645	102913.9715579	2	0.0729648406172064	0.4	0.5	0.02	1.499	6.457
"72"	"PTRMS"	"Plot1"	"1.500"	731.834716796875	2.3343011203904	0.0996954745465543	2.13889921575868	2.52970302502213	-0.289927394380553	0.0233313935633858	-0.335656638969977	-0.24419814979113	0.280123295182596	0.0183128566742648	0.244230321206849	0.316016269158343	0.096871272666942	0.00809837193077522	0.080998563229658	0.112743982104226	7590	37.4249670619236	137.4	19.39	1.24605719216027	0.0512621	3.7	0.05741	3.414	3.905	1.568	1.89	111.885	0.11	1e+05	70	"19-Sep-2024 23:30:00"	-3.19341121131496	0.0512621455740506	1.56826027188276	3.41448911384094	3.90450649518487	0.447796143539055	11.8828539870299	102900.0356303	2	0.0574102660992346	0.4	0.5	0.02	1.568	7.189
"73"	"PTRMS"	"Plot1"	"1.500"	731.834716796875	2.39336243128561	0.0763495504218745	2.24371825096483	2.54300661160639	-0.137093950294268	0.0165683613846506	-0.169567734946105	-0.104620165642431	0.181935600400544	0.0188242426606132	0.145040316177628	0.21883088462346	0.12990882103481	0.00948997959323808	0.111308577685058	0.148509064384562	11411	28.3994303742003	77.7	23.51	2.36564837514038	0.052011	1.9	0.02027	4.063	4.722	2.274	1.89	90.812	0.11	1e+05	74	"20-Sep-2024 00:00:00"	-6.63313309698868	0.0520110014396129	2.27394094247455	4.06330072191347	4.72202302336037	0.589675873712793	11.9780420302755	102902.617987533	2	0.0202733499942457	0.4	0.5	0.02	2.274	19.518
"74"	"PTRMS"	"Plot1"	"1.500"	731.834716796875	12.4971287836901	0.175459804534941	12.1532297235936	12.8410278437866	-0.867206608948155	0.0412887113360793	-0.94813197563661	-0.786281242259699	0.318677531116654	0.0386566228078093	0.242911025589375	0.394444036643933	0.495008847821961	0.0207803996949267	0.454279519857319	0.535738175786603	58993	39.1077093892496	154.4	26.75	7.71525581964145	0.0664325	4.3	0.1129	3.754	3.369	1.767	1.89	75.875	0.11	1e+05	75	"20-Sep-2024 00:30:00"	-5.91369352935901	0.0664325308811632	1.7671704628471	3.75399720597146	3.36937867862452	0.468003263186616	11.9911752739205	102894.717870017	2	0.112880135963725	0.4	0.5	0.02	1.767	9.733
"75"	"PTRMS"	"Plot1"	"1.500"	731.834716796875	0.168028969620441	0.0202545621709063	0.128330276739164	0.207727662501718	-0.0264539255173653	0.00852887655988367	-0.0431704187358407	-0.00973743229888989	-0.00187696514654485	0.00520502289964448	-0.012078746048519	0.0083248157554293	0.00428464068279602	0.00138267753776605	0.00157460970496231	0.00699467166062972	658	50.4823708206687	123.2	28.1	0.194966348337062	0.0266195	0.4	0.08708	10.821	10.429	3.165	1.89	75.239	0.11	1e+05	75	"20-Sep-2024 01:00:00"	-3.70901964360087	0.0266195457156013	3.16524778341867	10.8214011878924	10.4290343770546	0.204795511616385	11.6407677674079	102891.762383345	2	0.0870775572217631	0.4	0.5	0.02	3.165	51.233
"76"	"PTRMS"	"Plot1"	"1.500"	731.834716796875	22.1638782418969	0.249200080237378	21.6754491478558	22.6523073359379	-1.33884445676059	0.0583528199132581	-1.4532152665044	-1.22447364701678	0.240407620931922	0.065400895320579	0.112222670026314	0.36859257183753	0.596024749945832	0.0289833052650903	0.539217827895656	0.652831671996008	101529	44.7495336307853	229.6	30.1	10.2866491499107	0.0735779	3.9	0.3547	3.425	2.788	1.552	1.89	68.77	0.11	1e+05	76	"20-Sep-2024 01:30:00"	-8.92567234373258	0.0735778779049514	1.55243507323273	3.4247188243992	2.78811790689325	0.307710610090553	11.6799624006298	102818.534698847	2	0.354693377000178	0.4	0.5	0.02	1.552	7.012
