RoundedTime,FRAC_DAYS_SINCE_JAN1,FRAC_HRS_SINCE_JAN1,JULIAN_DAYS,EPOCH_TIME,ALARM_STATUS,INST_STATUS,CavityPressure,CavityTemp,DasTemp,EtalonTemp,WarmBoxTemp,species,MPVPosition,OutletValve,solenoid_valves,N2O,N2O_30s,N2O_1min,N2O_5min,N2O_dry,N2O_dry30s,N2O_dry1min,N2O_dry5min,CO2,CO2_dry,CH4,CH4_dry,H2O,NH3,NH3_dry,ChemDetect,peak_1a,peak_41,peak_4,peak15,ch4_splinemax,nh3_conc_ave,adjusted_minutes,rounded_minutes,NH3_ug
17/09/2024 06:30,260.2022741,6244.854579,261.2022741,1726548676,0,963,139.9996047,45.00011129,38.51019159,45.09362297,45.00065724,37.28082536,0,52426.11413,0,0.329715057,0.329706128,0.329698727,0.329780728,0.33613297,0.336125047,0.336118803,0.336212415,477.6516207,486.7652524,2.270178289,2.30203083,1.088592678,2.474702477,2.501941533,0,0.668856567,64.77813442,1.251567792,64.748916,493.7037507,2.270201349,44.99194766,44.98490186,1.74277216
17/09/2024 07:00,260.223112,6245.354687,261.223112,1726550477,0,963,140.0001242,44.99955825,38.37775375,45.09170613,44.99873639,37.28082536,0,52437.51902,0,0.33009024,0.330021721,0.330015041,0.329889244,0.336431544,0.336361391,0.336354344,0.336223875,486.0285331,495.1801324,2.284652118,2.316287147,1.074585087,2.508821735,2.536082587,0,0.669206359,65.90406773,1.233538416,63.96325416,496.7493742,2.306547732,14.99798691,15,1.766553722
17/09/2024 07:30,260.243945,6245.854681,261.243945,1726552277,0,963,139.9991752,45.00029945,38.34670393,45.09365269,45.0006295,37.28211587,0,52450.16074,0,0.330546576,0.330585756,0.330607089,0.330693489,0.33707114,0.337108164,0.337126751,0.337191692,480.7281158,490.0292405,2.34233211,2.375668079,1.103710192,2.573588104,2.602321914,0,0.67079766,65.19604341,1.267618,65.60722804,509.305327,2.365241623,44.99798489,45,1.812693911
17/09/2024 08:00,260.2647835,6246.354803,261.2647835,1726554077,0,963,140.0006734,45.00067689,38.64137479,45.0958974,45.0028327,37.28571429,0,52466.86647,0,0.329190284,0.329196677,0.329191386,0.329200889,0.336088833,0.336095048,0.336088994,0.336089612,462.8913265,472.4022039,2.432042293,2.468771425,1.170685423,2.709047745,2.741134875,0,0.669619172,62.78860941,1.346715402,69.38537003,528.8434284,2.48683285,15.00603622,15.00754527,1.909386564
17/09/2024 08:30,260.2856035,6246.854484,261.2856035,1726555876,0,963,140.000203,44.99905293,38.97578551,45.09189967,44.99863186,37.29909366,0,52477.92346,0,0.329397802,0.329413345,0.329420894,0.329353426,0.336578557,0.336589361,0.336592742,0.336499454,445.3438752,454.8641228,2.477410409,2.516326111,1.217085489,2.840966339,2.876034239,0,0.671251024,60.41506644,1.401534807,71.97304424,538.6722876,2.607582823,44.98640483,44.98489426,2.00335313
17/09/2024 09:00,260.3064477,6247.354745,261.3064477,1726557677,0,963,140.0004235,44.99972984,39.21789916,45.09157395,44.99894122,37.28082536,0,52493.01604,0,0.327450854,0.327453696,0.327462608,0.327749385,0.335123881,0.335121221,0.33512454,0.335363936,427.2432322,437.0647679,2.360895195,2.400721381,1.306680884,3.120234484,3.161552642,0,0.669279246,57.95848222,1.508435566,76.98490356,513.3925908,2.861867048,15.00100654,15.00754907,2.202236085
17/09/2024 09:30,260.3272785,6247.854683,261.3272785,1726559477,0,963,139.9999782,45.00063953,39.61047004,45.09379822,45.00130069,37.29059829,0,52513.47237,0,0.325833114,0.325879099,0.325887277,0.326071879,0.334029459,0.334073568,0.334079065,0.334244505,419.9684651,430.3386658,2.257873911,2.298797647,1.400937677,3.522407763,3.572489171,0,0.667998163,56.96713195,1.621397766,82.25356328,490.830255,3.234678934,44.99798894,45.00754148,2.48848128
17/09/2024 10:00,260.3481103,6248.354648,261.3481103,1726561277,0,963,139.9997624,45.00089827,39.61744387,45.09503747,45.00251381,37.28211587,0,52527.44444,0,0.324774356,0.324820167,0.324878642,0.324961566,0.333354863,0.333396755,0.33345112,0.333495365,418.5396658,429.3977167,2.113346997,2.153538577,1.470022045,4.061528007,4.122113625,0,0.66730473,56.76760544,1.704848988,86.09463615,459.5321878,3.745592479,14.99647355,15,2.871332031
17/09/2024 10:30,260.3689566,6248.854958,261.3689566,1726563078,0,963,139.9995797,44.99912961,40.3841417,45.09153199,44.99878087,37.27593152,0,52551.51847,0,0.323808147,0.323791233,0.323771014,0.323551075,0.333011058,0.332991382,0.332967755,0.332733415,414.1459839,425.7084307,1.985871401,2.026519945,1.578882694,3.892607376,3.955071955,0,0.667595165,56.16913023,1.838069292,92.12991449,431.7513686,3.559477835,45.01409869,45.01510574,2.754976166
17/09/2024 11:00,260.3897832,6249.354796,261.3897832,1726564877,0,963,140.0026711,45.00054296,39.92082197,45.09355059,45.00120336,37.29059829,0,52503.23036,0,0.322209859,0.3221482,0.322120537,0.322276041,0.331583222,0.331524264,0.3314999,0.331642181,408.2965577,419.9669558,1.937214517,1.977789558,1.615414547,3.589993414,3.648943157,0,0.665300726,55.37390573,1.883781744,94.14553547,421.1322916,3.254670931,15.00452489,15.00754148,2.541736672
17/09/2024 11:30,260.4004393,6249.610544,261.4004393,1726565798,0,963,139.9974724,45.00042605,40.31487368,45.0940309,45.002633,37.65217391,0,52949.86068,0,0.323808915,0.325011151,0.32547921,0.322682661,0.332447739,0.333693724,0.334236978,0.33188382,409.2268829,419.9485811,1.963477012,2.001205841,1.484210261,3.651315323,3.70633037,0,0.666276366,55.50681739,1.736430464,86.72089782,426.8555188,3.345734377,30.2826087,30,2.581710763
17/09/2024 13:30,260.4954706,6251.891295,261.4954706,1726574009,0,963,140.002583,44.97924611,41.31051261,45.10474167,45.02074047,37.27267338,0,53185.84234,0,0.321831503,0.322172738,0.322418038,0.322732557,0.330225942,0.330571528,0.330818008,0.331135691,400.1248639,410.3693227,1.832983082,1.867413026,1.451375304,5.084264168,5.159147548,0,0.661161994,54.16704289,1.689864292,84.92379052,398.4393708,4.741293483,47.19739182,47.56965027,3.593696573
17/09/2024 14:00,260.5147811,6252.354747,261.5147811,1726575677,0,963,140.0010747,44.99991391,41.97553049,45.09313252,45.00121995,37.29551185,0,53310.57381,0,0.322881601,0.322875823,0.322872489,0.322830383,0.33120023,0.331196732,0.331196067,0.331152034,398.7693782,408.8557431,1.834771947,1.868819315,1.434136336,5.001449631,5.074233438,0,0.663287187,54.07996118,1.667917142,84.07381418,398.7625477,4.67063493,15.00151286,15,3.53454813
17/09/2024 14:30,260.5356096,6252.854631,261.5356096,1726577477,594.2811083,961.8392947,139.9653948,44.99978072,42.14076223,45.09263793,45.00044553,37.28211587,0,48570.79886,0,0.324724726,0.324731302,0.324731273,0.32469995,0.332568742,0.332580927,0.332586985,0.332605577,401.6282159,411.1521962,1.842701914,1.874764621,1.346282142,32.38691383,32.82089237,0,0.667119634,54.46701364,1.562014559,79.18671495,398.63032,31.44653826,44.99445844,45,22.86198007
17/09/2024 15:00,260.556441,6253.354585,261.556441,1726579277,0,963,139.9994167,44.99953383,42.07481679,45.09055904,44.99835612,37.28571429,0,45830.28345,0,0.324642436,0.324619544,0.324586536,0.324439994,0.332484466,0.332456137,0.332419456,0.332255123,397.0000426,406.4107785,1.845391482,1.877502492,1.346245568,27.76072862,28.13913516,0,0.666584529,53.84133846,1.557801085,79.16328001,399.5329162,26.96585723,14.9924812,14.9924812,19.60081828
17/09/2024 15:30,260.577292,6253.855007,261.577292,1726581078,0,963,140.0004793,44.99942343,41.56227061,45.08947628,44.99735623,37.28571429,0,45791.51369,0,0.324868701,0.324848939,0.324840321,0.324782876,0.332577779,0.332566383,0.332562864,0.332530042,397.6447433,406.9042718,1.852164147,1.883830325,1.322934279,20.40476481,20.67858093,0,0.6660629,53.92737047,1.530639424,77.8789457,401.4845933,19.77415167,45.01698302,45.02247752,14.40403569
17/09/2024 16:00,260.5981287,6254.355089,261.5981287,1726582878,0,963,140.0003331,44.99897655,40.70621364,45.08814923,44.99578693,37.28927681,0,45934.29354,0,0.324837337,0.324847533,0.324861883,0.324934286,0.332469206,0.332478791,0.332493989,0.332568514,397.1499278,406.3054225,1.853863645,1.885242212,1.310004461,16.34846388,16.56547896,0,0.665552731,53.8616376,1.517708719,77.13194576,402.1661622,15.80725081,15.02294264,15.02992519,11.53898089
17/09/2024 16:30,260.618945,6254.85468,261.618945,1726584677,0,963,139.999353,45.00059754,40.1975683,45.09333985,45.00094326,37.27250124,0,45952.34423,0,0.32466169,0.324659614,0.324661064,0.324721694,0.332169612,0.332166247,0.332167401,0.332231604,397.1923311,406.2043047,1.859561184,1.890543261,1.289815707,14.42153248,14.60998347,0,0.664665414,53.86743691,1.493196065,75.99537826,403.5072279,13.92663874,44.9985082,45,10.17684551
17/09/2024 17:00,260.6397902,6255.354964,261.6397902,1726586478,0,963,139.9999934,44.99989408,40.37531518,45.09235428,44.99980394,37.28926441,0,45805.7528,0,0.324926951,0.324969408,0.324998603,0.325001488,0.332585021,0.332626368,0.332653997,0.332635506,397.3142962,406.5031815,1.909706759,1.942138324,1.314133243,13.49501826,13.67470553,0,0.665691407,53.88588041,1.524142498,77.35715675,414.4676988,13.01077369,15.01441352,15.02236581,9.525360917
17/09/2024 17:30,260.6606169,6255.854805,261.6606169,1726588277,0,963,139.9997646,44.99986247,40.14906897,45.09183438,44.99943797,37.29054726,0,45817.14781,0,0.324633443,0.324604789,0.324590462,0.324620223,0.332535066,0.332505872,0.332490229,0.332516111,396.3576876,405.8256525,1.950623969,1.984826158,1.356298634,13.05295503,13.23242849,0,0.665997732,53.75895796,1.577498826,79.72929582,423.4431471,12.5622388,45.00348259,45,9.217284924
17/09/2024 18:00,260.6814407,6256.354578,261.6814407,1726590076,0,963,139.9999887,44.99945876,40.06716481,45.091022,44.99837123,37.27299851,0,45785.48467,0,0.32358002,0.323592739,0.323578719,0.323475012,0.331718268,0.331728648,0.331712166,0.331584822,394.7582827,404.5043876,1.871004952,1.904901925,1.400657911,12.86285578,13.04555393,0,0.664723529,53.53853375,1.629259755,82.197056,406.1127873,12.36119884,14.99104923,14.99254102,9.087114107
17/09/2024 18:30,260.7022756,6256.854614,261.7022756,1726591877,0,963,140.0009076,44.99921166,39.26805454,45.08877658,44.99634884,37.28571429,0,45879.81099,0,0.324441981,0.324462398,0.324485642,0.324638024,0.332505293,0.332527838,0.332553245,0.332725608,397.6649798,407.3653543,1.869671319,1.903143514,1.38435622,11.134072,11.29044298,0,0.666078035,53.93056193,1.614266339,81.29797148,405.947334,10.67828831,44.99355159,44.98511905,7.864560156
17/09/2024 19:00,260.723129,6257.355097,261.723129,1726593678,0,963,139.999715,45.00043138,39.98883021,45.09577189,45.00323808,37.29484638,0,45951.18694,0,0.323897206,0.323884424,0.323891125,0.323774808,0.331812255,0.331800704,0.331809181,0.331704468,401.9866042,411.62766,1.926695401,1.960608377,1.361665585,9.798322501,9.933683607,0,0.664331269,54.51842654,1.585737684,80.03636557,418.4202069,9.379670178,15.02279485,15.02229931,6.919485129
17/09/2024 19:30,260.7439496,6257.854791,261.7439496,1726595477,0,963,140.0009114,44.9996111,40.0605836,45.09157451,44.99907713,37.29053049,0,46057.21386,0,0.324583481,0.324556167,0.32454406,0.324585328,0.332312008,0.332284794,0.332273533,0.332323595,410.3096762,419.8965538,1.923698364,1.95669722,1.327327399,8.435944204,8.549443678,0,0.664835522,55.64334935,1.545676304,78.12155887,417.8903412,8.056998311,45.00396629,45,5.955268029
17/09/2024 20:00,260.7647722,6258.354533,261.7647722,1726597276,0,963,139.9990164,45.00054119,40.02469297,45.09329197,45.00089781,37.2844356,0,45938.93738,0,0.324629059,0.324663689,0.324668172,0.324640753,0.332235451,0.332271479,0.332276387,0.332251484,414.8094094,424.3465088,1.923187921,1.955653607,1.306550202,7.393612058,7.491486284,0,0.664386308,56.25490376,1.522221407,76.96143867,417.8232498,7.041977254,14.9885629,14.98508205,5.218328869
17/09/2024 20:30,260.7856128,6258.854706,261.7856128,1726599077,0,963,140.0001663,45.00021451,40.00283848,45.09253501,45.00007434,37.27736503,0,45927.57744,0,0.325119291,0.325129355,0.325130006,0.325033938,0.332758713,0.33276879,0.332769437,0.3326714,415.6039299,425.1864647,2.035904838,2.070370822,1.310182471,6.819916637,6.910452787,0,0.665410413,56.36363278,1.52452466,77.16737421,442.3744506,6.480217155,44.99702823,44.99257058,4.813599586
17/09/2024 21:00,260.8064427,6259.354624,261.8064427,1726600877,0,963,139.9999154,44.99951069,39.82339425,45.09088024,44.99843726,37.29408843,0,45941.44281,0,0.325069678,0.325039995,0.325023646,0.325157059,0.332727443,0.332696725,0.33267978,0.332814315,422.831776,432.6060937,2.016643786,2.050870304,1.313451035,6.358483378,6.443115535,0,0.665295781,57.34195841,1.530051564,77.36150267,438.2347981,6.027417968,14.99304521,14.99254844,4.488067458
17/09/2024 21:30,260.8272739,6259.854573,261.8272739,1726602676,0,963,140.0000292,45.00076538,39.72818959,45.09433483,45.00183015,37.28698664,0,45921.25354,0,0.324565916,0.324576772,0.324574901,0.324523315,0.332218061,0.332229823,0.332228241,0.332174982,436.3280546,446.4223028,2.087263022,2.122715251,1.314517591,6.027303808,6.107594509,0,0.663974574,59.16922908,1.529969406,77.44439517,453.580831,5.703298167,44.99059871,44.98515586,4.254354281
17/09/2024 22:00,260.8481198,6260.354876,261.8481198,1726604478,0,963,139.9999232,45.00052596,39.72606689,45.09384013,45.00139775,37.28090999,0,45911.48254,0,0.324935396,0.324951535,0.324974615,0.325065126,0.332509793,0.332526635,0.332550611,0.332648295,427.6551783,437.4362612,2.15534122,2.191539283,1.299937062,5.630795033,5.704958064,0,0.664653195,58.00980687,1.514810812,76.6146562,468.4753128,5.31993922,15.00890208,15.0074184,3.973890659
17/09/2024 22:30,260.8689537,6260.85489,261.8689537,1726606278,0,963,139.999963,45.00034169,39.78551809,45.09379491,45.00120197,37.29053049,0,45879.99842,0,0.324867199,0.324842628,0.324820226,0.324740891,0.33251085,0.33248518,0.332461376,0.332373935,420.1687461,429.8690657,2.064390776,2.099383699,1.311896341,5.566286795,5.640279297,0,0.664703605,56.98594795,1.524936237,77.2704396,448.6731548,5.25236112,45.00941993,45.01487357,3.928837505
17/09/2024 23:00,260.8897807,6261.354736,261.8897807,1726608077,0,963,140.0000657,45.00047214,40.17614076,45.09481541,45.00214684,37.28925211,0,45873.24021,0,0.324522092,0.324491677,0.324489063,0.324511775,0.332164724,0.332133366,0.332130864,0.332156144,427.6292659,437.5107039,2.093384372,2.128902869,1.313079435,5.668334993,5.743756488,0,0.663976383,57.99150519,1.526933817,77.34899765,454.9882795,5.351555367,15.00099059,15,4.000916395
17/09/2024 23:30,260.9106107,6261.854656,261.9106107,1726609877,0,963,140.0002681,44.99865384,40.14762141,45.08971592,44.99685954,37.26822013,0,45898.08021,0,0.326070251,0.326058669,0.326016268,0.325686496,0.333547265,0.333539291,0.333499539,0.333186199,467.1539507,477.6575723,2.194841305,2.231117116,1.27913468,5.479594827,5.55060396,0,0.66575482,63.33650557,1.483660063,75.51108463,477.053333,5.177517493,44.9965295,45,3.866372544
18/09/2024 00:00,260.9314383,6262.35452,261.9314383,1726611676,0,963,139.9993219,44.9988612,39.74527975,45.08908099,44.99642493,37.29484638,0,45878.3406,0,0.328202546,0.328193683,0.328220492,0.328242811,0.335459158,0.335450311,0.335478131,0.335509722,522.9464522,534.2846223,2.272665698,2.308867987,1.234103054,5.123437725,5.187457113,0,0.668302389,70.89955333,1.427809573,73.05529188,493.9000737,4.837418895,14.98810704,14.9851338,3.613416108
18/09/2024 00:30,260.9522761,6262.854626,261.9522761,1726613477,0,963,139.9999149,45.00016543,39.57145079,45.09224405,44.99996724,37.29051383,0,45760.23817,0,0.327645458,0.327703857,0.327732817,0.32788361,0.334851354,0.334911149,0.334940888,0.33509168,537.0810414,548.664937,2.286138847,2.322360861,1.227662056,4.750889885,4.809933703,0,0.66681203,72.80955904,1.420561351,72.7127084,497.0599692,4.474057229,44.99456522,44.99258893,3.350445419
18/09/2024 01:00,260.9731404,6263.355369,261.9731404,1726615279,0,963,140.0003027,45.0004617,39.54039455,45.09293475,45.00055875,37.28571429,0,45874.11383,0,0.329670052,0.329624315,0.329587389,0.329452904,0.33672019,0.336676169,0.33664117,0.336528103,553.011963,564.6098435,2.17916118,2.212747643,1.194345497,4.53377155,4.588599903,0,0.669832966,74.96723504,1.379348908,70.85696353,473.7488197,4.2670597,15.0385566,15.03707365,3.196271398
18/09/2024 01:30,260.9939523,6263.854855,261.9939523,1726617077,0,963,140.0002205,45.0003499,39.44131927,45.09298214,45.0003483,37.27964427,0,45907.5482,0,0.330183804,0.330206854,0.330210253,0.330138742,0.336892929,0.336919929,0.33692701,0.336882319,563.7001321,574.9287521,2.166283153,2.197989764,1.135664947,4.251028798,4.29989852,0,0.669627926,76.42075488,1.312340183,67.55168516,470.909354,4.002449022,45.00741107,45.00741107,2.995171282
18/09/2024 02:00,261.0147712,6264.354508,262.0147712,1726618876,0,963,139.9990578,45.00031324,39.30568888,45.09359573,45.00085761,37.28571429,0,45850.46985,0,0.330424994,0.330427423,0.330428737,0.330491918,0.336832288,0.336835723,0.336837999,0.336913464,563.5759704,574.2870711,2.291838584,2.323868473,1.084520967,3.937174294,3.980350674,0,0.669072438,76.41451016,1.250220014,64.64784716,498.2925322,3.706858836,14.9871478,14.99258527,2.77258451
18/09/2024 02:30,261.0356058,6264.854538,262.0356058,1726620676,0,963,140.0002802,45.00004242,39.19809836,45.09280945,44.99995307,37.28571429,0,45772.93353,0,0.331050321,0.331014354,0.330976351,0.330817039,0.337341067,0.337305533,0.337267934,0.33711295,537.0396542,547.0402096,2.295603315,2.327048407,1.063089352,3.673434007,3.712911117,0,0.670313765,72.79488792,1.222370233,63.38780885,499.0719687,3.45251598,44.98764212,44.99258527,2.5862947
18/09/2024 03:00,261.0564316,6265.354359,262.0564316,1726622476,0,963,139.9988683,45.00004826,38.97015883,45.09302794,45.00000637,37.28571429,0,45538.90128,0,0.329867854,0.329910351,0.329946128,0.330049352,0.336230946,0.336273277,0.336308723,0.336406136,518.2631503,528.0587877,2.338850116,2.371376628,1.078976218,3.511133475,3.549426125,0,0.66851389,70.28701618,1.242190589,64.2629116,508.4976198,3.29055664,14.97874444,14.97775581,2.472416302
18/09/2024 03:30,261.0772765,6265.854635,262.0772765,1726624277,0,963,140.0003554,45.00001549,38.97738536,45.09323655,45.00018651,37.29176934,0,45456.26102,0,0.329675751,0.329641479,0.329611218,0.329501273,0.336172362,0.336137514,0.336106719,0.335991933,493.4124478,502.9405393,2.429786274,2.464304464,1.101901494,3.523062657,3.562313771,0,0.669046499,66.91299136,1.271888958,65.53308277,528.2895245,3.298400045,44.99507146,44.98521439,2.481393422
18/09/2024 04:00,261.0981203,6266.354886,262.0981203,1726626078,0,963,140.0011964,44.99987378,38.87343261,45.09245699,44.99942341,37.28444882,0,45723.03611,0,0.331186481,0.331161025,0.331167752,0.331181357,0.337292378,0.337270647,0.337281394,0.33732888,524.8792607,534.3603055,2.44909869,2.481644451,1.031842943,3.394574713,3.429974771,0,0.670202019,71.16709037,1.188201301,61.59883962,532.4856068,3.186933357,15.01082677,15.01476378,2.389210324
18/09/2024 04:30,261.1189442,6266.85466,262.1189442,1726627877,0,963,139.9990709,44.99994143,38.73632446,45.09268965,44.99962919,37.28092656,0,45734.14819,0,0.333024385,0.333028703,0.333003269,0.332851654,0.338865293,0.338870383,0.33884574,0.338701654,545.4024133,554.7730077,2.424459056,2.455110413,0.98228293,3.259805561,3.292143899,0,0.672603767,73.94358706,1.129387664,58.79236632,527.1704815,3.063436787,44.99605717,45,2.293201762
18/09/2024 05:00,261.13976,6267.35424,262.13976,1726629675,0,963,140.000488,44.99982046,38.64163528,45.09239119,44.99934627,37.29179031,0,45695.8297,0,0.333376899,0.333375471,0.333381766,0.333474032,0.339107375,0.339107506,0.339115106,0.339218175,554.4339835,563.7683587,2.544903235,2.576437682,0.962911619,3.104006581,3.134188736,0,0.672862254,75.17718605,1.106351462,57.70287864,553.3273195,2.915240992,14.97032641,14.97032641,2.183175266
18/09/2024 05:30,261.1606245,6267.854989,262.1606245,1726631478,0,963,139.9994399,44.99998786,38.52724535,45.09275451,44.99971581,37.28571429,0,45706.61875,0,0.334471716,0.334469434,0.334443962,0.334307553,0.340083053,0.340080972,0.340055719,0.339921038,573.3623174,582.7837506,2.409753102,2.438898735,0.940124391,3.022575648,3.051263738,0,0.674184154,77.72357776,1.076495177,56.41863468,523.9638175,2.837866397,45.01443504,45.0149328,2.125412374
18/09/2024 06:00,261.1814586,6268.355007,262.1814586,1726633278,0,963,140.0003395,44.99980503,38.42989097,45.09242252,44.99941016,37.28571429,0,45633.93381,0,0.334703675,0.33469374,0.334698412,0.334668161,0.340241356,0.340232684,0.340238813,0.340220266,591.8509802,601.441478,2.671246683,2.703090338,0.927283471,2.852150037,2.878850182,0,0.674227286,80.23801441,1.060994155,55.71945602,580.8338823,2.674747238,15.01692384,15.0149328,2.005314626
18/09/2024 06:30,261.2022822,6268.854773,262.2022822,1726635077,0,963,139.9987797,44.99983579,38.37823386,45.09237628,44.99932553,37.28927681,0,45538.46052,0,0.33531701,0.335311514,0.335319831,0.335301985,0.340814843,0.340809023,0.340817061,0.340795716,580.5271722,589.8482664,2.71721292,2.749327207,0.919038729,2.867186408,2.893780546,0,0.675439218,78.72615061,1.050630758,55.22770001,590.9445266,2.691879402,45.00249377,44.9925187,2.015714638
18/09/2024 07:00,261.2231127,6269.354704,262.2231127,1726636877,0,963,139.999459,44.99987347,38.33879142,45.09268268,44.99953643,37.2681592,0,45394.9241,0,0.335246121,0.335239627,0.335223106,0.335330442,0.340770322,0.340762887,0.340745285,0.340848616,576.4833837,585.7856176,2.593549217,2.624357055,0.923591889,2.84681903,2.873360121,0,0.675330082,78.17657373,1.054536843,55.47960704,563.8822895,2.669446382,15,15,2.001490426
18/09/2024 07:30,261.243944,6269.854656,262.243944,1726638677,0,963,139.9998061,45.00024148,38.49029443,45.0941549,45.00096308,37.30328685,0,45284.32316,0,0.333859948,0.333889986,0.333917309,0.333996842,0.339612719,0.339639939,0.339664561,0.33972131,541.6899885,550.829496,2.547094556,2.578708568,0.965291111,2.983832251,3.012920713,0,0.673868871,73.45365887,1.103441659,57.81126032,553.9320821,2.79629693,44.99452191,44.98505976,2.098703854
