"elapsed.time","st","date.time.y","date.time","valve","treatment","group","methanol","H2S","4_Methylphenol","acetic_acid","butanoic_acid","pentanoic_acid","propanoic_acid","acetladheyde","formic_acid","methanthiol","acetone","trimethylamine","dimethyl_sulfide","isopren","butanone","butandion","phenol","4_ethyl_phenol","methyl_indole"
0,2024-09-18 11:56:00.132,2024-09-18 13:27:00,2024-09-18 07:00:00,7,"5.7","High acid",0.591275333773948,3.22565443978297,0.392608965046578,8.51668251317127,2.23084172181337,1.00227970257315,2.09676574674891,0.432374520365383,0.0892486387007105,0.0020243852472148,0.00233990855890146,0.0465420806342249,0.0337428313035314,0.0225306534518441,0.270757733718565,0.162538801940911,0.0972647934403134,0.0644363655155791,0.00311155051674977
0,2024-09-18 12:43:59.697,2024-09-18 14:15:00,2024-09-18 08:00:00,13,"5.7","High acid",0.299498438028469,1.15114578763031,0.13503341065716,3.87273467896253,1.0233207778225,0.51305562766068,1.61097599959756,0.343052454452181,0.036040315421972,0.00113620276180322,0.00101824135718259,0.0197495466007254,0.0177213534092694,0.00975440900128031,0.0714459340179129,0.152830700322603,0.0317768722483843,0.0201091365206367,0
0,2024-09-18 13:32:00.273,2024-09-18 15:03:00,2024-09-18 09:00:00,19,"5.7","High acid",0.208749477024772,0.014443713092283,0.130796818367927,3.55629605786185,0.895402092461876,0.417059771392535,1.1626015607866,0.339574547196973,0.0277947874504415,0.000102963071082321,0.000498658199875123,0.0131368911087029,0.014999992267526,0.0177562373558568,0.104190595209096,0.0543593117744946,0.0453580429242514,0.0162136945660282,0
0,2024-09-18 11:24:00.302,2024-09-18 12:55:00,2024-09-18 06:00:00,3,"1.5","Low acid",0.122103338998334,2.49916085103565,0.317960883116629,1.91191525139233,0.380238204029499,0.179040963549904,0.554596222930816,0.228008508445419,0.0430130003372772,0.0035328854166202,0.00264006321993456,0.013916792708013,0.0106563059761137,0.00181613171129334,0.0528426383887033,0.0207007819891639,0.0697855891005954,0.0383325104021737,0.00198331022005519
0,2024-09-18 12:20:00.21,2024-09-18 13:51:00,2024-09-18 07:00:00,10,"1.5","Low acid",0.425702401308454,1.98911097000094,0.173127277999397,1.73075959070175,0.412506909044003,0.2320417060002,0.92815521061694,0.29681692286845,0.0355044331700801,0.0031418407021926,0.0017700154547275,0.0202976978548734,0.0121161071196146,0.0141957950530993,0.0765979254185542,0.0922756510475035,0.043458385597241,0.0206475791310222,0
0,2024-09-18 12:59:59.989,2024-09-18 14:31:00,2024-09-18 08:00:00,15,"1.5","Low acid",0.408873072671192,0.836205314414013,0.13614413572569,1.68387228367937,0.407115475231735,0.232631270218527,0.813777496116295,0.390784947604547,0.0310702162622642,0.00197920809681076,0.000239197547513505,0.019387329659787,0.021567008674182,0.0128660347128143,0.100121851078321,0.139377718760984,0.0394554980958152,0.0204097465017521,0.00193491494840967
0,2024-09-18 11:08:00.046,2024-09-18 12:39:00,2024-09-18 06:00:00,1,"Mp","Machine plot",0.143827645596674,1.55117555159929,0.527154406051013,1.72752416104551,0.37846234295385,0.156831926537636,0.586176523422244,0.141733489754334,0.0527769405922573,0.000730219950819877,0.0108133769479019,0.0257025776755233,0.00602801619939502,0.00411924021617453,0.182625907431107,0.0318697056927904,0.126773694569259,0.0656782130847178,0.00200473503034072
0,2024-09-18 12:04:00.4,2024-09-18 13:35:00,2024-09-18 07:00:00,8,"Mp","Machine plot",0.57894179255779,0.0206877220287597,0.236618606122008,2.84513777469334,0.816591445383104,0.385284125438597,1.02590651411686,0.353894149377548,0.0525638523719094,0.000650296647185866,0.00172206015718207,0.0399665264414191,0.0337994721505241,0.016599666816794,0.225258446651306,0.141972271823727,0.0550608603368283,0.0384958021743386,0.00418693714323656
0,2024-09-18 12:35:59.559,2024-09-18 14:07:00,2024-09-18 08:00:00,12,"Mp","Machine plot",0.386151257129824,0.00509943848716507,0.0990465745366405,1.15410056351006,0.300744282028231,0.167265515035287,1.08681160579317,0.340825986339763,0.0256876594250527,0.0000931979428889421,0.000194985086379211,0.0227776884484042,0.0119202017130191,0.0148733745829647,0.0618182834010746,0.080842433845107,0.0344143320433314,0.0188446197645694,0.00876904974901445
0,2024-09-18 13:24:00.27,2024-09-18 14:55:00,2024-09-18 08:00:00,18,"Mp","Machine plot",0.576579418114286,0.0018118332920128,0.0938304964125975,1.56604118558419,0.410236239565578,0.215149041821786,0.565112221620454,0.366117282560476,0.0217239005063354,0.000123835700657987,0.000998876555095333,0.0123636037829996,0.00801718300384094,0.0100341318243468,0.0597271995275018,0.0540188539685235,0.0230036054538619,0.0157417678082571,0.0019232108617004
