"treatment","group","elapsed.time","valve","Methanol","Hydrogen sulfide","4-Methylphenol","Acetic acid","Butanoic acid","Pentanoic acid","Propanoic acid","Acetaldehyde","Formic acid","Methanethiol","Acetone","Trimethylamine","Dimethyl sulfide","Isoprene","Butanone","Butanedione","Phenol","4-ethyl phenol","Methyl indole","SOAV"
"0-bp","No acid",33,14,0,2.342680005,6.71626778333334,1.29080311072289,9.18690467391304,5.90729011333333,0.288215660409357,0.133809804666667,0,0.192658822222222,0.000118850385150794,5.77086667916667,0.081994961884058,0.001943688625,0.00379259561590909,12.8808877444444,0.00170056900793651,0.3798119275,0,45.17974699023
"0-bp","No acid",35,2,0.000119349551626263,6.6245486225,18.6385697333333,1.2982380637751,11.8417392014493,7.74073487833333,0.481980692105263,1.52536653022222,0.000260968955454546,0,0.000204568003039683,0,0.0782684147826087,0.00256450959027778,0.00504903818257576,14.011356,0,0,0,62.2490005707841
"0-bp","No acid",35,6,0.000138155463141414,2.94979554875,7.37731998333333,1.58000598184739,8.27093014057971,7.42499562833333,0.529247291052632,0.807382391555556,0.000100739480454546,0,0.000145002012563492,0,0.198129790869565,0.00337052740277778,0.00297007280075758,12.6926635,0.0405104557142857,0.127321375833333,6.3905981,48.3956246850288
"0-bp","No acid",35,14,0,0.3924151375,4.05812113333333,1.17913561678715,11.2668460536232,5.20071203833333,0.269345496666667,0,0,0,0.0000217106554920635,0,0.199170392608696,0,0.00110570367575758,8.82128598333333,0,0,0,31.388159266517
"0-bp","No acid",38,2,0.0000886665810808082,0,6.92403093333333,1.01369093220884,8.16848148550725,4.53594457166667,0.429114392923977,0.935816830666667,0.000359255946136364,1.87550336666667,0.000187425517095238,3.7967142625,0.0641450663768116,0.00389847329861111,0.001441196225,10.3185550888889,0.00943820642857142,0.11578695,0,38.1931971047356
"0-bp","No acid",38,6,0.000186122080171717,0,6.14093933333333,1.43942796353414,6.70676029855072,4.71423148166667,0.525297421345029,2.363337932,0.000267117080909091,0,0.000365858765666667,4.08181755,0.201525878550725,0.00335178444444444,0.00396177231363636,27.6967237388889,0.0135927984523809,0.121743375,0,54.0135304260067
"0-bp","No acid",38,14,0,0,3.94567238333333,0.834774480401607,11.3941485724638,6.14352833666667,0.292341941520468,0,0,3.25194643333333,0.0000929099073333333,3.881242875,0.105150295942029,0.00124521498611111,0.00178327469545455,8.70421072222222,0,0,0,38.5561374404723
"0-bp","No acid",41,2,0.000102363453959596,2.81952836083333,2.99461593333333,1.0528370286747,5.76133486376811,5.66476598333333,0.278151555906433,0.154259383555556,0.00000992208749999996,0,0.00014065462902381,0,0,0.00475515063888889,0.0018268139280303,18.2846285888889,0.0182247594444445,0,0,37.0351813624755
"0-bp","No acid",41,6,0.000150936044868687,1.87190526083333,5.41740243333333,1.56559915156626,13.3060139115942,6.78781163833333,0.494361004853801,1.44357512022222,0.000104184235909091,0,0.000145161935690476,2.18085465833333,0.0458966563768116,0.00237961313888889,0.00127381221666667,10.7583924888889,0.0284818375396825,0.0806951825,0,43.9850430519472
"0-bp","No acid",41,14,0,1.78353968583333,8.29443738333333,0.908888974457831,12.0208149942029,4.02264770333333,0.390400818362573,0,0,0,0.000107112066738095,2.31760634583333,0.0500797172463768,0,0.0021304909530303,15.1183124055556,0.00893227468253968,0.0712297125,0,44.9891276183609
