"elapsed.time","valve","treatment","group","date.time.ori","NH3.flux","cum.treat","end.time","time.diff"
109,2,"0-bp","No acid","23-09-24 00:09:20",-0.0325000883337926,182.144786067982,"23-09-24 02:41:16",2.53224194440577
111,2,"0-bp","No acid","23-09-24 02:41:16",-0.0293559881525637,178.433421478801,"23-09-24 05:13:11",2.53190916670693
114,2,"0-bp","No acid","23-09-24 05:13:11",-0.0345421587683779,172.682588255916,"23-09-24 07:45:06",2.53189111113548
116,2,"0-bp","No acid","23-09-24 07:45:06",-0.0344532164311396,168.542865743945,"23-09-24 10:17:02",2.53210722221269
119,2,"0-bp","No acid","23-09-24 10:17:02",-0.0534985116922314,160.627210212842,"18-09-24 11:24:36",-118.873741666675
0,6,"0-bp","No acid","18-09-24 11:48:36",3.01799242724003,0,"18-09-24 14:20:31",2.53206777777937
3,6,"0-bp","No acid","18-09-24 14:20:31",0.167957719207831,286.735513180308,"18-09-24 16:52:26",2.53194027774864
5,6,"0-bp","No acid","18-09-24 16:52:26",0.0756567030703194,301.352378516997,"18-09-24 19:24:22",2.53209277782175
8,6,"0-bp","No acid","18-09-24 19:24:22",0.011830440184555,309.226221409936,"18-09-24 21:56:17",2.53212638888094
10,6,"0-bp","No acid","18-09-24 21:56:17",-0.0431787482410057,307.345322926549,"19-09-24 00:28:11",2.53162083334393
13,6,"0-bp","No acid","19-09-24 00:28:11",-0.00828353748633987,302.713717211087,"19-09-24 03:00:06",2.53195444444815
15,6,"0-bp","No acid","19-09-24 03:00:06",0.0196902797166874,303.398121744908,"19-09-24 05:32:01",2.53193805555503
18,6,"0-bp","No acid","19-09-24 05:32:01",0.0110586221342578,306.165522911493,"19-09-24 08:03:58",2.53243333333068
20,6,"0-bp","No acid","19-09-24 08:03:58",-0.0122460167794124,306.094279232784,"19-09-24 10:35:54",2.53232194443544
23,6,"0-bp","No acid","19-09-24 10:35:54",-0.00680046839464907,304.380095567119,"19-09-24 13:07:51",2.53243055555556
25,6,"0-bp","No acid","19-09-24 13:07:51",-0.0649293345289176,300.076307391705,"19-09-24 15:39:48",2.53248888889949
28,6,"0-bp","No acid","19-09-24 15:39:48",-0.00696587038836445,293.605738949149,"19-09-24 18:11:44",2.5322174999449
30,6,"0-bp","No acid","19-09-24 18:11:44",-0.00590638898012955,292.83340338704,"19-09-24 20:43:39",2.53203333338102
33,6,"0-bp","No acid","19-09-24 20:43:39",-0.0201332661676488,290.489834423739,"19-09-24 23:15:34",2.53195083333386
35,6,"0-bp","No acid","19-09-24 23:15:34",-0.0173149916747313,288.242938953197,"20-09-24 01:47:30",2.53204194446405
38,6,"0-bp","No acid","20-09-24 01:47:30",-0.0133936269935661,285.47916327305,"20-09-24 04:19:24",2.53188222222858
41,6,"0-bp","No acid","20-09-24 04:19:24",-0.00361028312839423,283.948811362073,"20-09-24 06:51:20",2.53203611108992
43,6,"0-bp","No acid","20-09-24 06:51:20",0.00553316099676912,284.064184034176,"20-09-24 09:23:15",2.53206694444021
46,6,"0-bp","No acid","20-09-24 09:23:15",0.0208169337800364,286.435692564088,"20-09-24 11:55:10",2.53205027778943
48,6,"0-bp","No acid","20-09-24 11:55:10",0.0138328582425549,288.514680085444,"20-09-24 14:27:07",2.53226583335135
51,6,"0-bp","No acid","20-09-24 14:27:07",0.0142204825024855,291.039480752498,"20-09-24 16:59:05",2.53274416658613
53,6,"0-bp","No acid","20-09-24 16:59:05",0.0292081810441984,293.645200565299,"20-09-24 19:30:59",2.53168166670534
56,6,"0-bp","No acid","20-09-24 19:30:59",-0.0148818646200683,294.93456904347,"20-09-24 22:02:55",2.53230527778467
58,6,"0-bp","No acid","20-09-24 22:02:55",0.00601189270243233,294.402370728412,"21-09-24 00:34:50",2.53205833329095
61,6,"0-bp","No acid","21-09-24 00:34:50",0.013881987624731,296.192819957857,"21-09-24 03:06:44",2.53172972228792
63,6,"0-bp","No acid","21-09-24 03:06:44",0.0148434727074904,297.91634757779,"21-09-24 05:38:40",2.53203249997563
66,6,"0-bp","No acid","21-09-24 05:38:40",0.0169746610520282,300.779979616147,"21-09-24 08:10:36",2.53231722222434
68,6,"0-bp","No acid","21-09-24 08:10:36",0.0266657652848265,303.398405196358,"21-09-24 10:42:31",2.53190666662322
71,6,"0-bp","No acid","21-09-24 10:42:31",0.0139218157643577,307.051287490785,"21-09-24 13:14:26",2.53206611116727
73,6,"0-bp","No acid","21-09-24 13:14:26",-0.0154294187678068,306.960831310578,"21-09-24 15:46:21",2.53186305556032
76,6,"0-bp","No acid","21-09-24 15:46:21",0.0111885781064097,306.579155651052,"21-09-24 18:18:18",2.5323694444365
78,6,"0-bp","No acid","21-09-24 18:18:18",-0.0249555638211198,305.753136508169,"21-09-24 20:50:12",2.53186388889949
81,6,"0-bp","No acid","21-09-24 20:50:12",-0.0158964350526755,302.076456609528,"21-09-24 23:22:07",2.53186499999629
84,6,"0-bp","No acid","21-09-24 23:22:07",-0.0169652571562226,299.118904310727,"22-09-24 01:54:03",2.53210138883856
86,6,"0-bp","No acid","22-09-24 01:54:03",-0.00776290602617493,297.635214519783,"22-09-24 04:25:58",2.53197500003709
89,6,"0-bp","No acid","22-09-24 04:25:58",-0.00685754880637636,296.319373584854,"22-09-24 06:57:53",2.53186583333545
91,6,"0-bp","No acid","22-09-24 06:57:53",-0.0327801735745013,293.941110242001,"22-09-24 09:29:49",2.53222777777248
94,6,"0-bp","No acid","22-09-24 09:29:49",0.0695766670232031,297.252794652384,"22-09-24 12:01:44",2.53199638889896
96,6,"0-bp","No acid","22-09-24 12:01:44",0.00270240304401035,301.589538856417,"22-09-24 14:33:39",2.53202027777831
99,6,"0-bp","No acid","22-09-24 14:33:39",-0.00548013095510068,301.339543344419,"22-09-24 17:05:34",2.53184499998887
101,6,"0-bp","No acid","22-09-24 17:05:34",-0.00485623357621713,300.71936147254,"22-09-24 19:37:28",2.5318838889069
104,6,"0-bp","No acid","22-09-24 19:37:28",-0.0218081023241328,298.319571241508,"22-09-24 22:09:25",2.53238027777937
106,6,"0-bp","No acid","22-09-24 22:09:25",-0.0415798402600072,294.51629468646,"23-09-24 00:41:19",2.53174888888995
109,6,"0-bp","No acid","23-09-24 00:41:19",-0.0132361836229055,289.582852536998,"23-09-24 03:13:14",2.53189805554019
111,6,"0-bp","No acid","23-09-24 03:13:14",-0.0110526386435674,288.125523201009,"23-09-24 05:45:10",2.53224416666561
114,6,"0-bp","No acid","23-09-24 05:45:10",-0.0120236472851864,286.048657467421,"23-09-24 08:17:05",2.53198000000583
116,6,"0-bp","No acid","23-09-24 08:17:05",0.00408414556980245,285.572287364498,"23-09-24 10:49:00",2.53198111110263
119,6,"0-bp","No acid","23-09-24 10:49:00",0.00242113586515577,286.157762693644,"18-09-24 11:56:36",-118.873471388883
0,14,"0-bp","No acid","18-09-24 12:52:34",0.696526198184976,0,"18-09-24 15:24:30",2.53224361115032
3,14,"0-bp","No acid","18-09-24 15:24:30",0.143983591168115,75.6458810417782,"18-09-24 17:56:24",2.53183833334181
5,14,"0-bp","No acid","18-09-24 17:56:24",0.0779671798212441,88.9629273011398,"18-09-24 20:28:20",2.53206222216288
8,14,"0-bp","No acid","18-09-24 20:28:20",0.0481638853599953,100.314723167451,"18-09-24 23:00:15",2.5319772222307
10,14,"0-bp","No acid","18-09-24 23:00:15",-0.0205869047194657,101.969342005883,"19-09-24 01:32:09",2.53185722225242
13,14,"0-bp","No acid","19-09-24 01:32:09",0.0388673930462693,103.614585955295,"19-09-24 04:04:05",2.5320327777995
15,14,"0-bp","No acid","19-09-24 04:04:05",0.0456105513217437,108.683262617376,"19-09-24 06:36:00",2.53210805555185
18,14,"0-bp","No acid","19-09-24 06:36:00",0.0562953891838303,117.854797262878,"19-09-24 09:07:55",2.53179166667991
20,14,"0-bp","No acid","19-09-24 09:07:55",0.2254429739271,134.759099049534,"19-09-24 11:39:52",2.53259583327505
23,14,"0-bp","No acid","19-09-24 11:39:52",0.196194007517425,172.706427379541,"19-09-24 14:11:50",2.53278638892704
25,14,"0-bp","No acid","19-09-24 14:11:50",0.203405196443283,196.682379617184,"19-09-24 16:43:47",2.53256833334764
28,14,"0-bp","No acid","19-09-24 16:43:47",0.139695094421671,227.561405795029,"19-09-24 19:15:42",2.53183027777407
30,14,"0-bp","No acid","19-09-24 19:15:42",0.0626234342793645,239.700517517092,"19-09-24 21:47:37",2.53185583333174
33,14,"0-bp","No acid","19-09-24 21:47:37",0.0484651917114447,249.698493856264,"20-09-24 00:19:32",2.53198944442802
35,14,"0-bp","No acid","20-09-24 00:19:32",0.0458366872792944,255.356606595709,"20-09-24 02:51:28",2.53218916667832
38,14,"0-bp","No acid","20-09-24 02:51:28",0.0426203398785784,263.317739039917,"20-09-24 05:23:22",2.53169499999947
41,14,"0-bp","No acid","20-09-24 05:23:22",0.0619983472109697,272.733420877977,"20-09-24 07:55:18",2.53221027778255
43,14,"0-bp","No acid","20-09-24 07:55:18",0.0823955990166057,281.397057651631,"20-09-24 10:27:13",2.53188138888942
46,14,"0-bp","No acid","20-09-24 10:27:13",0.126896440174315,300.233341178814,"20-09-24 12:59:09",2.53237861110104
48,14,"0-bp","No acid","20-09-24 12:59:09",0.196216135182157,319.620095700202,"20-09-24 15:31:06",2.53254472222593
51,14,"0-bp","No acid","20-09-24 15:31:06",0.158252935533135,351.522312064579,"20-09-24 18:03:02",2.5321261111233
53,14,"0-bp","No acid","20-09-24 18:03:02",0.0904507355811095,366.444532331433,"20-09-24 20:34:57",2.53190444442961
56,14,"0-bp","No acid","20-09-24 20:34:57",0.0626828103870092,380.226551468564,"20-09-24 23:06:53",2.53221944444709
58,14,"0-bp","No acid","20-09-24 23:06:53",0.0698146397621788,388.176398477515,"21-09-24 01:38:48",2.53193250000477
61,14,"0-bp","No acid","21-09-24 01:38:48",0.0730185121215833,401.031382147054,"21-09-24 04:10:43",2.53210999998781
63,14,"0-bp","No acid","21-09-24 04:10:43",0.0711964317415838,409.684278778844,"21-09-24 06:42:38",2.53189111106926
66,14,"0-bp","No acid","21-09-24 06:42:38",0.0737297035140765,422.727630951853,"21-09-24 09:14:33",2.53196916672919
68,14,"0-bp","No acid","21-09-24 09:14:33",0.195858279638104,438.902909940984,"21-09-24 11:46:29",2.53206777771314
71,14,"0-bp","No acid","21-09-24 11:46:29",0.20103026770766,474.622879202103,"21-09-24 14:18:24",2.53202138894134
73,14,"0-bp","No acid","21-09-24 14:18:24",0.232680110997216,500.645501924396,"21-09-24 16:50:21",2.53240388890107
76,14,"0-bp","No acid","21-09-24 16:50:21",0.134432694689812,533.685654436228,"21-09-24 19:22:16",2.53205583333969
78,14,"0-bp","No acid","21-09-24 19:22:16",0.05268756367402,544.912869938058,"21-09-24 21:54:11",2.53189888887935
81,14,"0-bp","No acid","21-09-24 21:54:11",0.0536286193456585,554.481326409829,"22-09-24 00:26:05",2.53168055554231
84,14,"0-bp","No acid","22-09-24 00:26:05",0.0375740711951175,562.689568558499,"22-09-24 02:58:01",2.53215166668097
86,14,"0-bp","No acid","22-09-24 02:58:01",0.0543694478412329,568.20617970068,"22-09-24 05:29:55",2.53187777777513
89,14,"0-bp","No acid","22-09-24 05:29:55",0.0429512071139508,576.965038646646,"22-09-24 08:01:50",2.53196194443438
91,14,"0-bp","No acid","22-09-24 08:01:50",0.0705731613646327,583.776500755361,"22-09-24 10:33:47",2.53229805555609
94,14,"0-bp","No acid","22-09-24 10:33:47",0.14301952666241,602.999842677795,"22-09-24 13:05:42",2.53202666666773
96,14,"0-bp","No acid","22-09-24 13:05:42",0.17573954983685,622.125387267751,"22-09-24 15:37:36",2.5317911110984
99,14,"0-bp","No acid","22-09-24 15:37:36",0.137858786774926,650.349237562811,"22-09-24 18:09:31",2.53187999996874
101,14,"0-bp","No acid","22-09-24 18:09:31",0.0712300671172596,662.894568796342,"22-09-24 20:41:28",2.53229583336247
104,14,"0-bp","No acid","22-09-24 20:41:28",0.0496589839983899,673.77458339675,"22-09-24 23:13:22",2.53177083333333
106,14,"0-bp","No acid","22-09-24 23:13:22",0.0303509541320807,678.575179684578,"23-09-24 01:45:17",2.53209666669369
109,14,"0-bp","No acid","23-09-24 01:45:17",0.0385247534303897,684.773993365201,"23-09-24 04:17:13",2.53197472221322
111,14,"0-bp","No acid","23-09-24 04:17:13",0.03555412707001,689.218726195225,"23-09-24 06:49:08",2.5321036110984
114,14,"0-bp","No acid","23-09-24 06:49:08",0.0624530484444771,698.039371991529,"23-09-24 09:21:02",2.53172694444656
116,14,"0-bp","No acid","23-09-24 09:21:02",0.0976205108303302,707.643785548017,"23-09-24 11:52:59",2.53233444445663
119,14,"0-bp","No acid","23-09-24 11:52:59",0.0795222798852401,723.586636712418,"18-09-24 13:00:34",-118.873544444442
