"elapsed.time","valve","treatment","group","date.time.ori","NH3.flux","cum.treat","end.time","time.diff"
46,4,"2.9","Medium acid","20-09-24 09:07:15",-0.0561847433922782,-103.940120264384,"20-09-24 11:39:10",2.53214055551423
48,4,"2.9","Medium acid","20-09-24 11:39:10",-0.0501947113964225,-110.322887551706,"20-09-24 14:11:07",2.53250638895565
51,4,"2.9","Medium acid","20-09-24 14:11:07",-0.050341627895059,-119.37115808794,"20-09-24 16:43:04",2.53251194443968
53,4,"2.9","Medium acid","20-09-24 16:43:04",0.00574985371197304,-122.046664538925,"20-09-24 19:14:59",2.53196472220951
56,4,"2.9","Medium acid","20-09-24 19:14:59",-0.0440123495341568,-125.490289162921,"20-09-24 21:46:55",2.53204583333598
58,4,"2.9","Medium acid","20-09-24 21:46:55",-0.0409026345117736,-130.585188205677,"21-09-24 00:18:50",2.53196083333757
61,4,"2.9","Medium acid","21-09-24 00:18:50",-0.0423656958292417,-138.079337936369,"21-09-24 02:50:46",2.53216000000636
63,4,"2.9","Medium acid","21-09-24 02:50:46",-0.0430592681026514,-143.204835772282,"21-09-24 05:22:40",2.53172972222169
66,4,"2.9","Medium acid","21-09-24 05:22:40",-0.0430850071436067,-150.957820544445,"21-09-24 07:54:36",2.53229999999205
68,4,"2.9","Medium acid","21-09-24 07:54:36",-0.0678223130072898,-157.612259753499,"21-09-24 10:26:31",2.53192972222964
71,4,"2.9","Medium acid","21-09-24 10:26:31",-0.0267024222436793,-166.119485926086,"21-09-24 12:58:26",2.53183388888836
73,4,"2.9","Medium acid","21-09-24 12:58:26",-0.0146109502247217,-168.59828827419,"21-09-24 15:30:22",2.53228611105018
76,4,"2.9","Medium acid","21-09-24 15:30:22",0.0167715817901102,-168.403831433305,"21-09-24 18:02:19",2.53239694449637
78,4,"2.9","Medium acid","21-09-24 18:02:19",-0.0315883757163652,-169.292839068881,"21-09-24 20:34:13",2.53176638887988
81,4,"2.9","Medium acid","21-09-24 20:34:13",-0.0283288311885329,-174.685387690322,"21-09-24 23:06:08",2.53196416662799
84,4,"2.9","Medium acid","21-09-24 23:06:08",-0.0450097796543805,-181.285862666184,"22-09-24 01:38:03",2.53181027783288
86,4,"2.9","Medium acid","22-09-24 01:38:03",-0.0384131457917746,-186.291238192953,"22-09-24 04:09:59",2.53236138886876
89,4,"2.9","Medium acid","22-09-24 04:09:59",-0.0372507937790201,-193.100992754325,"22-09-24 06:41:54",2.53190388891432
91,4,"2.9","Medium acid","22-09-24 06:41:54",-0.0662706820077925,-199.312281301533,"22-09-24 09:13:49",2.53203694442908
94,4,"2.9","Medium acid","22-09-24 09:13:49",0.0927562407314763,-196.928581016402,"22-09-24 11:45:44",2.53197000000212
96,4,"2.9","Medium acid","22-09-24 11:45:44",0.0067340770109077,-190.959161951859,"22-09-24 14:17:39",2.53199805557728
99,4,"2.9","Medium acid","22-09-24 14:17:39",0.0117978563825357,-189.291287946449,"22-09-24 16:49:34",2.53186527775394
101,4,"2.9","Medium acid","22-09-24 16:49:34",0.0157890060471571,-187.636076200667,"22-09-24 19:21:30",2.53208694444762
104,4,"2.9","Medium acid","22-09-24 19:21:30",-0.0282140695673225,-188.754331917482,"22-09-24 21:53:25",2.53189472218355
106,4,"2.9","Medium acid","22-09-24 21:53:25",-0.0536887903643785,-193.668503513384,"23-09-24 00:25:20",2.53207638892863
109,4,"2.9","Medium acid","23-09-24 00:25:20",-0.0316536333596123,-201.349321648543,"23-09-24 02:57:15",2.53184638890955
111,4,"2.9","Medium acid","23-09-24 02:57:15",-0.0264150694247874,-204.833443815607,"23-09-24 05:29:11",2.53223555551635
114,4,"2.9","Medium acid","23-09-24 05:29:11",-0.030036476705194,-209.914082967306,"23-09-24 08:01:06",2.53209583335453
116,4,"2.9","Medium acid","23-09-24 08:01:06",-0.0179179105963651,-212.791346205399,"23-09-24 10:33:00",2.53170583327611
119,4,"2.9","Medium acid","23-09-24 10:33:00",-0.00646925573132925,-214.986191174892,"18-09-24 11:48:36",-118.740225277742
0,11,"2.9","Medium acid","18-09-24 12:28:34",-0.180344928518949,0,"18-09-24 15:00:30",2.53221666667196
3,11,"2.9","Medium acid","18-09-24 15:00:30",0.0458413397057409,-12.1053229931887,"18-09-24 17:32:25",2.53184861110316
5,11,"2.9","Medium acid","18-09-24 17:32:25",0.0565895674328738,-5.95946856487183,"18-09-24 20:04:21",2.53221194439464
8,11,"2.9","Medium acid","18-09-24 20:04:21",0.0247456353515527,1.36069968572656,"18-09-24 22:36:16",2.53187305556403
10,11,"2.9","Medium acid","18-09-24 22:36:16",-0.0394925001041987,0.4758878005678,"19-09-24 01:08:10",2.53166055560112
13,11,"2.9","Medium acid","19-09-24 01:08:10",0.0151679311847486,-1.71332340218271,"19-09-24 03:40:05",2.532160277764
15,11,"2.9","Medium acid","19-09-24 03:40:05",0.0228841677643138,0.569802534761039,"19-09-24 06:12:01",2.53209027780427
18,11,"2.9","Medium acid","19-09-24 06:12:01",0.0286208729304174,5.20525619728685,"19-09-24 08:43:56",2.53189138889313
20,11,"2.9","Medium acid","19-09-24 08:43:56",0.0703709215181918,11.1447638642034,"19-09-24 11:15:52",2.53224138882425
23,11,"2.9","Medium acid","19-09-24 11:15:52",0.124259764773354,28.6615256304425,"19-09-24 13:47:49",2.53268111116356
25,11,"2.9","Medium acid","19-09-24 13:47:49",0.195732206963712,47.8610439346665,"19-09-24 16:19:48",2.53285722222593
28,11,"2.9","Medium acid","19-09-24 16:19:48",0.162723739279932,80.1220790965944,"19-09-24 18:51:42",2.53180194444127
30,11,"2.9","Medium acid","19-09-24 18:51:42",0.057149328421869,93.3144631587024,"19-09-24 21:23:38",2.53204138888253
33,11,"2.9","Medium acid","19-09-24 21:23:38",0.0377806707326484,101.858163082609,"19-09-24 23:55:33",2.53200305554602
35,11,"2.9","Medium acid","19-09-24 23:55:33",0.0313476044124146,106.005859591313,"20-09-24 02:27:28",2.53211444444127
38,11,"2.9","Medium acid","20-09-24 02:27:28",0.028837704422064,111.422537386416,"20-09-24 04:59:22",2.53158333334658
41,11,"2.9","Medium acid","20-09-24 04:59:22",0.0439910035590101,117.977121104713,"20-09-24 07:31:19",2.53239611109098
43,11,"2.9","Medium acid","20-09-24 07:31:19",0.0482877476470974,123.513846177079,"20-09-24 10:03:14",2.53189472224977
46,11,"2.9","Medium acid","20-09-24 10:03:14",0.0681547789102239,133.993673567238,"20-09-24 12:35:09",2.53206027779314
48,11,"2.9","Medium acid","20-09-24 12:35:09",0.0930655516578288,143.666893401321,"20-09-24 15:07:07",2.53266194442908
51,11,"2.9","Medium acid","20-09-24 15:07:07",0.14564914349533,165.151215965105,"20-09-24 17:39:02",2.53212472220262
53,11,"2.9","Medium acid","20-09-24 17:39:02",0.0938979678675492,179.524042646878,"20-09-24 20:10:58",2.53225305557251
56,11,"2.9","Medium acid","20-09-24 20:10:58",0.0501125910670015,192.484992950988,"20-09-24 22:42:53",2.53184138887458
58,11,"2.9","Medium acid","20-09-24 22:42:53",0.049930969726462,198.487606598595,"21-09-24 01:14:48",2.53191888888677
61,11,"2.9","Medium acid","21-09-24 01:14:48",0.0426085286219487,206.816161449952,"21-09-24 03:46:44",2.53231694440047
63,11,"2.9","Medium acid","21-09-24 03:46:44",0.0395440034640883,211.745313375115,"21-09-24 06:18:39",2.53193000005351
66,11,"2.9","Medium acid","21-09-24 06:18:39",0.036777035229918,218.614206857575,"21-09-24 08:50:34",2.53194333334764
68,11,"2.9","Medium acid","21-09-24 08:50:34",0.0447518026348318,223.50593712946,"21-09-24 11:22:30",2.53207611110475
71,11,"2.9","Medium acid","21-09-24 11:22:30",0.14231444490413,240.341899407967,"21-09-24 13:54:25",2.53198277778096
73,11,"2.9","Medium acid","21-09-24 13:54:25",0.17483045686539,259.370593514138,"21-09-24 16:26:20",2.53206500000424
76,11,"2.9","Medium acid","21-09-24 16:26:20",0.132079793324353,286.992516031215,"21-09-24 18:58:15",2.53193027774493
78,11,"2.9","Medium acid","21-09-24 18:58:15",0.0451467570755131,297.626109055207,"21-09-24 21:30:11",2.53209861112965
81,11,"2.9","Medium acid","21-09-24 21:30:11",0.042118065549934,305.479943091497,"22-09-24 00:02:07",2.5323363888926
84,11,"2.9","Medium acid","22-09-24 00:02:07",0.0246559875938391,311.489607874436,"22-09-24 02:34:01",2.53161916666561
86,11,"2.9","Medium acid","22-09-24 02:34:01",0.0383745638804086,315.271440962891,"22-09-24 05:05:56",2.53208138889737
89,11,"2.9","Medium acid","22-09-24 05:05:56",0.028924797847613,321.328383518413,"22-09-24 07:37:52",2.53221861110793
91,11,"2.9","Medium acid","22-09-24 07:37:52",0.0320723150894266,324.988210294636,"22-09-24 10:09:47",2.53193555553754
94,11,"2.9","Medium acid","22-09-24 10:09:47",0.135093856504154,340.033165738058,"22-09-24 12:41:42",2.53185722218619
96,11,"2.9","Medium acid","22-09-24 12:41:42",0.19415961492885,359.788374024038,"22-09-24 15:13:38",2.53211916671859
99,11,"2.9","Medium acid","22-09-24 15:13:38",0.142911245313941,390.124751445889,"22-09-24 17:45:33",2.53188416666455
101,11,"2.9","Medium acid","22-09-24 17:45:33",0.0762805531706984,403.276259354967,"22-09-24 20:17:27",2.53185305555662
104,11,"2.9","Medium acid","22-09-24 20:17:27",0.0449452355278494,414.186580337837,"22-09-24 22:49:23",2.53210527777672
106,11,"2.9","Medium acid","22-09-24 22:49:23",0.0204956325726728,418.113032423868,"23-09-24 01:21:19",2.5322022222148
109,11,"2.9","Medium acid","23-09-24 01:21:19",0.029718248519731,422.632281722184,"23-09-24 03:53:13",2.53181277778414
111,11,"2.9","Medium acid","23-09-24 03:53:13",0.0231333811820852,425.803379504293,"23-09-24 06:25:09",2.53226527776983
114,11,"2.9","Medium acid","23-09-24 06:25:09",0.0416084701287382,431.630146122267,"23-09-24 08:57:04",2.53170583334234
116,11,"2.9","Medium acid","23-09-24 08:57:04",0.059125753239981,437.674199524391,"23-09-24 11:28:59",2.53218111111058
119,11,"2.9","Medium acid","23-09-24 11:28:59",0.149121646117622,456.416465466575,"18-09-24 12:36:35",-118.873565277788
0,17,"2.9","Medium acid","18-09-24 13:16:32",-0.137286661574238,0,"18-09-24 15:48:28",2.53224138882425
3,17,"2.9","Medium acid","18-09-24 15:48:28",0.100231011049722,-3.33500854720647,"18-09-24 18:20:24",2.53217638889949
5,17,"2.9","Medium acid","18-09-24 18:20:24",0.0507195396009799,5.72202449183563,"18-09-24 20:52:19",2.53200305554602
8,17,"2.9","Medium acid","18-09-24 20:52:19",0.0509495210653992,14.8722399518098,"18-09-24 23:24:14",2.53174083338843
10,17,"2.9","Medium acid","18-09-24 23:24:14",-0.0160382598863448,16.966915622553,"19-09-24 01:56:09",2.53207694444391
13,17,"2.9","Medium acid","19-09-24 01:56:09",0.0413387690332595,19.2439614457753,"19-09-24 04:28:04",2.53193611111906
15,17,"2.9","Medium acid","19-09-24 04:28:04",0.047400979357303,24.5683463492091,"19-09-24 06:59:59",2.53183388882213
18,17,"2.9","Medium acid","19-09-24 06:59:59",0.0682488055736743,34.976826992997,"19-09-24 09:31:55",2.53236500004927
20,17,"2.9","Medium acid","19-09-24 09:31:55",0.214369772548241,51.9339416803119,"19-09-24 12:03:51",2.53224388884174
23,17,"2.9","Medium acid","19-09-24 12:03:51",0.260521469961047,94.6741535061478,"19-09-24 14:35:49",2.53264361116621
25,17,"2.9","Medium acid","19-09-24 14:35:49",0.233184667144225,124.296521732464,"19-09-24 17:07:45",2.53231166667408
28,17,"2.9","Medium acid","19-09-24 17:07:45",0.144540632265195,158.291798679312,"19-09-24 19:39:40",2.53189611110422
30,17,"2.9","Medium acid","19-09-24 19:39:40",0.0737212064579436,171.3875090027,"19-09-24 22:11:36",2.53216749999258
33,17,"2.9","Medium acid","19-09-24 22:11:36",0.0683281713982973,184.171953009762,"20-09-24 00:43:31",2.53199805557728
35,17,"2.9","Medium acid","20-09-24 00:43:31",0.0653009288928243,192.189699027229,"20-09-24 03:15:26",2.53200472222434
38,17,"2.9","Medium acid","20-09-24 03:15:26",0.063809431386371,203.809631452357,"20-09-24 05:47:22",2.53202333331108
41,17,"2.9","Medium acid","20-09-24 05:47:22",0.079283449741418,216.687990753858,"20-09-24 08:19:17",2.53198638889525
43,17,"2.9","Medium acid","20-09-24 08:19:17",0.0951731637365394,227.155387562535,"20-09-24 10:51:12",2.53213166667355
46,17,"2.9","Medium acid","20-09-24 10:51:12",0.121431005642791,246.649762806675,"20-09-24 13:23:09",2.53228249993589
48,17,"2.9","Medium acid","20-09-24 13:23:09",0.251295568762297,269.01335727098,"20-09-24 15:55:06",2.53267194449902
51,17,"2.9","Medium acid","20-09-24 15:55:06",0.184282473673316,308.215381090186,"20-09-24 18:27:01",2.53194527778361
53,17,"2.9","Medium acid","20-09-24 18:27:01",0.0829800712099688,324.251133783183,"20-09-24 20:58:56",2.53196250001589
56,17,"2.9","Medium acid","20-09-24 20:58:56",0.0798341443475693,338.904413183361,"20-09-24 23:30:52",2.53218111104435
58,17,"2.9","Medium acid","20-09-24 23:30:52",0.071680465317246,347.99528976325,"21-09-24 02:02:47",2.53182583338684
61,17,"2.9","Medium acid","21-09-24 02:02:47",0.0712232194166478,360.8566213893,"21-09-24 04:34:42",2.53216138886081
63,17,"2.9","Medium acid","21-09-24 04:34:42",0.0669290250703687,369.145756058521,"21-09-24 07:06:38",2.53200000001325
66,17,"2.9","Medium acid","21-09-24 07:06:38",0.0777912682368419,382.17058245617,"21-09-24 09:38:33",2.53201388888889
68,17,"2.9","Medium acid","21-09-24 09:38:33",0.172783524990339,397.205070049801,"21-09-24 12:10:27",2.53175694445769
71,17,"2.9","Medium acid","21-09-24 12:10:27",0.243023201012862,434.627675390089,"21-09-24 14:42:23",2.53225527776612
73,17,"2.9","Medium acid","21-09-24 14:42:23",0.249009393365482,464.14963105279,"21-09-24 17:14:20",2.53250416662958
76,17,"2.9","Medium acid","21-09-24 17:14:20",0.121756279771998,497.518541635163,"21-09-24 19:46:15",2.53181138892969
78,17,"2.9","Medium acid","21-09-24 19:46:15",0.0579685847381577,508.302033505773,"21-09-24 22:18:10",2.53203944444656
81,17,"2.9","Medium acid","21-09-24 22:18:10",0.0630507775946827,519.193776115728,"22-09-24 00:50:05",2.5318147222201
84,17,"2.9","Medium acid","22-09-24 00:50:05",0.0499276384077787,529.36183355595,"22-09-24 03:22:00",2.5319305555688
86,17,"2.9","Medium acid","22-09-24 03:22:00",0.0666710609568499,536.357755517827,"22-09-24 05:53:55",2.53203583333227
89,17,"2.9","Medium acid","22-09-24 05:53:55",0.047339585889376,546.618713733988,"22-09-24 08:25:50",2.53207277774811
91,17,"2.9","Medium acid","22-09-24 08:25:50",0.124971431209565,556.957374759924,"22-09-24 10:57:45",2.53179333335823
94,17,"2.9","Medium acid","22-09-24 10:57:45",0.188469118402731,585.167024225031,"22-09-24 13:29:41",2.53212694439623
96,17,"2.9","Medium acid","22-09-24 13:29:41",0.249700797818333,611.457219198295,"22-09-24 16:01:36",2.53199222226938
99,17,"2.9","Medium acid","22-09-24 16:01:36",0.170420490380452,649.268135136185,"22-09-24 18:33:31",2.53197833332751
101,17,"2.9","Medium acid","22-09-24 18:33:31",0.0809073344745268,664.347804627484,"22-09-24 21:05:26",2.53185944444603
104,17,"2.9","Medium acid","22-09-24 21:05:26",0.0637350620028488,677.365620310448,"22-09-24 23:37:22",2.53236138886876
106,17,"2.9","Medium acid","22-09-24 23:37:22",0.0460807203476224,683.954567251476,"23-09-24 02:09:17",2.53189000003868
109,17,"2.9","Medium acid","23-09-24 02:09:17",0.0498875551621386,692.591712047355,"23-09-24 04:41:12",2.53196361104647
111,17,"2.9","Medium acid","23-09-24 04:41:12",0.0462969612668797,698.362783033096,"23-09-24 07:13:07",2.53200888892015
114,17,"2.9","Medium acid","23-09-24 07:13:07",0.0805570578577092,709.779644754309,"23-09-24 09:45:02",2.53185166670216
116,17,"2.9","Medium acid","23-09-24 09:45:02",0.117662618113457,721.672825312579,"23-09-24 12:16:57",2.53203499992689
119,17,"2.9","Medium acid","23-09-24 12:16:57",0.21921288786008,751.991620850197,"18-09-24 13:24:33",-118.873304722177
