"","valve","cycle_number","group","treatment","elapsed_time","start_time","end_time","methanol_avg_30s","H2S_avg_30s","X4.Methylphenol_avg_30s","acetic_acid_avg_30s","butanoic_acid_avg_30s","pentanoic_acid_avg_30s","propanoic_acid_avg_30s","acetladheyde_avg_30s","formic_acid_avg_30s","methanthiol_avg_30s","acetone_avg_30s","trimethylamine_avg_30s","dimethyl_sulfide_avg_30s","isopren_avg_30s","butanone_avg_30s","phenol_avg_30s","X4_ethyl_phenol_avg_30s","methyl_indole_avg_30s","butandion_avg_30s","methanol_corrected","H2S_corrected","X4.Methylphenol_corrected","acetic_acid_corrected","butanoic_acid_corrected","pentanoic_acid_corrected","propanoic_acid_corrected","acetladheyde_corrected","formic_acid_corrected","methanthiol_corrected","acetone_corrected","trimethylamine_corrected","dimethyl_sulfide_corrected","isopren_corrected","butanone_corrected","phenol_corrected","X4_ethyl_phenol_corrected","methyl_indole_corrected","butandion_corrected"
"1",1,1,"Machine plot","Mp",0,2024-09-18 12:39:09,2024-09-18 12:39:36,30.8131391766667,4.62642557333333,21.2387132966667,128.559110633333,21.26325678,7.36503783533333,33.38037704,19.829781133,8.395120837,0.0883961646666667,0.142416042666667,3.86185121933333,1.648917309,0.729073053333333,9.05431369133333,7.93037947666667,3.069400596,0.116128882,2.11795421366667,14.6953911966667,2.52056958677778,18.0656127837778,74.3668257977778,8.39966718711111,1.44850440333333,17.211214914,8.79402629433333,2.36230621944445,0.00942324744444445,0.0151818983333333,1.25680346655556,0,0,6.69570029022222,6.84464883855556,2.45814075488889,0.0393242,0
"2",1,2,"Machine plot","Mp",3,2024-09-18 15:11:05,2024-09-18 15:11:31,61.88638344,5.03420411,6.29758813266667,194.912125066667,32.9061065766667,13.7985814933333,75.8435243066667,38.5267547423333,7.028526721,0.119771313333333,0.192964893333333,3.91309775866667,1.976817268,1.15542174866667,9.11434630866667,2.49587349266667,1.082028086,0.076869938,3.45465714233333,37.9722883793333,1.47778256622222,4.73235069722222,141.157616275556,20.6849175843333,8.18611286044445,50.8911203245556,16.0804338826667,1.086808612,0.0800586106666667,0.128983317,0.659778187777778,0,0.0841288396666668,6.15455601544445,1.59508418877778,0.696177724,0.0281311566666667,0.912399637333333
"3",1,3,"Machine plot","Mp",5,2024-09-18 17:43:00,2024-09-18 17:43:26,34.1656594,3.52763685533333,3.47962289333333,127.7619838,23.69531784,9.44970122633333,44.6262983166667,26.0390516266667,6.191711644,0.0315065396666667,0.0507605363333333,3.178584422,1.59486004333333,0.974355495333333,3.51194025966667,1.72374569633333,0.695481687333333,0.108848105666667,3.71753532033333,20.3731949572222,1.39578379577778,2.479035847,89.0291829922222,14.6239834965556,5.421528152,32.6872191768889,15.9033643684444,1.35246735344444,0,0,0.939313302888889,0.358092379,0.245741739666667,1.50196689611111,0.990877802,0.408136330555556,0.0723173085555556,1.85933494266667
"4",1,4,"Machine plot","Mp",8,2024-09-18 20:14:55,2024-09-18 20:15:21,25.6448935266667,1.78943339033333,2.205673631,68.01926076,13.7865664133333,5.59935972266667,18.87082396,14.4927983293333,4.55751748466667,0.0542554403333333,0.0874115426666667,2.27869523733333,1.034833022,0.553023382333333,2.05407900966667,1.217141792,0.239311272,0.075741115,2.88964687866667,9.56463340488889,0,1.376840511,41.8084466277778,6.84971373122222,2.77243471722222,9.18287442077778,4.38144931888889,0.440761230111111,0.00528572833333334,0.00851589555555557,0.391548767444444,0,0,0,0.642830738888889,0.0415574263333333,0.0374144492222222,1.49522556577778
"5",1,5,"Machine plot","Mp",10,2024-09-18 22:46:50,2024-09-18 22:47:16,15.1010895816667,2.932288765,1.72299744333333,35.5612627233333,7.95158487233333,3.31357029266667,11.067993446,12.8953100743333,4.18961274966667,0.113657399333333,0.183114699,1.76940940333333,0.919868082,0.795768608666667,2.63048695,0.972067879666667,0.401019701666667,0.039449668,1.70055633366667,0,1.52615387233333,0.536189384222222,16.1588460611111,2.68783470577778,0.849357734555555,3.23810158055556,3.25723960766667,0.231762075777778,0.0581764598888889,0.0937287411111111,0.252543737,0,0.371249136222222,0.230097221,0.146798784555556,0.174635958111111,0,0.548403132777778
"6",1,6,"Machine plot","Mp",13,2024-09-19 01:18:45,2024-09-19 01:19:11,11.88041248,4.057340823,1.835932327,26.6135620733333,6.37073972466667,2.87675847166667,9.48084380866667,14.5362268563333,2.94701717666667,0.107694338333333,0.173507544666667,1.943469296,0.837591544666667,0.334478082666667,4.003997955,1.22016007633333,0.250084529333333,0.119833769666667,1.78750033566667,0,1.972104467,1.06387980555556,11.3709228955556,1.86900569444444,1.08662795133333,4.11449923133333,5.46563707577778,0,0.0398539291111111,0.0642091073333333,0.316948464222222,0,0,2.37095751311111,0.666900745888889,0.0913141181111111,0.0787849261111111,0.691244985
"7",1,7,"Machine plot","Mp",15,2024-09-19 03:50:40,2024-09-19 03:51:06,8.13860183933333,3.75622567833333,1.30962452266667,23.14342383,5.541382641,2.349174962,8.913652328,11.047852242,3.245274594,0.0832688823333333,0.134155421666667,1.88871386133333,0.590170101333333,0.343958563,2.55977381266667,0.719532445666667,0.227861713,0,1.30322068433333,0,1.48635267988889,0.611573484111111,9.07638876666667,1.24175426766667,0.667514724444445,4.622536178,3.341535112,0,0.0308232608888889,0.0496596982222222,0.460351030111111,0,0,1.35357119488889,0.221792793333333,0.0752756511111111,0,0.473480853666667
"8",1,8,"Machine plot","Mp",18,2024-09-19 06:22:35,2024-09-19 06:23:01,8.88848421833333,1.213200668,0.963154982,20.6436045966667,5.44023131233333,2.29681419666667,10.2285284966667,5.91570110766667,3.28180106433333,0.086672046,0.139638296333333,1.61729687433333,0.873070654,0.272869756,2.130024208,0.667717675,0.145965892,0.0416215706666667,1.31027630766667,0,0,0.296444719111111,6.31006185555555,1.28949845633333,0.699586534,5.00650951688889,0,0.271953818111111,0.0339313211111111,0.0546671283333333,0.202406566,0.227802076111111,0,0.732130258555556,0.283010702333333,0,0,0.427269417666666
"9",1,9,"Machine plot","Mp",20,2024-09-19 08:54:30,2024-09-19 08:54:56,10.0131669026667,2.34342371166667,1.294645987,21.1229192133333,5.329724894,2.24152299333333,9.204300548,6.778899904,3.496842154,0.0615079086666667,0.099096075,1.90884996133333,0.952561562333333,0.495327212666667,1.43984538633333,0.640805255333333,0.271061963333333,0,1.43164954633333,0,0.689987308111111,0.608573284777778,1.19651300666667,0,0.296952749333334,2.71260815177778,0,0,0.0151495203333333,0.0244075605555556,0.180913389555556,0.0462736166666666,0.0243569477777777,0.0850710784444446,0.173915192333333,0.0788347318888889,0,0.209680422333333
"10",1,10,"Machine plot","Mp",23,2024-09-19 11:26:25,2024-09-19 11:26:52,12.3757080033333,3.604150141,1.43600294,70.76412634,14.3398310266667,5.19191221266667,13.6778175066667,10.000402418,4.702026885,0.0557373523333333,0.0897990676666667,2.76451185566667,0.816020482,0.811100253666667,3.22045021933333,0.835950159666667,0.584639980666667,0.117280454666667,2.94910005,0,1.28029393077778,0.655731793,36.8195827188889,5.24739604966667,1.59886027255556,1.83292092188889,0.493934520777778,0,0,0,0.331012203555555,0,0.0478116066666666,1.35805875355556,0.150901742777778,0.293347152444444,0.0919422853333333,1.352775279
