"elapsed.time","valve","date.time","date.time.v","days","treatment","group","Methanol","Hydrogen sulfide","4-Methylphenol","Acetic acid","Butanoic acid","Pentanoic acid","Propanoic acid","Acetaldehyde","Formic acid","Methanethiol","Acetone","Trimethylamine","Dimethyl sulfide","Isoprene","Butanone","Butanedione","Phenol","4-ethyl phenol","Methyl indole"
0,2,2024-09-18 12:16:00,2024-09-18 11:16:00,0,"0-bp","No acid",0,0,0.246242044333333,0,0,0,0,0,0,0,0,0,0.373006897666667,0,0,0,0,0,0.119456812333333
0,6,2024-09-18 12:48:00,2024-09-18 11:48:00,0,"0-bp","No acid",0,621.683896021333,8.78824277633333,30.7328406666667,3.835237371,2.78161785233333,4.39172107533333,0,0.696180624666667,0.416122721333333,7.07811305666667,0.308367777666667,0.0169116336666666,0,6.92697977566667,0,4.58541784533333,0.723364508333333,0
0,14,2024-09-18 13:52:00,2024-09-18 12:52:00,0,"0-bp","No acid",0,1.63412961033333,3.24271011433333,53.6910084866667,7.791642531,4.83502985133333,9.68918079533334,0,0.605059559666667,0,0,0,0.633073204666667,0.280489431,0.162684763666667,0,0.584446409333333,0.561113450333333,0
3,2,2024-09-18 14:48:00,2024-09-18 13:48:00,0.125,"0-bp","No acid",0,0,2.92589943333333,88.41212026,13.5200548306667,7.6470562,16.3511504703333,1.25922830833333,0.42205522,0,0,0,0.468654795,0,1.05771960666667,0,1.165524206,0.393657223,0
3,6,2024-09-18 15:20:00,2024-09-18 14:20:00,0.125,"0-bp","No acid",0,0.0972177756666666,2.55005909233333,86.40430126,13.6537471006667,7.511796335,16.6809676503333,0.192614864333333,0.893251024,0,0.853135523333332,0,0.81968699,0,0.0680551866666668,0,0.893107175,0.44606228,0.034700436
3,14,2024-09-18 16:24:00,2024-09-18 15:24:00,0.125,"0-bp","No acid",18.1385835766667,2.60081219766667,1.55632776233333,56.59083561,5.97562962066667,4.540444146,12.7921597303333,14.7503295833333,0.526514629,0,9.81061400333333,0.0292844123333333,0.568870229,0.202923829666667,0.957670264666667,0,0.502558598,0,0
5,2,2024-09-18 17:20:00,2024-09-18 16:20:00,0.208333333333333,"0-bp","No acid",20.2873923533333,6.338791418,1.47728523366667,78.6499586866667,9.16349723,4.99036511933333,16.6402013196667,10.126240207,2.25227550366667,0,11.36407101,0.602409735,0.611697681,0.631939737333333,0.610666672,0.816228174666667,1.03640888633333,0.292281502,0
5,6,2024-09-18 17:52:00,2024-09-18 16:52:00,0.208333333333333,"0-bp","No acid",0,3.244237302,1.51837349866667,58.6414961766667,7.74842079,4.58133527933333,10.7773600696667,0,1.30163227966667,0.0547388363333333,1.56568017,0.278370505,0.59738751,0,0,0,0.741789016333333,0.132077112,0
5,14,2024-09-18 18:56:00,2024-09-18 17:56:00,0.208333333333333,"0-bp","No acid",10.4409153233333,0.831031338,1.03242264266667,46.2935586266667,4.82581671,3.12412441533333,9.70274416966667,4.426365967,1.29428554666667,0,5.83627626,0,0.905013385,0.441171597333333,0.649228246,0.153399544666667,0.700126891333333,0.101455098,0
8,2,2024-09-18 19:52:00,2024-09-18 18:52:00,0.333333333333333,"0-bp","No acid",6.92252194,0,0.885928533,43.6968304746667,4.51953799233333,3.29122968133333,7.58707532566667,1.94975093,0.503976384666666,0,5.87651720433333,0.464358069,0.562432044333333,0.211221707,0.152090059666667,0.201058385666667,0.807470139333333,0.149278492666667,0
