"elapsed.time","valve","treatment","group","Methanol","Hydrogen sulfide","4-Methylphenol","Acetic acid","Butanoic acid","Pentanoic acid","Propanoic acid","Acetaldehyde","Formic acid","Methanethiol","Acetone","Trimethylamine","Dimethyl sulfide","Isoprene","Butanone","Butanedione","Phenol","4-ethyl phenol","Methyl indole"
0,2,"0-bp","No acid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6,"0-bp","No acid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,14,"0-bp","No acid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,"0-bp","No acid",0,0,7.80301432070908,120.647923324833,27.3756019828497,17.745506804309,27.5232711955585,1.26718378487113,0.441451631147746,0,0,0,1.19536877809547,0,1.7570443773902,0,2.27986767717142,0.841673617218167,0.336960137656933
3,6,"0-bp","No acid",0,486.591873286142,28.1305284618237,160.381048427736,35.5109609441925,23.9688592314714,35.5651117017554,0.193831754887566,1.67176156035149,0.459938571863852,10.5852484875145,0.419438312359956,1.17993455768497,0,11.7666050405105,0,10.8308380010773,2.52005645366908,0.096307332842309
3,14,"0-bp","No acid",13.0882595522469,3.26368561678823,11.8144697023619,150.337748087043,27.8838672453508,21.7444859247628,37.7686285410839,14.7097697622512,1.18329788762466,0,12.8295353116802,0.0389764546889965,1.6941547451688,0.748432686978541,1.84875692695683,0,2.12587731850546,1.20858547693524,0
5,2,"0-bp","No acid",9.68200958669968,3.21042187505936,14.9739021459658,271.425371698864,57.7871982884137,37.1660971256318,64.2307408417046,8.79099887304283,2.27981614768105,0,9.82900210037443,0.530296246003117,2.20123561387452,0.640941022629349,3.59329173311323,0.94929602930278,5.12854772179995,1.81238619863121,0.336960137656933
5,6,"0-bp","No acid",0,488.278880373472,34.7428049575849,291.238470133227,64.1862835435732,42.5318154369316,66.1296014536078,0.323052924812611,3.18361078409023,0.498947320297183,12.6848705614894,0.66356225603155,2.50047365094141,0,11.8419721997786,0,12.9429581505557,3.34026250202982,0.160512221403848
5,14,"0-bp","No acid",26.7625863245463,5.00944418935258,15.9915835381105,242.479502105164,42.2383149711042,33.4247467759532,62.6259513625538,27.4158693772455,2.4283776846282,0,26.3959913275272,0.0649607578149942,3.05477345973641,1.40028719737611,3.60180689646046,0.177189504174822,3.6668325248602,1.34979142071365,0
8,2,"0-bp","No acid",29.1217278098313,8.02605468764841,20.6651014555275,435.108145742996,84.9554549930083,56.001411402782,104.226043218023,20.723416676133,5.11010201680943,0,32.1367562219499,1.93408568998991,3.82278688298962,1.9211768312721,4.83705952887536,2.72124284457834,8.66238923662458,2.73811285969407,0.336960137656933
8,6,"0-bp","No acid",0,490.734268241747,41.2311849210386,417.84619017448,91.9517832081916,59.8338708981503,94.7047539434708,1.1318246919839,5.10508742928279,0.56948369712645,16.4570129076552,1.59757455536304,3.81620968094259,0,12.2143021566618,0,15.1738108916229,4.66996946175744,0.160512221403848
8,14,"0-bp","No acid",38.4266441699136,5.63647393631065,20.1145713605879,339.219249811779,57.4544799315078,44.894583864117,86.7701840225006,33.1502885462644,3.98591158741276,0,38.5888469622009,0.473894038374113,4.93059566617112,2.20158726819803,5.33755656189205,0.703609774311734,5.911876767128,1.60107425401781,0
10,2,"0-bp","No acid",36.1069777831254,9.2864176134544,23.1822058207608,496.605779280605,94.5977826303376,63.667926365863,117.85132588218,23.3429908207627,6.78760183235649,0,47.8572556851299,2.33964907331132,4.33849961547377,2.41720326504029,6.52699411010881,3.37713849865227,10.0596058483865,2.98759258958042,0.541530671200291
10,6,"0-bp","No acid",0,491.11726804127,43.9021791377658,466.310298422332,103.411092990862,68.1613324967397,106.486807761351,1.67100587009809,5.49709077058802,0.577499199912631,20.5980579198061,2.27562080485301,4.33343133280371,0,12.8150846686415,0,15.8640092989925,5.62980016182996,0.160512221403848
10,14,"0-bp","No acid",44.882365107325,5.63647393631065,22.4038125618418,376.796163187174,62.8232719990054,49.8533914824283,96.5340202025305,34.3748528869336,4.74271789173183,0,48.2258915420252,0.79952669347538,5.35045669662976,2.2913875836313,6.03362824305885,1.15281865153894,6.79738271003805,1.68592027130207,0
13,2,"0-bp","No acid",46.7088932450928,14.2904763826653,25.5832391130921,552.671997707791,104.340220035665,69.6569787756821,130.244703299798,29.9089560565821,9.87831694851319,0,75.7952692360363,2.44025909554952,4.66736246666208,2.97138755788805,10.9630377322723,4.37088020953826,11.9740503130801,3.10373780233749,0.848386471515328
13,6,"0-bp","No acid",0,491.691767740555,46.3997667782162,507.25326905951,110.495860526965,75.7623242392656,117.86983868085,2.93177844039139,5.49709077058802,0.577499199912631,27.677193516629,2.72486379526386,5.37084898510244,0,14.1279817755235,0,16.5464312831359,6.0164281063068,0.160512221403848
13,14,"0-bp","No acid",56.4114539661368,5.96179129390665,25.3512424892422,411.565889909267,68.128447689138,55.2624974484279,107.440644488765,37.712575912869,6.75642483651264,0,69.4128510032294,1.48506182988039,5.52422104795365,2.2913875836313,7.94180383829165,1.99592886923669,7.48686890738314,2.04802931404546,0
15,2,"0-bp","No acid",52.9760575168528,16.9633055685595,26.4871688562926,581.186363539393,109.341946996603,72.7790282273802,136.387850330414,33.3514008860969,11.0817611448374,0,89.4417602902126,2.90981323693973,4.99511416513042,3.40353468739292,12.4537091905043,5.28744827536967,13.2628097322834,3.19670361914442,0.848386471515328
15,6,"0-bp","No acid",0,492.750454488814,47.7936760836039,527.469145069227,114.594149801067,79.2863635735395,122.593610497949,3.7722934872536,5.49709077058802,0.577499199912631,33.2151856501254,2.73911343424672,6.00594700454558,0.199302552658685,15.2699464626439,0.0631692695345639,17.041759548655,6.14515274752811,0.160512221403848
15,14,"0-bp","No acid",62.9709844533025,7.68183988440961,26.7780377368411,430.76320086976,72.1098304221082,58.8437786630342,114.219813888368,39.849057305305,7.6660472902449,0,81.9763642349986,1.88907478608854,5.82289830379543,2.35730069016905,9.27082221836774,2.51133516366643,7.94352422546089,2.74262955526797,0
18,2,"0-bp","No acid",60.4766392731104,17.8590349668989,28.4356165554456,620.065605649271,115.626309412078,79.2857085440073,145.734255148017,35.5407438960442,12.7001313544505,0,101.278305673893,3.74410950137653,5.15787886164465,4.2507024261046,13.6099055904441,6.65851203763288,14.1667840231593,3.28289532026576,0.848386471515328
