"treatment","tanloss"
"0-bp",2.52836900283938
"0-bp",4.30292298725265
"0-bp",9.51451858910974
"1.5",1.57927442926329
"1.5",10.4540518996383
"1.5",9.45117819984662
"2.9",-2.38815207107924
"2.9",5.87644130102962
"2.9",9.6949966773873
"5.7",-2.31560530128681
"5.7",8.5675640668658
"5.7",7.52457217941667
"Mp",19.6740147634577
"Mp",14.1325765527412
"Mp",14.2042062650908
"Mp",16.2128802858196
