"elapsed.time","NH3.bg","valve","NH3.DFC","date.time","days","treatment","group","NH3_corr","date.time.weather","date","time","temp","air.temp.K","air.flow","dfc.area","n","NH3.flux","cum.treat","cum.emis"
28,76.76750531,"10",148.96871503,2024-09-19 11:00:00,1.16666666666667,"1.5","Low acid",72.20120972,2024-09-19 16:00:00,2024-09-19,11,18.7,291.85,2280,0.38465,3.01486140733393e-09,0.250306593383485,3.67550685482459,3.67550685482459
28,76.76750531,"15",119.99901949,2024-09-19 12:00:00,1.16666666666667,"1.5","Low acid",43.23151418,2024-09-19 17:00:00,2024-09-19,12,19.8,292.95,2280,0.38465,1.79841336156802e-09,0.149311912293676,3.07648865357836,3.07648865357836
28,76.76750531,"3",91.719504457,2024-09-19 10:00:00,1.16666666666667,"1.5","Low acid",14.951999147,2024-09-19 15:00:00,2024-09-19,10,16.7,289.85,2280,0.38465,6.28649442660405e-10,0.0521931456092713,0.977993873565493,0.977993873565493
30,44.5233549126667,"10",70.948567219,2024-09-19 14:00:00,1.25,"1.5","Low acid",26.4252123063333,2024-09-19 19:00:00,2024-09-19,14,21,294.15,2280,0.38465,1.09479349548415e-09,0.0908944038510103,4.01670785205908,4.01670785205908
30,44.5233549126667,"15",64.078232416,2024-09-19 14:00:00,1.25,"1.5","Low acid",19.5548775033333,2024-09-19 19:00:00,2024-09-19,14,21,294.15,2280,0.38465,8.10156317665902e-10,0.067262616944766,3.29306318281681,3.29306318281681
30,44.5233549126667,"3",49.801468213,2024-09-19 13:00:00,1.25,"1.5","Low acid",5.27811330033333,2024-09-19 18:00:00,2024-09-19,13,20.5,293.65,2280,0.38465,2.19043958532012e-10,0.0181859593704728,1.04837297854524,1.04837297854524
33,35.8358431336667,"10",51.934852611,2024-09-19 16:00:00,1.375,"1.5","Low acid",16.0990094773333,2024-09-19 21:00:00,2024-09-19,16,20.5,293.65,2280,0.38465,6.68115776168876e-10,0.0554698081682238,4.23625417008793,4.23625417008793
33,35.8358431336667,"15",52.023716366,2024-09-19 17:00:00,1.375,"1.5","Low acid",16.1878732323333,2024-09-19 22:00:00,2024-09-19,17,18.9,292.05,2280,0.38465,6.75484145718586e-10,0.0560815614900487,3.47807945046903,3.47807945046903
33,35.8358431336667,"3",33.920947606,2024-09-19 15:00:00,1.375,"1.5","Low acid",-1.91489552766667,2024-09-19 20:00:00,2024-09-19,15,21.1,294.25,2280,0.38465,-7.93069392736319e-11,-0.00658439878959749,1.06577531941655,1.06577531941655
35,33.754544017,"10",47.351998788,2024-09-19 19:00:00,1.45833333333333,"1.5","Low acid",13.597454771,2024-09-20,2024-09-19,19,14.5,287.65,2280,0.38465,5.76070744739089e-10,0.0478278388892977,4.33955181714545,4.33955181714545
35,33.754544017,"15",48.184664478,2024-09-19 19:00:00,1.45833333333333,"1.5","Low acid",14.430120461,2024-09-20,2024-09-19,19,14.5,287.65,2280,0.38465,6.11347519123367e-10,0.0507566664633303,3.58491767842241,3.58491767842241
35,33.754544017,"3",28.987316832,2024-09-19 18:00:00,1.45833333333333,"1.5","Low acid",-4.767227185,2024-09-19 23:00:00,2024-09-19,18,16.6,289.75,2280,0.38465,-2.00504895293604e-10,-0.016646767634349,1.0425441529926,1.0425441529926
38,33.8509197063333,"10",46.449229185,2024-09-19 21:00:00,1.58333333333333,"1.5","Low acid",12.5983094786667,2024-09-20 02:00:00,2024-09-19,21,12.9,286.05,2280,0.38465,5.36726324628626e-10,0.0445612980982212,4.47813552262673,4.47813552262673
38,33.8509197063333,"15",46.238092559,2024-09-19 22:00:00,1.58333333333333,"1.5","Low acid",12.3871728526667,2024-09-20 03:00:00,2024-09-19,22,12.5,285.65,2280,0.38465,5.28470251841474e-10,0.0438758438849525,3.72686644394483,3.72686644394483
38,33.8509197063333,"3",29.251915893,2024-09-19 20:00:00,1.58333333333333,"1.5","Low acid",-4.59900381333334,2024-09-20 01:00:00,2024-09-19,20,13.6,286.75,2280,0.38465,-1.95453260256219e-10,-0.0162273594472434,0.993232962370215,0.993232962370215
41,33.2533985476667,"10",50.534990457,2024-09-20,1.70833333333333,"1.5","Low acid",17.2815919093333,2024-09-20 05:00:00,2024-09-20,0,12.4,285.55,2280,0.38465,7.37537584949829e-10,0.061233501457809,4.63682772196078,4.63682772196078
41,33.2533985476667,"15",50.302041573,2024-09-20 01:00:00,1.70833333333333,"1.5","Low acid",17.0486430253333,2024-09-20 06:00:00,2024-09-20,1,12,285.15,2280,0.38465,7.28616525988741e-10,0.060492837269236,3.88341946567611,3.88341946567611
41,33.2533985476667,"3",29.113858207,2024-09-19 23:00:00,1.70833333333333,"1.5","Low acid",-4.13954034066666,2024-09-20 04:00:00,2024-09-19,23,12.5,285.65,2280,0.38465,-1.76603971895743e-10,-0.0146624115044503,0.946898305942675,0.946898305942675
43,36.9494635696667,"10",54.770255683,2024-09-20 02:00:00,1.79166666666667,"1.5","Low acid",17.8207921133333,2024-09-20 07:00:00,2024-09-20,2,11.3,284.45,2280,0.38465,7.63490507584484e-10,0.0633882232759407,4.76144944669453,4.76144944669453
43,36.9494635696667,"15",59.766683965,2024-09-20 03:00:00,1.79166666666667,"1.5","Low acid",22.8172203953333,2024-09-20 08:00:00,2024-09-20,3,11.3,284.45,2280,0.38465,9.77550889461646e-10,0.0811604249551623,4.02507272790051,4.02507272790051
43,36.9494635696667,"3",32.402397057,2024-09-20 01:00:00,1.79166666666667,"1.5","Low acid",-4.54706651266666,2024-09-20 06:00:00,2024-09-20,1,12,285.15,2280,0.38465,-1.94330293676505e-10,-0.0161341259943331,0.916101768443891,0.916101768443891
46,49.5548368516667,"10",79.913008337,2024-09-20 05:00:00,1.91666666666667,"1.5","Low acid",30.3581714853333,2024-09-20 10:00:00,2024-09-20,5,12.2,285.35,2280,0.38465,1.29652324924236e-09,0.107642864435127,5.01799607826113,5.01799607826113
46,49.5548368516667,"15",76.708099441,2024-09-20 06:00:00,1.91666666666667,"1.5","Low acid",27.1532625893333,2024-09-20 11:00:00,2024-09-20,6,12.4,285.55,2280,0.38465,1.15883720774761e-09,0.0962115847354455,4.29113074243642,4.29113074243642
46,49.5548368516667,"3",40.548494843,2024-09-20 04:00:00,1.91666666666667,"1.5","Low acid",-9.00634200866666,2024-09-20 09:00:00,2024-09-20,4,11.7,284.85,2280,0.38465,-3.85313998357543e-10,-0.0319904039625938,0.843914973508501,0.843914973508501
48,83.5793547073333,"10",122.8349697,2024-09-20 07:00:00,2,"1.5","Low acid",39.2556149926667,2024-09-20 12:00:00,2024-09-20,7,12.6,285.75,2280,0.38465,1.67416447617759e-09,0.138996242340119,5.26463518503638,5.26463518503638
48,83.5793547073333,"15",148.49045503,2024-09-20 08:00:00,2,"1.5","Low acid",64.9111003226667,2024-09-20 13:00:00,2024-09-20,8,12.9,286.05,2280,0.38465,2.76541041976944e-09,0.22959611337219,4.61693844054406,4.61693844054406
48,83.5793547073333,"3",75.338382779,2024-09-20 07:00:00,2,"1.5","Low acid",-8.24097192833334,2024-09-20 12:00:00,2024-09-20,7,12.6,285.75,2280,0.38465,-3.51459083093457e-10,-0.0291796251691056,0.782744944376801,0.782744944376801
51,99.014606523,"10",166.6127387,2024-09-20 10:00:00,2.125,"1.5","Low acid",67.598132177,2024-09-20 15:00:00,2024-09-20,10,13.7,286.85,2280,0.38465,2.87185439928799e-09,0.238433544450998,5.83077986522305,5.83077986522305
51,99.014606523,"15",147.85335392,2024-09-20 11:00:00,2.125,"1.5","Low acid",48.838747397,2024-09-20 16:00:00,2024-09-20,11,14.1,287.25,2280,0.38465,2.07198713890385e-09,0.172025168723111,5.21937036368701,5.21937036368701
51,99.014606523,"3",91.423452245,2024-09-20 09:00:00,2.125,"1.5","Low acid",-7.591154278,2024-09-20 14:00:00,2024-09-20,9,13.2,286.35,2280,0.38465,-3.23067451937103e-10,-0.0268224314161657,0.698741859498895,0.698741859498895
53,56.0737788303333,"10",98.104530581,2024-09-20 13:00:00,2.20833333333333,"1.5","Low acid",42.0307517506667,2024-09-20 18:00:00,2024-09-20,13,17.1,290.25,2280,0.38465,1.76472689817573e-09,0.146515119089733,6.21572852876378,6.21572852876378
53,56.0737788303333,"15",80.13447707,2024-09-20 13:00:00,2.20833333333333,"1.5","Low acid",24.0606982396667,2024-09-20 18:00:00,2024-09-20,13,17.1,290.25,2280,0.38465,1.01022607504887e-09,0.0838732575824315,5.47526878999255,5.47526878999255
53,56.0737788303333,"3",70.271606102,2024-09-20 12:00:00,2.20833333333333,"1.5","Low acid",14.1978272716667,2024-09-20 17:00:00,2024-09-20,12,15.3,288.45,2280,0.38465,5.99837925353041e-10,0.0498010911254823,0.721720519208211,0.721720519208211
56,38.7826867666667,"10",57.793549392,2024-09-20 15:00:00,2.33333333333333,"1.5","Low acid",19.0108626253333,2024-09-20 20:00:00,2024-09-20,15,19.5,292.65,2280,0.38465,7.91654839681016e-10,0.0657265456959548,6.53409102594231,6.53409102594231
56,38.7826867666667,"15",58.238312625,2024-09-20 16:00:00,2.33333333333333,"1.5","Low acid",19.4556258583333,2024-09-20 21:00:00,2024-09-20,16,19.5,292.65,2280,0.38465,8.10175775466825e-10,0.0672642324140052,5.70197502498721,5.70197502498721
56,38.7826867666667,"3",34.511105266,2024-09-20 14:00:00,2.33333333333333,"1.5","Low acid",-4.27158150066666,2024-09-20 19:00:00,2024-09-20,14,18.8,291.95,2280,0.38465,-1.78304700957185e-10,-0.0148036132514368,0.77421673601928,0.77421673601928
58,34.8682600576667,"10",55.044336514,2024-09-20 18:00:00,2.41666666666667,"1.5","Low acid",20.1760764563333,2024-09-20 23:00:00,2024-09-20,18,16.8,289.95,2280,0.38465,8.48000635767092e-10,0.0704046128984728,6.67022218453674,6.67022218453674
58,34.8682600576667,"15",52.290380032,2024-09-20 18:00:00,2.41666666666667,"1.5","Low acid",17.4221199743333,2024-09-20 23:00:00,2024-09-20,18,16.8,289.95,2280,0.38465,7.32251825404222e-10,0.0607946552600744,5.83003391266129,5.83003391266129
58,34.8682600576667,"3",31.363724138,2024-09-20 17:00:00,2.41666666666667,"1.5","Low acid",-3.50453591966667,2024-09-20 22:00:00,2024-09-20,17,18.8,291.95,2280,0.38465,-1.46286622191887e-10,-0.0121453364222167,0.747267786345626,0.747267786345626
61,33.0458758733333,"10",50.499200541,2024-09-20 20:00:00,2.54166666666667,"1.5","Low acid",17.4533246676667,2024-09-21 01:00:00,2024-09-20,20,13.8,286.95,2280,0.38465,7.41232604665411e-10,0.0615402776814995,6.8681395204067,6.8681395204067
61,33.0458758733333,"15",50.370505582,2024-09-20 21:00:00,2.54166666666667,"1.5","Low acid",17.3246297086667,2024-09-21 02:00:00,2024-09-20,21,13.5,286.65,2280,0.38465,7.36537037680932e-10,0.0611504317758039,6.01295154321511,6.01295154321511
61,33.0458758733333,"3",29.537500908,2024-09-20 19:00:00,2.54166666666667,"1.5","Low acid",-3.50837496533333,2024-09-21,2024-09-20,19,14.7,287.85,2280,0.38465,-1.48532792304796e-10,-0.0123318230009212,0.710552047210919,0.710552047210919
63,32.649206875,"10",50.214243099,2024-09-20 23:00:00,2.625,"1.5","Low acid",17.565036224,2024-09-21 04:00:00,2024-09-20,23,12.4,285.55,2280,0.38465,7.49634319811049e-10,0.0622378237416824,6.99191762182988,6.99191762182988
63,32.649206875,"15",48.128604851,2024-09-20 23:00:00,2.625,"1.5","Low acid",15.479397976,2024-09-21 04:00:00,2024-09-20,23,12.4,285.55,2280,0.38465,6.60624198256324e-10,0.0548478255650447,6.12894980055596,6.12894980055596
63,32.649206875,"3",29.381869357,2024-09-20 22:00:00,2.625,"1.5","Low acid",-3.267337518,2024-09-21 03:00:00,2024-09-20,22,12.9,286.05,2280,0.38465,-1.39198521859376e-10,-0.0115568522406634,0.686663371969335,0.686663371969335
66,32.597607077,"10",49.757537957,2024-09-21 01:00:00,2.75,"1.5","Low acid",17.15993088,2024-09-21 06:00:00,2024-09-21,1,11.5,284.65,2280,0.38465,7.34660892380232e-10,0.0609946662279189,7.17676635678428,7.17676635678428
66,32.597607077,"15",49.055626231,2024-09-21 02:00:00,2.75,"1.5","Low acid",16.458019154,2024-09-21 07:00:00,2024-09-21,2,11.4,284.55,2280,0.38465,7.04857863972418e-10,0.0585202922831915,6.29900197732831,6.29900197732831
66,32.597607077,"3",29.86850395,2024-09-21,2.75,"1.5","Low acid",-2.729103127,2024-09-21 05:00:00,2024-09-21,0,11.7,284.85,2280,0.38465,-1.16757906459975e-10,-0.00969373708041461,0.654787487987717,0.654787487987717
68,46.9775326253333,"10",73.552821786,2024-09-21 04:00:00,2.83333333333333,"1.5","Low acid",26.5752891606667,2024-09-21 09:00:00,2024-09-21,4,11.4,284.55,2280,0.38465,1.13815650455627e-09,0.0944945849582735,7.33225560797048,7.33225560797048
68,46.9775326253333,"15",76.16148068,2024-09-21 04:00:00,2.83333333333333,"1.5","Low acid",29.1839480546667,2024-09-21 09:00:00,2024-09-21,4,11.4,284.55,2280,0.38465,1.24987916805862e-09,0.103770274791635,6.46129254440314,6.46129254440314
68,46.9775326253333,"3",39.595362867,2024-09-21 03:00:00,2.83333333333333,"1.5","Low acid",-7.38216975833333,2024-09-21 08:00:00,2024-09-21,3,11.3,284.45,2280,0.38465,-3.1627194234805e-10,-0.0262582393603043,0.618835511546999,0.618835511546999
71,91.4940442133333,"10",150.67291559,2024-09-21 06:00:00,2.95833333333333,"1.5","Low acid",59.1788713766667,2024-09-21 11:00:00,2024-09-21,6,10.9,284.05,2280,0.38465,2.53895182600635e-09,0.210794559506608,7.7901893246678,7.7901893246678
71,91.4940442133333,"15",157.03192425,2024-09-21 07:00:00,2.95833333333333,"1.5","Low acid",65.5378800366667,2024-09-21 12:00:00,2024-09-21,7,11.1,284.25,2280,0.38465,2.80979407063971e-09,0.233281032494586,6.96686950533247,6.96686950533247
71,91.4940442133333,"3",95.152975261,2024-09-21 05:00:00,2.95833333333333,"1.5","Low acid",3.65893104766666,2024-09-21 10:00:00,2024-09-21,5,11.1,284.25,2280,0.38465,1.56868710993725e-10,0.0130239063599346,0.598984012046444,0.598984012046444
73,101.379962910667,"10",167.23622454,2024-09-21 09:00:00,3.04166666666667,"1.5","Low acid",65.8562616293333,2024-09-21 14:00:00,2024-09-21,9,12.6,285.75,2280,0.38465,2.80862276070018e-09,0.233183785370707,8.23416766954511,8.23416766954511
73,101.379962910667,"15",172.83458234,2024-09-21 09:00:00,3.04166666666667,"1.5","Low acid",71.4546194293333,2024-09-21 14:00:00,2024-09-21,9,12.6,285.75,2280,0.38465,3.047380241775e-09,0.253006445074824,7.45315698290188,7.45315698290188
73,101.379962910667,"3",108.23711516,2024-09-21 08:00:00,3.04166666666667,"1.5","Low acid",6.85715224933334,2024-09-21 13:00:00,2024-09-21,8,11.8,284.95,2280,0.38465,2.93263292997151e-10,0.0243479636098606,0.636355882016239,0.636355882016239
76,68.197970224,"10",132.14138999,2024-09-21 11:00:00,3.16666666666667,"1.5","Low acid",63.943419766,2024-09-21 16:00:00,2024-09-21,11,16,289.15,2280,0.38465,2.69497808810546e-09,0.223748522182764,8.91956613087532,8.91956613087532
76,68.197970224,"15",106.48110291,2024-09-21 12:00:00,3.16666666666667,"1.5","Low acid",38.283132686,2024-09-21 17:00:00,2024-09-21,12,18.8,291.95,2280,0.38465,1.59801762513863e-09,0.13267420749166,8.0316779617516,8.0316779617516
76,68.197970224,"3",87.915718867,2024-09-21 10:00:00,3.16666666666667,"1.5","Low acid",19.717748643,2024-09-21 15:00:00,2024-09-21,10,14,287.15,2280,0.38465,8.36818131153987e-10,0.0694761938910874,0.777092118267661,0.777092118267661
78,45.130487567,"10",68.399726926,2024-09-21 14:00:00,3.25,"1.5","Low acid",23.269239359,2024-09-21 19:00:00,2024-09-21,14,20.7,293.85,2280,0.38465,9.65026118959944e-10,0.0801205653352259,9.22343521839331,9.22343521839331
78,45.130487567,"15",60.82740715,2024-09-21 15:00:00,3.25,"1.5","Low acid",15.696919583,2024-09-21 20:00:00,2024-09-21,15,20.9,294.05,2280,0.38465,6.50542726565312e-10,0.0540108189851963,8.21836298822846,8.21836298822846
78,45.130487567,"3",45.464601527,2024-09-21 13:00:00,3.25,"1.5","Low acid",0.334113959999996,2024-09-21 18:00:00,2024-09-21,13,20.2,293.35,2280,0.38465,1.38800523847296e-11,0.00115238087560327,0.847720693034352,0.847720693034352
81,32.4939601013333,"10",50.202009811,2024-09-21 16:00:00,3.375,"1.5","Low acid",17.7080497096667,2024-09-21 21:00:00,2024-09-21,16,20.2,293.35,2280,0.38465,7.35643184743231e-10,0.0610762203101367,9.43523039686136,9.43523039686136
81,32.4939601013333,"15",48.195533085,2024-09-21 17:00:00,3.375,"1.5","Low acid",15.7015729836667,2024-09-21 22:00:00,2024-09-21,17,18.7,291.85,2280,0.38465,6.55640904168686e-10,0.054434091333723,8.38103035370684,8.38103035370684
81,32.4939601013333,"3",31.882781457,2024-09-21 15:00:00,3.375,"1.5","Low acid",-0.611178644333329,2024-09-21 20:00:00,2024-09-21,15,20.9,294.05,2280,0.38465,-2.53296718251458e-11,-0.00210297688996609,0.846294799012808,0.846294799012808
84,31.6417662976667,"10",44.767998087,2024-09-21 19:00:00,3.5,"1.5","Low acid",13.1262317893333,2024-09-22,2024-09-21,19,15.2,288.35,2280,0.38465,5.5475687005014e-10,0.0460582705263158,9.59593213311603,9.59593213311603
84,31.6417662976667,"15",42.460728586,2024-09-21 20:00:00,3.5,"1.5","Low acid",10.8189622883333,2024-09-22 01:00:00,2024-09-21,20,14,287.15,2280,0.38465,4.59155046910624e-10,0.0381210012995807,8.51986299265679,8.51986299265679
84,31.6417662976667,"3",25.657344294,2024-09-21 18:00:00,3.5,"1.5","Low acid",-5.98442200366667,2024-09-21 23:00:00,2024-09-21,18,16.8,289.95,2280,0.38465,-2.5152529902388e-10,-0.0208826981549724,0.8118162864454,0.8118162864454
86,28.9644138903333,"10",46.49641372,2024-09-21 21:00:00,3.58333333333333,"1.5","Low acid",17.5319998296667,2024-09-22 02:00:00,2024-09-21,21,13.3,286.45,2280,0.38465,7.45873550989194e-10,0.0619255887480566,9.7039159923904,9.7039159923904
86,28.9644138903333,"15",44.178436539,2024-09-21 22:00:00,3.58333333333333,"1.5","Low acid",15.2140226486667,2024-09-22 03:00:00,2024-09-21,22,12.8,285.95,2280,0.38465,6.48390336434194e-10,0.0538321184187153,8.61181611237509,8.61181611237509
86,28.9644138903333,"3",25.350874271,2024-09-21 21:00:00,3.58333333333333,"1.5","Low acid",-3.61353961933333,2024-09-22 02:00:00,2024-09-21,21,13.3,286.45,2280,0.38465,-1.53732811641462e-10,-0.0127635506825065,0.778170037607921,0.778170037607921
89,29.2923144593333,"10",45.101188909,2024-09-22,3.70833333333333,"1.5","Low acid",15.8088744496667,2024-09-22 05:00:00,2024-09-22,0,12.4,285.55,2280,0.38465,6.74685477099199e-10,0.0560152526305852,9.88082725445837,9.88082725445837
89,29.2923144593333,"15",39.58525303,2024-09-22 01:00:00,3.70833333333333,"1.5","Low acid",10.2929385706667,2024-09-22 06:00:00,2024-09-22,1,11,284.15,2280,0.38465,4.41442656329176e-10,0.0366504434370086,8.74753995515868,8.74753995515868
89,29.2923144593333,"3",26.48424461,2024-09-21 23:00:00,3.70833333333333,"1.5","Low acid",-2.80806984933333,2024-09-22 04:00:00,2024-09-21,23,12.7,285.85,2280,0.38465,-1.19716024336385e-10,-0.00993933258496083,0.74411571270672,0.74411571270672
91,36.3392448873333,"10",51.235794208,2024-09-22 02:00:00,3.79166666666667,"1.5","Low acid",14.8965493206667,2024-09-22 07:00:00,2024-09-22,2,10.8,283.95,2280,0.38465,6.39331910798729e-10,0.0530800494656566,9.98992255655461,9.98992255655461
91,36.3392448873333,"15",56.788084494,2024-09-22 03:00:00,3.79166666666667,"1.5","Low acid",20.4488396066667,2024-09-22 08:00:00,2024-09-22,3,10.9,284.05,2280,0.38465,8.77316810058803e-10,0.0728385661475821,8.85702896474327,8.85702896474327
91,36.3392448873333,"3",25.55071389,2024-09-22 02:00:00,3.79166666666667,"1.5","Low acid",-10.7885309973333,2024-09-22 07:00:00,2024-09-22,2,10.8,283.95,2280,0.38465,-4.63023482066903e-10,-0.0384421752093789,0.69573420491238,0.69573420491238
94,69.8679891436667,"10",122.9234107,2024-09-22 05:00:00,3.91666666666667,"1.5","Low acid",53.0554215563333,2024-09-22 10:00:00,2024-09-22,5,9.7,282.85,2280,0.38465,2.28589439370252e-09,0.189784657142188,10.3542196164664,10.3542196164664
94,69.8679891436667,"15",121.89669508,2024-09-22 06:00:00,3.91666666666667,"1.5","Low acid",52.0287059363333,2024-09-22 11:00:00,2024-09-22,6,9.4,282.55,2280,0.38465,2.24403842195861e-09,0.186309596671917,9.24575120897251,9.24575120897251
94,69.8679891436667,"3",109.31017534,2024-09-22 04:00:00,3.91666666666667,"1.5","Low acid",39.4421861963333,2024-09-22 09:00:00,2024-09-22,4,10.8,283.95,2280,0.38465,1.69278453178394e-09,0.140542158406476,0.848884179708025,0.848884179708025
96,82.3232452366667,"10",149.36947626,2024-09-22 08:00:00,4,"1.5","Low acid",67.0462310233333,2024-09-22 13:00:00,2024-09-22,8,11.9,285.05,2280,0.38465,2.86639409063549e-09,0.237980206445375,10.7819844800539,10.7819844800539
96,82.3232452366667,"15",152.86524913,2024-09-22 08:00:00,4,"1.5","Low acid",70.5420038933333,2024-09-22 13:00:00,2024-09-22,8,11.9,285.05,2280,0.38465,3.01584712541211e-09,0.250388431883121,9.68244923752755,9.68244923752755
96,82.3232452366667,"3",96.20623147,2024-09-22 07:00:00,4,"1.5","Low acid",13.8829862333333,2024-09-22 12:00:00,2024-09-22,7,9.8,282.95,2280,0.38465,5.97937471633549e-10,0.0496433073894698,1.03906964550397,1.03906964550397
99,71.6224964273333,"10",127.6427382,2024-09-22 10:00:00,4.125,"1.5","Low acid",56.0202417726667,2024-09-22 15:00:00,2024-09-22,10,15.6,288.75,2280,0.38465,2.36431622137918e-09,0.196295570209337,11.433398145036,11.433398145036
99,71.6224964273333,"15",120.3105408,2024-09-22 11:00:00,4.125,"1.5","Low acid",48.6880443726667,2024-09-22 16:00:00,2024-09-22,11,15.6,288.75,2280,0.38465,2.05486319685417e-09,0.170603466355857,10.313937084886,10.313937084886
99,71.6224964273333,"3",79.303438999,2024-09-22 09:00:00,4.125,"1.5","Low acid",7.68094257166666,2024-09-22 14:00:00,2024-09-22,9,14.5,287.65,2280,0.38465,3.25411364264665e-10,0.0270170329684872,1.15406015604091,1.15406015604091
101,41.9963138923333,"10",73.745456769,2024-09-22 13:00:00,4.20833333333333,"1.5","Low acid",31.7491428766667,2024-09-22 18:00:00,2024-09-22,13,19.4,292.55,2280,0.38465,1.32255724452964e-09,0.109804317249067,11.7394980324944,11.7394980324944
101,41.9963138923333,"15",65.347184821,2024-09-22 13:00:00,4.20833333333333,"1.5","Low acid",23.3508709286667,2024-09-22 18:00:00,2024-09-22,13,19.4,292.55,2280,0.38465,9.72714873996843e-10,0.0807589184203676,10.5652994696622,10.5652994696622
101,41.9963138923333,"3",53.950925158,2024-09-22 12:00:00,4.20833333333333,"1.5","Low acid",11.9546112656667,2024-09-22 17:00:00,2024-09-22,12,18.5,291.65,2280,0.38465,4.99523648779684e-10,0.0414725740083356,1.22254976301773,1.22254976301773
104,29.8830649266667,"10",47.103711086,2024-09-22 15:00:00,4.33333333333333,"1.5","Low acid",17.2206461593333,2024-09-22 20:00:00,2024-09-22,15,19.4,292.55,2280,0.38465,7.1735134463255e-10,0.0595575540876422,11.9935408394995,11.9935408394995
104,29.8830649266667,"15",46.163299788,2024-09-22 16:00:00,4.33333333333333,"1.5","Low acid",16.2802348613333,2024-09-22 21:00:00,2024-09-22,16,18.6,291.75,2280,0.38465,6.80036740481338e-10,0.0564595372349198,10.7711271531452,10.7711271531452
104,29.8830649266667,"3",28.495859616,2024-09-22 14:00:00,4.33333333333333,"1.5","Low acid",-1.38720531066667,2024-09-22 19:00:00,2024-09-22,14,19.5,292.65,2280,0.38465,-5.77663317790251e-11,-0.00479600610651433,1.27756461487046,1.27756461487046
106,33.614621523,"10",42.69480156,2024-09-22 18:00:00,4.41666666666667,"1.5","Low acid",9.080180037,2024-09-22 23:00:00,2024-09-22,18,15.5,288.65,2280,0.38465,3.833588324562e-10,0.0318280777889679,12.0849264713761,12.0849264713761
106,33.614621523,"15",43.414369627,2024-09-22 18:00:00,4.41666666666667,"1.5","Low acid",9.799748104,2024-09-22 23:00:00,2024-09-22,18,15.5,288.65,2280,0.38465,4.13738491550385e-10,0.0343503260613161,10.8619370164414,10.8619370164414
106,33.614621523,"3",24.032574775,2024-09-22 17:00:00,4.41666666666667,"1.5","Low acid",-9.582046748,2024-09-22 22:00:00,2024-09-22,17,17.3,290.45,2280,0.38465,-4.02040200111278e-10,-0.0333790842419053,1.23938952452204,1.23938952452204
109,28.9605600923333,"10",41.943641244,2024-09-22 20:00:00,4.54166666666667,"1.5","Low acid",12.9830811516667,2024-09-23 01:00:00,2024-09-22,20,12.7,285.85,2280,0.38465,5.53505768199889e-10,0.0459543987392577,12.2016001861684,12.2016001861684
109,28.9605600923333,"15",40.309096041,2024-09-22 21:00:00,4.54166666666667,"1.5","Low acid",11.3485359486667,2024-09-23 02:00:00,2024-09-22,21,11.8,284.95,2280,0.38465,4.85348567741965e-10,0.0402956986014412,10.9739060534355,10.9739060534355
109,28.9605600923333,"3",24.870670889,2024-09-22 19:00:00,4.54166666666667,"1.5","Low acid",-4.08988920333334,2024-09-23,2024-09-22,19,13.9,287.05,2280,0.38465,-1.73634718671757e-10,-0.0144158914960742,1.16769706091507,1.16769706091507
111,26.4689973303333,"10",37.690234425,2024-09-22 23:00:00,4.625,"1.5","Low acid",11.2212370946667,2024-09-23 04:00:00,2024-09-22,23,11.2,284.35,2280,0.38465,4.80916947756379e-10,0.0399277666961589,12.2874823516038,12.2874823516038
111,26.4689973303333,"15",36.261748254,2024-09-22 23:00:00,4.625,"1.5","Low acid",9.79275092366666,2024-09-23 04:00:00,2024-09-22,23,11.2,284.35,2280,0.38465,4.1969524791403e-10,0.034844881263546,11.0490466333005,11.0490466333005
111,26.4689973303333,"3",22.99767921,2024-09-22 22:00:00,4.625,"1.5","Low acid",-3.47131812033333,2024-09-23 03:00:00,2024-09-22,22,11.8,284.95,2280,0.38465,-1.48459615011261e-10,-0.0123257475113438,1.14095542190765,1.14095542190765
114,27.6906209786667,"10",44.018944868,2024-09-23 01:00:00,4.75,"1.5","Low acid",16.3283238893333,2024-09-23 06:00:00,2024-09-23,1,9.6,282.75,2280,0.38465,7.03755122229065e-10,0.0584287379820588,12.4350171086212,12.4350171086212
114,27.6906209786667,"15",44.611327201,2024-09-23 02:00:00,4.75,"1.5","Low acid",16.9207062223333,2024-09-23 07:00:00,2024-09-23,2,9.1,282.25,2280,0.38465,7.3057887572192e-10,0.0606557598750792,11.1922975950085,11.1922975950085
114,27.6906209786667,"3",23.735561606,2024-09-23,4.75,"1.5","Low acid",-3.95505937266667,2024-09-23 05:00:00,2024-09-23,0,10.5,283.65,2280,0.38465,-1.69923245925719e-10,-0.0141077492719452,1.10130517673272,1.10130517673272
116,35.8954669886667,"10",57.744721881,2024-09-23 04:00:00,4.83333333333333,"1.5","Low acid",21.8492548923333,2024-09-23 09:00:00,2024-09-23,4,7.5,280.65,2280,0.38465,9.4875518111837e-10,0.0787696829986874,12.5722155296019,12.5722155296019
116,35.8954669886667,"15",59.325029394,2024-09-23 04:00:00,4.83333333333333,"1.5","Low acid",23.4295624053333,2024-09-23 09:00:00,2024-09-23,4,7.5,280.65,2280,0.38465,1.01737651159885e-09,0.0844669171814024,11.337420272065,11.337420272065
